,FAIM3 (9214)
ACH-000004,-0.18775569133010964
ACH-000005,-0.2911990857479834
ACH-000007,-0.2481856960925679
ACH-000009,-0.15696829387849334
ACH-000011,-0.10182725693704728
ACH-000012,-0.14276130626501807
ACH-000013,-0.034790200367368546
ACH-000014,0.21068262785840586
ACH-000015,-0.039980520260447835
ACH-000017,-0.1383222870748853
ACH-000018,-0.2069298261036832
ACH-000019,-0.16567883040068573
ACH-000021,-0.10841885775273513
ACH-000022,-0.014290724862782938
ACH-000025,-0.1254513108643955
ACH-000028,-0.1406827771556103
ACH-000030,0.002653219399745686
ACH-000035,-0.03762779213307113
ACH-000036,-0.00862195121471817
ACH-000037,-0.11663153824154288
ACH-000039,0.013739823114537043
ACH-000040,0.06138273448768682
ACH-000041,-0.18885070882771635
ACH-000042,-0.2007544160549536
ACH-000045,-0.2482482973721602
ACH-000047,-0.20303742836530608
ACH-000052,-0.1106761521204858
ACH-000053,-0.05015956521521976
ACH-000054,-0.14158071228615252
ACH-000055,-0.07645093680288295
ACH-000060,0.05484958560975956
ACH-000067,0.048584518827795735
ACH-000070,-0.06326612002106982
ACH-000075,-0.11843255450343886
ACH-000078,-0.05481570355019519
ACH-000082,-0.12088961923436675
ACH-000085,-0.300931760177449
ACH-000086,-0.25595284223196313
ACH-000087,-0.02542062858315393
ACH-000092,-0.12030200479378525
ACH-000095,-0.042884903304990764
ACH-000097,-0.0941659199791688
ACH-000098,-0.1165769833621244
ACH-000099,-0.07728355623952474
ACH-000108,-0.06137619089561045
ACH-000113,-0.3178812221593555
ACH-000116,-0.03715223209201447
ACH-000118,-0.07115004905968964
ACH-000120,-0.09717902610628064
ACH-000123,-0.13045635501471148
ACH-000127,-0.18483089538157774
ACH-000128,-0.12966534123963014
ACH-000132,-0.2343369412901713
ACH-000133,-0.08537486313875424
ACH-000137,-0.15333686325833346
ACH-000138,-0.03615983483179277
ACH-000142,-0.15635463044254172
ACH-000143,-0.10927747456402916
ACH-000146,-0.1598319875832172
ACH-000148,-0.09173899876140312
ACH-000150,-0.04337172634994702
ACH-000152,-0.08754057220294656
ACH-000153,-0.2304459632997497
ACH-000159,-0.1323714110787725
ACH-000160,-0.23276050977881976
ACH-000163,-0.0635929977165397
ACH-000167,-0.10020612765154774
ACH-000168,-0.07717258187220832
ACH-000169,-0.061788176258797727
ACH-000178,-0.0520215319250685
ACH-000183,-0.09704420006969887
ACH-000188,-0.1318326119137523
ACH-000189,-0.0385200552165826
ACH-000190,0.008095558221725817
