,KREMEN1 (83999)
ACH-000004,-0.11668079431585605
ACH-000005,-0.24286066498318826
ACH-000007,-0.16757383620331792
ACH-000009,-0.12386266479144335
ACH-000011,-0.16064819947637696
ACH-000012,0.031092209072598995
ACH-000013,-0.0866523404258359
ACH-000014,-0.05746631186492584
ACH-000015,-0.11789731735400767
ACH-000017,-0.1289383837566918
ACH-000018,0.036814012690219326
ACH-000019,-0.11228568971084447
ACH-000021,-0.1049922607086469
ACH-000022,0.033738938352385485
ACH-000025,-0.052915128628566316
ACH-000028,-0.008033414756906438
ACH-000030,-0.0986731903764714
ACH-000035,-0.0629396447399642
ACH-000036,0.0008238573384487912
ACH-000037,-0.08190243849881239
ACH-000039,-0.23315472941983875
ACH-000040,0.014493556782812663
ACH-000041,-0.09797345885941176
ACH-000042,-0.1631981610501431
ACH-000045,-0.15527017829234366
ACH-000047,-0.0771014919718773
ACH-000052,0.22202266392228293
ACH-000053,-0.13069194170662438
ACH-000054,-0.048063818715705794
ACH-000055,-0.026382785337371584
ACH-000060,-0.2478663255382798
ACH-000067,-0.2424236924591817
ACH-000070,0.07196723655532118
ACH-000075,0.03281433010861738
ACH-000078,-0.030877201213939894
ACH-000082,-0.0011566838063148865
ACH-000085,-0.12953933252558208
ACH-000086,0.21082300899776835
ACH-000087,-0.03024215283506055
ACH-000092,-0.11308553225747853
ACH-000095,-0.040686865623804185
ACH-000097,-0.01923983682899153
ACH-000098,-0.04956993660201869
ACH-000099,-0.0996033215462771
ACH-000108,-0.08670390973463818
ACH-000113,0.06815954838072615
ACH-000116,0.18108260032102294
ACH-000118,-0.13733869668549611
ACH-000120,0.07171121615944676
ACH-000123,-0.11270539444764055
ACH-000127,-0.013441946804605434
ACH-000128,-0.04450905143005172
ACH-000132,0.0626818161381988
ACH-000133,-0.005625363264282507
ACH-000137,-0.11284228854137722
ACH-000138,0.13812060702903314
ACH-000142,-0.0020886162006639453
ACH-000143,-0.08974480154523744
ACH-000146,-0.09325482396518472
ACH-000148,0.06255649518746348
ACH-000150,-0.09237741169751644
ACH-000152,0.059202710514533935
ACH-000153,-0.060285634639458824
ACH-000159,0.007204345035179465
ACH-000160,-0.07795153184161367
ACH-000163,-0.1085226124884303
ACH-000167,-0.10041475680242634
ACH-000168,-0.18117847620196664
ACH-000169,-0.03698739232975859
ACH-000178,-0.03149053126811956
ACH-000183,-0.18443120052360928
ACH-000188,-0.005623410637560412
ACH-000189,0.15362643603418785
ACH-000190,-0.16255291463963953
ACH-000198,-0.07470942283823546
ACH-000203,-0.09288705433133884
ACH-000204,0.004359117464845336
ACH-000206,-0.2182541688806564
ACH-000207,-0.18697943169433293
ACH-000208,-0.06788809949685151
ACH-000210,0.03723556036122263
ACH-000211,-0.06880280176054651
ACH-000215,-0.009072975144164
ACH-000221,-0.16832858084905625
ACH-000222,0.10197579401317924
ACH-000223,-0.05430123825657197
ACH-000226,-0.2408509053115779
ACH-000227,-0.015089518837125513
ACH-000228,-0.1079340120754765
ACH-000231,-0.09246654186516724
