,SCGB2B2 (284402)
ACH-000004,0.1376209777304817
ACH-000005,0.14141655414327922
ACH-000007,0.1153276771897103
ACH-000009,0.04301435476111543
ACH-000011,0.08656729620984466
ACH-000012,0.04250171176551966
ACH-000013,-0.17999497312363272
ACH-000014,0.006950598774626792
ACH-000015,-0.0863214623165071
ACH-000017,0.1462903789494595
ACH-000018,0.09603748972537483
ACH-000019,-0.03281827857331584
ACH-000021,-0.02144380931106137
ACH-000022,0.11674021231033113
ACH-000025,0.13188766990798878
ACH-000028,-0.07905018045978211
ACH-000030,0.009313439997752757
ACH-000035,0.01760706446700266
ACH-000036,0.22735467980824975
ACH-000037,0.08121546684934806
ACH-000039,0.04489872659970108
ACH-000040,0.11767860390541822
ACH-000041,0.10917311891736406
ACH-000042,0.09001241347832667
ACH-000045,0.12233996914038693
ACH-000047,0.10912830009035282
ACH-000052,0.160156701343254
ACH-000053,0.05796362116790627
ACH-000054,-0.0010297021058659492
ACH-000055,0.009651696191833054
ACH-000060,0.17310086829341825
ACH-000067,0.036294702371651937
ACH-000070,0.03575114099631892
ACH-000075,0.18567616875390186
ACH-000078,0.22362381793845168
ACH-000082,0.052393101430134495
ACH-000085,0.28517363191758466
ACH-000086,0.14770809603951682
ACH-000087,-0.026711421276970404
ACH-000092,-0.04340312020459056
ACH-000095,0.03978561368719871
ACH-000097,-0.11577000208234765
ACH-000098,-0.06669736110191468
ACH-000099,-0.06734449771192155
ACH-000108,0.044565487487150175
ACH-000113,0.09811427526865443
ACH-000116,0.0749537553506877
ACH-000118,0.04681231920452507
ACH-000120,0.05711808547228415
ACH-000123,-0.022282595572033714
ACH-000127,0.049356613695029895
ACH-000128,0.0034789263299679443
ACH-000132,0.2145075291734552
ACH-000133,-0.001777427150654828
ACH-000137,-0.15996883990835442
ACH-000138,0.05437237886190052
ACH-000142,0.04912168308890163
ACH-000143,0.0805085327457968
ACH-000146,-0.025059607510310083
ACH-000148,0.1930219769293644
ACH-000150,0.03657877640671376
ACH-000152,0.02893033859173897
ACH-000153,0.15304474632374288
ACH-000159,0.21119173949159487
ACH-000160,0.13990411600581934
ACH-000163,0.090997165976812
ACH-000167,0.4749537823796913
ACH-000168,0.1331167828966754
ACH-000169,0.1919584865690204
ACH-000178,0.05301458620135905
ACH-000183,0.2473183923909139
ACH-000188,0.00909877941757468
ACH-000189,0.039320681031131566
ACH-000190,0.017497460307658988
ACH-000198,-0.05242458701659077
ACH-000203,-0.07500684138187617
ACH-000204,-0.06506159023152397
ACH-000206,0.09893693149725948
ACH-000207,-0.04589430970267399
ACH-000208,0.34338990170894496
ACH-000210,0.07468896467372378
ACH-000211,0.15848093838302926
ACH-000215,0.14430244326749625
ACH-000221,0.12897405596477318
ACH-000222,0.03936742929684677
ACH-000223,0.1485831121960159
ACH-000226,0.04114677109200125
ACH-000227,0.014466594506307844
ACH-000228,0.0585805154180957
ACH-000231,0.271172854612742
ACH-000232,0.013500686967567808
ACH-000233,0.03743375671848124
ACH-000234,0.11590406615418407
ACH-000235,0.04383756614636766
ACH-000237,0.08788505750832598
ACH-000238,0.22109495526848852
