,AAK1 (22848)
ACH-000004,-0.002700276098664339
ACH-000005,-0.030164803864351383
ACH-000007,-0.16207862896665665
ACH-000009,-0.2072512515120469
ACH-000011,-0.2036988269774058
ACH-000012,-0.2501250754968952
ACH-000013,-0.2664730047955951
ACH-000014,-0.15856091658808888
ACH-000015,-0.3140359476534915
ACH-000017,-0.14006056714769666
ACH-000018,-0.3951103278374972
ACH-000019,-0.2026307354263079
ACH-000021,-0.3242295600800216
ACH-000022,-0.2696959888559554
ACH-000025,-0.1699058120589235
ACH-000028,-0.3645448765856391
ACH-000030,-0.22498788401212325
ACH-000035,-0.33869783868384584
ACH-000036,-0.3088975747894899
ACH-000037,-0.15100123789497702
ACH-000039,-0.2573116845642651
ACH-000040,-0.3236750987912431
ACH-000041,-0.051867886123572765
ACH-000042,-0.2139818208350272
ACH-000045,-0.27185196324587524
ACH-000047,-0.17189775697367127
ACH-000052,-0.10551610629007586
ACH-000053,-0.2780468293433346
ACH-000054,-0.1559130183832866
ACH-000055,-0.19278548082081945
ACH-000060,0.029124534441106
ACH-000067,-0.2869868254398084
ACH-000070,-0.05618983601736727
ACH-000075,-0.22334937100845004
ACH-000078,-0.20352501377654134
ACH-000082,-0.1509221423348467
ACH-000085,-0.1881657259851693
ACH-000086,-0.2562300994933187
ACH-000087,-0.2915521471303101
ACH-000092,-0.3872656287950551
ACH-000095,-0.2072500842306114
ACH-000097,-0.21970773726767828
ACH-000098,-0.266295459843274
ACH-000099,-0.2630826577433697
ACH-000108,-0.2756144186664585
ACH-000113,-0.1889166245013485
ACH-000116,-0.3084606583474284
ACH-000118,-0.22060884515590926
ACH-000120,-0.30281385665624244
ACH-000123,-0.2097725307245809
ACH-000127,-0.4289112996869152
ACH-000128,-0.17414860952027056
ACH-000132,-0.3550314230690135
ACH-000133,-0.33919016954307313
ACH-000137,-0.3912468043073197
ACH-000138,-0.07175965620649577
ACH-000142,-0.2445636592244511
ACH-000143,-0.30218640822818904
ACH-000146,-0.19309793263168268
ACH-000148,-0.2878351421511569
ACH-000150,-0.0819581023300821
ACH-000152,-0.4077936822215257
ACH-000153,-0.16665895756449553
ACH-000159,-0.15001583054791665
ACH-000160,-0.2545532597136439
ACH-000163,-0.3881980277128906
ACH-000167,-0.4460878191232336
ACH-000168,-0.3770006234330367
ACH-000169,-0.15423777368758165
ACH-000178,-0.2109803149431872
ACH-000183,-0.11783073570479295
ACH-000188,-0.14249760334603478
ACH-000189,-0.4539575354634045
ACH-000190,-0.4070239564899124
ACH-000198,-0.2824539417847193
ACH-000203,-0.2422914534675531
ACH-000204,-0.2948261478752046
ACH-000206,-0.22235366466945009
ACH-000207,-0.2445619565065744
ACH-000208,-0.08196864539737643
ACH-000210,-0.08498416746880748
ACH-000211,-0.2252631678314013
ACH-000215,-0.2486315647211419
ACH-000221,-0.32609794561219685
ACH-000222,-0.274847533376891
ACH-000223,-0.29550231263641186
ACH-000226,-0.13985607242912915
ACH-000227,-0.17204656903909304
ACH-000228,-0.2450461168962324
ACH-000231,-0.3325131049898835
ACH-000232,-0.2839215617633535
ACH-000233,-0.2308092228208518
ACH-000234,-0.24509031859203265
ACH-000235,-0.14521890423976108
ACH-000237,-0.3619802756568101
ACH-000238,-0.3746663458404125
ACH-000242,-0.3757392621181097
ACH-000243,-0.21003839600287988
ACH-000244,-0.4523361435042934
ACH-000246,-0.2774528830204607
ACH-000248,-0.4380217746035359
ACH-000250,-0.15853149342466993
ACH-000251,-0.1731715642112421
ACH-000252,-0.07582061287110008
ACH-000253,-0.22476458266726468
ACH-000255,-0.18499460534772486
ACH-000256,-0.05983514259855769
ACH-000257,-0.1773533599711053
ACH-000258,-0.15370008286068568
ACH-000259,-0.2263694228846365
ACH-000260,-0.2397653558493296
ACH-000261,-0.1618817586296319
ACH-000262,-0.3581765465327958
ACH-000263,-0.3693474283282981
ACH-000264,-0.18538372684902668
ACH-000265,-0.16607095399157362
ACH-000266,-0.14864485418276865
ACH-000272,-0.36462762631555257
ACH-000274,-0.18910918594520604
ACH-000277,-0.10466896695613176
ACH-000278,-0.3322523665664009
ACH-000279,-0.3361250457969494
ACH-000280,-0.1500226176606228
ACH-000281,-0.16950923019602734
ACH-000288,-0.29685871302712424
ACH-000291,-0.4207302694994801
ACH-000293,-0.2774819951078273
ACH-000294,-0.1504565524100257
ACH-000295,-0.27952569302641866
ACH-000296,-0.1937408864572178
ACH-000302,-0.19695386923531394
ACH-000304,0.013653752105971329
ACH-000307,-0.2537412188389457
ACH-000308,-0.1876786454693904
ACH-000310,-0.10975125052573312
ACH-000311,-0.12053169746134378
ACH-000312,-0.13193072752232204
ACH-000315,-0.22185893841991328
ACH-000316,-0.16108639003638675
ACH-000317,-0.1845145592228669
ACH-000318,-0.280745890756675
ACH-000319,-0.2276109976036195
ACH-000320,-0.2469996255035485
ACH-000322,-0.13037702514708185
ACH-000323,-0.35427247685098623
ACH-000324,-0.15319463911927045
ACH-000329,-0.1847365893109384
ACH-000330,-0.4785585749614358
ACH-000331,-0.31704283716137993
ACH-000332,-0.28331203502408103
ACH-000334,-0.06759528557900253
ACH-000335,-0.2837255174537853
ACH-000336,0.003490978409104591
ACH-000337,0.013930242854246308
ACH-000338,-0.3576578329485257
ACH-000339,-0.18296875825437395
ACH-000341,-0.16519953200482418
ACH-000348,-0.216480234315997
ACH-000350,-0.15176889000184912
ACH-000352,-0.2646537349118842
ACH-000356,-0.36639766268443785
ACH-000361,-0.06237801003995205
ACH-000362,-0.20153505368933355
ACH-000363,-0.1934166166526608
ACH-000364,-0.2804144523048102
ACH-000365,-0.23650117353792546
ACH-000366,-0.18920318734322572
ACH-000368,-0.35150462028954976
ACH-000374,-0.2907387939689389
ACH-000375,-0.22515841597821945
ACH-000376,-0.34188639649875546
ACH-000381,-0.27619937625589525
ACH-000383,-0.20778839377443664
ACH-000387,-0.10268839065027632
ACH-000389,-0.4492784183302249
ACH-000390,-0.2712989410761837
ACH-000393,-0.196229983296219
ACH-000395,-0.1355552795617629
ACH-000396,-0.4726420796666127
ACH-000397,-0.3216125403521023
ACH-000401,-0.14110464208947912
ACH-000402,-0.2139450895746783
ACH-000403,-0.2280100991422382
ACH-000404,-0.0918328322142374
ACH-000406,-0.16748444379242766
ACH-000407,-0.23446970552007754
ACH-000408,-0.2733940925923792
ACH-000410,-0.22238684167123496
ACH-000411,-0.17988670570960655
ACH-000414,-0.19880662962206172
ACH-000415,-0.2776889464900069
ACH-000416,-0.1541268657892497
ACH-000420,-0.1164848978230104
ACH-000421,-0.18066071173669
ACH-000424,-0.25120207515764165
ACH-000425,-0.2267754581310117
ACH-000426,-0.06789301532335258
ACH-000427,-0.2278252123894683
ACH-000433,-0.2631942368902964
ACH-000435,-0.2036846908517639
ACH-000436,-0.15750491347277107
ACH-000444,-0.2146948048504132
ACH-000445,-0.21305708473123997
ACH-000448,-0.2779411340050357
ACH-000450,-0.1901200842353961
ACH-000452,-0.21776325859692325
ACH-000454,-0.3070835997335975
ACH-000458,-0.15178990994885647
ACH-000459,-0.11978337776160003
ACH-000460,-0.2470236168938443
ACH-000461,-0.08064583548673496
ACH-000463,-0.3754455698172715
ACH-000464,-0.3182058921454565
ACH-000466,-0.24506695949734675
ACH-000467,-0.30907397309477874
ACH-000468,-0.14593365302156602
ACH-000469,-0.12905790291167682
ACH-000470,-0.19011048757447851
ACH-000471,-0.4112150286871202
ACH-000472,-0.2419303495922403
ACH-000473,-0.266919119832903
ACH-000475,-0.2273430265350681
ACH-000476,-0.2454639208683127
ACH-000477,-0.2055532425668552
ACH-000479,-0.3194334270438869
ACH-000480,-0.24219300397113955
ACH-000481,-0.15427794026028605
ACH-000483,-0.4409656600440528
ACH-000484,-0.1395814252261032
ACH-000485,-0.2921140841173308
ACH-000486,-0.2532651570737889
ACH-000487,-0.1651655787984386
ACH-000488,-0.194835452983994
ACH-000490,-0.3736829556242093
ACH-000491,-0.126788088172476
ACH-000495,-0.34521904244921303
ACH-000496,-0.32030014807689144
ACH-000499,-0.01555278665867689
ACH-000500,-0.4492198516205878
ACH-000502,-0.2731965036847239
ACH-000503,-0.31974925453809244
ACH-000505,-0.13749888445400102
ACH-000507,-0.33218697649977225
ACH-000510,-0.20677603660787594
ACH-000511,-0.2077559049487374
ACH-000512,-0.3021855296332254
ACH-000516,-0.2402170385245553
ACH-000517,-0.17030855837770034
ACH-000518,-0.2548854325237131
ACH-000520,-0.1409985819969482
ACH-000521,-0.2553796333017788
ACH-000522,-0.246109965535712
ACH-000524,-0.18508733035938246
ACH-000527,-0.25154538572874163
ACH-000528,-0.3360744455473901
ACH-000537,-0.16979503003388108
ACH-000541,-0.026511274923156098
ACH-000542,-0.219141837262408
ACH-000544,-0.1600456038780195
ACH-000545,-0.3418582579632376
ACH-000547,-0.457635150338727
ACH-000548,-0.16380065405454075
ACH-000549,-0.08823719825299428
ACH-000550,-0.2458233406819825
ACH-000552,-0.19492944146017904
ACH-000556,-0.2736706162070754
ACH-000557,-0.1556456198664284
ACH-000569,-0.34139535863963993
ACH-000570,-0.26554994228905826
ACH-000571,-0.20747993220702374
ACH-000573,-0.21989189093043585
ACH-000576,-0.2473561300010985
ACH-000579,-0.2909289191182428
ACH-000580,-0.1678033775138099
ACH-000584,-0.2069436791713353
ACH-000585,-0.3376052259681788
ACH-000588,-0.14778312218174058
ACH-000589,-0.22182191403115328
ACH-000591,-0.2309112796835408
ACH-000593,-0.3652235153396876
ACH-000600,-0.2061913830909652
ACH-000601,-0.2807096355464352
ACH-000605,-0.2795291010622407
ACH-000606,-0.2783881412222929
ACH-000608,-0.2913266183870939
ACH-000614,-0.2768514998392585
ACH-000616,-0.28356889484931697
ACH-000618,-0.1804060143038434
ACH-000619,-0.17817094525388288
ACH-000620,-0.28073865316756
ACH-000621,-0.17412706671821887
ACH-000622,0.01675510866962265
ACH-000623,-0.3160418994313816
ACH-000624,-0.26257461311303226
ACH-000627,-0.5354406773785406
ACH-000630,-0.33573766984805425
ACH-000631,-0.21059421725620836
ACH-000632,-0.2543748113312356
ACH-000633,-0.3687024351176814
ACH-000637,-0.114424896097804
ACH-000638,-0.16252860725173296
ACH-000646,-0.2352353123297708
ACH-000647,-0.22177050471937795
ACH-000648,-0.2131992770879403
ACH-000649,-0.27767265635055444
ACH-000651,-0.17282831144772282
ACH-000652,-0.13863196732729752
ACH-000653,-0.2967648308174759
ACH-000657,-0.21449343231712412
ACH-000658,-0.12368867957083388
ACH-000661,-0.14215912319257687
ACH-000662,-0.043312165313638816
ACH-000663,-0.09289342843283764
ACH-000665,-0.37819033394652896
ACH-000671,-0.4927067631296107
ACH-000672,-0.1904440135498836
ACH-000673,-0.3174458799111245
ACH-000676,-0.2907008545951087
ACH-000677,-0.13688417329929753
ACH-000681,-0.09758955714718599
ACH-000683,-0.2898798114002356
ACH-000684,-0.3557589407900298
ACH-000688,-0.06644999704910667
ACH-000693,-0.23378180353516
ACH-000694,-0.18167742367866493
ACH-000695,-0.04998814625155035
ACH-000696,-0.21591787700213014
ACH-000697,-0.12380666445800535
ACH-000699,-0.2074788393380286
ACH-000701,-0.2257777828756268
ACH-000706,-0.19384633538068774
ACH-000711,-0.1827245475971772
ACH-000713,-0.3565152627508086
ACH-000714,-0.173447027132359
ACH-000718,-0.29488968274258903
ACH-000720,-0.24293783019709456
ACH-000721,-0.2072807668727577
ACH-000724,-0.2671369281605051
