,THSD4 (79875)
ACH-000004,0.2802072464702163
ACH-000005,0.2934080813189698
ACH-000007,0.07872285645310645
ACH-000009,-0.12440399832133275
ACH-000011,0.14377525439153302
ACH-000012,0.0064593245206603506
ACH-000013,0.0876405851079688
ACH-000014,0.0053459132090419755
ACH-000015,0.01681392150731623
ACH-000017,0.08527036997028556
ACH-000018,0.05114016230319685
ACH-000019,0.20172891631501244
ACH-000021,0.16637403336718293
ACH-000022,-0.033447616009140195
ACH-000025,0.1290869073456178
ACH-000028,0.16736109528954238
ACH-000030,0.109337241098415
ACH-000035,0.09338661971062674
ACH-000036,0.23281765618189976
ACH-000037,0.06531505108249018
ACH-000039,0.10898687225139796
ACH-000040,0.1444888567473905
ACH-000041,0.2306605162545215
ACH-000042,0.04965382376381092
ACH-000045,0.18040796223393826
ACH-000047,-0.031704699595271016
ACH-000052,0.05534682947581362
ACH-000053,0.08495802941578394
ACH-000054,0.04691034160102105
ACH-000055,0.15973775435331616
ACH-000060,0.127967412958188
ACH-000067,0.06182833124730903
ACH-000070,0.12591545525787448
ACH-000075,0.23911898901992734
ACH-000078,0.0140504569408051
ACH-000082,0.10069853742460767
ACH-000085,0.04570781976368138
ACH-000086,0.1101782935441958
ACH-000087,0.08796706699972161
ACH-000092,0.1316203541903784
ACH-000095,0.13679148319883672
ACH-000097,0.08166716174699479
ACH-000098,0.2076639239518191
ACH-000099,0.03576146353846702
ACH-000108,0.03053846012358508
ACH-000113,0.1054181643870394
ACH-000116,-0.02242090388168713
ACH-000118,0.07320862375954346
ACH-000120,-0.010618026239834762
ACH-000123,0.04097092369263716
ACH-000127,0.10600836303869443
ACH-000128,0.08117743988379081
ACH-000132,0.0920523901731959
ACH-000133,0.2282620339477549
ACH-000137,0.14637521753033622
ACH-000138,0.12560967554523558
ACH-000142,0.08970397078795429
ACH-000143,0.06358092011501383
ACH-000146,0.1456997496352348
ACH-000148,0.1368232354509915
ACH-000150,0.2805008308188546
ACH-000152,0.16664018468363895
ACH-000153,-0.1295957708970435
ACH-000159,0.15323287893724166
ACH-000160,0.03818490115425442
ACH-000163,0.12155347126132494
ACH-000167,0.2407101637431837
ACH-000168,0.03725054024946022
ACH-000169,0.03553034914209091
ACH-000178,0.07732856264516126
ACH-000183,0.10128189689186827
ACH-000188,0.14086152280178668
ACH-000189,-0.03030031856255962
ACH-000190,0.009405772996263074
ACH-000198,0.018605592774856176
ACH-000203,-0.01580670220967565
ACH-000204,0.12460221429138263
ACH-000206,-0.03268747868097128
ACH-000207,0.07511127110728562
ACH-000208,-0.14353086212045058
ACH-000210,0.05126068469423632
ACH-000211,0.07661460587062108
ACH-000215,0.10722353106190076
ACH-000221,0.039401686722576316
ACH-000222,0.14347637926849094
ACH-000223,0.09926652429318672
ACH-000226,0.15297248770484284
ACH-000227,0.06439040625027433
ACH-000228,-0.016168684757371682
ACH-000231,0.10329130150446286
ACH-000232,0.07426678595012848
ACH-000233,0.06584662412260285
ACH-000234,0.06950381582524326
ACH-000235,0.016849992701790883
ACH-000237,0.061061499276940864
ACH-000238,-0.02645141472572044
