,AKT1 (207)
ACH-000004,0.11320570273507527
ACH-000005,-0.1997052792093118
ACH-000007,0.004106126202653639
ACH-000009,0.10029456820312643
ACH-000011,-0.13356010741605456
ACH-000012,0.21329349723838967
ACH-000013,0.030560670979444288
ACH-000014,0.006117770591788393
ACH-000015,0.09176181131694107
ACH-000017,-0.6583462095395224
ACH-000018,0.0033271040775768594
ACH-000019,-0.06540962123691306
ACH-000021,0.017664560918596913
ACH-000022,-0.20177125857440625
ACH-000025,0.005733421741202415
ACH-000028,-0.06456449180971258
ACH-000030,-0.0007114564000149162
ACH-000035,0.01195453737640863
ACH-000036,-0.2071329727984836
ACH-000037,-0.06997301727114963
ACH-000039,-0.1854650905919084
ACH-000040,-0.0553917027040626
ACH-000041,-0.04788733569275902
ACH-000042,0.008504501443254452
ACH-000045,-0.008809320678164366
ACH-000047,0.01400668622525439
ACH-000052,-0.24853058811158554
ACH-000053,-0.07807321805972968
ACH-000054,0.14999634768713266
ACH-000055,0.1998902299310828
ACH-000060,-0.009033878587624632
ACH-000067,0.034762504373093965
ACH-000070,0.048587083880678485
ACH-000075,0.045647895142381316
ACH-000078,-0.004720105412527207
ACH-000082,-0.01170349556063442
ACH-000085,-0.004528924706797957
ACH-000086,0.016497799290133067
ACH-000087,0.013407451723961005
ACH-000092,0.007831866044366722
ACH-000095,-0.02592022867722437
ACH-000097,-0.08229742198709586
ACH-000098,-0.15041168189349274
ACH-000099,0.0918348023394617
ACH-000108,-0.033436328306262884
ACH-000113,-0.04102504404828779
ACH-000116,0.009242911482217843
ACH-000118,-0.03415606893063452
ACH-000120,0.0325052798984453
ACH-000123,0.018826779589428192
ACH-000127,0.013293694632176788
ACH-000128,-0.2480413408225195
ACH-000132,-0.03283149473109216
ACH-000133,-0.07466108904851095
ACH-000137,0.044204246537700206
ACH-000138,0.04356574727205804
ACH-000142,-0.15096173644749694
ACH-000143,0.005479390650418841
ACH-000146,-0.15791884752539573
ACH-000148,-0.24936319802662624
ACH-000150,-0.09760158110962767
ACH-000152,0.03656773465535987
ACH-000153,-0.2279451184133421
ACH-000159,0.007198518943910375
ACH-000160,0.0016892562091137462
ACH-000163,-0.21668207956533825
ACH-000167,-0.2668808451470933
ACH-000168,0.06445879150509888
ACH-000169,0.037762800328753184
ACH-000178,-0.34258135502264936
ACH-000183,0.01266500000516998
ACH-000188,0.025386589590199533
ACH-000189,-0.24147691270555435
ACH-000190,-0.041820395514639855
ACH-000198,-0.03916229831145938
ACH-000203,0.12777404096927308
ACH-000204,0.009688789482252802
ACH-000206,0.11577199723865883
ACH-000207,-0.3289647801116935
ACH-000208,-0.13174296316586048
ACH-000210,-0.08096328241563121
ACH-000211,-0.03051827459692894
ACH-000215,-0.1274997317906817
ACH-000221,0.03868555229231965
ACH-000222,-0.12381027045305767
ACH-000223,0.028334090659797813
ACH-000226,0.03745846294480888
ACH-000227,0.10923163040689662
ACH-000228,-0.001718663297312644
ACH-000231,-0.09202666923669987
ACH-000232,-0.03935857702222866
ACH-000233,-0.06799302135097063
ACH-000234,0.05264587995433096
ACH-000235,0.05539172774203728
ACH-000237,0.12258880253974057
ACH-000238,-0.2103938774120712
ACH-000242,0.12486667945899235
ACH-000243,-0.0205350674223645
ACH-000244,0.11457810068952624
ACH-000246,-0.09517128574701443
ACH-000248,-0.1774682053146842
ACH-000250,0.07675098702781527
ACH-000251,-0.007235946906791317
ACH-000252,-0.16217425134868754
ACH-000253,0.100320713595069
ACH-000255,0.08148722165255212
ACH-000256,0.14611110502723818
ACH-000257,-0.012930201041456677
ACH-000258,0.016121426027431576
ACH-000259,0.11899388804826748
ACH-000260,0.011369346623077942
ACH-000261,-0.05426693301524653
ACH-000262,0.1974164812326028
ACH-000263,-0.2257951788747208
ACH-000264,-0.14095134396328293
ACH-000265,0.06643631201487935
ACH-000266,0.01450468995793036
ACH-000272,0.02366946850996596
ACH-000274,0.06831887635099003
ACH-000277,-0.19061340895603948
ACH-000278,-0.07848490491761269
ACH-000279,-0.2432204361961114
ACH-000280,-0.054190857844610495
ACH-000281,-0.016466119868877305
ACH-000288,-0.07317949087886143
ACH-000291,-0.12382536485956087
ACH-000293,-0.011308579959652476
ACH-000294,-0.04162480353099508
ACH-000295,0.1947325255307389
ACH-000296,-0.09522405003497976
ACH-000302,-0.009140148012870115
ACH-000304,-0.1363605479799672
ACH-000307,0.051754723430298535
ACH-000308,-0.01199838154426562
ACH-000310,-0.04365006636592216
ACH-000311,0.10099676927306432
ACH-000312,0.051531511185582184
ACH-000315,-0.14104908127285049
ACH-000316,0.15245516010606444
ACH-000317,-0.005820710388078739
ACH-000318,0.20022070736850164
ACH-000319,0.14125063112664346
ACH-000320,0.059304443686543376
ACH-000322,-0.03358476334562896
ACH-000323,-0.2262043755968871
ACH-000324,0.00853782953667036
ACH-000329,0.041778320802584895
ACH-000330,-0.4256815410042772
ACH-000331,0.09203144850636352
ACH-000332,-0.11041908009945704
ACH-000334,-0.1037372074152502
ACH-000335,-0.15359171366737015
ACH-000336,-0.0997552129428714
ACH-000337,-0.22240359429945575
ACH-000338,0.32965309139584104
ACH-000339,0.17482433403434192
ACH-000341,0.004945702015628886
ACH-000348,0.09966456695038034
ACH-000350,0.017903462803396802
ACH-000352,0.011289589388857308
ACH-000356,-0.26661803265784784
ACH-000361,0.18495846417077472
ACH-000362,0.019145642072872
ACH-000363,0.030437568105126912
ACH-000364,-0.0017372815896338494
ACH-000365,-0.16515585264662214
ACH-000366,-0.0056111028727430035
ACH-000368,-0.0367312243838465
ACH-000374,0.14792803822637862
ACH-000375,-0.17472215324135168
ACH-000376,-0.16351492896968536
ACH-000381,-0.275743420536319
ACH-000383,-0.12877151404999454
ACH-000387,0.00856649683159701
ACH-000389,0.16274448268701772
ACH-000390,0.0175687532695109
ACH-000393,-0.037752553707105126
ACH-000395,-0.13026684256008658
ACH-000396,0.2354700254153729
ACH-000397,0.028535643779531526
ACH-000401,0.14552180234430845
ACH-000402,0.0705048100128971
ACH-000403,0.023187483433187463
ACH-000404,0.19091537022150068
ACH-000406,-0.2325006282919745
ACH-000407,-0.005723220599759997
ACH-000408,-0.15712014822190706
ACH-000410,-0.13322339033814815
ACH-000411,-0.11912612301281207
ACH-000414,0.10798544270218484
ACH-000415,-0.04160644926266957
ACH-000416,-0.02384117140349289
ACH-000420,0.06965847401542358
ACH-000421,-0.08734768753389897
ACH-000424,0.05887058569743519
ACH-000425,0.08290426947440525
ACH-000426,-0.05354408457065744
ACH-000427,0.20565116473046627
ACH-000433,0.049008596544312465
ACH-000435,0.3282298835424382
ACH-000436,-0.00466572043455998
ACH-000444,0.09999884447087196
ACH-000445,-0.024031756622870912
ACH-000448,-0.057067047260302185
ACH-000450,-0.12627293950888793
