,CORO1C (23603)
ACH-000004,-0.12655649105441955
ACH-000005,-0.025203499975731576
ACH-000007,-0.24763268000354385
ACH-000009,-0.4509973983630476
ACH-000011,0.16198845840485884
ACH-000012,-0.4375602985235118
ACH-000013,-0.010620617959774727
ACH-000014,-0.11091210700267026
ACH-000015,0.024135253100207026
ACH-000017,0.04324205390913402
ACH-000018,0.06459719377815071
ACH-000019,0.0315493257040084
ACH-000021,-0.2192455614318754
ACH-000022,-0.06862674914205608
ACH-000025,0.04878916826530737
ACH-000028,-0.01092873221979886
ACH-000030,-0.18195242167876766
ACH-000035,-0.0416587981385314
ACH-000036,-0.034393729576919406
ACH-000037,-0.1594960778940938
ACH-000039,-0.060771054032308966
ACH-000040,-0.08886815077234854
ACH-000041,-0.008516158769992167
ACH-000042,-0.05629626618277132
ACH-000045,-0.035963614646008765
ACH-000047,-0.16959942972361686
ACH-000052,-0.2472610708435733
ACH-000053,-0.020367211166922097
ACH-000054,-0.16096482776498705
ACH-000055,-0.20901426829383987
ACH-000060,-0.03126991625350013
ACH-000067,0.012275540936240524
ACH-000070,-0.034380143642756114
ACH-000075,0.010471079870258491
ACH-000078,0.15627635565385306
ACH-000082,-0.007932037479428779
ACH-000085,-0.5023592039505832
ACH-000086,-0.03004122288166995
ACH-000087,-0.2658938080507834
ACH-000092,0.02266598716557611
ACH-000095,-0.1948485680815996
ACH-000097,-0.053517351982646
ACH-000098,0.024456606043409858
ACH-000099,0.07112362553244819
ACH-000108,-0.07002310778545359
ACH-000113,-0.0736469526209978
ACH-000116,-0.011875221896802977
ACH-000118,0.12821613917513067
ACH-000120,-0.2532028595029727
ACH-000123,-0.0043891511094097365
ACH-000127,-0.10841623891578384
ACH-000128,-0.07286126227921491
ACH-000132,-0.1828305649721754
ACH-000133,-0.16416881488011084
ACH-000137,-0.12992160691044294
ACH-000138,-0.1823642000926258
ACH-000142,-0.08585058564176028
ACH-000143,-0.07900510571464693
ACH-000146,-0.10321751130121493
ACH-000148,-0.14406521609614156
ACH-000150,-0.17000736846408468
