,HRAS (3265)
ACH-000206,-0.0676113557752093
ACH-000207,-0.3336653521047471
ACH-000208,-0.17418709378322822
ACH-000210,-0.13312260049819571
ACH-000211,-0.2219592007603183
ACH-000215,-0.21294241098534808
ACH-000221,-0.05097268505544072
ACH-000222,-0.3941543208338037
ACH-000223,-0.21335888911805545
ACH-000226,-0.07927985910597596
ACH-000227,-0.4579931501466654
ACH-000228,-0.06771597612281488
ACH-000231,-0.29396398811722274
ACH-000232,-0.17674048684021576
ACH-000233,-0.2813073703474601
ACH-000234,-0.4480392202156401
ACH-000235,-0.15482633858130818
ACH-000237,-0.2534550526305596
ACH-000238,-0.3184469695209056
ACH-000242,-0.227955785412963
ACH-000243,-0.22494556216376949
ACH-000244,-0.2852605310060569
ACH-000246,-0.37732492442374
ACH-000248,-0.2404146807939533
ACH-000250,-0.22265317193997014
ACH-000251,-0.17701807898107533
ACH-000252,-0.5560123869990808
ACH-000253,-0.476797272813368
ACH-000255,-0.28511361946170866
ACH-000256,-0.28899002268549445
ACH-000257,-0.551165866721606
ACH-000258,-0.10915540188485497
ACH-000259,-0.1814294879003545
ACH-000260,-0.3197210226322651
ACH-000261,-0.28816699213275737
ACH-000262,-0.02986777842755606
ACH-000263,-0.12367064568664407
ACH-000264,-0.1816073131890814
ACH-000265,-0.14503465956884373
ACH-000266,-0.22680648087761596
ACH-000272,-0.19650266174382072
ACH-000274,-0.23980752558945104
ACH-000277,-0.40202478259822705
ACH-000278,-0.26185285542788056
ACH-000279,-0.2089465789597258
ACH-000280,-0.2238804182881068
ACH-000281,-0.27434704630447315
ACH-000288,-0.2632617136590217
ACH-000291,-0.11929493224264165
ACH-000293,-0.16251290002653498
ACH-000294,-0.18836078375078144
ACH-000295,-0.432095122216419
ACH-000296,-0.17947768293462302
ACH-000302,-0.2070785274125992
ACH-000304,-0.3483075010591637
ACH-000307,-0.16520161924664375
ACH-000308,-0.2659786881891035
ACH-000310,-0.3691654206630859
ACH-000311,-0.42280732940450777
ACH-000312,-0.13463172360148226
ACH-000315,-0.17166194958950418
ACH-000316,-0.27541989466879224
ACH-000317,-0.2438059490670013
ACH-000318,-0.08682099623533385
ACH-000319,-0.39667278321870697
ACH-000320,-0.3099592399741754
ACH-000322,-0.1315593228529297
ACH-000323,-0.2162591328326928
ACH-000324,-0.2791433208533851
ACH-000329,-0.34834012021341504
ACH-000330,-0.18488668666311653
ACH-000331,-0.13701413208611785
ACH-000332,-0.283427743647166
ACH-000334,-0.12080108755048423
ACH-000335,-0.14216634077942775
ACH-000336,-0.18643186019892447
ACH-000337,-0.3254883674107655
ACH-000338,-0.7594792978077861
ACH-000339,-0.2797968116191727
ACH-000341,-0.1187895290216229
ACH-000348,-0.15909050014944456
ACH-000350,-0.19624841014811906
ACH-000352,-0.2346585400647107
ACH-000356,-0.3625576403643175
ACH-000361,-0.2315756825183491
ACH-000362,-0.11583630132774313
ACH-000363,-0.21118120319337289
ACH-000364,-0.10985448907132296
ACH-000365,-0.16504973819162608
ACH-000366,-0.3199905890106638
ACH-000368,-0.05790844224914558
ACH-000374,-0.11438538698031255
ACH-000375,-0.40117181715192896
ACH-000376,-0.3644616645523799
ACH-000381,-0.3054784993388797
ACH-000383,-0.2832032992764953
ACH-000387,-0.20820672596766254
ACH-000389,-0.01696642842429401
ACH-000390,-0.16676890226111926
ACH-000393,-0.31168658309075603
ACH-000395,-0.4400946318621465
ACH-000396,-0.01599642478013639
ACH-000397,-0.3354578186591203
ACH-000401,-0.008331522220681955
ACH-000402,0.13848006771217095
ACH-000403,-0.33576197623681114
ACH-000404,0.054458351877953115
ACH-000406,-0.15236269114006668
ACH-000407,-0.3029342182686928
ACH-000408,-0.14123119695036787
ACH-000410,-0.012811178912042349
ACH-000411,-0.3125471008011742
ACH-000414,-0.262529660077255
ACH-000415,-0.2599479995610129
ACH-000416,-0.29091754996064545
ACH-000420,-0.3423048041124473
ACH-000421,-0.2913865589194837
ACH-000424,-0.29465091527222226
ACH-000425,-0.2408217511998751
ACH-000426,-0.07027586135510619
ACH-000427,-0.3186415963934451
ACH-000433,-0.1948859301897516
ACH-000435,-0.10408445901028683
ACH-000436,-0.12951029837509967
ACH-000444,-0.15859631937563073
ACH-000445,-0.08030333458189373
ACH-000448,-0.08731748629510892
ACH-000450,-0.39219623050425456
ACH-000452,-0.254346222323562
ACH-000454,-0.1575314289071821
ACH-000458,-0.7910360344387124
ACH-000459,-0.2624735421252777
ACH-000460,-0.2408066526941529
ACH-000461,-0.12974840750771652
ACH-000463,-0.15973786294481152
ACH-000464,-0.1729984859749007
ACH-000466,-0.18087390622840546
ACH-000467,-0.373891221592709
ACH-000468,-0.2963216289646589
ACH-000469,-0.3288942128300741
ACH-000470,-0.32803899456380564
ACH-000471,-0.24792107384364595
ACH-000472,-0.18106119164077866
ACH-000473,-0.21213904802779746
ACH-000475,-0.2991836603439155
ACH-000476,-0.3956954041896691
ACH-000477,-0.1813597074891596
ACH-000479,-0.31571769277908635
ACH-000480,-0.20494546353772788
ACH-000481,-0.2281413444372783
ACH-000483,-0.18231582689273435
ACH-000484,-0.14095148253512035
ACH-000485,-0.3521301244078652
ACH-000486,-0.22412086959055225
ACH-000487,-0.14520153241578654
ACH-000488,-0.3025589398095112
ACH-000490,-0.2254124617948624
ACH-000491,-0.18968285453003975
ACH-000495,-0.27015308350089395
ACH-000496,-0.15714341943422294
ACH-000499,-0.10126284995718228
ACH-000500,-0.5970271259072321
ACH-000502,-0.2372019175426001
ACH-000503,-0.3742651703660909
ACH-000505,-0.15642723817129378
ACH-000507,-0.2453646660676995
ACH-000510,-0.27477419708843
ACH-000511,-0.18545151260322215
ACH-000512,-0.2029244757275218
ACH-000516,-0.42731941255981387
ACH-000517,-0.13555372888344674
ACH-000518,-0.177225582109379
ACH-000520,-0.27332263657524003
ACH-000521,-0.2842422660599276
ACH-000522,-0.13158134894913553
ACH-000524,-0.3980190712905856
ACH-000527,-0.23967362084132746
ACH-000528,-0.1673343909151244
ACH-000537,-0.4677571012725504
ACH-000541,0.00283717577234527
ACH-000542,-0.1929473298489454
ACH-000544,-0.4329195791690624
ACH-000545,-0.4200486366933072
ACH-000547,-0.1560170735745882
ACH-000548,-0.3533080260629036
ACH-000549,-0.10748321521997176
ACH-000550,-0.18990610867377689
ACH-000552,-0.4250981578887674
ACH-000556,-0.2305928742719589
ACH-000557,-0.3262250614051541
ACH-000569,-0.17282586554073928
ACH-000570,-0.2856495526751614
ACH-000571,-0.28393264177434624
ACH-000573,-0.15179249513075244
ACH-000576,-0.2784708393007252
ACH-000579,-0.55101576051946
ACH-000580,-0.4645949721963367
ACH-000584,-0.1659497743557836
ACH-000585,-0.2735397609019889
ACH-000588,-0.1510721408490187
ACH-000589,-0.2632097840844371
ACH-000591,-0.1663107884871014
ACH-000593,-0.4133413838060973
ACH-000600,-0.3641829039386119
ACH-000601,-0.2265594464673909
ACH-000605,-0.10302893593097116
ACH-000606,-0.016981557524429022
ACH-000608,-0.36259263887972665
ACH-000614,-0.3907037980917156
ACH-000616,-0.26052739252075136
ACH-000618,-0.1994858964014289
ACH-000619,-0.5603750709253386
ACH-000620,-0.20046696393842306
ACH-000621,-0.30960158911911795
ACH-000622,-0.17771079601718698
ACH-000623,-0.21249491879226945
ACH-000624,-0.3197676836174205
ACH-000627,-0.3629125673058627
ACH-000630,-0.11262294546014705
ACH-000631,-0.3766887693148928
ACH-000632,-0.12764593845893238
ACH-000633,-0.3852021874700421
ACH-000637,-0.062478807005485665
ACH-000638,-0.19462304421463175
ACH-000646,-0.05560169102549205
ACH-000647,-0.25978177260303
ACH-000648,-0.35353462238275324
ACH-000649,-0.16807750478065686
ACH-000651,-0.21925385621430896
ACH-000652,-0.11340468646111647
ACH-000653,-0.19225494043138533
ACH-000657,-0.2143070005509944
ACH-000658,-0.06086623009017032
ACH-000661,-0.2453672375902083
ACH-000662,-0.3618603429622577
ACH-000663,-0.16943911774251447
ACH-000665,-0.1323758535184312
ACH-000671,-0.3729417909346711
ACH-000672,-0.09377216290579743
ACH-000673,-0.20947780488497872
ACH-000676,-0.17862862441688754
ACH-000677,-0.2034111928080751
ACH-000681,-0.213453952471527
ACH-000683,-0.1698190429757037
ACH-000684,-0.21512258940034512
ACH-000688,-0.3865238396239493
ACH-000693,-0.1354677877313733
ACH-000694,-0.20804286309195685
ACH-000695,-0.027598297235158997
ACH-000696,-0.17156286316928213
ACH-000697,-0.06317297568867326
ACH-000699,-0.24363987999613065
ACH-000701,-0.40048366000681546
ACH-000706,-0.17258563563179238
ACH-000711,-0.2317378377296672
ACH-000713,-0.2845513014219609
ACH-000714,-0.21538431693769328
ACH-000718,-0.2743589345274004
ACH-000720,-0.1759095661340294
ACH-000721,-0.2170409381690552
ACH-000724,-0.2398376804758776
ACH-000725,-0.19230974817056676
ACH-000732,-0.3650783335664708
ACH-000734,-0.34685634465683024
ACH-000735,-0.26888590768285675
ACH-000736,-0.1765699084977883
ACH-000738,-0.20808448564191728
ACH-000746,-0.41789860364001297
ACH-000747,-0.23783220201965
ACH-000748,-0.10168658384725897
ACH-000753,-0.22630922824049665
ACH-000756,-0.1591659066090678
ACH-000757,-0.03483336213885648
ACH-000758,-0.2874618304069993
ACH-000760,-0.21390285331161196
ACH-000762,-0.12939734006639142
ACH-000763,-0.0259136295062208
ACH-000764,-0.31736210702988177
ACH-000765,-0.14359617587132004
ACH-000766,-0.2265993330144125
ACH-000767,-0.2196510193887339
ACH-000768,-0.3026347477016404
ACH-000769,-0.2553338647224423
ACH-000770,-0.2407410447602254
ACH-000771,-0.16650801019233633
ACH-000773,-0.32629872464808285
ACH-000776,-0.1203534485756112
ACH-000777,-0.8372493780864729
ACH-000778,-0.31213088045142234
ACH-000781,-0.20256935625699965
ACH-000782,-0.13192523964729014
ACH-000783,-0.4032587384639543
ACH-000784,-0.23876145969818044
ACH-000785,-0.17185051370231452
ACH-000787,-0.2777120146629723
ACH-000788,-0.18766512138072547
ACH-000791,-0.08909375888197868
ACH-000792,-0.3986915590516
ACH-000794,-0.2124341560130041
ACH-000796,-0.21519048952187345
ACH-000798,-0.13165736350203538
ACH-000799,-0.2961526597238782
ACH-000800,-0.3490534910649942
ACH-000802,-0.13659341755841478
ACH-000804,-0.3786107470382837
ACH-000805,-0.3657516150856192
ACH-000809,-0.19815016564987628
ACH-000810,-0.39529234464757
ACH-000811,-0.32538525232061305
ACH-000817,0.002698237736165468
ACH-000819,-0.16200538281997456
ACH-000820,-0.18199948724351886
ACH-000821,-0.12113549424509225
ACH-000822,-0.1853924622682465
ACH-000823,-0.2283576633513772
ACH-000824,-0.32804275351068546
ACH-000827,-0.22707749697183155
ACH-000829,-0.08903839232656686
ACH-000831,-0.24171096174437526
ACH-000832,-0.17447299203777875
ACH-000833,-0.2428335894878649
ACH-000834,-0.15571365895182845
ACH-000835,-0.1390344539192906
ACH-000836,-0.16785561441680974
ACH-000837,-0.15111223349725306
ACH-000838,-0.07155207685795448
ACH-000839,-0.14071823316504914
ACH-000840,-0.09000042357795801
ACH-000841,-0.3247342960510348
ACH-000843,-0.3679973979342642
ACH-000846,-0.2051746955052475
ACH-000847,-0.31494492168737864
ACH-000848,-0.15900442556471514
ACH-000849,-0.06047299230153465
ACH-000851,-0.3250000961063948
ACH-000855,-0.055363033977115665
ACH-000856,-0.23766385573948284
ACH-000858,-0.4194939304760582
ACH-000859,-0.19715163449813372
ACH-000861,-0.1706652171865326
ACH-000862,-0.32877578039725297
ACH-000865,-0.2446591153642745
ACH-000866,-0.16130398356420353
ACH-000867,-0.3186427359197583
ACH-000869,-0.21176820026161666
ACH-000872,-0.1241628998833146
ACH-000873,-0.3558959300773028
ACH-000876,-0.22353306959150865
ACH-000878,-0.3300089790839344
ACH-000880,-0.4615100863375938
ACH-000881,-1.0326714953429748
ACH-000882,-0.2852294960492436
ACH-000884,-0.3568535476660085
ACH-000885,-0.1594174783942844
ACH-000887,-0.154523510309471
ACH-000889,-0.13907895024204714
ACH-000896,-0.2489254751515265
ACH-000898,-0.3235047260171835
ACH-000900,-0.4740398921617127
ACH-000901,-0.3662266339275663
ACH-000905,-0.2508780974381704
ACH-000906,-0.30663592426441105
ACH-000907,-0.2011028624002642
ACH-000910,-0.3028741868534712
ACH-000911,-0.3413424791093435
ACH-000912,-0.13757360526955134
ACH-000913,-0.2843738597049716
ACH-000915,-0.2606153766482303
ACH-000916,-0.021811916513928283
ACH-000917,-0.16793347541480455
ACH-000920,-0.20096373117856334
ACH-000921,-0.3808870021738827
ACH-000924,-0.1884410000201178
ACH-000926,-0.21110533430385575
ACH-000928,-0.3524068088578742
ACH-000929,-0.11974790553555255
ACH-000932,-0.2981016317904613
ACH-000935,-0.4780333952253276
ACH-000936,-0.21269046249539567
ACH-000937,-0.09223696087328244
ACH-000938,-0.2310022406358896
ACH-000939,-0.25863039689190404
ACH-000941,-0.16039479446353794
ACH-000943,-0.11513352764250055
ACH-000946,-0.17823801936296224
ACH-000947,-0.30330861005737875
ACH-000948,-0.19468212790526948
ACH-000950,0.1775700392838839
ACH-000953,-0.2767357153778065
ACH-000954,-0.016234234019852866
ACH-000957,-0.3558792295638286
ACH-000958,-0.3453702907854027
ACH-000960,-0.2515746633423953
ACH-000963,-0.1591122167560834
ACH-000968,-0.2323671808376336
ACH-000969,-0.30531394204412066
ACH-000972,-0.22212225646521852
ACH-000973,-0.2297975334713885
ACH-000974,-0.29293349662184603
ACH-000978,-0.059515854796317214
ACH-000984,-0.3601923178709371
ACH-000986,-0.3177854640662851
ACH-000988,-0.3190533891339683
ACH-000993,-0.4171437276942525
ACH-000994,0.06178964807491578
ACH-000996,-0.4183618264273052
ACH-001001,-0.11129230124454696
ACH-001020,-0.5986678929005259
ACH-001028,-0.15281679455727387
ACH-001031,-0.11294864902079654
ACH-001038,-0.24206352990818186
ACH-001048,-0.3464638648092096
ACH-001050,-0.23909097399711166
ACH-001053,-0.2808402699915156
ACH-001054,-0.2230377898496853
ACH-001061,-0.13484370414236005
ACH-001067,-0.2605705358324676
ACH-001075,-0.4572030256252348
ACH-001096,-0.40825770028553104
ACH-001111,0.07695825334326452
ACH-001119,-0.2732568768024007
ACH-001128,-0.6265703196056656
ACH-001134,-0.3042555121499312
ACH-001151,-0.19725861887210736
ACH-001163,-0.19069843945779996
ACH-001164,-0.07132887849850618
ACH-001183,-0.3274337127714634
ACH-001192,-0.02163824875408751
ACH-001193,-0.5423137951865383
ACH-001196,-1.155480286663903
ACH-001197,-0.3169232352883758
ACH-001205,-0.1674676559278657
ACH-001211,-0.17926536557609804
ACH-001212,-0.19464215756220446
ACH-001228,-0.3915975011874859
ACH-001232,-0.3152292258529371
ACH-001239,-0.23562763419391256
ACH-001270,0.1659869371460764
ACH-001274,-0.2940395744571329
ACH-001275,-0.23278859182631764
ACH-001277,-0.3061460968084292
ACH-001278,-0.4810875183910061
ACH-001280,-0.19737110673035693
ACH-001283,-0.18483319871932055
ACH-001289,-0.3208173835586528
ACH-001300,-0.15353559217676346
ACH-001301,-0.29080014396531084
ACH-001302,-0.34281119456371434
ACH-001306,-0.2567657627614389
ACH-001318,-0.15776978526209548
ACH-001322,-0.13798754595213125
ACH-001328,-0.3580235331324337
ACH-001332,-0.2146918279419376
ACH-001336,-0.2093654917010126
ACH-001346,-0.21414226841396114
ACH-001353,-0.2513662711665035
ACH-001354,-0.18278282674774327
ACH-001367,-0.19786974625618467
ACH-001368,-0.16760901803389114
ACH-001374,-0.47255567697067297
ACH-001377,-0.2318822751264971
ACH-001380,-0.11866058540525293
ACH-001391,-0.4932640146557471
ACH-001408,-0.2030343933207128
ACH-001430,-0.17554469758068608
ACH-001431,-0.060107211718206925
ACH-001450,-0.18839703607641287
ACH-001496,-0.383383742610928
ACH-001500,-0.4190656014065586
ACH-001523,-0.2476449915526115
ACH-001532,-0.2880645082219499
ACH-001550,-0.22010277505949694
ACH-001552,-0.4385322834766928
ACH-001554,-0.3015949642351205
ACH-001654,-0.2924976913013927
ACH-001735,-0.2227268458408895
ACH-001736,-0.2106207532880776
ACH-001737,-0.6939280152395718
ACH-001740,-0.215124413563032
ACH-001745,-0.21991550475623906
ACH-001765,-0.14503021643892924
