,KHK (3795)
ACH-000004,-0.14484193161430675
ACH-000005,0.050261075969764736
ACH-000007,0.031414994505535136
ACH-000009,-0.11513217956446305
ACH-000011,-0.156256911217155
ACH-000012,-0.09986542820034147
ACH-000013,-0.07754717920868519
ACH-000014,-0.02638847807084721
ACH-000015,-0.05074813924686655
ACH-000017,-0.03748619457993438
ACH-000018,0.0923116520079105
ACH-000019,-0.09558444847224236
ACH-000021,-0.02189688249177241
ACH-000022,-0.1894659890260768
ACH-000025,-0.055332425748790964
ACH-000028,-0.10214815925840992
ACH-000030,-0.07170159001138454
ACH-000035,0.0064926396999785176
ACH-000036,-0.006556008249213717
ACH-000037,-0.1653313616654497
ACH-000039,-0.12867920867122054
ACH-000040,-0.06660371139437124
ACH-000041,-0.0069436845810554315
ACH-000042,-0.14567878057248532
ACH-000045,-0.04133285248474607
ACH-000047,-0.21109582673612
ACH-000052,-0.04606720586750837
ACH-000053,-0.08027813791510888
ACH-000054,-0.08386164315381402
ACH-000055,-0.09492745613098402
ACH-000060,0.09754493814823112
ACH-000067,-0.07438807188386481
ACH-000070,-0.08324265901498867
ACH-000075,-0.08181861994562953
ACH-000078,-0.17671729552963553
ACH-000082,-0.04936419989111665
ACH-000085,-0.13894422082998262
ACH-000086,-0.10517868690999282
ACH-000087,-0.098728901812064
ACH-000092,-0.2381116505111684
ACH-000095,-0.10431765462694384
ACH-000097,-0.07192371813780746
ACH-000098,-0.057526078815099024
ACH-000099,-0.23775128857735514
ACH-000108,-0.039072114325214284
ACH-000113,-0.0706053384216891
ACH-000116,-0.12115598675638975
ACH-000118,0.008273275898349123
ACH-000120,-0.09400042113621196
ACH-000123,-0.10918015170873037
ACH-000127,-0.11057234791147998
ACH-000128,-0.1446456215094633
ACH-000132,-0.033092989359943425
ACH-000133,-0.12298696837106485
ACH-000137,-0.08956903467719486
ACH-000138,-0.03986380319925075
ACH-000142,-0.09227690585644452
ACH-000143,-0.16602037370446515
ACH-000146,-0.07339456117494451
ACH-000148,-0.14198443707932096
ACH-000150,-0.09661589298867736
ACH-000152,-0.08315581467471297
ACH-000153,-0.04821617689900868
ACH-000159,-0.05285531717209185
ACH-000160,-0.1006785093850077
ACH-000163,-0.04211922211589776
ACH-000167,0.026212812771961896
ACH-000168,-0.14692835377956967
ACH-000169,0.014809261288337025
ACH-000178,0.006854289641695776
ACH-000183,-0.028645679428813287
ACH-000188,-0.14852556088169214
ACH-000189,-0.17385870139088588
ACH-000190,0.02580774993972161
ACH-000198,0.017569290558783326
ACH-000203,-0.12250420325069095
ACH-000204,-0.1167630058786836
ACH-000206,-0.13493956923988562
ACH-000207,0.014985589389522644
ACH-000208,-0.05313322056870182
ACH-000210,-0.27521986402638554
ACH-000211,-0.07752232895400771
ACH-000215,-0.11965295407199142
ACH-000221,-0.06044726740639918
ACH-000222,-0.17630548079187516
ACH-000223,-0.0934496641538848
ACH-000226,-0.0315064150022775
ACH-000227,-0.2451677499959013
ACH-000228,-0.02001074095773184
ACH-000231,-0.09853267471884214
ACH-000232,-0.09026927432381067
ACH-000233,-0.18850985408771967
ACH-000234,-0.03348168873434682
ACH-000235,-0.11966606506566345
ACH-000237,-0.11360959530147052
ACH-000238,-0.3288412194169151
ACH-000242,0.07087801988383476
ACH-000243,-0.2059460403942159
ACH-000244,-0.1351928942002698
ACH-000246,-0.10217873797129512
ACH-000248,-0.14381783861663888
ACH-000250,-0.14260945019202012
ACH-000251,-0.13275803649400938
ACH-000252,-0.07036375950735264
ACH-000253,-0.1972078154855924
ACH-000255,-0.06467101127946466
ACH-000256,-0.07877637748342163
ACH-000257,0.08666017768722631
ACH-000258,-0.19204827011085
ACH-000259,-0.24587694393125026
ACH-000260,-0.1097866937836068
ACH-000261,-0.12580399676140633
ACH-000262,-0.18146451581909848
ACH-000263,-0.014948706698649582
ACH-000264,-0.06889208620675426
ACH-000265,-0.08907759721776598
ACH-000266,-0.12331003588297468
ACH-000272,-0.2041255877886333
ACH-000274,-0.18161800207712253
ACH-000277,-0.21287830920907774
ACH-000278,-0.0820463850370082
ACH-000279,-0.04398065017199055
ACH-000280,0.032115883078332144
ACH-000281,-0.18248061982454344
ACH-000288,-0.17511812187414888
ACH-000291,-0.0894310751499174
ACH-000293,-0.06950866251330301
ACH-000294,-0.06538551420949082
ACH-000295,0.10731348414988123
ACH-000296,0.0252950629690124
ACH-000302,-0.10576300014447748
ACH-000304,-0.045405567530573614
ACH-000307,-0.08618198703997937
ACH-000308,-0.2212136311190228
ACH-000310,-0.07868321203053186
ACH-000311,-0.10424465781881133
ACH-000312,-0.290751617174676
ACH-000315,-0.10631807125324393
ACH-000316,0.02074945338573356
ACH-000317,-0.12159466851564395
ACH-000318,0.018121068088580317
ACH-000319,-0.01548848223189402
ACH-000320,0.033981743820685216
ACH-000322,-0.2507072690182886
ACH-000323,0.03789874517563823
ACH-000324,-0.19487109050323084
ACH-000329,-0.07270127217276222
ACH-000330,-0.06283592765787392
ACH-000331,-0.07708373961131852
