,CRMP1 (1400)
ACH-000004,-0.1052912392186649
ACH-000005,-0.2598623592549605
ACH-000007,-0.10732327070572098
ACH-000009,-0.23847025516122294
ACH-000011,-0.07288388432343086
ACH-000012,0.005874046251403175
ACH-000013,0.06529996439906594
ACH-000014,0.0015012877780491145
ACH-000015,-0.12162020518481187
ACH-000017,-0.13043417020614664
ACH-000018,-0.11538734218395146
ACH-000019,-0.036884624446072094
ACH-000021,-0.08504401599401662
ACH-000022,-0.3354158491987708
ACH-000025,-0.014829311863582512
ACH-000028,0.046272258256618314
ACH-000030,-0.12469794235540475
ACH-000035,0.07047161601511047
ACH-000036,-0.12549644213937225
ACH-000037,-0.11344780458373785
ACH-000039,-0.036285074115261766
ACH-000040,-0.11840299008265673
ACH-000041,-0.16064669726813646
ACH-000042,-0.15777294295259114
ACH-000045,-0.2178782542647998
ACH-000047,-0.03525933968633745
ACH-000052,-0.4166795726696755
ACH-000053,-0.04138635389956094
ACH-000054,0.08554081022680064
ACH-000055,0.08767659633028346
ACH-000060,-0.11095850386239244
ACH-000067,-0.08292728104112349
ACH-000070,0.013175948794462013
ACH-000075,0.2000840472893521
ACH-000078,-0.17054183698442948
ACH-000082,-0.11679989537720965
ACH-000085,-0.09755744533298154
ACH-000086,-0.15354045424309906
ACH-000087,-0.11998814730796592
ACH-000092,-0.004868885824936334
ACH-000095,-0.06401906667760407
ACH-000097,-0.105790798707218
ACH-000098,-0.09270479331441307
ACH-000099,-0.19257513236228846
ACH-000108,-0.12661668334385395
ACH-000113,-0.15468532628332812
ACH-000116,-0.07409470554784521
ACH-000118,-0.09574719901335256
ACH-000120,-0.16261022304533024
ACH-000123,-0.2364333008771586
ACH-000127,-0.07412797117117688
ACH-000128,-0.14596366879190287
ACH-000132,-0.13798556125714292
ACH-000133,-0.13482413925971884
ACH-000137,-0.2219859800515124
ACH-000138,-0.1708211238611213
ACH-000142,-0.08979379459483401
ACH-000143,-0.13380970564817976
ACH-000146,-0.05457668629616862
ACH-000148,-0.18228175257656007
ACH-000150,-0.034487928241019435
ACH-000152,-0.09131334814332112
ACH-000153,0.12049932631441118
ACH-000159,-0.13778603234415976
ACH-000160,-0.10443209430373056
ACH-000163,-0.10418997007573096
ACH-000167,-0.14625968498033248
ACH-000168,-0.10663563346953862
ACH-000169,-0.05092348690685074
ACH-000178,-0.08522082546260888
ACH-000183,-0.06841546530464418
ACH-000188,-0.18070673965224016
ACH-000189,0.06512852177396504
ACH-000190,-0.021995848345561408
ACH-000198,-0.1532693665454382
ACH-000203,-0.01849892229158939
ACH-000204,-0.08728375646360062
ACH-000206,0.0022649158668495576
ACH-000207,-0.10287034367164263
ACH-000208,-0.18548664222463404
ACH-000210,0.21289892804984967
ACH-000211,-0.10271784972037974
ACH-000215,-0.08770391092912776
ACH-000221,-0.01689775489858187
ACH-000222,-0.11591733717585748
ACH-000223,-0.12583682651454015
ACH-000226,0.08759096272523019
ACH-000227,-0.1885293084448558
ACH-000228,-0.2469680178591941
ACH-000231,-0.15615092835080918
ACH-000232,-0.08182539356672854
ACH-000233,-0.24369090005572944
ACH-000234,-0.1693519990312057
ACH-000235,-0.06645385354154643
ACH-000237,-0.094715176331833
ACH-000238,-0.07551383535941568
ACH-000242,-0.36070710928115146
ACH-000243,-0.15417677228850302
ACH-000244,-0.25830563405309825
ACH-000246,-0.10666625498265442
ACH-000248,-0.07418870846651777
ACH-000250,-0.08137096034554893
ACH-000251,0.07259849314270446
ACH-000252,-0.2504245620661413
ACH-000253,-0.1134777602908154
ACH-000255,0.01096618481448306
ACH-000256,-0.09272548840431344
ACH-000257,0.028828269675124973
ACH-000258,-0.2092087411941028
ACH-000259,-0.06467736001234131
ACH-000260,-0.14750102486935973
ACH-000261,-0.09211955165711004
ACH-000262,-0.16571647051038887
ACH-000263,-0.2169085146257773
ACH-000264,-0.06348398117419525
ACH-000265,-0.09131047858235622
ACH-000266,-0.07088399883870754
ACH-000272,-0.16358727427924172
ACH-000274,-0.15377560349446706
ACH-000277,0.06005529039664818
ACH-000278,-0.09230006235593087
ACH-000279,-0.25111486110081965
ACH-000280,-0.03958312743589812
ACH-000281,-0.2190549806213984
ACH-000288,-0.04541021855013593
ACH-000291,-0.16075795655731487
ACH-000293,0.0727002971927251
ACH-000294,-0.2958846618488755
ACH-000295,-0.030042147038016807
ACH-000296,0.009903955660774342
ACH-000302,-0.09371671545527084
ACH-000304,-0.1773451007127854
ACH-000307,0.005488327118627757
ACH-000308,-0.14655164996030492
ACH-000310,-0.029728499733636712
ACH-000311,-0.019816174719452757
ACH-000312,-0.1127744156372822
ACH-000315,-0.12915133458683772
ACH-000316,-0.003899044841276015
ACH-000317,-0.03975772054537941
ACH-000318,-0.12602483553247912
ACH-000319,-0.060508817549345076
ACH-000320,0.03776784855468497
ACH-000322,0.005742711334366146
ACH-000323,-0.1767431744780104
ACH-000324,-0.07702375784034518
ACH-000329,-0.16920938472668098
ACH-000330,-0.22743301560043505
ACH-000331,-0.08963022294447792
ACH-000332,-0.09403292019411273
ACH-000334,-0.008855198803181358
ACH-000335,-0.07172222160588347
ACH-000336,-0.35165715659612085
ACH-000337,-0.045147840191080826
ACH-000338,0.009673466930411951
ACH-000339,-0.02743667294592514
ACH-000341,-0.03526390627240047
ACH-000348,-0.0656054383991297
ACH-000350,-0.25086622749662435
ACH-000352,-0.16322134189869195
ACH-000356,-0.04135790334983657
ACH-000361,-0.2445437720115915
ACH-000362,-0.04629671645136976
ACH-000363,0.0007613088331824829
ACH-000364,-0.08881389917532573
ACH-000365,-0.13788632015796254
ACH-000366,-0.10839046826807586
ACH-000368,-0.17018040392932726
ACH-000374,0.010300276800366524
ACH-000375,-0.14861452364982405
ACH-000376,-0.04322076135228324
ACH-000381,-0.0144269281234729
ACH-000383,-0.06745580106651505
ACH-000387,-0.04746248884146488
ACH-000389,-0.21078162266513464
ACH-000390,-0.13925232339734242
ACH-000393,-0.16271271105305152
ACH-000395,-0.2372286684406517
ACH-000396,0.1117692962584056
ACH-000397,-0.1359546004392511
ACH-000401,-0.1361212688831408
ACH-000402,-0.1851275653499284
ACH-000403,-0.08177477835468236
ACH-000404,-0.07534038434915134
ACH-000406,-0.09839472050068447
ACH-000407,-0.11432682341105922
ACH-000408,-0.004602201791381594
ACH-000410,-0.1747893589062192
ACH-000411,-0.09138191531778377
ACH-000414,-0.17438941368398395
ACH-000415,-0.10450004916073848
ACH-000416,-0.10859635368126068
ACH-000420,-0.057471746989249874
ACH-000421,-0.0995122631894588
ACH-000424,-0.10022063929268228
ACH-000425,-0.12252903357848945
ACH-000426,-0.1832656301192254
ACH-000427,-0.06822206016433255
ACH-000433,-0.10002501009063618
ACH-000435,-0.5116862462416123
ACH-000436,-0.16439064168517284
ACH-000444,-0.14168380882653253
ACH-000445,-0.02231162190148589
ACH-000448,-0.15638033223992714
ACH-000450,-0.11637334871211052
ACH-000452,-0.03805173060559347
ACH-000454,0.08775582667704293
ACH-000458,-0.1185696263761164
ACH-000459,-0.2475626843951187
ACH-000460,0.0013639361253231118
ACH-000461,-0.036730547975309454
ACH-000463,-0.12517245654554265
ACH-000464,-0.1573333149052085
ACH-000466,-0.17443051801923845
ACH-000467,-0.028516713499122895
ACH-000468,-0.04804336237813565
ACH-000469,-0.2301535093886223
ACH-000470,-0.17456915067195475
ACH-000471,-0.08344216905220064
ACH-000472,-0.07965155783411858
ACH-000473,-0.13933470744780266
ACH-000475,-0.09706065976385064
ACH-000476,-0.14969151556580282
ACH-000477,-0.15297905160029845
ACH-000479,-0.266001456872733
ACH-000480,-0.306563901597168
ACH-000481,-0.15344147521114476
ACH-000483,-0.04360464424078194
ACH-000484,0.034670946723118205
ACH-000485,-0.12343124296086838
ACH-000486,0.08523943415370866
ACH-000487,0.020913794561496276
ACH-000488,-0.010184734677343005
ACH-000490,-0.04971974256674208
ACH-000491,0.027063515834749176
ACH-000495,-0.05293292716689352
ACH-000496,-0.044205416097370206
ACH-000499,-0.11813605021053822
ACH-000500,0.03314926741589637
ACH-000502,-0.08129243751034566
ACH-000503,-0.3031364437354123
ACH-000505,-0.1089512607116815
ACH-000507,-0.18150771110235145
ACH-000510,-0.1334830707588521
ACH-000511,-0.06954617175298773
ACH-000512,-0.2181444997811886
ACH-000516,-0.06317055232016881
ACH-000517,-0.012554490853470057
ACH-000518,-0.055397379085367696
ACH-000520,-0.13579948516302676
ACH-000521,-0.05766579415894161
ACH-000522,-0.08183730148088413
ACH-000524,-0.06751846828250972
ACH-000527,-0.14499080498363776
ACH-000528,-0.03476752518440824
ACH-000537,-0.0977842263524801
ACH-000541,0.19282618274855925
ACH-000542,-0.07017934730491852
ACH-000544,-0.08093898441165431
ACH-000545,0.007800045346299437
ACH-000547,-0.06678268526766021
ACH-000548,-0.1305744860421019
ACH-000549,-0.11136502227937993
ACH-000550,-0.005709022267339989
ACH-000552,-0.07237636534645324
ACH-000556,-0.04297178395373853
ACH-000557,-0.1593998262750888
ACH-000569,-0.07383785802979813
ACH-000570,-0.14968124009809075
ACH-000571,-0.05765443798403393
ACH-000573,-0.08196843363059816
ACH-000576,-0.0880555481816056
ACH-000579,-0.13538475942257952
ACH-000580,-0.2262140674856992
ACH-000584,-0.12082739705682885
ACH-000585,-0.06176156524294939
ACH-000588,0.04602353713368159
ACH-000589,-0.1438002933862066
ACH-000591,0.025688824132662956
ACH-000593,-0.038031489282917504
ACH-000600,0.018286364313632588
ACH-000601,-0.1242410222926855
ACH-000605,0.008707246003397912
ACH-000606,0.0055390693573906654
ACH-000608,-0.1413653744755802
ACH-000614,-0.17142865379241662
ACH-000616,-0.08801767123269187
ACH-000618,-0.05159335773452967
ACH-000619,-0.054162995219995264
