,PPOX (5498)
ACH-000004,-0.06051510170946366
ACH-000005,-0.22266244150352985
ACH-000007,0.01117287376259755
ACH-000009,-0.14833373132659725
ACH-000011,0.03868236505217218
ACH-000012,-0.17875738757202722
ACH-000013,-0.056991956256331584
ACH-000014,-0.1846814287587233
ACH-000015,-0.037913410891811376
ACH-000017,0.019905506356013986
ACH-000018,-0.16842224719411675
ACH-000019,-0.055970958382934886
ACH-000021,-0.05156094571942521
ACH-000022,-0.07279478389502007
ACH-000025,-0.08191580551095239
ACH-000028,-0.15078112179683534
ACH-000030,-0.37553579161357853
ACH-000035,-0.06227261926035205
ACH-000036,-0.005370550824004115
ACH-000037,-0.08771987618321886
ACH-000039,-0.052787898317490714
ACH-000040,-0.17166714622653348
ACH-000041,-0.025731329101488527
ACH-000042,-0.013291354051760042
ACH-000045,-0.2223205418731705
ACH-000047,-0.1227183268877264
ACH-000052,-0.1328601170029382
ACH-000053,-0.05138227233150351
ACH-000054,-0.008329522062772305
ACH-000055,-0.22966340887647615
ACH-000060,-0.05340101415530092
ACH-000067,0.030575418172074213
ACH-000070,-0.34610945807606386
ACH-000075,-0.33402934579663396
ACH-000078,0.0779092732864115
ACH-000082,-0.18240587708260814
ACH-000085,0.06642106934756976
ACH-000086,-0.2400272347363114
ACH-000087,-0.08012467853109614
ACH-000092,-0.2499973462024045
ACH-000095,-0.023709584023801043
ACH-000097,-0.1253221720589074
ACH-000098,-0.0770227560163181
ACH-000099,-0.058411248547103764
ACH-000108,-0.16307681874380975
ACH-000113,-0.5876622395491865
ACH-000116,-0.10641434498493284
ACH-000118,-0.08995658147205264
ACH-000120,0.06574106797269401
ACH-000123,0.028528770483991963
ACH-000127,-0.04758545440759687
ACH-000128,0.005758343245167138
ACH-000132,-0.053901657800889985
ACH-000133,-0.11919838154985575
ACH-000137,-0.14208396732565975
ACH-000138,-0.09249759039047352
ACH-000142,-0.13584708640260504
ACH-000143,-0.09510958317298104
ACH-000146,-0.10010161682158067
ACH-000148,-0.13492131609298974
ACH-000150,-0.4945719773733656
ACH-000152,-0.13888886581975832
ACH-000153,-0.3166364322362998
ACH-000159,-0.13686035307643096
ACH-000160,0.04069274622354885
ACH-000163,-0.14433011057934084
ACH-000167,0.03651070240915789
ACH-000168,-0.050262398620709976
ACH-000169,-0.06489598278353975
ACH-000178,0.08711017002276879
ACH-000183,-0.2419305027527328
ACH-000188,0.017382456287875526
ACH-000189,-0.3429018226994636
ACH-000190,-0.0768966645344927
ACH-000198,-0.3453657982775281
ACH-000203,0.3746420802044027
ACH-000204,-0.2391466953465904
ACH-000206,-0.04499661090109572
ACH-000207,-0.10978223823246028
ACH-000208,-0.2147533114717089
ACH-000210,0.13862156770177644
ACH-000211,-0.02114007809599476
ACH-000215,-0.08501278245790163
ACH-000221,-0.2723950703183753
ACH-000222,-0.15151452910764432
ACH-000223,-0.058047892462697835
ACH-000226,0.02982629075820936
ACH-000227,0.1092234605985093
ACH-000228,-0.16359638766548967
ACH-000231,-0.004786199790582664
ACH-000232,-0.04140177680576389
ACH-000233,-0.008419365499017433
