,ATRNL1 (26033)
ACH-000004,0.2497978925509873
ACH-000005,0.3584510699979541
ACH-000007,0.25594754837751565
ACH-000009,0.0746343423264482
ACH-000011,0.17401871071737807
ACH-000012,0.14778273431224498
ACH-000013,0.1744808632011057
ACH-000014,0.321727561088855
ACH-000015,0.2250111816848676
ACH-000017,0.3204157979454914
ACH-000018,0.21567602497939264
ACH-000019,0.1360497951223717
ACH-000021,0.1158841673750462
ACH-000022,0.2270922937020969
ACH-000025,0.1606725582619817
ACH-000028,0.1403666643136465
ACH-000030,0.1200759088845575
ACH-000035,0.17918254574697173
ACH-000036,0.21310483593457893
ACH-000037,0.15079831444099506
ACH-000039,-0.08018017532130144
ACH-000040,0.1047568894456454
ACH-000041,0.14406399279529386
ACH-000042,0.0622825546613463
ACH-000045,0.3259256449054422
ACH-000047,0.19935242850979693
ACH-000052,0.1949830483896154
ACH-000053,0.14478754548420794
ACH-000054,0.1594104114374255
ACH-000055,0.014625866291725319
ACH-000060,0.06261772112038429
ACH-000067,0.05412612409733352
ACH-000070,0.28796488591259256
ACH-000075,0.3226147361781841
ACH-000078,0.034515603932363415
ACH-000082,0.10423715411427643
ACH-000085,0.131213781452736
ACH-000086,0.14413734626878216
ACH-000087,0.37313112972157936
ACH-000092,0.16958380115834368
ACH-000095,0.17540314498327073
ACH-000097,0.19904379164505215
ACH-000098,0.18980726554149174
ACH-000099,0.23407712544492584
ACH-000108,0.2354581417818552
ACH-000113,0.35632875886619786
ACH-000116,0.2428324923882408
ACH-000118,0.2030746912498264
ACH-000120,0.3261403682260482
ACH-000123,0.15575705612002708
ACH-000127,0.2361725594042501
ACH-000128,0.043121587929286914
ACH-000132,0.2027806341593653
ACH-000133,0.06097085691523744
ACH-000137,0.2841675163695008
ACH-000138,0.2285662307014567
ACH-000142,0.23737371093792925
ACH-000143,0.20213868119831
ACH-000146,0.1943435434539248
ACH-000148,0.14876014013085406
ACH-000150,0.3236336102573661
ACH-000152,0.15032462136354122
ACH-000153,0.10465477550309736
ACH-000159,0.1201455908739208
ACH-000160,0.005670981429659855
