,CDKN2AIPNL (91368)
ACH-000178,-0.2176964386911792
ACH-000183,-0.3443467842243079
ACH-000188,-0.21145570098300584
ACH-000189,-0.2977257752253361
ACH-000190,-0.3987072201436933
ACH-000198,-0.3540100697471389
ACH-000203,-0.09686323110063108
ACH-000204,-0.03846636234038615
ACH-000206,-0.2035303043706628
ACH-000207,-0.4035569287296011
ACH-000208,-0.223919786357377
ACH-000210,-0.5755348267210625
ACH-000211,-0.20646877256355126
ACH-000215,-0.1557967278829914
ACH-000221,0.07920738165361328
ACH-000222,-0.3431195702775738
ACH-000223,-0.2565767064484687
ACH-000226,-0.2450413755996796
ACH-000227,-0.3294530110504603
ACH-000228,-0.1726663351150865
ACH-000231,-0.2324625775244725
ACH-000232,-0.3045779484467963
ACH-000233,-0.3830261540462559
ACH-000234,-0.2536374522102565
ACH-000235,-0.11868938282219825
ACH-000237,-0.2845479509593008
ACH-000238,-0.28260417531642884
ACH-000242,0.22081080183889468
ACH-000243,-0.2795247267408847
ACH-000244,-0.35327416160280106
ACH-000246,-0.279877169737438
ACH-000248,-0.31210834092962103
ACH-000250,-0.2757350730217665
ACH-000251,-0.25819050334951915
ACH-000252,-0.06764748970435976
ACH-000253,-0.09146383869416706
ACH-000255,-0.1736043607437423
ACH-000256,-0.3694725458117328
ACH-000257,0.1517191953633453
ACH-000258,-0.3667956330863735
ACH-000259,-0.23788767911210398
ACH-000260,-0.26860028762239746
ACH-000261,-0.3374482013142631
ACH-000262,-0.28960479556481394
ACH-000263,-0.3195038174030073
ACH-000264,-0.17103913604999804
ACH-000265,-0.17934417348675616
ACH-000266,-0.2806844657771801
ACH-000272,-0.2353341809391085
ACH-000274,-0.2911953350293741
ACH-000277,-0.2393264057489288
ACH-000278,-0.3515967219111084
ACH-000279,-0.2481917272888992
ACH-000280,-0.1116678905769812
ACH-000281,-0.2304843580159893
ACH-000288,-0.22440274346308567
ACH-000291,-0.2496787451692329
ACH-000293,-0.25230771990846185
ACH-000294,-0.13989569756606998
ACH-000295,-0.3820425588198263
ACH-000296,-0.4090824984355375
ACH-000302,-0.2110536093607994
ACH-000304,-0.32908604264065305
ACH-000307,-0.2675488414789389
ACH-000308,-0.2776557044273936
ACH-000310,-0.5075941408325194
ACH-000311,-0.290907969539569
ACH-000312,-0.1881453783395721
ACH-000315,-0.06747974104655809
ACH-000316,-0.22191475850791434
ACH-000317,-0.17328938413744285
ACH-000318,-0.0584356186918845
ACH-000319,-0.2470374146531303
ACH-000320,-0.2805319191286971
ACH-000322,-0.19462687444542068
ACH-000323,-0.3446557329477931
ACH-000324,-0.1863367284421289
ACH-000329,-0.3720675659474192
ACH-000330,0.010535927887514859
ACH-000331,-0.3292937114500167
ACH-000332,-0.3127861367085384
ACH-000334,-0.201358765632056
ACH-000335,-0.12057049335598133
ACH-000336,-0.07570510796802353
ACH-000337,-0.20418440080623604
ACH-000338,-0.5862634808564724
ACH-000339,-0.2253252661041217
ACH-000341,-0.3829617301156547
ACH-000348,-0.3111510380192979
ACH-000350,-0.3475258100803826
ACH-000352,-0.3429554757475951
ACH-000356,-0.31721266171432416
ACH-000361,-0.2708875391960168
ACH-000362,-0.3133307481999615
ACH-000363,-0.13244673193968667
ACH-000364,-0.044373101506847035
ACH-000365,-0.13164945530504674
ACH-000366,-0.21072042354370385
ACH-000368,-0.2816213132456722
ACH-000374,-0.31307990653040024
ACH-000375,-0.35858275440830684
ACH-000376,-0.32570615991462865
ACH-000381,-0.4151211147497672
ACH-000383,-0.2809195664957524
ACH-000387,-0.31006625910939223
ACH-000389,-0.3216085449127762
ACH-000390,-0.1983112046942348
ACH-000393,-0.3068732696146127
ACH-000395,-0.4655252712721608
ACH-000396,-0.4895178810288374
ACH-000397,-0.4160803970118646
ACH-000401,-0.21295551186440115
ACH-000402,-0.35484937737244376
ACH-000403,-0.262415814148224
ACH-000404,-0.18411805819101165
ACH-000406,-0.2906325203948328
ACH-000407,-0.14952855371917373
ACH-000408,-0.3805818732941596
ACH-000410,-0.1020957637012624
ACH-000411,-0.18884144610616055
ACH-000414,-0.10781210341176913
ACH-000415,-0.14942466023766293
ACH-000416,-0.2796755217771001
ACH-000420,-0.1368038810248688
ACH-000421,-0.1609446367643162
ACH-000424,-0.31245653584797395
ACH-000425,-0.32595817577742936
ACH-000426,-0.3724429388316712
ACH-000427,-0.2639553069574609
ACH-000433,-0.14944383259163527
ACH-000435,-0.4896071791473334
ACH-000436,-0.2919984872780386
ACH-000444,-0.2683679795594591
ACH-000445,-0.07969281881501787
ACH-000448,-0.24875361104709684
ACH-000450,-0.2640075262980616
ACH-000452,-0.18683619598664544
ACH-000454,-0.211859642766525
ACH-000458,-0.27098165127415674
ACH-000459,-0.17798323354506604
ACH-000460,-0.10623324387317726
ACH-000461,-0.2639551437316845
ACH-000463,-0.20981651506680207
ACH-000464,-0.40169481073818
ACH-000466,-0.17434068632723015
ACH-000467,-0.1608232033672239
ACH-000468,-0.3472721071792134
ACH-000469,-0.26898176708373805
ACH-000470,-0.36493052547083704
ACH-000471,-0.34470647450133624
ACH-000472,-0.2722787898717831
ACH-000473,-0.055288433781588174
ACH-000475,-0.3306719690409502
ACH-000476,-0.3254701385220776
ACH-000477,-0.06000466169182578
ACH-000479,-0.29618944697349703
ACH-000480,-0.24743760793894576
ACH-000481,-0.1454074282246753
ACH-000483,-0.10770836287245993
ACH-000484,-0.38839304074600217
ACH-000485,-0.21827458266874664
ACH-000486,-0.2204227136295403
ACH-000487,-0.4451518189644675
ACH-000488,-0.2273603914976951
ACH-000490,-0.3073221048065881
ACH-000491,-0.20567934237821792
ACH-000495,-0.08874096081959004
ACH-000496,-0.11138069891963788
ACH-000499,-0.1417730817377473
ACH-000500,-0.023358678408821148
ACH-000502,-0.1272452208930167
ACH-000503,-0.19911021218737235
ACH-000505,-0.2705820615281236
ACH-000507,-0.413399596692932
ACH-000510,-0.1463522123768341
ACH-000511,-0.4024127378774312
ACH-000512,0.045566533632787634
ACH-000516,-0.2156292628750874
ACH-000517,-0.3439247745076869
ACH-000518,-0.09718084212107912
ACH-000520,-0.3728367328931483
ACH-000521,-0.13719373654695746
ACH-000522,-0.3690722784382521
ACH-000524,-0.17878362599480688
ACH-000527,-0.1444959223879365
ACH-000528,-0.2714804724336239
ACH-000537,-0.2015360477362916
ACH-000541,-0.029860335753287868
ACH-000542,-0.4034135288826829
ACH-000544,-0.327137022506359
ACH-000545,-0.17186613455463112
ACH-000547,-0.2563981965120954
ACH-000548,-0.3245514967625302
ACH-000549,-0.4063577295444952
ACH-000550,-0.2670952981004437
ACH-000552,-0.048167351414007034
ACH-000556,-0.1250023450956336
ACH-000557,-0.3204492609097138
ACH-000569,-0.9910342755729824
ACH-000570,-0.2615346732576509
ACH-000571,-0.24077251779850065
ACH-000573,-0.2247214149458157
ACH-000576,-0.26125908417824084
ACH-000579,-0.4232994742823359
ACH-000580,-0.2338668009452909
ACH-000584,-0.243264439414446
ACH-000585,-0.302359210660265
ACH-000588,-0.4258774457642032
ACH-000589,-0.2345916183163291
ACH-000591,-0.07013563199641475
ACH-000593,-0.3474128386146657
ACH-000600,-0.30055719015021354
ACH-000601,-0.3324104363957942
ACH-000605,-0.2330212947302165
ACH-000606,-0.2451452811650758
ACH-000608,-0.1706298018147281
ACH-000614,-0.3543165090102847
ACH-000616,-0.2427445873431664
ACH-000618,-0.005378845659658018
ACH-000619,-0.12804167408241668
ACH-000620,-0.1617157617565992
ACH-000621,-0.18309002941859848
ACH-000622,-0.2029317987041128
ACH-000623,-0.06440311645774753
ACH-000624,-0.2572823579648621
ACH-000627,-0.3320849530861226
ACH-000630,-0.2394041709975068
ACH-000631,0.03907736760289635
ACH-000632,-0.23705461731810135
ACH-000633,-0.2535697562712241
ACH-000637,-0.18169124466586328
ACH-000638,-0.3319415952738948
ACH-000646,-0.03198306956559888
ACH-000647,-0.280506388278898
ACH-000648,-0.3440595007446844
ACH-000649,-0.18857268758800028
ACH-000651,-0.31030013270233525
ACH-000652,-0.05598812187989706
ACH-000653,-0.06528406877803593
ACH-000657,-0.307799615105382
ACH-000658,-0.27415573756987943
ACH-000661,0.0043583174604403035
ACH-000662,-0.1560131774689335
ACH-000663,-0.26515722678923154
ACH-000665,-0.29871812992785524
ACH-000671,-0.17344028281921614
ACH-000672,-0.6224266241995012
ACH-000673,-0.29203527455600115
ACH-000676,-0.21328165070262756
ACH-000677,-0.24984917223770176
ACH-000681,-0.2275826052796501
ACH-000683,-0.2552521680071296
ACH-000684,-0.3200311896489743
ACH-000688,-0.0339223725813528
ACH-000693,-0.3432426628244448
ACH-000694,-0.18431352743327525
ACH-000695,-0.3010155290079809
ACH-000696,-0.1672366866497415
ACH-000697,-0.3869971691062191
ACH-000699,-0.2899089454958696
ACH-000701,-0.24707068205412303
ACH-000706,-0.19994336315742364
ACH-000711,-0.21565200118375985
ACH-000713,-0.2146790586957222
ACH-000714,-0.3955948827610535
ACH-000718,-0.2221411708139244
ACH-000720,-0.2836817357177744
ACH-000721,-0.2494836932199101
ACH-000724,-0.5837933950813317
ACH-000725,-0.14474187193924126
ACH-000732,0.04408781322239391
ACH-000734,-0.3176475404267141
ACH-000735,-0.32629140296634385
ACH-000736,-0.25624725498675416
ACH-000738,-0.2044220999276369
ACH-000746,-0.3085399054338721
ACH-000747,-0.15993770015698902
ACH-000748,-0.1997501653474781
ACH-000753,-0.2211650680539152
ACH-000756,-0.32778556604603265
ACH-000757,-0.19107688126891975
ACH-000758,-0.10928718022896997
ACH-000760,-0.23653585288043136
ACH-000762,-0.3289686830906001
ACH-000763,-0.4022296839266643
ACH-000764,-0.3646681533335125
ACH-000765,-0.2500317179652547
ACH-000766,-0.28263493744195745
ACH-000767,-0.3366896941837576
ACH-000768,-0.29640830056718986
ACH-000769,-0.4101604507460617
ACH-000770,-0.21179954921170904
ACH-000771,-0.1751256707730892
ACH-000773,-0.4258252750685253
ACH-000776,-0.29268879314246043
ACH-000777,-0.137458017427408
ACH-000778,-0.4189590428968074
ACH-000781,-0.13392060737083294
ACH-000782,-0.0736464914120683
ACH-000783,-0.23007098166005244
ACH-000784,-0.20685993102585795
ACH-000785,-0.2443071440128184
ACH-000787,-0.24948961219882765
ACH-000788,-0.1893675723378598
ACH-000791,-0.2490486104561021
ACH-000792,-0.3000293691925153
ACH-000794,-0.18718790354489448
ACH-000796,-0.27535294872416394
ACH-000798,0.04820178347648764
ACH-000799,-0.4443545768016813
ACH-000800,-0.15479764505553234
ACH-000802,-0.4713973067203974
ACH-000804,-0.30226614606849306
ACH-000805,-0.0912027108757275
ACH-000809,-0.2614423024269431
ACH-000810,-0.365769496200611
ACH-000811,-0.2268859954197589
ACH-000817,-0.14355490167208562
ACH-000819,-0.2868511607141046
ACH-000820,-0.5245948527562023
ACH-000821,-0.4242930942547157
ACH-000822,-0.23659188231113104
ACH-000823,-0.3451166322934007
ACH-000824,-0.2486270163683782
ACH-000827,-0.4165136327912831
ACH-000829,-0.30059582615264563
ACH-000831,-0.30564238285642703
ACH-000832,-0.22245937728355186
ACH-000833,-0.2424988170313402
ACH-000834,-0.2789341548886821
ACH-000835,-0.2300028525994681
ACH-000836,-0.3264387319759573
ACH-000837,-0.23332591235351266
ACH-000838,-0.2846821173222869
ACH-000839,-0.5089951853345045
ACH-000840,-0.3876487012154629
ACH-000841,0.015979809179103858
ACH-000843,-0.2863728633986763
ACH-000846,-0.27868928013226635
ACH-000847,-0.016743016125748675
ACH-000848,-0.3351532123061366
ACH-000849,-0.05578272825695648
ACH-000851,-0.3621866915905871
ACH-000855,-0.2506738241631811
ACH-000856,-0.1499796543612415
ACH-000858,-0.16077091580538888
ACH-000859,-0.2286159465588572
ACH-000861,-0.2185330751012708
ACH-000862,-0.20902427327176928
ACH-000865,-0.3383401737115191
ACH-000866,-0.3585490498595494
ACH-000867,-0.2667187067610729
ACH-000869,-0.10963999797829814
ACH-000872,-0.25813989639931306
ACH-000873,-0.2237364165589037
ACH-000876,-0.3436976753993087
ACH-000878,-0.4337187726823747
ACH-000880,-0.12591276740909668
ACH-000881,-0.2865758664788285
ACH-000882,-0.321640312347144
ACH-000884,-0.13037846805570233
ACH-000885,-0.2448799139027145
ACH-000887,-0.2449385311006848
ACH-000889,-0.1673134391725131
ACH-000896,-0.1635418240233234
ACH-000898,-0.4815446639601999
ACH-000900,-0.1449360953022165
ACH-000901,-0.2929218951224429
ACH-000905,-0.3182791282701389
ACH-000906,-0.23704771417155546
ACH-000907,-0.4243950329741079
ACH-000910,-0.11784896104507213
ACH-000911,-0.2648170921100834
ACH-000912,-0.20148826540664752
ACH-000913,-0.41734955528584333
ACH-000915,-0.2487895835383332
ACH-000916,-0.4717031351977729
ACH-000917,-0.3331532395505312
ACH-000920,-0.05457888648228453
ACH-000921,-0.24377837538235314
ACH-000924,-0.3251107713410073
ACH-000926,-0.13947552077385852
ACH-000928,-0.2641437052826014
ACH-000929,-0.1854276754798932
ACH-000932,-0.1058382885417504
ACH-000935,-0.1417978635236224
ACH-000936,-0.07774778513227243
ACH-000937,-0.17549382942775324
ACH-000938,-0.25459321128247986
ACH-000939,-0.3073659255398957
ACH-000941,-0.22114054638108616
ACH-000943,-0.27332247391354625
ACH-000946,-0.2271178275139817
ACH-000947,-0.2918792993660824
ACH-000948,-0.22227824233894106
ACH-000950,-0.2965637000748133
ACH-000953,-0.1874490115727259
ACH-000954,-0.6666280555187516
ACH-000957,-0.16186734665643526
ACH-000958,-0.4085396137141029
ACH-000960,-0.21914601834097244
ACH-000963,-0.3176004103081068
ACH-000968,-0.1674085202766509
ACH-000969,-0.20369209374464475
ACH-000972,-0.05914501299639971
ACH-000973,-0.21371684286315695
ACH-000974,-0.4470102969445416
ACH-000978,0.05007603184300875
ACH-000984,-0.20659779541791334
ACH-000986,-0.2978729893418809
ACH-000988,-0.046068525220780976
ACH-000993,-0.3671810750779785
ACH-000994,-0.3363494188978557
ACH-000996,-0.1619042172522074
ACH-001001,-0.23422210160946466
ACH-001020,-0.30275782397056417
ACH-001028,-0.2827211038482598
ACH-001031,-0.33202361187663826
ACH-001038,-0.2564718713272117
ACH-001048,-0.24349211103523796
ACH-001050,-0.05931961000162235
ACH-001053,-0.4498164744196891
ACH-001054,-0.2486842122783653
ACH-001061,-0.3062235147654722
ACH-001067,-0.2281236378507259
ACH-001075,-0.5537286982033489
ACH-001096,-0.17195814185027164
ACH-001111,-0.17796038727809532
ACH-001119,0.05654642174079514
ACH-001128,-0.2381338477911277
ACH-001134,-0.21667917775941425
ACH-001151,-0.3018704079489623
ACH-001163,-0.3720086160504735
ACH-001164,-0.22224729144218186
ACH-001183,-0.19481601973785728
ACH-001192,-0.23314393486511795
ACH-001193,-0.19058058715748066
ACH-001196,-0.2354947064049171
ACH-001197,-0.07513766914056902
ACH-001205,-0.3580085616167714
ACH-001211,-0.20613335193133234
ACH-001212,-0.5852327857405929
ACH-001228,0.04768226958092805
ACH-001232,-0.1313270850920967
ACH-001239,-0.2296333654537768
ACH-001270,-0.3233173437997501
ACH-001274,-0.26750764081531664
ACH-001275,-0.3685676672250072
ACH-001277,-0.14037999210541482
ACH-001278,-0.23286375182643376
ACH-001280,-0.220461720800498
ACH-001283,-0.40084135140991467
ACH-001289,-0.3801637523843697
ACH-001300,-0.10421629944164693
ACH-001301,-0.08443256047015049
ACH-001302,-0.3113777223376749
ACH-001306,-0.23689464207673705
ACH-001318,-0.12926033494048214
ACH-001322,-0.30598184984925725
ACH-001328,-0.35143916435501155
ACH-001332,-0.012465050290695421
ACH-001336,-0.3220916963390211
ACH-001346,-0.16818504709674653
ACH-001353,-0.20556513748665112
ACH-001354,-0.4815591926286033
ACH-001367,-0.23529463259951944
ACH-001368,-0.3268885059178349
ACH-001374,-0.400269382253424
ACH-001377,-0.43482176928509264
ACH-001380,-0.2964211050420298
ACH-001391,-0.28558722585062607
ACH-001408,-0.3424433778273911
ACH-001430,-0.14944452774103353
ACH-001431,-0.13242074749035054
ACH-001450,-0.4492020264051654
ACH-001496,-0.4083692819296397
ACH-001500,-0.21774404423071814
ACH-001523,-0.17758637369024444
ACH-001532,-0.2301313822647481
ACH-001550,-0.1836242518158435
ACH-001552,-0.21774412923999145
ACH-001554,-0.14575661827050246
ACH-001654,-0.2710400031412244
ACH-001735,-0.240528655028028
ACH-001736,-0.059311691299037586
ACH-001737,-0.2253397594514277
ACH-001740,-0.3235216028066528
ACH-001745,-0.3677841085306095
ACH-001765,-0.21556049007862094
