,POLDIP3 (84271)
ACH-000004,0.20984840297437773
ACH-000005,0.22669659472870154
ACH-000007,0.028525573818093033
ACH-000009,-0.09973263581610567
ACH-000011,-0.11275319527151832
ACH-000012,-0.11432275070629648
ACH-000013,0.035070826301550416
ACH-000014,-0.0974455681174192
ACH-000015,0.1278917595702406
ACH-000017,-0.11885303080278607
ACH-000018,0.0741896043644636
ACH-000019,-0.024734341843401203
ACH-000021,-0.023520363625126783
ACH-000022,-0.012886054011928678
ACH-000025,0.0764627429586391
ACH-000028,-0.2019059821716483
ACH-000030,0.06325410075823278
ACH-000035,0.2051807370277309
ACH-000036,0.13196267044975085
ACH-000037,-0.08790410173845109
ACH-000039,-0.002423740936113629
ACH-000040,0.18319790475190265
ACH-000041,-0.10060939724861524
ACH-000042,0.06228987724094949
ACH-000045,0.2511671453502529
ACH-000047,-0.0571526053236925
ACH-000052,-0.07667172196639062
ACH-000053,-0.050799844121416714
ACH-000054,0.01262428586547772
ACH-000055,0.008074644782423047
ACH-000060,-0.09507682704206744
ACH-000067,-0.05534236785205514
ACH-000070,-0.05944049916034589
ACH-000075,0.09290225057155632
ACH-000078,-0.22397344113416487
ACH-000082,0.2194880817336056
ACH-000085,-0.019626174432364803
ACH-000086,0.17582817002123713
ACH-000087,-0.07309123415958217
ACH-000092,0.09863834924080717
ACH-000095,-0.027510195218675662
ACH-000097,-0.09617496608695578
ACH-000098,0.04990255632878315
ACH-000099,-0.11616914578245498
ACH-000108,-0.02069407951128622
ACH-000113,0.03059078654848675
ACH-000116,0.022065731654455262
ACH-000118,-0.11046914337086597
ACH-000120,-0.07147095010862864
ACH-000123,0.04844580377721313
ACH-000127,-0.06758432980841457
ACH-000128,0.104693886420965
ACH-000132,0.12093160810746467
ACH-000133,0.01347318417446507
ACH-000137,0.03959309269953648
ACH-000138,-0.02515443029072915
ACH-000142,-0.0960826822653916
ACH-000143,-0.07196746191496217
ACH-000146,0.018909570599585077
ACH-000148,0.04355189274278928
ACH-000150,0.1294881604386611
ACH-000152,-0.07144975318896804
ACH-000153,-0.05938041991550285
ACH-000159,0.1242418293861068
ACH-000160,-0.035051548272123235
ACH-000163,0.2298039570450855
ACH-000167,0.04700530363386727
ACH-000168,0.0411835460229564
ACH-000169,-0.04070362057695767
ACH-000178,0.14902986358109566
ACH-000183,-0.03136833682405691
ACH-000188,0.007317190576785673
ACH-000189,0.22852504498612644
ACH-000190,0.039088115442516606
ACH-000198,-0.12178685484179605
ACH-000203,-0.00908764686363623
ACH-000204,0.4609663860528573
ACH-000206,-0.10956165648496266
ACH-000207,-0.06662018321811619
ACH-000208,0.1852110998605056
ACH-000210,0.12408288024964907
ACH-000211,-0.0303600146175592
ACH-000215,0.009797763973611626
ACH-000221,-0.10584419495214516
ACH-000222,0.19688399605764398
ACH-000223,-0.04200901296907191
ACH-000226,-0.3057833779634078
ACH-000227,-0.1516757567383132
ACH-000228,-0.13100113657760268
ACH-000231,-0.17788155765010133
ACH-000232,0.032638335924851866
ACH-000233,-0.20276775569238933
ACH-000234,0.02809728290720496
ACH-000235,0.07122284692130447
ACH-000237,0.11037674595336698
ACH-000238,-0.32224822188306884
ACH-000242,0.11278324379466352
ACH-000243,0.13919992078666749
ACH-000244,0.1113953563942214
ACH-000246,-0.00635810752412349
ACH-000248,-0.12286846469229293
ACH-000250,0.0791114958617056
ACH-000251,0.19963225991035133
ACH-000252,0.15521942454316026
ACH-000253,0.09469649068608628
ACH-000255,-0.0268462674239141
ACH-000256,-0.4735530069769869
ACH-000257,0.1710648829723239
ACH-000258,-0.08918305150531854
ACH-000259,0.010333115185519529
ACH-000260,-0.003328330487179737
ACH-000261,-0.035009194006200575
ACH-000262,0.2577080272440459
ACH-000263,-0.0049272376222728965
ACH-000264,-0.016925602249678002
ACH-000265,0.0427738437139779
ACH-000266,-0.03072272293501805
ACH-000272,-0.015450448332596104
ACH-000274,-0.06946582352447073
ACH-000277,0.0452520858393511
ACH-000278,0.10948594225820688
ACH-000279,-0.010427065022694582
ACH-000280,-0.04289069854272294
ACH-000281,0.02704220708057754
ACH-000288,0.05578503805826904
ACH-000291,0.09218736873120456
ACH-000293,0.08721094906466265
ACH-000294,0.111456466038406
ACH-000295,0.042425794832595315
ACH-000296,-0.2082128293946314
ACH-000302,0.020164925524493296
ACH-000304,0.03278210109490773
ACH-000307,-0.1300429151592384
ACH-000308,0.01857654418997214
ACH-000310,-0.08374078915978071
ACH-000311,-0.030590739418231483
ACH-000312,0.010843836250744723
ACH-000315,0.15008298514300525
ACH-000316,0.02835166197511382
ACH-000317,-0.012151985821680714
ACH-000318,-0.21467282547280087
ACH-000319,-0.005856396459834029
ACH-000320,-0.06705062135698373
ACH-000322,-0.004383397897430356
ACH-000323,-0.20608304284932294
ACH-000324,-0.0820857830332975
ACH-000329,0.07836040971228228
ACH-000330,-0.15069298138882864
ACH-000331,0.2029429364140334
ACH-000332,0.1106509593173886
ACH-000334,0.15479422045850305
ACH-000335,-0.07051541284860077
ACH-000336,0.12589782564247354
ACH-000337,-0.2662343971107491
