,COX11 (1353)
ACH-000004,-0.4301564504361852
ACH-000005,-0.7590514961319189
ACH-000007,-0.6423566371540286
ACH-000009,-0.26027744154961985
ACH-000011,-0.33588465069220363
ACH-000012,-0.3122861719720571
ACH-000013,-0.4446748134450607
ACH-000014,-0.3660478674228423
ACH-000015,-0.38428336933953
ACH-000017,-0.4038778816492074
ACH-000018,-0.2071875345584013
ACH-000019,-0.4326239915172127
ACH-000021,-0.385235059962181
ACH-000022,-0.4444635772459975
ACH-000025,-0.2881544557950997
ACH-000028,-0.5028639815535153
ACH-000030,-0.4668553209724901
ACH-000035,-0.18255705898466432
ACH-000036,-0.21910046929857546
ACH-000037,-0.3887502305626039
ACH-000039,-0.2804287415986728
ACH-000040,-0.2818293441582199
ACH-000041,-0.4583397903753275
ACH-000042,-0.29422097402036324
ACH-000045,-0.4584559282488768
ACH-000047,-0.5319718162165626
ACH-000052,-0.3411225609342369
ACH-000053,-0.35728304042955755
ACH-000054,-0.4808371170075426
ACH-000055,-0.4075057937698032
ACH-000060,-0.6007466748350563
ACH-000067,-0.4515297261011024
ACH-000070,-0.3432702329562674
ACH-000075,-0.27556338776090983
ACH-000078,-0.5233518168613189
ACH-000082,-0.3444142827991087
ACH-000085,-0.473772624519057
ACH-000086,-0.515278987149652
ACH-000087,-0.5679712776787608
ACH-000092,-0.3421942630453635
ACH-000095,-0.2886656270484147
ACH-000097,-0.2409232644312778
ACH-000098,-0.34219450374178123
ACH-000099,-0.322609032991753
ACH-000108,-0.2133503504468239
ACH-000113,-0.3718915352674336
ACH-000116,-0.3765176620210573
ACH-000118,-0.6065918759017517
ACH-000120,-0.3324323913261669
ACH-000123,-0.38540167821362303
ACH-000127,-0.4311287822342635
ACH-000128,-0.4775443466195888
ACH-000132,-0.4309539358853543
ACH-000133,-0.2834123699591141
ACH-000137,-0.24517496936042796
ACH-000138,-0.4710124821125738
ACH-000142,-0.2867740429989619
ACH-000143,-0.5385594510979991
ACH-000146,-0.6278487390320295
ACH-000148,-0.5072941347040076
ACH-000150,-0.4310316965714821
ACH-000152,-0.5093600869203521
ACH-000153,-0.287284076213814
ACH-000159,-0.4124114304003634
ACH-000160,-0.3860828340664153
ACH-000163,-0.40568958729559057
ACH-000167,-0.5853537012699912
ACH-000168,-0.20209548329988128
ACH-000169,-0.24189515551601606
ACH-000178,-0.26379480613321504
ACH-000183,-0.4690576826830966
ACH-000188,-0.5087199080286102
ACH-000189,-0.3338784065309919
ACH-000190,-0.8303071578519993
ACH-000198,-0.3434981257911151
ACH-000203,-0.4430969891439759
ACH-000204,-0.4073467146185548
ACH-000206,-0.6724393781361407
ACH-000207,-0.2865002717713252
ACH-000208,-0.35213092811797525
ACH-000210,-0.6245056091875751
ACH-000211,-0.4076697797720851
ACH-000215,-0.3508326279224506
ACH-000221,-0.6531505982126543
ACH-000222,-0.3611200979932208
ACH-000223,-0.5786021832260406
ACH-000226,-0.5039258683387253
ACH-000227,-0.4230494662632478
ACH-000228,-0.4628161010844806
ACH-000231,-0.31934377001709097
ACH-000232,-0.3747492601647234
ACH-000233,-0.462299406906299
ACH-000234,-0.4366665777001776
ACH-000235,-0.25330717649876777
ACH-000237,-0.42953596283042017
ACH-000238,-0.4328956335501037
ACH-000242,-0.554156324898913
ACH-000243,-0.4290635277536719
ACH-000244,-0.25797166242506564
ACH-000246,-0.4706212583302294
ACH-000248,-0.5296231616737173
ACH-000250,-0.18209260198994606
ACH-000251,-0.7403760715450604
ACH-000252,-0.20598752063629844
ACH-000253,-0.3691058822015497
ACH-000255,-0.5480461771830398
ACH-000256,-0.4628851270841298
ACH-000257,-0.19330552240365254
ACH-000258,-0.3226277493151344
ACH-000259,-0.34117458809694
ACH-000260,-0.2519344016643967
ACH-000261,-0.4327060061738966
ACH-000262,-0.5672548061016535
ACH-000263,-0.4587638178722745
ACH-000264,-0.3273413359402178
ACH-000265,-0.5443661979038472
ACH-000266,-0.3926377536173949
ACH-000272,-0.3036965966481426
ACH-000274,-0.4895097874154444
ACH-000277,-0.6822683024777675
ACH-000278,-0.4213706361581143
ACH-000279,-0.5559834777004758
ACH-000280,-0.2928156210439718
ACH-000281,-0.3688411696256942
ACH-000288,-0.4770862686952736
ACH-000291,-0.2914103969614121
ACH-000293,-0.2939422470759888
ACH-000294,-0.6091793622427897
ACH-000295,-0.2435687024986653
ACH-000296,-0.23479100087222204
ACH-000302,-0.3270780928264256
ACH-000304,-0.9012155547695564
ACH-000307,-0.3513663596973842
ACH-000308,-0.3830258077259714
ACH-000310,-0.7655961476604088
ACH-000311,-0.34079648695097703
ACH-000312,-0.6396501375552606
ACH-000315,-0.31640319174017223
ACH-000316,-0.4478675023010542
ACH-000317,-0.455540163895627
ACH-000318,-0.16491125881373025
ACH-000319,-0.3147694437357423
ACH-000320,-0.2563728056468877
ACH-000322,-0.4515661557130156
ACH-000323,-0.43010180449783225
ACH-000324,-0.0996705386521346
ACH-000329,-0.5244979472961148
ACH-000330,-0.3552926666954673
ACH-000331,-0.4533864363718404
ACH-000332,-0.28206627995161154
ACH-000334,-0.4387967319722851
ACH-000335,-0.3974887740698265
ACH-000336,-0.4855867248188152
ACH-000337,-0.4335828341711733
ACH-000338,-0.26886815933529296
ACH-000339,-0.4469322019885535
ACH-000341,-0.4041104772509012
ACH-000348,-0.4730408972669666
ACH-000350,-0.5880554136782584
ACH-000352,-0.32607211430007305
ACH-000356,-0.4635177935821867
ACH-000361,-0.4758470113916254
ACH-000362,-0.5391519593747439
ACH-000363,-0.5042579217999641
ACH-000364,-0.4111159144637595
ACH-000365,-0.39481059432027693
ACH-000366,-0.3700469352431648
ACH-000368,-0.4215405372316149
ACH-000374,-0.4542787436005637
ACH-000375,-0.4587673971848124
ACH-000376,-0.4743337135036437
ACH-000381,-0.4953843990495404
ACH-000383,-0.4400646712669347
