,XRCC6BP1 (91419)
ACH-000368,-0.28849881617598483
ACH-000374,-0.3778903659353737
ACH-000375,-0.04298426945651966
ACH-000376,-0.05194198955474276
ACH-000381,-0.14345593976159685
ACH-000383,-0.2522822193277449
ACH-000387,-0.21828754226221966
ACH-000389,-0.1203010758445703
ACH-000390,-0.2671122408417692
ACH-000393,-0.1897881270621658
ACH-000395,-0.2593871484577395
ACH-000396,-0.4197107524634848
ACH-000397,-0.2788710624564721
ACH-000401,-0.3097098226788825
ACH-000402,-0.37753861474474654
ACH-000403,-0.2254903412032787
ACH-000404,-0.7047977986125451
ACH-000406,-0.19762233058778966
ACH-000407,-0.3657613824102084
ACH-000408,-0.2919780668385653
ACH-000410,-0.3712651359267701
ACH-000411,-0.19862633492743975
ACH-000414,-0.3107111027306865
ACH-000415,-0.1802324794331105
ACH-000416,-0.3048070344075525
ACH-000420,-0.4135923267359313
ACH-000421,-0.3536019411905719
ACH-000424,-0.29254067871233863
ACH-000425,-0.378914335402624
ACH-000426,-0.34155988056333153
ACH-000427,-0.4066923817081593
ACH-000433,-0.2998745122055511
ACH-000435,-0.0905978929293662
ACH-000436,-0.5039218061703702
ACH-000444,-0.08057902733991795
ACH-000445,-0.4781356041508948
ACH-000448,-0.35637642520369434
ACH-000450,-0.2418986019740076
ACH-000452,-0.3144819120409414
ACH-000454,-0.2519276197317623
ACH-000458,-0.4962415758944808
ACH-000459,-0.3025049216890281
ACH-000460,-0.2627690058472373
ACH-000461,-0.4263007158987895
ACH-000463,-0.22478064809017687
ACH-000464,-0.33306365091137363
ACH-000466,-0.15076512684117638
ACH-000467,-0.3082625853806971
ACH-000468,-0.4196482845693006
ACH-000469,-0.17236816629561355
ACH-000470,-0.4009062803162569
ACH-000471,-0.191089519518038
ACH-000472,-0.3162891106640092
ACH-000473,-0.3606003760510744
ACH-000475,-0.2706298136389585
ACH-000476,-0.3262407024830581
ACH-000477,-0.23148204272809905
ACH-000479,-0.10449444232660762
ACH-000480,-0.464879805495884
ACH-000481,-0.4674110690605206
ACH-000483,-0.3054890403863569
ACH-000484,-0.31069313872809035
ACH-000485,-0.3840063400178603
ACH-000486,-0.4452363480713157
ACH-000487,-0.03744700080870663
ACH-000488,-0.1531540111840278
ACH-000490,-0.4585633218357603
ACH-000491,-0.06385254632233019
ACH-000495,-0.22474569673340955
ACH-000496,-0.3686435894878895
ACH-000499,-0.30530537908802524
ACH-000500,-0.3809824326336571
ACH-000502,-0.28357263743994565
ACH-000503,-0.5213350911205641
ACH-000505,-0.17803517461840448
ACH-000507,-0.2382405604748721
ACH-000510,-0.12215535210599535
ACH-000511,-0.31417403698931434
ACH-000512,-0.5092010718874145
ACH-000516,-0.22161894244961214
ACH-000517,-0.2943100895088105
ACH-000518,-0.380982524495814
ACH-000520,-0.2081406356498832
ACH-000521,-0.16403059122868796
ACH-000522,-0.1597472213587381
ACH-000524,-0.3234918834542605
ACH-000527,-0.3097045671367215
ACH-000528,-0.16962362903512965
ACH-000537,-0.26001172036054115
ACH-000541,-0.018084918571105595
ACH-000542,-0.2919515437708929
ACH-000544,-0.08931163853938058
ACH-000545,-0.3006852685410615
ACH-000547,-0.1088536180198386
ACH-000548,-0.2994311432900685
ACH-000549,-0.3924291792751082
ACH-000550,-0.47050916857070296
ACH-000552,-0.4113324346024973
ACH-000556,-0.3363245789513891
ACH-000557,-0.21161006498528154
ACH-000569,-0.1378734067791924
ACH-000570,-0.2571117503125255
ACH-000571,-0.2765334100828311
ACH-000573,-0.22588521575276316
ACH-000576,-0.09758612851484892
ACH-000579,-0.16720836446292836
ACH-000580,-0.32709763825704274
ACH-000584,-0.23662200071623735
ACH-000585,-0.2430027954693983
ACH-000588,-0.12114340888893947
ACH-000589,-0.2365957931810773
ACH-000591,-0.287482785733054
ACH-000593,-0.2732483569172018
ACH-000600,-0.2055982446490597
ACH-000601,-0.28737365354302163
ACH-000605,-0.2197568433084663
ACH-000606,-0.4511697683353139
ACH-000608,-0.40393566769594746
ACH-000614,-0.3486843924566054
ACH-000616,-0.2141598235731421
ACH-000618,-0.13082721243601125
ACH-000619,-0.24496097757240826
ACH-000620,-0.303338323217476
ACH-000621,-0.27616675226841864
ACH-000622,-0.3820722636410477
ACH-000623,-0.2721234339671029
ACH-000624,-0.378229508908808
ACH-000627,-0.2382855101033242
ACH-000630,-0.2455173700632051
ACH-000631,-0.37363424177020654
ACH-000632,-0.2923520670301717
ACH-000633,-0.28424531254465263
ACH-000637,-0.2864285492628846
ACH-000638,-0.2995059537420678
ACH-000646,-0.29924298143008465
ACH-000647,-0.35740118848872465
ACH-000648,-0.17276648572298647
ACH-000649,-0.3374258142303533
ACH-000651,-0.22973961027954445
ACH-000652,-0.3546047641929983
ACH-000653,-0.3138635466008341
ACH-000657,-0.2848928997828136
ACH-000658,-0.1353448681880183
ACH-000661,-0.3288815465836958
ACH-000662,-0.2029795384434778
ACH-000663,-0.394283308118513
ACH-000665,-0.3411423097678565
ACH-000671,-0.20672228681098095
ACH-000672,-0.2969743424607555
ACH-000673,-0.3549529794289141
ACH-000676,-0.2587746132850403
ACH-000677,-0.5676977932233439
ACH-000681,-0.3816495550599553
ACH-000683,-0.21306682302042265
ACH-000684,-0.17941341947095696
ACH-000688,-0.2031873248520165
ACH-000693,-0.2485193091739009
ACH-000694,-0.3263455989103506
ACH-000695,-0.09452695249211658
ACH-000696,-0.3584115217400887
ACH-000697,-0.20449840052117527
ACH-000699,-0.19985326854036925
ACH-000701,-0.3838241524031772
ACH-000706,-0.3382974973400569
ACH-000711,-0.2544112941571381
ACH-000713,-0.0346260765348974
ACH-000714,-0.33259232213268297
ACH-000718,-0.2460020402531061
ACH-000720,-0.29688863663031145
ACH-000721,-0.3365693928758329
ACH-000724,-0.1735594036798178
ACH-000725,-0.18192038632288396
ACH-000732,-0.291580994131181
ACH-000734,-0.382212940326708
ACH-000735,-0.3534060449631638
ACH-000736,-0.2703261490277223
ACH-000738,-0.2036150234028204
ACH-000746,-0.27524722620024605
ACH-000747,-0.5218387831481837
ACH-000748,-0.3913814971380756
ACH-000753,-0.2806155197489874
ACH-000756,-0.24736327934503236
ACH-000757,-0.3550644958645962
ACH-000758,-0.2776055838432133
ACH-000760,-0.2616575681930975
ACH-000762,-0.23014638117285816
ACH-000763,-0.23276210624639576
ACH-000764,-0.28925404811461025
ACH-000765,-0.2837137586358172
ACH-000766,-0.291825690562847
ACH-000767,-0.35784347027852226
ACH-000768,-0.2618303964842321
ACH-000769,0.0005806844791368537
ACH-000770,-0.1811473509291964
ACH-000771,-0.3407197997946648
ACH-000773,-0.1297192104625514
ACH-000776,-0.23677720274682285
ACH-000777,-0.17414298520114938
ACH-000778,-0.3374564832483486
ACH-000781,-0.2583394525094665
ACH-000782,-0.12075249816881466
ACH-000783,-0.4626080998794215
ACH-000784,-0.16910868652202893
ACH-000785,-0.16980133159940042
ACH-000787,-0.29175911538036703
ACH-000788,-0.3384892920809745
ACH-000791,-0.2170173224666607
ACH-000792,-0.3232193824897772
ACH-000794,-0.3526149735426965
ACH-000796,-0.2937126969240273
ACH-000798,-0.2313813981351912
ACH-000799,-0.7192477680443075
ACH-000800,-0.3608607270956719
ACH-000802,-0.21341077301937506
ACH-000804,-0.3894439998054453
ACH-000805,-0.2062390109007464
ACH-000809,-0.2804339583194393
ACH-000810,-0.5546999657993059
ACH-000811,-0.2262678074940606
ACH-000817,-0.2322827155120501
ACH-000819,-0.1710320068359778
ACH-000820,-0.4597603213187153
ACH-000821,-0.3791315053892071
ACH-000822,-0.2852475674664762
ACH-000823,-0.2833946300463697
ACH-000824,-0.12599406375023325
ACH-000827,-0.2962218889293933
ACH-000829,-0.16451757930524333
ACH-000831,-0.3733281050236477
ACH-000832,-0.2984268491638467
ACH-000833,-0.28921785504718506
ACH-000834,-0.5399516633946125
ACH-000835,-0.22257552107315934
ACH-000836,-0.14921787212759982
ACH-000837,-0.1426180397699736
ACH-000838,-0.19256894019365714
ACH-000839,-0.4488848373034482
ACH-000840,-0.3849932548297023
ACH-000841,-0.7887366828036113
ACH-000843,-0.045127338049378685
ACH-000846,-0.19680827036114548
ACH-000847,-0.13791461775713612
ACH-000848,-0.2842028358456276
ACH-000849,-0.27706408353915296
ACH-000851,-0.35088152831387354
ACH-000855,-0.33440359121396096
ACH-000856,-0.2623553689621286
ACH-000858,-0.3492312180161796
ACH-000859,-0.5195521328554882
ACH-000861,-0.25935394302028625
ACH-000862,-0.28593685409499997
ACH-000865,-0.2693085113016924
ACH-000866,-0.2809696235932888
ACH-000867,-0.3272770687650518
ACH-000869,-0.20584009366766207
ACH-000872,-0.2409933389505146
ACH-000873,-0.2859787591565339
ACH-000876,-0.350026308702596
ACH-000878,-0.4184378016943917
ACH-000880,-0.16834977152825714
ACH-000881,-0.271815105852916
ACH-000882,-0.2732372385049633
ACH-000884,-0.2275383790132959
ACH-000885,-0.32133848738365944
ACH-000887,-0.2969084424184291
ACH-000889,-0.268089880808245
ACH-000896,-0.1852883227594195
ACH-000898,-0.2678211446871147
ACH-000900,-0.5847534422588258
ACH-000901,-0.3605923018115948
ACH-000905,-0.3317512330985415
ACH-000906,-0.2643242772501068
ACH-000907,-0.34206734157996194
ACH-000910,-0.2642417021881953
ACH-000911,-0.3692271003477873
ACH-000912,-0.4171838100404245
ACH-000913,-0.2259845523273936
ACH-000915,-0.4085713553923124
ACH-000916,-0.2999874810212669
ACH-000917,-0.4034279269131573
ACH-000920,-0.5645553445689867
ACH-000921,-0.2073964152837138
ACH-000924,-0.2973868885896713
ACH-000926,-0.09482178578388244
ACH-000928,-0.6007698261704395
ACH-000929,-0.28318435941615483
ACH-000932,-0.3070815137107514
ACH-000935,-0.30490627963797984
ACH-000936,-0.3661243759405389
ACH-000937,-0.23311905447658496
ACH-000938,-0.15613023731550965
ACH-000939,-0.29763086018711205
ACH-000941,-0.2337052300740495
ACH-000943,-0.2434928274675976
ACH-000946,-0.17541380243093574
ACH-000947,-0.3623705075284791
ACH-000948,-0.29263175208605896
ACH-000950,-0.4044108007569964
ACH-000953,-0.4031847063885858
ACH-000954,-0.4035210212290132
ACH-000957,0.035308152217482354
ACH-000958,-0.15423446188302234
ACH-000960,-0.3487006193358199
ACH-000963,-0.08582385132086193
ACH-000968,-0.35096669241569617
ACH-000969,-0.3924389131543565
ACH-000972,-0.30778255172057056
ACH-000973,-0.3328894139844437
ACH-000974,-0.1989972605919231
ACH-000978,-0.30433811233247793
ACH-000984,-0.2765082565037008
ACH-000986,-0.014231461026572353
ACH-000988,-0.30421065817119386
ACH-000993,-0.3519129217821392
ACH-000994,-0.1546907201736522
ACH-000996,-0.1826683309129173
ACH-001001,-0.21473665613652515
ACH-001020,-0.2892828631539012
ACH-001028,-0.32407624653499684
ACH-001031,-0.2976736348059109
ACH-001038,-0.3389535194731168
ACH-001048,-0.20586475645856844
ACH-001050,-0.22292832408267746
ACH-001053,-0.12999394172801468
ACH-001054,-0.1984490760556732
ACH-001061,-0.22703864937258095
ACH-001067,-0.5579286299970715
ACH-001075,-0.19534226885072964
ACH-001096,-0.14817683062997214
ACH-001111,-0.26606900678833845
ACH-001119,-0.2808139670268239
ACH-001128,-0.3747520842878097
ACH-001134,-0.3960508461093626
ACH-001151,-0.3063940152729356
ACH-001163,-0.3825575596499956
ACH-001164,-0.41450722434964427
ACH-001183,-0.3357711398872177
ACH-001192,-0.0960058780121195
ACH-001193,-0.19542655218256308
ACH-001196,-0.15821338957118855
ACH-001197,-0.14569693087558688
ACH-001205,-0.2824381759576656
ACH-001211,-0.2414955526392133
ACH-001212,-0.3372190617476631
ACH-001228,-0.4760809417124967
ACH-001232,-0.30410438787197713
ACH-001239,-0.274537404028466
ACH-001270,-0.01364070865119704
ACH-001274,-0.2330920192531265
ACH-001275,-0.49333337023231894
ACH-001277,-0.32992936315336985
ACH-001278,-0.36986383756509866
ACH-001280,-0.3914673315484933
ACH-001283,-0.2325842899240684
ACH-001289,-0.08122984927758893
ACH-001300,-0.198744724623246
ACH-001301,-0.2904645941948845
ACH-001302,-0.10973896455766532
ACH-001306,-0.22404044416565172
ACH-001318,-0.23668047591145025
ACH-001322,-0.5575171929079922
ACH-001328,-0.3270960399859653
ACH-001332,-0.2664462868379657
ACH-001336,-0.4205601358515162
ACH-001346,-0.2465046588570469
ACH-001353,-0.18908828141644524
ACH-001354,0.03578413879656856
ACH-001367,-0.10975414932175392
ACH-001368,-0.3835044871633579
ACH-001374,-0.3816673241872634
ACH-001377,-0.12256009618901742
ACH-001380,-0.25851436791773463
ACH-001391,-0.21812841736050684
ACH-001408,-0.3307532548850337
ACH-001430,-0.7460735822327071
ACH-001431,-0.22799596572476336
ACH-001450,-0.42212623674854505
ACH-001496,-0.13906189919273185
ACH-001500,-0.2954030744134692
ACH-001523,-0.24669223807981264
ACH-001532,-0.3663078957043736
ACH-001550,-0.3698530606383215
ACH-001552,-0.15431176049855785
ACH-001554,-0.17961900928178734
ACH-001654,-0.26904475787990323
ACH-001735,-0.12863257121476196
ACH-001736,-0.2142344595319534
ACH-001737,-0.19261974779483826
ACH-001740,-0.20073256542036666
ACH-001745,-0.2904615010081642
ACH-001765,-0.3889839354725836
