,SLC51A (200931)
ACH-000004,0.08869243972975666
ACH-000005,-0.09834795022281384
ACH-000007,0.22884300816317035
ACH-000009,0.007231664494986767
ACH-000011,-0.12836330493920786
ACH-000012,0.06380591769480802
ACH-000013,-0.005911818303678584
ACH-000014,-0.050520274751299665
ACH-000015,-0.003083751819008549
ACH-000017,-0.062007596556895826
ACH-000018,-0.0007559003870621932
ACH-000019,-0.21035348279748445
ACH-000021,-0.029822267081443976
ACH-000022,-0.04788498040877213
ACH-000025,0.021592426952309157
ACH-000028,0.006856865689721175
ACH-000030,-0.06019869874931271
ACH-000035,0.1087759926576249
ACH-000036,-0.04166125075086564
ACH-000037,0.06499267293630863
ACH-000039,0.05528034383074834
ACH-000040,-0.07420620110838133
ACH-000041,0.12364674121807122
ACH-000042,-0.15392859961242752
ACH-000045,-0.09676895162329066
ACH-000047,-0.05782063860365324
ACH-000052,-0.007824238480161404
ACH-000053,-0.08129747671872181
ACH-000054,-0.08941060005456769
ACH-000055,0.05607879220373998
ACH-000060,-0.12027059490971252
ACH-000067,0.0613842503607934
ACH-000070,-0.010553644759059441
ACH-000075,-0.027306757497340968
ACH-000078,-0.05334928225957942
ACH-000082,0.0005696004371908166
ACH-000085,-0.09342887852918637
ACH-000086,0.06466432377030908
ACH-000087,-0.06891824145494363
ACH-000092,-0.1986209793703718
ACH-000095,-0.061152644523963184
ACH-000097,-0.02240032014521548
ACH-000098,-0.03832334975308972
ACH-000099,-0.0895782993328925
ACH-000108,-0.11958750784914328
ACH-000113,-0.022020996833692685
ACH-000116,-0.1348538380708738
ACH-000118,0.032354632117309705
ACH-000120,-0.07433571694161943
ACH-000123,-0.1030892557794298
ACH-000127,0.04325734416314564
ACH-000128,0.01579369555265254
ACH-000132,-0.01704318589763905
ACH-000133,-0.06436840216766629
ACH-000137,0.10812208806796064
ACH-000138,-0.051279741776804826
ACH-000142,-0.1906983973595421
ACH-000143,-0.03814440328449605
ACH-000146,-0.024935808962269896
ACH-000148,-0.009315694696295878
ACH-000150,-0.11011839392435822
ACH-000152,0.027701786820553638
ACH-000153,0.0536703284069708
ACH-000159,0.01261238471885637
ACH-000160,-0.038006532703342026
ACH-000163,-0.01605599719505106
