,CYSTM1 (84418)
ACH-000004,0.2340092530436957
ACH-000005,0.14179287260212364
ACH-000007,0.3783984673731465
ACH-000009,0.12716154551955186
ACH-000011,0.12631611025355124
ACH-000012,0.16591245894436865
ACH-000013,0.16445030172534156
ACH-000014,0.12703231381060914
ACH-000015,0.1055845026584853
ACH-000017,0.08160934284003438
ACH-000018,0.2857779270103269
ACH-000019,0.0849095146614832
ACH-000021,0.05509109648517454
ACH-000022,0.10795693293160412
ACH-000025,0.14758419887412447
ACH-000028,0.2875648320816317
ACH-000030,0.1273142341313917
ACH-000035,0.14125975147416547
ACH-000036,0.18105840516608468
ACH-000037,0.2634837357093557
ACH-000039,0.15556519675112235
ACH-000040,0.0298107080887376
ACH-000041,0.18903158949008986
ACH-000042,0.2254079041515669
ACH-000045,0.3290130242243943
ACH-000047,0.19248682640217235
ACH-000052,0.13507854836993044
ACH-000053,0.10294603045341064
ACH-000054,0.1539002793414001
ACH-000055,0.08981873537998636
ACH-000060,0.18206502764415816
ACH-000067,0.2743979236123311
ACH-000070,0.08789416751872632
ACH-000075,0.13485318362494134
ACH-000078,0.211540701724585
ACH-000082,0.0614677872563676
ACH-000085,0.17072753553408526
ACH-000086,0.11163788735652544
ACH-000087,0.049125547592246174
ACH-000092,0.18803739414605244
ACH-000095,0.10117222238600708
ACH-000097,0.1684531391132135
ACH-000098,0.19445326463559595
ACH-000099,0.2134445436580899
ACH-000108,0.06832885820798643
ACH-000113,0.25907066956347
ACH-000116,0.10975647032585817
ACH-000118,0.13599681923628432
ACH-000120,0.1928564753831157
ACH-000123,0.011087747385370288
ACH-000127,0.18775663036901116
ACH-000128,0.2018865298226186
ACH-000132,-0.00138703194930925
ACH-000133,-0.09098097683379693
ACH-000137,0.20147647182785774
ACH-000138,0.10805492069084656
ACH-000142,0.16282986908886948
ACH-000143,0.04588835478837563
ACH-000146,0.08492953168292386
ACH-000148,0.2473876802568732
ACH-000150,-0.024295246237759558
ACH-000152,0.17896481462537567
ACH-000153,0.2504061691946036
