,POTEI (653269)
ACH-000397,-0.4956928013215781
ACH-000401,-0.3563314225756936
ACH-000402,-0.4296492127266964
ACH-000403,-0.5135016034859426
ACH-000404,-0.12137135823889895
ACH-000406,-0.2860394893431971
ACH-000407,-0.2462452256561285
ACH-000408,-0.1594167429359858
ACH-000410,-0.2937333042184071
ACH-000411,-0.4940559285798672
ACH-000414,-0.3209932409133676
ACH-000415,-0.27769143133804525
ACH-000416,-0.3810305607024293
ACH-000420,-0.2581272706936268
ACH-000421,-0.3021810843665104
ACH-000424,-0.4044299695516975
ACH-000425,-0.416839232390638
ACH-000426,-0.3177253811528107
ACH-000427,-0.5586909207681594
ACH-000433,-0.32118195627145696
ACH-000435,-0.23338027480222204
ACH-000436,-0.3610212506398904
ACH-000444,-0.07727046288810538
ACH-000445,-0.2802396523566893
ACH-000448,-0.20682077697634635
ACH-000450,-0.27616332542578065
ACH-000452,-0.33481808678975106
ACH-000454,-0.20414252289116805
ACH-000458,-0.3563443899990922
ACH-000459,-0.22282584306228886
ACH-000460,-0.3494883242367656
ACH-000461,-0.4513951260857174
ACH-000463,-0.380062158425128
ACH-000464,-0.5019022800941216
ACH-000466,-0.3919732737360821
ACH-000467,-0.3359180707464649
ACH-000468,-0.2882544877945451
ACH-000469,-0.3743606085488083
ACH-000470,-0.4323816437487866
ACH-000471,-0.3894022410471465
ACH-000472,-0.3605866387539129
ACH-000473,-0.2646842313026715
ACH-000475,-0.3678666197811951
ACH-000476,-0.23297701883782346
ACH-000477,-0.16980843343598892
ACH-000479,-0.41237821786755935
ACH-000480,-0.2703734139771684
ACH-000481,-0.359440422891234
ACH-000483,-0.14620567962715852
ACH-000484,-0.35325126147608976
ACH-000485,-0.6286828404676096
ACH-000486,-0.472621248080585
ACH-000487,-0.11619045027403528
ACH-000488,-0.33485761828871663
ACH-000490,-0.2770525637167053
ACH-000491,-0.34672658163078196
ACH-000495,-0.5558531295002593
ACH-000496,-0.3640117729825013
ACH-000499,-0.049143155135179833
ACH-000500,-0.3859936180624244
ACH-000502,-0.31382741454349783
ACH-000503,-0.2789453929512722
ACH-000505,-0.29527489813527946
ACH-000507,-0.18806384979514126
ACH-000510,-0.4826279753746191
ACH-000511,-0.3795859274606832
ACH-000512,-0.2122082400820256
ACH-000516,-0.3621829066519985
ACH-000517,-0.23706979043953355
ACH-000518,-0.3474175519767937
ACH-000520,-0.4012585672782005
ACH-000521,-0.4138539444724273
ACH-000522,-0.32689750001700124
ACH-000524,-0.1392296723943838
ACH-000527,-0.3098364704741684
ACH-000528,-0.3033890617046303
ACH-000537,-0.22326182035218545
ACH-000541,-0.07457077564446755
ACH-000542,-0.3365515621881178
ACH-000544,-0.3759399427958893
ACH-000545,-0.3647919355014244
ACH-000547,-0.305092552485067
ACH-000548,-0.4584754293466816
ACH-000549,-0.4094440558165135
ACH-000550,-0.30054648363864617
ACH-000552,-0.3594331132917923
ACH-000556,-0.25014849409063233
ACH-000557,-0.33299976501383843
ACH-000569,-0.4594638334675223
ACH-000570,-0.2996632600497977
ACH-000571,-0.28457583450706603
ACH-000573,-0.14517757662409045
ACH-000576,-0.27950679031111125
ACH-000579,-0.3797642592143427
ACH-000580,-0.16798856093616754
ACH-000584,-0.2007264742830744
ACH-000585,-0.3201083614925011
ACH-000588,-0.2433968737892033
ACH-000589,-0.2969844875028781
ACH-000591,-0.4382547877954712
ACH-000593,-0.27818113938283423
ACH-000600,-0.34182924336227405
ACH-000601,-0.423267377839285
ACH-000605,-0.21593592151341584
ACH-000606,-0.3561315471651287
ACH-000608,-0.4055825245912809
ACH-000614,-0.3261499976710732
ACH-000616,-0.479781191572235
ACH-000618,-0.2533786333089477
ACH-000619,-0.7085886665020629
ACH-000620,-0.3443990065294731
ACH-000621,-0.26284419979527296
ACH-000622,-0.26074967144127986
ACH-000623,-0.3849199334403076
ACH-000624,-0.2664927726588477
ACH-000627,-0.2658157914273277
ACH-000630,-0.4359010631165054
ACH-000631,-0.5441540391185988
ACH-000632,-0.39502257253777295
ACH-000633,-0.4149732104954543
ACH-000637,-0.3566413256796697
ACH-000638,-0.3027792862124493
ACH-000646,-0.2233671454320018
ACH-000647,-0.318641521845076
ACH-000648,-0.5083196828106048
ACH-000649,-0.3864213104239795
ACH-000651,-0.19363320243082704
ACH-000652,-0.2214993783305137
ACH-000653,-0.2902529710406075
ACH-000657,-0.3585549006575312
ACH-000658,-0.4267087356300159
ACH-000661,-0.3546025856133368
ACH-000662,-0.1608849136816103
ACH-000663,-0.2333703037276002
ACH-000665,-0.3200621021671274
ACH-000671,-0.2629703191546197
ACH-000672,-0.06173615784472914
ACH-000673,-0.525224606734316
ACH-000676,-0.37325534204507416
ACH-000677,-0.27437821594347994
ACH-000681,-0.26986662816138823
ACH-000683,-0.36255547795350174
ACH-000684,-0.2804001917037424
ACH-000688,-0.2415720491524196
ACH-000693,-0.23334394676926504
ACH-000694,-0.32361450355090937
ACH-000695,-0.35216328760748017
ACH-000696,-0.4086299289914165
ACH-000697,-0.2958744026337418
ACH-000699,-0.2886258889712441
ACH-000701,-0.43405855536856
ACH-000706,-0.2505039992182727
ACH-000711,-0.3137444173566189
ACH-000713,-0.2285135904317772
ACH-000714,-0.2580233554342433
ACH-000718,-0.314516478742427
ACH-000720,-0.32030658415374275
ACH-000721,-0.4858264227281268
ACH-000724,-0.35422258618171576
ACH-000725,-0.3140171579980393
ACH-000732,-0.4329523902727994
ACH-000734,-0.2573311488223885
ACH-000735,-0.33262792939276165
ACH-000736,-0.370243342754364
ACH-000738,-0.26821754194807024
ACH-000746,-0.3537757550958565
ACH-000747,-0.3710434278588606
ACH-000748,-0.24415714415073936
ACH-000753,-0.26463634844954803
ACH-000756,-0.33527709845883763
ACH-000757,-0.2934772013904429
ACH-000758,-0.4670193065096177
ACH-000760,-0.25681914800815914
ACH-000762,-0.341218707152955
ACH-000763,-0.35489617501219023
ACH-000764,-0.18457079472893
ACH-000765,-0.26870268635052497
ACH-000766,-0.2536093263694633
ACH-000767,-0.3838497020947725
ACH-000768,-0.42026774548505663
ACH-000769,-0.4278505587827595
ACH-000770,-0.2773822435419527
ACH-000771,-0.3681484775500788
ACH-000773,-0.4417191263486883
ACH-000776,-0.5295749777315609
ACH-000777,-0.4225854828074957
ACH-000778,-0.2510311115254237
ACH-000781,-0.2927224081488075
ACH-000782,-0.35457900188346936
ACH-000783,-0.4377997871788746
ACH-000784,-0.2593727964080369
ACH-000785,-0.3994940253443355
ACH-000787,-0.1960745706498529
ACH-000788,-0.3204463810623361
ACH-000791,-0.25776063430073426
ACH-000792,-0.14845311985333248
ACH-000794,-0.3526498461672874
ACH-000796,-0.558650554156235
ACH-000798,-0.18702109068766135
ACH-000799,-0.4740488978473945
ACH-000800,-0.20135200813326248
ACH-000802,-0.3103066384623663
ACH-000804,-0.3832757385803871
ACH-000805,-0.308203703184578
ACH-000809,-0.3343502481618659
ACH-000810,-0.2751975532021658
ACH-000811,-0.2900190770746173
ACH-000817,-0.2533951629877097
ACH-000819,-0.2622049319890951
ACH-000820,-0.32293282841891274
ACH-000821,-0.3018650156562626
ACH-000822,-0.14543105113741525
ACH-000823,-0.2683046962323397
ACH-000824,-0.40924080365832655
ACH-000827,-0.30171053730386715
ACH-000829,-0.3565506139396358
ACH-000831,-0.04776293516054208
ACH-000832,-0.4961040345300209
ACH-000833,-0.161397500360401
ACH-000834,-0.4454899290402
ACH-000835,-0.4041283144100188
ACH-000836,-0.5125396397375807
ACH-000837,-0.2873585203934365
ACH-000838,-0.3193257850785981
ACH-000839,-0.2991187370009748
ACH-000840,-0.2476755434108256
ACH-000841,-0.2818198739955453
ACH-000843,-0.2829486225822418
ACH-000846,-0.1810399785550587
ACH-000847,-0.35423097383352364
ACH-000848,-0.2565552579516909
ACH-000849,-0.4531464665390706
ACH-000851,-0.34311680757160035
ACH-000855,-0.07188153371077086
ACH-000856,-0.2969054856678009
ACH-000858,-0.3638870267626034
ACH-000859,-0.4638247943085009
ACH-000861,-0.3747374108655684
ACH-000862,-0.4189463033004805
ACH-000865,-0.3059193177370123
ACH-000866,-0.23578666146604446
ACH-000867,-0.2743656358656469
ACH-000869,-0.25407421303880984
ACH-000872,-0.2482328779747745
ACH-000873,-0.30264121814079226
ACH-000876,-0.3108457623783646
ACH-000878,-0.3567701443067176
ACH-000880,-0.3871829620471233
ACH-000881,-0.4983063024013601
ACH-000882,-0.3810247850243877
ACH-000884,-0.25707889400390016
ACH-000885,-0.2929189680990601
ACH-000887,-0.3751705208706894
ACH-000889,-0.3877665948129974
ACH-000896,-0.1885578377013402
ACH-000898,-0.3841372702425209
ACH-000900,-0.3208389546900413
ACH-000901,-0.2787447552142841
ACH-000905,-0.3604137521732004
ACH-000906,-0.28547041587067284
ACH-000907,-0.30204803572713074
ACH-000910,-0.3431279711921761
ACH-000911,-0.2502113611576121
ACH-000912,-0.2670609212389701
ACH-000913,-0.3529274208241123
ACH-000915,-0.2717064941311106
ACH-000916,-0.17343870209241286
ACH-000917,-0.22044843654785015
ACH-000920,-0.29326966098565066
ACH-000921,-0.22795122684103075
ACH-000924,-0.3780023046561641
ACH-000926,-0.3136229108372446
ACH-000928,-0.3667432996484178
ACH-000929,-0.15163888492279218
ACH-000932,-0.34761841317004144
ACH-000935,-0.2669821089160977
ACH-000936,-0.3182539312209034
ACH-000937,-0.14155850510211526
ACH-000938,-0.08348126280271549
ACH-000939,-0.4818013819165262
ACH-000941,-0.3793759031403057
ACH-000943,-0.3261809948822892
ACH-000946,-0.2983750797858068
ACH-000947,-0.2355265761899801
ACH-000948,-0.34376358649886474
ACH-000950,-0.2519345970583361
ACH-000953,-0.3584022866313747
ACH-000954,-0.2659598065497469
ACH-000957,-0.2177460579450462
ACH-000958,-0.15415033017318702
ACH-000960,-0.19920611254352374
ACH-000963,-0.5083345145439546
ACH-000968,-0.3547209456543307
ACH-000969,-0.17327158246628382
ACH-000972,-0.4549149424228153
ACH-000973,-0.28123050614005185
ACH-000974,-0.21872213398829296
ACH-000978,-0.25699921238131235
ACH-000984,-0.3324642177058069
ACH-000986,-0.27739709314429983
ACH-000988,-0.14701768581625746
ACH-000993,-0.27749830652367
ACH-000994,-0.34662416354504705
ACH-000996,-0.3070716278260965
ACH-001001,-0.3664151540543673
ACH-001020,-0.33770555317170103
ACH-001028,-0.5101871193333861
ACH-001031,-0.41725836640824415
ACH-001038,-0.35074743939065023
ACH-001048,-0.3149321386614849
ACH-001050,-0.32765010098167624
ACH-001053,-0.2595335165886878
ACH-001054,-0.2752411240351854
ACH-001061,-0.28542414145575423
ACH-001067,-0.3799093018113565
ACH-001075,-0.4506599492647953
ACH-001096,-0.3429110180259898
ACH-001111,-0.4424558943035473
ACH-001119,-0.2713358012331608
ACH-001128,-0.09876504876591698
ACH-001134,-0.22181203743382
ACH-001151,-0.3391060686454043
ACH-001163,-0.2606894373684
ACH-001164,-0.4446734054482028
ACH-001183,-0.4631383629015823
ACH-001192,-0.2269700353751673
ACH-001193,-0.1811792742575428
ACH-001196,-0.3172517707731753
ACH-001197,-0.3828325425712663
ACH-001205,-0.42314166025520905
ACH-001211,-0.3147339288677096
ACH-001212,-0.2497060564678168
ACH-001228,-0.5173857776461174
ACH-001232,-0.3040885385335547
ACH-001239,-0.3889608156616006
ACH-001270,-0.551164387287774
ACH-001274,-0.3311231371771397
ACH-001275,-0.2090013212288299
ACH-001277,-0.3476496901734086
ACH-001278,-0.28061334070814153
ACH-001280,-0.3166064891590158
ACH-001283,-0.17508083832855426
ACH-001289,-0.26441663505166985
ACH-001300,-0.3756681787602434
ACH-001301,-0.3951615518000071
ACH-001302,-0.2454649044354633
ACH-001306,-0.26399598132369057
ACH-001318,-0.35461148158054284
ACH-001322,-0.4572323303169248
ACH-001328,-0.362354615806856
ACH-001332,-0.3642534022187115
ACH-001336,-0.4850990756759734
ACH-001346,-0.17214456374064765
ACH-001353,-0.4635190892711565
ACH-001354,-0.35008567030719506
ACH-001367,-0.15696907220421585
ACH-001368,-0.3771724697952488
ACH-001374,-0.21625176028626092
ACH-001377,-0.3939956100823308
ACH-001380,-0.372916995795022
ACH-001391,-0.3488755949627912
ACH-001408,-0.3423472802788229
ACH-001430,-0.3096992444598296
ACH-001431,-0.16175999180265316
ACH-001450,-0.1802617608942224
ACH-001496,-0.26186657895795545
ACH-001500,-0.34261379891924165
ACH-001523,-0.4619521391556767
ACH-001532,-0.3834439841211635
ACH-001550,-0.34218812254921754
ACH-001552,-0.4203302417257633
ACH-001554,-0.5160728934764423
ACH-001654,-0.1911546251625308
ACH-001735,-0.31030044347406033
ACH-001736,-0.20429971167439612
ACH-001737,-0.22650185299117814
ACH-001740,-0.3139486468625569
ACH-001745,-0.4111155802484915
ACH-001765,-0.43039867293071293
