,SNCAIP (9627)
ACH-000004,0.11353212164980032
ACH-000005,0.3123939211874177
ACH-000007,0.09828426377184124
ACH-000009,-0.010032419253659079
ACH-000011,0.29181548803559537
ACH-000012,0.056552044346583036
ACH-000013,0.07648656972288885
ACH-000014,0.1468110773542299
ACH-000015,-0.021506309018502024
ACH-000017,0.07030496277810072
ACH-000018,0.3545399200186959
ACH-000019,0.11448906288509353
ACH-000021,0.12034371565770045
ACH-000022,0.16441501497775213
ACH-000025,0.12543493496333386
ACH-000028,0.03454500508776908
ACH-000030,0.02334713060104815
ACH-000035,0.039963825353058036
ACH-000036,0.19789953279405528
ACH-000037,0.1385721673111717
ACH-000039,0.17182317586803733
ACH-000040,0.20543018963866996
ACH-000041,0.16034136488475445
ACH-000042,0.13671498553005415
ACH-000045,0.16727647923582714
ACH-000047,0.05531167008710928
ACH-000052,0.059883490625971314
ACH-000053,0.0081405525968305
ACH-000054,-0.0009708845738846143
ACH-000055,0.044666835848487636
ACH-000060,-0.08269303423213425
ACH-000067,0.08280918882695085
ACH-000070,0.15086535290218006
ACH-000075,0.23257341568805984
ACH-000078,0.17576297276683545
ACH-000082,0.09451465818989406
ACH-000085,4.709795049084014e-05
ACH-000086,-0.00196000710869069
ACH-000087,0.0386867144197423
ACH-000092,0.07694608300704495
ACH-000095,0.08399749791891621
ACH-000097,0.036412291396357
ACH-000098,0.023341451516618057
ACH-000099,-0.01599980740963696
ACH-000108,0.1971859165573905
ACH-000113,0.09573261576585727
ACH-000116,0.09595945326715884
ACH-000118,0.1028538476662032
ACH-000120,0.14570703520313208
ACH-000123,-0.0004637249103497342
ACH-000127,0.08334129517669632
ACH-000128,0.023226457055267997
ACH-000132,-0.05491462908495672
ACH-000133,0.11123966868498372
ACH-000137,0.1062312094050537
ACH-000138,0.13709234548890445
ACH-000142,0.007314615154111901
ACH-000143,0.15624811644622744
ACH-000146,0.02021580202513206
ACH-000148,0.16847722208829105
ACH-000150,-0.018786657982730416
ACH-000152,0.03474047856760085
ACH-000153,0.07853997625584136
ACH-000159,0.02407701737629473
ACH-000160,0.1042333878683198
ACH-000163,0.03995271374034865
ACH-000167,0.3740472971429109
ACH-000168,0.2649007108476289
ACH-000169,0.15324676483584218
ACH-000178,0.1639942784043762
ACH-000183,0.03996211066466912
ACH-000188,0.06979343715065453
ACH-000189,0.04718451497871711
ACH-000190,-0.054860285408608336
ACH-000198,0.1985030545417973
ACH-000203,-0.686844453270277
ACH-000204,0.06636458963424294
ACH-000206,0.2801737628594099
ACH-000207,0.18372009420556254
ACH-000208,0.17783590681003786
ACH-000210,-0.06167159716555521
ACH-000211,0.014270027102290169
ACH-000215,0.18961726563033227
ACH-000221,0.09517899207545864
ACH-000222,0.2572856171730984
ACH-000223,0.17129007380985126
ACH-000226,0.026111599807088087
ACH-000227,-0.037319032277598835
ACH-000228,0.1278042060803242
ACH-000231,0.13682584083464064
ACH-000232,-0.049355431857885365
ACH-000233,0.12011232088929127
ACH-000234,0.11615534599266257
ACH-000235,0.0831692746064669
ACH-000237,0.08277165368587892
ACH-000238,0.09945575461202733
ACH-000242,0.21941296882472225
ACH-000243,0.08935416663108636
ACH-000244,-0.0969078156037056
ACH-000246,-0.041206692269436566
ACH-000248,-0.10459211388740043
ACH-000250,0.12031540779220926
ACH-000251,0.3350074683043348
ACH-000252,0.016017873957627347
ACH-000253,0.15958458141345852
ACH-000255,0.09640933431442754
ACH-000256,0.12768596288176898
ACH-000257,0.08958998462845143
ACH-000258,0.1537738759960458
ACH-000259,0.0975182635197664
ACH-000260,0.07513089449984595
ACH-000261,0.006660087046421776
ACH-000262,-0.04289206656356067
ACH-000263,0.4584154299152049
ACH-000264,0.09051012475039433
ACH-000265,0.15719320435011752
ACH-000266,0.12948889195430371
ACH-000272,0.025703175617262413
ACH-000274,0.10168504663346564
ACH-000277,0.06959532954060711
ACH-000278,0.09348585633270326
ACH-000279,0.07434850184401362
ACH-000280,0.08906793215431992
ACH-000281,0.1482964497376943
ACH-000288,0.09372800005501487
ACH-000291,0.15153675133462086
ACH-000293,0.16846843642802456
ACH-000294,0.1053089257153568
ACH-000295,-0.011268718798695962
ACH-000296,-0.05214143624491352
ACH-000302,0.1550393985177389
ACH-000304,-0.06478102188990004
ACH-000307,0.1450777379781445
ACH-000308,0.05157789637535787
