,ATF7IP (55729)
ACH-000004,0.2524265747292105
ACH-000005,0.12795623634247888
ACH-000007,-0.1736617739228692
ACH-000009,-0.15451605256060666
ACH-000011,-0.11866704204993313
ACH-000012,0.2227366008719919
ACH-000013,0.006401613094404081
ACH-000014,-0.4099651571937568
ACH-000015,0.022578754755362068
ACH-000017,-0.2819434734825095
ACH-000018,-0.07022925575231713
ACH-000019,-0.12330009256022448
ACH-000021,-0.17877860859404418
ACH-000022,-0.21462990565931025
ACH-000025,-0.2667814907779633
ACH-000028,0.09269959723669004
ACH-000030,0.03230044679202281
ACH-000035,-0.012715112288144405
ACH-000036,-0.17700430169612702
ACH-000037,0.007585512866309081
ACH-000039,-0.2283122212343115
ACH-000040,-0.30313879721587284
ACH-000041,0.2919500739592828
ACH-000042,-0.04145339332796658
ACH-000045,0.06864711689392793
ACH-000047,-0.17788544429879422
ACH-000052,-0.4409677369357507
ACH-000053,0.05315938677217608
ACH-000054,-0.1897441529291379
ACH-000055,-0.06905238806084811
ACH-000060,-0.19489592654084067
ACH-000067,0.02255237774243054
ACH-000070,-0.30762953800499226
ACH-000075,0.04974103319940065
ACH-000078,0.2821254279524399
ACH-000082,-0.1988567744711611
ACH-000085,-0.14017893071502066
ACH-000086,0.02709920973673251
ACH-000087,-0.19738430436237386
ACH-000092,0.2533869778823806
ACH-000095,0.12354335264548558
ACH-000097,-0.20412921724274216
ACH-000098,0.05490980876616935
ACH-000099,-0.026645597529216296
ACH-000108,-0.060151184857806975
ACH-000113,-0.1006809590924147
ACH-000116,0.03718268649639195
ACH-000118,-0.11218544581229332
ACH-000120,0.02105407978483392
ACH-000123,-0.06913183995347437
ACH-000127,0.0933955845697244
ACH-000128,-0.2415118721545221
ACH-000132,0.0869568171022013
ACH-000133,-0.05538453536263715
ACH-000137,-0.34369155804568424
ACH-000138,-0.2385350029616985
ACH-000142,-0.1191976309438165
ACH-000143,-0.4904376419235942
ACH-000146,-0.5386325252697113
ACH-000148,-0.096160403927275
ACH-000150,0.20641240329672148
ACH-000152,-0.136112994097962
ACH-000153,-0.2197094631118197
ACH-000159,-0.057811911125483215
ACH-000160,0.015468294311977084
ACH-000163,-0.07631134716089613
ACH-000167,0.06345123496415346
ACH-000168,-0.27058366750979895
ACH-000169,-0.05190269020861059
ACH-000178,-0.3329455942221665
ACH-000183,-0.07105167335912049
ACH-000188,0.21080374632292004
ACH-000189,0.2955698461432057
ACH-000190,-0.01612462982326611
ACH-000198,0.13496651952857244
ACH-000203,-0.07693834376183507
ACH-000204,-0.42635824142032414
ACH-000206,-0.24263175283796204
ACH-000207,-0.1363709370525271
ACH-000208,0.2343861355919105
ACH-000210,-0.04321828068503942
ACH-000211,-0.1584488485862754
ACH-000215,-0.26702220215778016
ACH-000221,0.06849030612630293
ACH-000222,-0.3071659988919392
ACH-000223,-0.22521604441693646
ACH-000226,-0.12902303266608847
ACH-000227,-0.033002533804382506
ACH-000228,-0.16706291087382774
ACH-000231,0.05521043451628988
ACH-000232,-0.15211779302142853
ACH-000233,-0.1659989924895144
ACH-000234,-0.05188170074191943
ACH-000235,0.005064206638654002
ACH-000237,-0.13053783607515948
ACH-000238,-0.1424174291767834
ACH-000242,0.07847295888096034
ACH-000243,-0.20816169245387195
ACH-000244,-0.4183806030388221
ACH-000246,0.21729072154968648
ACH-000248,-0.2817018637226699
ACH-000250,0.038899246254235145
ACH-000251,-0.10708463394627483
ACH-000252,-0.3966527944481903
ACH-000253,-0.3426770053907714
ACH-000255,0.14367457050153473
ACH-000256,0.2338089131409712
ACH-000257,0.2786818885040265
ACH-000258,-0.13354796821322273
ACH-000259,-0.01660320422084166
