,CEP57L1 (285753)
ACH-000004,0.024001133506758216
ACH-000005,0.1114063852195347
ACH-000007,0.05671317357131905
ACH-000009,-0.005767874866538507
ACH-000011,0.045889318550494
ACH-000012,-0.04347221483254573
ACH-000013,0.04385817555876762
ACH-000014,0.09854830379780456
ACH-000015,0.02286287051630875
ACH-000017,-0.03586027386311378
ACH-000018,-0.032042862311099984
ACH-000019,0.043131821141037335
ACH-000021,-0.12082815940848272
ACH-000022,0.0680566226332653
ACH-000025,-0.04253250747197128
ACH-000028,0.05023765126604165
ACH-000030,-0.0637865192713784
ACH-000035,-0.043442277688372964
ACH-000036,0.05191061254145205
ACH-000037,0.0074858392832051176
ACH-000039,-0.044710466529506165
ACH-000040,-0.02877581825929121
ACH-000041,0.08018650198667059
ACH-000042,0.026645537017838238
ACH-000045,-0.0916967578502729
ACH-000047,-0.05738372076547753
ACH-000052,-0.01845884174986133
ACH-000053,-0.011383433843768888
ACH-000054,-0.0059921757964962186
ACH-000055,-0.02452383075781388
ACH-000060,-0.07593782574949126
ACH-000067,0.034113872924897364
ACH-000070,-0.02081343954682565
ACH-000075,0.0009625190186079662
ACH-000078,0.046690887546703384
ACH-000082,0.0076822197167350096
ACH-000085,0.009518439566306314
ACH-000086,0.020420883113910673
ACH-000087,0.1728019797612182
ACH-000092,0.016333627815051842
ACH-000095,0.055988811257798525
ACH-000097,0.08634658380518308
ACH-000098,-0.006202721657997993
ACH-000099,0.05221251169372209
ACH-000108,0.10069757989761563
ACH-000113,-0.02412261639386261
ACH-000116,-0.07964822326070269
ACH-000118,0.0483640748558534
ACH-000120,0.052501965031241035
ACH-000123,0.07658571112345855
ACH-000127,0.07002521755897316
ACH-000128,0.09184992439873617
ACH-000132,-0.109951974240376
ACH-000133,0.07442452506782757
ACH-000137,0.012816304791825812
ACH-000138,0.1375923659517218
ACH-000142,0.11034506509147167
ACH-000143,0.0158551163587936
ACH-000146,0.04054056714434162
ACH-000148,0.052562538746939766
ACH-000150,-0.01695171181757595
ACH-000152,-0.0028143803634869346
ACH-000153,0.30032257453574296
ACH-000159,0.019227134959940276
ACH-000160,0.002982999191221963
ACH-000163,-0.028209889977568008
ACH-000167,0.08103387013519146
ACH-000168,-0.09024138654224144
ACH-000169,0.005372798337619103
ACH-000178,0.008299773425614327
ACH-000183,0.10334603492405146
ACH-000188,-0.0017374377162707624
ACH-000189,0.09573877877137137
ACH-000190,-0.06420376029448215
ACH-000198,0.06757224300101848
ACH-000203,0.04457415041694866
ACH-000204,0.03638191322206928
ACH-000206,0.04321054244195824
ACH-000207,0.028163440974561093
ACH-000208,-0.038060858958845034
ACH-000210,-0.04870416277824206
ACH-000211,-0.024430578277773063
ACH-000215,0.07631480944672561
ACH-000221,0.1482037085149946
ACH-000222,0.0596968541867776
ACH-000223,-0.055579333869104255
ACH-000226,-0.05132432343451264
ACH-000227,-0.11606053181934048
ACH-000228,-0.12568009140503472
ACH-000231,0.025035446348838686
ACH-000232,0.0911893446848377
ACH-000233,-0.01031577211248635
ACH-000234,0.06201569791948292
ACH-000235,0.033474389015870604
ACH-000237,0.12611011666250665
ACH-000238,-0.017924103690787827
ACH-000242,0.05667221948037528
ACH-000243,0.04610563631540689
ACH-000244,0.17112791434412916
ACH-000246,0.016769096148403363
ACH-000248,0.031541513258404465
ACH-000250,0.009594206383909759
ACH-000251,-0.12346012744177184
ACH-000252,0.07101778806921842
ACH-000253,-0.06731634448109501
ACH-000255,-0.13958964974037066
ACH-000256,-0.010586588785060141
ACH-000257,-0.09646790859710133
ACH-000258,0.034817385898759746
ACH-000259,0.06657184449672357
ACH-000260,-0.006700876350814112
ACH-000261,0.032029956244997736
ACH-000262,-0.08641637215480084
ACH-000263,-0.08925486341304557
ACH-000264,0.011566161477726976
ACH-000265,0.09120594785422012
ACH-000266,0.03151841189562856
ACH-000272,0.0044786046166759
ACH-000274,0.0007766005279405986
ACH-000277,0.0449154168235764
ACH-000278,0.13391183752827973
ACH-000279,-0.03228811482998998
