,TRPM3 (80036)
ACH-000004,0.07961619112450598
ACH-000005,0.3521176028178372
ACH-000007,0.25384678349287
ACH-000009,0.09922647709126343
ACH-000011,0.1109937185896804
ACH-000012,0.08060141525477589
ACH-000013,0.02874784630441157
ACH-000014,0.07286897760950517
ACH-000015,-0.01524813928224419
ACH-000017,0.1151011408297013
ACH-000018,0.021460125654782218
ACH-000019,0.1909726403785991
ACH-000021,0.07252888929825636
ACH-000022,0.14202572363831004
ACH-000025,0.18430413811893376
ACH-000028,0.2301206679212725
ACH-000030,0.11409087450600408
ACH-000035,0.029194432060089662
ACH-000036,0.0938546684634271
ACH-000037,0.24908645085129125
ACH-000039,0.3578096762325397
ACH-000040,0.2011326393216901
ACH-000041,0.04235824238592297
ACH-000042,0.12272153278355165
ACH-000045,0.16303242365455967
ACH-000047,0.005145897779186241
ACH-000052,0.2986800412233349
ACH-000053,0.16430869811544638
ACH-000054,0.12231344151578825
ACH-000055,-0.015818346808232873
ACH-000060,0.1060658856328504
ACH-000067,0.17360711743447996
ACH-000070,-0.023495848745500016
ACH-000075,0.04277083071190616
ACH-000078,0.1338291285486353
ACH-000082,0.18519389204352246
ACH-000085,-0.017779738706415287
ACH-000086,0.18073492441518746
ACH-000087,0.03052088194438205
ACH-000092,0.11114776413660483
ACH-000095,0.1700750986355231
ACH-000097,0.10484827432100513
ACH-000098,0.14872151302668365
ACH-000099,0.1666636994480568
ACH-000108,0.03340383893554153
ACH-000113,0.11802573983703556
ACH-000116,0.09429768330257156
ACH-000118,0.01933216906709992
ACH-000120,0.2225547695356845
ACH-000123,0.1891886862467644
ACH-000127,0.12764587547805806
ACH-000128,0.293804070575654
ACH-000132,0.1991680408711808
ACH-000133,0.20693041827915
ACH-000137,0.3207753894703388
ACH-000138,0.08664929202762528
ACH-000142,0.2030318682017608
ACH-000143,0.12326250261003617
ACH-000146,0.11086764138215567
ACH-000148,0.1356223232751791
ACH-000150,0.2037531730246772
ACH-000152,-0.017863945797882873
ACH-000153,0.17738123136731404
ACH-000159,0.13198056503013242
ACH-000160,0.08039212032141327
ACH-000163,0.14234428346402495
ACH-000167,0.1246189116278004
ACH-000168,0.3471181609628545
ACH-000169,0.17585600049017938
ACH-000178,0.09042359621600317
ACH-000183,0.0589342836466041
ACH-000188,0.1267091779376203
ACH-000189,0.21659092194295626
ACH-000190,-0.036480665801908785
ACH-000198,0.24247413266115234
ACH-000203,0.035015407243046165
ACH-000204,0.05880739519054649
ACH-000206,-0.1224285143341515
ACH-000207,0.243447408751634
ACH-000208,0.041542041130740635
ACH-000210,0.25935622838590555
ACH-000211,0.1086338974381436
ACH-000215,0.10724350140967503
ACH-000221,0.2416940804020297
ACH-000222,0.07598531745287494
ACH-000223,0.2859111269040591
ACH-000226,0.008111697402056691
ACH-000227,0.22005974203793185
ACH-000228,-0.009442200293893628
ACH-000231,0.1063563792166775
ACH-000232,0.08519715549153736
ACH-000233,0.2408952748654142
ACH-000234,0.15700205975029774
ACH-000235,0.10706608354572253
ACH-000237,-0.002883564474293837
ACH-000238,0.08532472667931597
ACH-000242,0.0113167164086857
ACH-000243,0.09255827822125837
ACH-000244,0.054246264439226234
ACH-000246,0.14171133216298706
ACH-000248,0.053891154829220994
ACH-000250,0.08684676783082254
ACH-000251,0.20497461143660156
ACH-000252,0.06621327523835485
ACH-000253,0.10010300650754284
ACH-000255,0.10071620873351594
ACH-000256,0.21056520589993635
ACH-000257,0.2221294873222936
ACH-000258,0.1893232080079436
ACH-000259,0.06366110543370622
ACH-000260,0.14657893024005614
ACH-000261,0.09266826678404587
ACH-000262,0.1627221961799038
ACH-000263,0.0903209481185898
ACH-000264,0.0962008012085809
ACH-000265,0.12978062674087273
ACH-000266,0.11026385216599766
ACH-000272,0.052120663283234864
ACH-000274,0.13302568579822824
ACH-000277,0.1845883259582112
ACH-000278,0.13240174055948692
ACH-000279,0.2200182549379958
ACH-000280,0.24661690539040496
ACH-000281,0.161726472090625
ACH-000288,0.16296320930448904
ACH-000291,0.21185561962596366
ACH-000293,0.1548415367899041
ACH-000294,0.26408959461357784
ACH-000295,0.09100619238330168
ACH-000296,0.2457813293975308
ACH-000302,0.14977627543910205
ACH-000304,0.14350574989859607
ACH-000307,0.238872814637375
ACH-000308,0.10100903607330718
ACH-000310,0.18142802577224024
ACH-000311,0.1927780320417644
ACH-000312,0.17182959591760022
ACH-000315,0.1346501228091473
ACH-000316,0.16357694974557366
ACH-000317,0.12362389137260135
ACH-000318,0.13284681292974646
ACH-000319,0.1876662513972404
ACH-000320,0.05359169942922935
ACH-000322,0.17168317104067787
ACH-000323,0.044254929545875295
ACH-000324,0.11745052785420518
ACH-000329,0.1504825845984481
ACH-000330,0.2971233667301155
ACH-000331,0.10679728454984748
ACH-000332,0.2225273644318229
ACH-000334,0.17353993279369026
ACH-000335,0.008002828538752102
ACH-000336,0.04507142365170118
ACH-000337,0.11681218484613445
ACH-000338,-0.2675681079438147
ACH-000339,0.11068282565144537
ACH-000341,0.07559728449226615
ACH-000348,0.0371928204682196
ACH-000350,0.19062850285386004
ACH-000352,0.0991348131402588
ACH-000356,0.30413071020578186
ACH-000361,0.024077794344495418
ACH-000362,0.09320311889298673
ACH-000363,0.1118798961532666
ACH-000364,0.09378211379255916
ACH-000365,0.1384254672902473
ACH-000366,0.04194403590087128
ACH-000368,0.20561460149519772
ACH-000374,0.13842930342441026
ACH-000375,-0.001600759471437454
ACH-000376,0.22638793851902325
ACH-000381,-0.003630419100115304
ACH-000383,0.0926829747485462
ACH-000387,0.08569249037692085
ACH-000389,0.2800321733317388
ACH-000390,-0.005195865596431064
ACH-000393,-0.02422316745299672
ACH-000395,0.13534159729250267
ACH-000396,0.16786126725014094
ACH-000397,-0.010985749990606879
ACH-000401,0.1854563883229994
ACH-000402,0.26217415932078736
ACH-000403,0.16912969866376984
ACH-000404,0.14576374836621156
ACH-000406,0.11772367062449768
ACH-000407,0.22266680138454675
ACH-000408,0.18164521872422595
ACH-000410,0.03528186718893347
ACH-000411,0.21742187865461432
ACH-000414,0.17569902766136636
ACH-000415,0.1616428922205962
ACH-000416,0.05188530589552074
ACH-000420,0.11781891100715365
ACH-000421,0.1918017200063056
ACH-000424,0.09791516886493347
ACH-000425,0.2012225324128955
ACH-000426,0.1660575609576488
ACH-000427,0.12523561362985455
ACH-000433,0.040229650306123126
ACH-000435,-0.524205224063914
ACH-000436,0.04462060186215041
ACH-000444,0.11687938928879504
ACH-000445,-0.0008887566040413113
ACH-000448,0.11297121884661986
ACH-000450,-0.029773471022380288
ACH-000452,0.1154540799325006
ACH-000454,-0.006774243986828319
ACH-000458,0.22266038739272087
ACH-000459,0.0565210328440123
ACH-000460,0.04332611480217658
ACH-000461,0.14759651415964584
ACH-000463,0.08279314771987267
ACH-000464,0.2020892267256691
ACH-000466,0.19502737376703835
ACH-000467,0.06430566692208475
ACH-000468,0.06693107703282553
ACH-000469,0.1732498310760862
ACH-000470,0.01473067051441413
ACH-000471,0.014146461618488385
ACH-000472,0.09924635624020592
ACH-000473,0.1975339104330828
ACH-000475,0.137926109646983
ACH-000476,0.16580619590175855
ACH-000477,0.12050816900719845
ACH-000479,0.2329205006303177
ACH-000480,0.2220681325285993
