,POMP (51371)
ACH-000004,-0.1924974127152823
ACH-000005,-0.08064912053488639
ACH-000007,-0.07593845504076903
ACH-000009,-0.091494581597057
ACH-000011,-0.16850716163038065
ACH-000012,-0.2244104421117724
ACH-000013,-0.2535756712268967
ACH-000014,-0.14916116102708352
ACH-000015,-0.2343584750645511
ACH-000017,-0.23794372821735266
ACH-000018,-0.12858829730404334
ACH-000019,-0.2819554543359574
ACH-000021,-0.17811435007886425
ACH-000022,-0.05271896541381015
ACH-000025,-0.3274909934373917
ACH-000028,-0.01291279816234867
ACH-000030,-0.20347106384008196
ACH-000035,-0.2644965756600649
ACH-000036,-0.12778023108247746
ACH-000037,-0.08977150483997555
ACH-000039,0.025654215772527914
ACH-000040,-0.33935563052598805
ACH-000041,-0.1246376996234648
ACH-000042,-0.30241057430895074
ACH-000045,-0.4127991426359558
ACH-000047,-0.335761214788358
ACH-000052,-0.02794517708695197
ACH-000053,-0.2516398804575989
ACH-000054,-0.30200169807971905
ACH-000055,0.13113519940978766
ACH-000060,-0.45441623331194697
ACH-000067,-0.2444260737598352
ACH-000070,-0.03243976314016325
ACH-000075,-0.4243712067785335
ACH-000078,-0.03195943105173455
ACH-000082,-0.1923849466280501
ACH-000085,-0.3825596228082012
ACH-000086,-0.27853553441803386
ACH-000087,-8.300382890941721e-05
ACH-000092,-0.21317410346244253
ACH-000095,-0.23882375991907664
ACH-000097,-0.2068922783121508
ACH-000098,-0.06894239225441612
ACH-000099,-0.11222441012136226
ACH-000108,-0.11214195407524287
ACH-000113,-0.19141796676077807
ACH-000116,-0.160020373542007
ACH-000118,-0.18048104338712265
ACH-000120,-0.09760175253881248
ACH-000123,-0.29627798907121483
ACH-000127,-0.24459539085158424
ACH-000128,-0.008114443655159141
ACH-000132,-0.2952696092473735
ACH-000133,-0.02283564709035804
ACH-000137,-0.10167527419223404
ACH-000138,-0.2266678616535579
ACH-000142,-0.32108514931581944
ACH-000143,-0.3545006245915206
ACH-000146,-0.18794269127090227
ACH-000148,-0.1658533438424447
ACH-000150,-0.3040322371155117
ACH-000152,-0.3382817959052609
ACH-000153,-0.16300712527129715
ACH-000159,-0.12302365232138728
ACH-000160,-0.11472751785367395
ACH-000163,-0.1536381837179193
ACH-000167,1.0564994493203457
ACH-000168,-0.06243216452613226
ACH-000169,-0.4774135703890663
ACH-000178,-0.06580319430823454
ACH-000183,-0.10464764072837356
ACH-000188,-0.1581513328878148
ACH-000189,0.0508178579668707
ACH-000190,-0.13432046060277766
ACH-000198,-0.31139063871285805
ACH-000203,-0.1903153674301168
ACH-000204,-0.1583785949526617
ACH-000206,-0.2991001703975675
ACH-000207,-0.2803872054093134
ACH-000208,-0.04977971390325903
ACH-000210,-0.11587142645271385
ACH-000211,-0.2643306299209044
ACH-000215,-0.13995671449109334
ACH-000221,-0.3539593206212065
ACH-000222,-0.24541746730212466
ACH-000223,-0.3041889485762241
ACH-000226,-0.08098805223441763
ACH-000227,-0.0923887881223234
ACH-000228,-0.08927322140541602
ACH-000231,-0.3455533312616873
ACH-000232,-0.4020596680125538
ACH-000233,-0.0953700786089468
ACH-000234,-0.2662719219558511
ACH-000235,-0.13400044988523852
ACH-000237,-0.1575004095851324
ACH-000238,-0.16238624900133947
ACH-000242,-0.10461021899999054
ACH-000243,-0.14109910400733536
ACH-000244,-0.5730995030014007
ACH-000246,-0.1476695872013314
ACH-000248,-0.16105474402577294
ACH-000250,-0.2683374807261473
ACH-000251,-0.3915288408589226
ACH-000252,-0.14704131483443045
ACH-000253,-0.02770113579717485
ACH-000255,-0.38363852651114383
ACH-000256,-0.08619734195816077
ACH-000257,0.06180630953255696
ACH-000258,-0.2604386311026083
ACH-000259,-0.19127096071838093
ACH-000260,-0.30279498930868104
ACH-000261,-0.2981071503143589
ACH-000262,-0.0295945850398976
ACH-000263,-0.22822231126130674
ACH-000264,-0.26074672153813633
ACH-000265,-0.1730898106023806
ACH-000266,-0.1085253596762671
ACH-000272,-0.21985271124674605
ACH-000274,-0.1584370091019895
ACH-000277,-0.2503527587761948
ACH-000278,-0.2315491225086304
ACH-000279,-0.15183929889652034
ACH-000280,-0.2172077828360928
ACH-000281,-0.07230288725067464
ACH-000288,-0.21424389672141492
ACH-000291,-0.1696391080711145
ACH-000293,-0.21985306107207853
ACH-000294,0.03970538814572041
