,OR7A10 (390892)
ACH-000004,-0.6858566525505465
ACH-000005,-0.8188494009530358
ACH-000007,-0.3526771307397367
ACH-000009,-0.3565023480715801
ACH-000011,-0.4023605249723917
ACH-000012,-0.3367848100614516
ACH-000013,-0.521416488027052
ACH-000014,-0.5243742805198838
ACH-000015,-0.471460380257632
ACH-000017,-0.4367323540355799
ACH-000018,-0.4562683720881282
ACH-000019,-0.4832204817905264
ACH-000021,-0.5010707132372588
ACH-000022,-0.4575599638688258
ACH-000025,-0.2804321717379809
ACH-000028,-0.6027483452393921
ACH-000030,-0.5149084978368907
ACH-000035,-0.6328927577951258
ACH-000036,-0.3713719493092553
ACH-000037,-0.4101449558517068
ACH-000039,-0.43944004590822655
ACH-000040,-0.5021284320086445
ACH-000041,-0.4155485203495153
ACH-000042,-0.4142163632185793
ACH-000045,-0.5239472857113575
ACH-000047,-0.2566070928141308
ACH-000052,-0.4324899056870054
ACH-000053,-0.4731578775823878
ACH-000054,-0.6779623501172053
ACH-000055,-0.1959774770977022
ACH-000060,-0.26990898294023424
ACH-000067,-0.33438367759688714
ACH-000070,-0.4915567793038729
ACH-000075,-0.2830756627241072
ACH-000078,-0.5530361688509808
ACH-000082,-0.458626511256459
ACH-000085,-0.4552512539294294
ACH-000086,-0.5362912888225326
ACH-000087,-0.2556611452288506
ACH-000092,-0.4712862301694021
ACH-000095,-0.6498732018013396
ACH-000097,-0.4812562511766018
ACH-000098,-0.5953654265725065
ACH-000099,-0.44756822767847215
ACH-000108,-0.5539959579802234
ACH-000113,-0.4816274533498376
ACH-000116,-0.5458522529917774
ACH-000118,-0.3673815430161722
ACH-000120,-0.5236548099191998
ACH-000123,-0.42749098336713387
ACH-000127,-0.6836925523032732
ACH-000128,-0.5361232980781241
ACH-000132,-0.4645704988960034
ACH-000133,-0.4746748516468511
ACH-000137,-0.6473545645751463
ACH-000138,-0.4537860572330466
ACH-000142,-0.4309086848544523
ACH-000143,-0.5061292850632965
ACH-000146,-0.5556945237534601
ACH-000148,-0.5479072883328405
ACH-000150,-0.42508706404252494
ACH-000152,-0.4664591476721101
ACH-000153,-0.3163644164293455
ACH-000159,-0.2699751231881654
ACH-000160,-0.5781358883957691
ACH-000163,-0.6192354927464097
ACH-000167,-1.173312152251602
ACH-000168,-0.4154466211064658
ACH-000169,-0.3263362666277436
ACH-000178,-0.4395122573318793
ACH-000183,-0.4699591373821677
ACH-000188,-0.6840052281370965
ACH-000189,-0.7091531692075307
ACH-000190,-0.3773389275606969
ACH-000198,-0.5607047746028541
ACH-000203,-0.16570884878011738
ACH-000204,-0.21951755624103567
ACH-000206,-0.5293739122388419
ACH-000207,-0.4356946780984865
ACH-000208,-0.35735968143907465
ACH-000210,-0.4021115435811271
ACH-000211,-0.4356248207082796
ACH-000215,-0.3955919943456083
ACH-000221,-0.4715279529791082
ACH-000222,-0.5097337834433505
ACH-000223,-0.5119515584001916
ACH-000226,-0.297274690324262
ACH-000227,-0.6195096292662059
ACH-000228,-0.6396089638894563
ACH-000231,-0.4318034276534214
ACH-000232,-0.4213529688476569
ACH-000233,-0.6738136108651803
ACH-000234,-0.5358805101701961
ACH-000235,-0.4390263764780925
ACH-000237,-0.6036375770808258
ACH-000238,-0.3423986622383234
ACH-000242,-0.3827879819021981
ACH-000243,-0.4952772765649635
ACH-000244,-0.4741535472029582
ACH-000246,-0.3730248562085315
ACH-000248,-0.46467324288419704
ACH-000250,-0.4239242817049904
ACH-000251,-0.5848091759561347
ACH-000252,-0.4108967790041957
ACH-000253,-0.5219487264666172
ACH-000255,-0.4135775511444945
ACH-000256,-0.3617627176528858
ACH-000257,-0.4318302842698657
ACH-000258,-0.6588252078839467
ACH-000259,-0.5508229769911861
ACH-000260,-0.5327055729153399
ACH-000261,-0.4156319995551207
ACH-000262,-0.2653212968500281
ACH-000263,-0.4724079536843677
ACH-000264,-0.4527730062537712
ACH-000265,-0.3556771772400273
ACH-000266,-0.4107914165305439
ACH-000272,-0.4276088900220171
ACH-000274,-0.4851157730700002
ACH-000277,-0.4195965868069136
ACH-000278,-0.4852365793458027
ACH-000279,-0.5329240636776806
ACH-000280,-0.5624690570274591
ACH-000281,-0.4546798317997462
ACH-000288,-0.42948173136285134
ACH-000291,-0.6186519451508281
ACH-000293,-0.28673169978937063
ACH-000294,-0.8190503250167819
ACH-000295,-0.4871556040698033
ACH-000296,-0.3857327369412651
ACH-000302,-0.5607626966141334
ACH-000304,-0.4391964620523643
ACH-000307,-0.4575268955792888
ACH-000308,-0.4052559867866005
ACH-000310,-0.6219440505231336
ACH-000311,-0.5908473699156607
ACH-000312,-0.5269657860832979
ACH-000315,-0.3758717727145551
ACH-000316,-0.3353989805998737
ACH-000317,-0.5193998928467384
ACH-000318,-0.7224974616397875
ACH-000319,-0.6218926790707788
ACH-000320,-0.5619163753570239
ACH-000322,-0.4126148911846828
ACH-000323,-0.5862554820524771
ACH-000324,-0.4211999077829391
ACH-000329,-0.4555060663403459
ACH-000330,-0.5115113849257036
ACH-000331,-0.4952338930435957
ACH-000332,-0.40566930071543467
ACH-000334,-0.852062124105563
ACH-000335,-0.4247895008091799
ACH-000336,-0.5082448940010933
ACH-000337,-0.395807943935817
ACH-000338,-0.2870924182444918
ACH-000339,-0.38055648786941904
ACH-000341,-0.6968313799973443
ACH-000348,-0.4840992476049841
ACH-000350,-0.3884368034307468
ACH-000352,-0.3288666751746341
ACH-000356,-0.4009520054013868
ACH-000361,-0.6715106937237644
ACH-000362,-0.4745354672862025
ACH-000363,-0.5616365447240607
ACH-000364,-0.482178857403885
ACH-000365,-0.4499997268879984
ACH-000366,-0.5182996796051508
ACH-000368,-0.3738198440605005
ACH-000374,-0.2582989527969673
ACH-000375,-0.6453723697954448
ACH-000376,-0.15574449706651006
ACH-000381,-0.21865034708437306
ACH-000383,-0.4192830961262049
ACH-000387,-0.3654258799696558
ACH-000389,-0.5225379792479117
ACH-000390,-0.5286641814761517
ACH-000393,-0.4720580196809057
ACH-000395,-0.5011159687406067
ACH-000396,-0.5126451878145842
ACH-000397,-0.4553768425591165
ACH-000401,-0.4154072497640637
ACH-000402,-0.5657184813737869
ACH-000403,-0.6062545807976405
ACH-000404,-0.4349002004685967
ACH-000406,-0.5528738680375355
ACH-000407,-0.5055559191332599
ACH-000408,-0.3950396783178253
ACH-000410,-0.4129648334970643
ACH-000411,-0.3097305985086387
ACH-000414,-0.536292155062338
ACH-000415,-0.644179795974159
ACH-000416,-0.4646700001156166
ACH-000420,-0.3067143311496925
ACH-000421,-0.4219367625682688
ACH-000424,-0.4772525539856338
ACH-000425,-0.3776243804323315
ACH-000426,-0.8828492010751614
ACH-000427,-0.7702374368327829
ACH-000433,-0.4325046800897706
ACH-000435,-0.6831678597605965
ACH-000436,-0.4979201769657245
ACH-000444,-0.32340089728805393
ACH-000445,-0.2347433784016659
ACH-000448,-0.4884461795832168
ACH-000450,-0.46823738689639294
ACH-000452,-0.6103172582241717
ACH-000454,-0.4496138651214979
ACH-000458,-0.3383684601882425
ACH-000459,-0.11878436187910453
ACH-000460,-0.386781963937932
ACH-000461,-0.3940429013560799
ACH-000463,-0.5352373359409546
ACH-000464,-0.2898552656575965
ACH-000466,-0.5271116423898545
ACH-000467,-0.4500186120960524
ACH-000468,-0.4089848254059255
ACH-000469,-0.5609287915721988
ACH-000470,-0.4679246491910034
ACH-000471,-0.4265505654666296
ACH-000472,-0.4645073064452993
ACH-000473,-0.3906270961411632
ACH-000475,-0.5301746513742347
ACH-000476,-0.44274071815763866
ACH-000477,-0.34205500879553946
ACH-000479,-0.29071669177334863
ACH-000480,-0.4340358631177695
ACH-000481,-0.3057222216242753
ACH-000483,-0.37552120439913456
ACH-000484,-0.4981621162029588
ACH-000485,-0.3514254065947152
ACH-000486,-0.3543183175372208
