,COASY (80347)
ACH-000251,-0.9325853819573062
ACH-000252,-0.5733808676547485
ACH-000253,-0.6404182946787105
ACH-000255,-0.7099763131102098
ACH-000256,-0.5674168003824225
ACH-000257,-0.7307571663590369
ACH-000258,-0.9013119096076984
ACH-000259,-0.7056392137484343
ACH-000260,-0.26554492691624915
ACH-000261,-0.8503988296948575
ACH-000262,-0.6006091426432653
ACH-000263,-0.55636360749334
ACH-000264,-0.9029876161673764
ACH-000265,-0.5422351510690047
ACH-000266,-0.5500604284942172
ACH-000272,-0.8772012516192642
ACH-000274,-0.6165018995745111
ACH-000277,-1.1445362350147148
ACH-000278,-0.5770130111819569
ACH-000279,-0.7088413607154843
ACH-000280,-0.5329708011231373
ACH-000281,-0.5444306265184363
ACH-000288,-0.7370519320318227
ACH-000291,-0.5298756514937053
ACH-000293,-0.6456370304871479
ACH-000294,-1.0430225853416415
ACH-000295,-0.7082432076518201
ACH-000296,-0.7520354189888238
ACH-000302,-0.3160634476441988
ACH-000304,-0.9952881430911146
ACH-000307,-0.8130797437435631
ACH-000308,-0.6245690189750903
ACH-000310,-0.4746945087105753
ACH-000311,-0.6954802295894777
ACH-000312,-0.6060045539423532
ACH-000315,-0.6595568203379923
ACH-000316,-0.7719411991635037
ACH-000317,-1.0249784910867488
ACH-000318,-0.7576582264571015
ACH-000319,-0.680876889670789
ACH-000320,-0.5676293696228786
ACH-000322,-0.8496121758169809
ACH-000323,-0.5684150133393547
ACH-000324,-0.6852719034836655
ACH-000329,-0.3966499609958416
ACH-000330,-0.8165656285388964
ACH-000331,-0.5145666557776457
ACH-000332,-0.7058259750311128
ACH-000334,-0.3985727704379804
ACH-000335,-0.5401805224872326
ACH-000336,-0.6461539737822533
ACH-000337,-1.298965864964836
ACH-000338,-0.6742092780966502
ACH-000339,-0.7509857211424689
ACH-000341,-0.6071155660506116
ACH-000348,-0.7910951305376647
ACH-000350,-0.3178139712538253
ACH-000352,-0.7898059072583433
ACH-000356,-0.8705897805079036
ACH-000361,-0.7856548199544875
ACH-000362,-0.6251588294529717
ACH-000363,-0.5500255718490294
ACH-000364,-0.5307342387815095
ACH-000365,-0.781002683117979
ACH-000366,-0.738334661713659
ACH-000368,-0.4602394671822402
ACH-000374,-0.8569870080282074
ACH-000375,-0.540220665742792
ACH-000376,-0.4825263516554111
ACH-000381,-0.950134052966154
ACH-000383,-0.495094041092111
ACH-000387,-0.9149482389669806
ACH-000389,-0.7186709389930583
ACH-000390,-0.5633685736307483
ACH-000393,-0.29650511311375466
ACH-000395,-0.7367886272825186
ACH-000396,-0.7788422879381117
ACH-000397,-0.7853360510289564
ACH-000401,-0.8927104975299651
ACH-000402,-0.5326016888722109
ACH-000403,-0.3638006880671914
ACH-000404,-1.0346204742683338
ACH-000406,-0.952294594710716
ACH-000407,-0.4887845101737742
ACH-000408,-0.8243169203987998
ACH-000410,-0.7072934871341218
ACH-000411,-0.63529005528262
ACH-000414,-0.564072049371515
ACH-000415,-0.6224371352782044
ACH-000416,-0.5644439918951932
ACH-000420,-0.5584609473761377
ACH-000421,-0.7940794285437801
ACH-000424,-0.6823548935757482
ACH-000425,-0.8822959456764807
ACH-000426,-0.5240476088344317
ACH-000427,-0.7668433246677281
ACH-000433,-0.6098335151053794
ACH-000435,-0.7427465360224959
ACH-000436,-0.8936148016542012
ACH-000444,-0.8809656830224486
ACH-000445,-0.7577303405592652
ACH-000448,-0.5301633690245561
ACH-000450,-0.9143982415013716
ACH-000452,-1.0281507151714833
ACH-000454,-0.6379359073015041
ACH-000458,-0.9244065935893808
ACH-000459,-0.8895837823971168
ACH-000460,-0.8408039122237514
ACH-000461,-0.6683863392514233
ACH-000463,-0.6697430979374311
ACH-000464,-0.5020728569789212
ACH-000466,-0.4747003729205698
ACH-000467,-0.5052574016416016
ACH-000468,-0.6536103466875676
ACH-000469,-0.3680236475738626
ACH-000470,-0.8805020036015951
ACH-000471,-0.8031921870252626
ACH-000472,-0.4938057239834122
ACH-000473,-0.5005959992888566
ACH-000475,-0.7366798086725304
ACH-000476,-0.4648101350758557
ACH-000477,-0.854863678695434
ACH-000479,-0.7172088635878925
ACH-000480,-0.4631720062454502
ACH-000481,-0.5285620876877677
ACH-000483,-0.5721465904469728
ACH-000484,-0.6523337671162313
ACH-000485,-0.5997840852194157
ACH-000486,-0.8544179421196674
ACH-000487,-0.6314333759445985
ACH-000488,-0.8488457816172641
ACH-000490,-0.7470088124891873
ACH-000491,-0.5743262427850833
ACH-000495,-0.6768217588825521
ACH-000496,-0.9186976633850475
ACH-000499,-0.4783607330594424
ACH-000500,-0.506409845630761
ACH-000502,-0.7275838750480488
ACH-000503,-0.8946307394473556
ACH-000505,-0.6006011237936352
ACH-000507,-0.5184066831321854
ACH-000510,-0.6691851608543209
ACH-000511,-0.6488936084795229
ACH-000512,-0.7364131735525409
ACH-000516,-0.6046037139462399
ACH-000517,-0.5878443629996296
ACH-000518,-0.7676908489470085
ACH-000520,-0.6047434202502028
ACH-000521,-0.6490054846136493
ACH-000522,-0.8700014971326384
ACH-000524,-0.35718136471136924
ACH-000527,-0.5693705988508987
ACH-000528,-0.5836746593510751
ACH-000537,-0.9062949414765256
ACH-000541,-0.5781437642315117
ACH-000542,-0.5885734798621658
ACH-000544,-0.8938747345993429
ACH-000545,-0.6723024161262733
ACH-000547,-0.3767940532222781
ACH-000548,-0.6281594620618952
ACH-000549,-0.6037980590544888
ACH-000550,-0.7230839581726529
ACH-000552,-0.7380070730202002
ACH-000556,-0.818450460126937
ACH-000557,-0.4789028714539443
ACH-000569,-0.5056931257485929
ACH-000570,-0.6163306200893472
ACH-000571,-0.6769395726009599
ACH-000573,-0.8895541724622651
ACH-000576,-0.5808927991583539
ACH-000579,-0.6349599376499809
ACH-000580,-0.6924799201653139
ACH-000584,-0.9218697297500681
ACH-000585,-0.3593121489681465
ACH-000588,-0.91179838386099
ACH-000589,-0.5881574849590006
ACH-000591,-0.4580305858596103
ACH-000593,-0.8461252370643241
ACH-000600,-0.5044979534583687
ACH-000601,-0.609390627311951
ACH-000605,-0.6280917191668806
ACH-000606,-0.7109034415816384
ACH-000608,-0.4823870746566705
ACH-000614,-0.6935720323594201
ACH-000616,-0.9088422234197508
ACH-000618,-0.905233737202266
ACH-000619,-0.7391256063124853
ACH-000620,-0.8803023512128708
ACH-000621,-0.6471634924705212
ACH-000622,-0.6078309024564922
ACH-000623,-0.499169590197445
ACH-000624,-0.5986997430233513
ACH-000627,-0.5462932289698815
ACH-000630,-0.3763497605756865
ACH-000631,-0.6558371089730803
ACH-000632,-0.8240704273770953
ACH-000633,-0.9157198083099476
ACH-000637,-0.4080164357450089
ACH-000638,-0.7453304165808743
ACH-000646,-0.5874834835866586
ACH-000647,-0.6327300161378501
ACH-000648,-0.8152665288896448
ACH-000649,-0.7723724577532983
ACH-000651,-0.6138232450051768
ACH-000652,-0.7914448717228816
ACH-000653,-0.6179333472436533
ACH-000657,-0.4202603930573455
ACH-000658,-0.7292058829297278
ACH-000661,-1.1481659181520416
ACH-000662,-0.5599870033345453
ACH-000663,-0.6516805227041154
ACH-000665,-0.4718865655985158
ACH-000671,-0.5572899245789633
ACH-000672,-1.2229038829938428
ACH-000673,-0.5341321568700559
ACH-000676,-0.9479959690927464
ACH-000677,-0.6682931219860926
ACH-000681,-0.4035949485853799
ACH-000683,-0.34936417267414765
ACH-000684,-0.8309438239547253
ACH-000688,-0.5029480249110897
ACH-000693,-0.7239863084063141
ACH-000694,-0.5657325597270825
ACH-000695,-0.4988636699461373
ACH-000696,-0.6703489070514211
ACH-000697,-0.5877868632889693
ACH-000699,-1.1114891050115403
ACH-000701,-0.36979750208339296
ACH-000706,-0.86277627219958
ACH-000711,-0.8788829816553908
ACH-000713,-1.0164449207744974
ACH-000714,-0.5420484052271961
ACH-000718,-0.5150518371773066
ACH-000720,-0.5336902685117619
ACH-000721,-0.6461931113321749
ACH-000724,-0.5381508036739765
ACH-000725,-0.7137823735272131
ACH-000732,-0.6510466462936062
ACH-000734,-0.7126917781113954
ACH-000735,-0.7704513147807261
ACH-000736,-0.6754839213961972
ACH-000738,-0.29819685170637145
ACH-000746,-0.5838544876264449
ACH-000747,-0.8453126432240667
ACH-000748,-0.4688781861376303
ACH-000753,-0.8427663640210236
ACH-000756,-0.3887605499883211
ACH-000757,-0.4076463491600662
ACH-000758,-0.9651068582412359
ACH-000760,-0.6260140775758261
ACH-000762,-0.844058572403972
ACH-000763,-0.42297032167317306
ACH-000764,-0.9598460288188174
ACH-000765,-0.987145662102904
ACH-000766,-0.7134820878514985
ACH-000767,-0.5604591764268638
ACH-000768,-0.8969117078137131
ACH-000769,-0.5824399923353334
ACH-000770,-0.7032338683472146
ACH-000771,-0.7873683807683935
ACH-000773,-0.6073390765153734
ACH-000776,-0.5684337231957942
ACH-000777,-0.715985207337662
ACH-000778,-0.5376249745672733
ACH-000781,-0.6696489016838053
ACH-000782,-0.7496514605958979
ACH-000783,-0.3347479224052481
ACH-000784,-0.4756988727262926
ACH-000785,-0.5550136422579891
ACH-000787,-0.7584359264365816
ACH-000788,-0.6242590225579586
ACH-000791,-0.5304231512326225
ACH-000792,-0.5519289610489844
ACH-000794,-0.7811413361029994
ACH-000796,-0.7357655671944887
ACH-000798,-0.5967232001486059
ACH-000799,-0.4921105480369417
ACH-000800,-0.7385861502453841
ACH-000802,-0.6360782121891873
ACH-000804,-0.4382002091876229
ACH-000805,-0.8115635912816813
ACH-000809,-0.7207954784003372
ACH-000810,-1.0063617289431446
ACH-000811,-0.5986875912539683
ACH-000817,-0.7493929949127348
ACH-000819,-0.726037556746707
ACH-000820,-0.37069333180638
ACH-000821,-0.9683841839983977
ACH-000822,-0.8185440945429443
ACH-000823,-0.8508699521523848
ACH-000824,-0.2980100690370492
ACH-000827,-0.9436318420334132
ACH-000829,-0.6878398224868921
ACH-000831,-0.7268310146527946
ACH-000832,-0.8064090027180959
ACH-000833,-0.7509933453112563
ACH-000834,-0.6142672318538127
ACH-000835,-0.8529365578262256
ACH-000836,-0.5394859894761379
ACH-000837,-0.8586735397027551
ACH-000838,-0.8356689744858321
ACH-000839,-0.5457212700542563
ACH-000840,-0.7974880274194978
ACH-000841,-0.8842738974433694
ACH-000843,-0.7221028045458229
ACH-000846,-0.7583144527931331
ACH-000847,-0.5679903624953753
ACH-000848,-0.689898652259846
ACH-000849,-0.8172657183532294
ACH-000851,-0.6303640193259539
ACH-000855,-0.5286158410113311
ACH-000856,-0.7604882696619825
ACH-000858,-0.35570908524551703
ACH-000859,-0.8451651238350518
ACH-000861,-0.4045482142791216
ACH-000862,-0.7065203799294222
ACH-000865,-0.645572905044117
ACH-000866,-0.6496161459052334
ACH-000867,-0.6297308326959288
ACH-000869,-0.5377915350351201
ACH-000872,-0.954227358113724
ACH-000873,-0.7699324277942712
ACH-000876,-0.5003561464023658
ACH-000878,-0.9382511432361192
ACH-000880,-0.6380524340692142
ACH-000881,-0.9480371506837452
ACH-000882,-0.8698598828343688
ACH-000884,-0.7947580086722743
ACH-000885,-0.4738113250359625
ACH-000887,-0.7158288890291413
ACH-000889,-0.6507099633559814
ACH-000896,-0.6354168729232762
ACH-000898,-0.4941911556940466
ACH-000900,-0.587206166641362
ACH-000901,-0.43503563696184977
ACH-000905,-0.6500766837026128
ACH-000906,-0.4230285439011209
ACH-000907,-0.6113368136583046
ACH-000910,-1.0418094097634527
ACH-000911,-0.7920942081762861
ACH-000912,-0.7549818269701125
ACH-000913,-0.7661947084422119
ACH-000915,-0.7643204807975363
ACH-000916,-0.6571545861015619
ACH-000917,-1.0675653700822472
ACH-000920,-0.8047232988540807
ACH-000921,-0.8518826553441944
ACH-000924,-0.6694981473189456
ACH-000926,-0.5217728554466461
ACH-000928,-0.7462840834623903
ACH-000929,-0.9503335679113126
ACH-000932,-0.7998625067049707
ACH-000935,-0.6140855914481492
ACH-000936,-0.8172115043435457
ACH-000937,-0.5708581422485306
ACH-000938,-0.6045380472844553
ACH-000939,-0.5127781682358392
ACH-000941,-0.6342227828733621
ACH-000943,-0.8283688608268331
ACH-000946,-0.8936898661383538
ACH-000947,-0.6551801786357282
ACH-000948,-0.6096958163216851
ACH-000950,-0.7443448516547766
ACH-000953,-0.7166192213555067
ACH-000954,-0.2797130124605268
ACH-000957,-0.8247778541423585
ACH-000958,-0.7281771311835593
ACH-000960,-0.7114481616536115
ACH-000963,-0.5834141595857759
ACH-000968,-0.8353878982306691
ACH-000969,-0.6150605228095972
ACH-000972,-0.8097414597954546
ACH-000973,-0.8251350879932273
ACH-000974,-0.5556829231214508
ACH-000978,-0.7525579848133787
ACH-000984,-0.549328166138435
ACH-000986,-0.7728061294240922
ACH-000988,-0.667617076951386
ACH-000993,-0.6290560376768874
ACH-000994,-1.0856840129548109
ACH-000996,-0.5501118925724608
ACH-001001,-0.18297512786181316
ACH-001020,-0.6769514658503941
ACH-001028,-0.7625704680275103
ACH-001031,-0.6898664797036511
ACH-001038,-0.3838138465040814
ACH-001048,-0.9141127858124328
ACH-001050,-0.4709470951798106
ACH-001053,-0.4442371729732935
ACH-001054,-0.6638588704606609
ACH-001061,-0.9365419796829528
ACH-001067,-0.6255930730484792
ACH-001075,-0.8799675318876113
ACH-001096,-0.8541655033258131
ACH-001111,-0.8237023656293629
ACH-001119,-0.5816327835189705
ACH-001128,-0.7965415652233319
ACH-001134,-0.6583451585211719
ACH-001151,-0.9719025741759444
ACH-001163,-0.9781186251399482
ACH-001164,-0.4996947909157941
ACH-001183,-0.3329693427027205
ACH-001192,-0.3959014006248768
ACH-001193,-0.3223340360896005
ACH-001196,-0.8577299437021693
ACH-001197,-0.4309996999532579
ACH-001205,-0.6146833114031938
ACH-001211,-0.7297426433311962
ACH-001212,-0.3501765416661994
ACH-001228,-0.5296738689778143
ACH-001232,-0.5450466544359865
ACH-001239,-0.6709564092237881
ACH-001270,-0.7272187474589364
ACH-001274,-0.5996755884619411
ACH-001275,-0.7961473150452395
ACH-001277,-0.5688418785667944
ACH-001278,-0.7429511213911677
ACH-001280,-0.3443975570947716
ACH-001283,-0.5820828639107509
ACH-001289,-0.7302448821231167
ACH-001300,-0.4583439184517453
ACH-001301,-0.2683750234592324
ACH-001302,-0.6137045805797777
ACH-001306,-0.7901568780378551
ACH-001318,-0.8772984696303111
ACH-001322,-0.5389448778793482
ACH-001328,-0.7253855040585292
ACH-001332,-1.1636519171075559
ACH-001336,-0.3893408458138711
ACH-001346,-0.8382334856024067
ACH-001353,-0.7703874461125709
ACH-001354,-0.28768544901966403
ACH-001367,-0.8601620325683559
ACH-001368,-0.6377556661525017
ACH-001374,-0.6553928895648771
ACH-001377,-0.26219278191635664
ACH-001380,-0.6001338429640225
ACH-001391,-0.7338015413722649
ACH-001408,-0.7709103089874283
ACH-001430,-0.3761493216075937
ACH-001431,-0.6959847655604059
ACH-001450,-0.935316216898992
ACH-001496,-0.7562585714901213
ACH-001500,-0.6615400557344561
ACH-001523,-0.7394715481461981
ACH-001532,-0.753891248843157
ACH-001550,-0.4113022481745179
ACH-001552,-0.519046380994138
ACH-001554,-0.7244784153525635
ACH-001654,-0.6402544667417922
ACH-001735,-0.5191229692242483
ACH-001736,-0.6128603599276139
ACH-001737,-0.5357147152499302
ACH-001740,-0.618173980010831
ACH-001745,-0.72067770604601
ACH-001765,-0.6396157900239761
