,ALMS1 (7840)
ACH-000004,0.03541310168605497
ACH-000005,0.17604157249455674
ACH-000007,0.14200148603555626
ACH-000009,-0.016872072780566058
ACH-000011,-0.016832095919851048
ACH-000012,-0.07260815296400182
ACH-000013,0.036495657368218665
ACH-000014,0.11382959703812998
ACH-000015,-0.00021782735569370756
ACH-000017,-0.01977926150995704
ACH-000018,-0.0575004315732757
ACH-000019,-0.024601934951760083
ACH-000021,-0.010170280462969269
ACH-000022,0.10497662409905237
ACH-000025,0.009804621649853377
ACH-000028,-0.12407631463664373
ACH-000030,0.06716198755981935
ACH-000035,0.06769974397028143
ACH-000036,-0.02352097439118109
ACH-000037,-0.05925285540234735
ACH-000039,-0.11416882682614668
ACH-000040,-0.11367642309546301
ACH-000041,0.12328306607599075
ACH-000042,0.1601908030953962
ACH-000045,0.24601641691072426
ACH-000047,0.08043177107917403
ACH-000052,0.022167256774133937
ACH-000053,-0.09114763629556856
ACH-000054,-0.09936167439488283
ACH-000055,-0.10460683604078598
ACH-000060,-0.012345489899122184
ACH-000067,-0.002154022049288441
ACH-000070,0.07475635788200508
ACH-000075,-0.02146281920573079
ACH-000078,0.004191980927722715
ACH-000082,0.055891400300292535
ACH-000085,0.004347154805210955
ACH-000086,0.03872455467547637
ACH-000087,0.11583580259282615
ACH-000092,-0.10639867101743453
ACH-000095,-0.06412819465709405
ACH-000097,0.08774588843295769
ACH-000098,0.19281830222647087
ACH-000099,0.005218466016039911
ACH-000108,0.15480718218071038
ACH-000113,0.026857165981581683
ACH-000116,-0.03699396632415727
ACH-000118,0.0932117063765613
ACH-000120,0.15492060614731326
ACH-000123,-0.08128276284699848
ACH-000127,-0.0032196267933098624
ACH-000128,0.047822726524370085
ACH-000132,0.10685827218599067
ACH-000133,-0.023554792418719363
ACH-000137,0.0017253126842423422
ACH-000138,0.21924334694891412
ACH-000142,0.02683816723782233
ACH-000143,0.025219696657291246
ACH-000146,0.002795486583078485
ACH-000148,0.029681354293236206
ACH-000150,-0.043656740254305305
ACH-000152,-0.03508050424197057
ACH-000153,0.011375600285552349
ACH-000159,0.043953388290105484
ACH-000160,0.020038354316981415
ACH-000163,-0.019311004989863014
ACH-000167,-0.2694815049114411
ACH-000168,0.07454783036784969
ACH-000169,-0.005515266499049346
ACH-000178,-0.048866054787274
ACH-000183,0.19772861042343176
ACH-000188,-0.03992565201201493
ACH-000189,0.0004139079727082319
ACH-000190,-0.18313195466591464
ACH-000198,0.0009353712948603182
ACH-000203,-0.4448741899394112
ACH-000204,0.15723971762152436
ACH-000206,-0.0681054601159353
ACH-000207,-0.005050337304974472
ACH-000208,0.10293865061180094
ACH-000210,0.13809155036384638
ACH-000211,0.04125972535390772
ACH-000215,0.005781487657911878
ACH-000221,0.07118774575142342
ACH-000222,-0.02240963399574785
ACH-000223,-0.10947985105831977
ACH-000226,0.0895350195107365
ACH-000227,-0.02080176684267189
ACH-000228,0.15994180626939694
ACH-000231,-0.013798500209209988
ACH-000232,-0.03815677721997564
ACH-000233,-0.02093087673675911
ACH-000234,0.09625046597955447
ACH-000235,0.07241198446421958
ACH-000237,-0.05423154751235672
ACH-000238,-0.025977585768409715
ACH-000242,0.14430434294065078
ACH-000243,0.06486307776232086
ACH-000244,-0.05739654461471126
ACH-000246,-0.04472763753801488
ACH-000248,0.05333270510290311
ACH-000250,0.09327686773001484
ACH-000251,0.2089927061708888
ACH-000252,-0.22220479099206256
ACH-000253,0.1560472820752054
ACH-000255,-0.18564668708172372
ACH-000256,-0.05566900842507375
ACH-000257,0.15921199946067288
ACH-000258,-0.021915934145437608
ACH-000259,-0.014862972170249362
ACH-000260,-0.024462216911052444
ACH-000261,-0.0785699403675553
ACH-000262,-0.12651940704407527
ACH-000263,-0.007798090421452329
ACH-000264,0.050283241957336654
ACH-000265,-0.0031832024801031
ACH-000266,0.025350905280133784
ACH-000272,-0.0026453473329758176
ACH-000274,-0.05800450135181025
ACH-000277,-0.04318286788950413
ACH-000278,-0.15571761775295265
ACH-000279,0.04058022232416635
ACH-000280,0.1098779278714624
ACH-000281,0.13886739094040404
ACH-000288,0.007915819873414144
ACH-000291,-0.020596247426879242
ACH-000293,-0.03884983882167136
ACH-000294,-0.0724389771550187
ACH-000295,-0.07060761495659941
ACH-000296,-0.1622075154789252
ACH-000302,0.018582503655975288
ACH-000304,-0.13491984825512754
ACH-000307,0.1029083967714372
ACH-000308,-0.008268948546357166
ACH-000310,0.0679001225959615
ACH-000311,0.23383496095330586
ACH-000312,0.06662272377301694
ACH-000315,-0.019774849580431585
ACH-000316,0.059135451813620385
ACH-000317,0.07720387844834474
ACH-000318,0.08359555444892544
ACH-000319,0.015295882809435044
ACH-000320,0.18424270116298255
ACH-000322,0.020623802915347798
ACH-000323,0.028726712741786363
ACH-000324,0.08577014868024106
ACH-000329,-0.049977273480308254
ACH-000330,-0.026448495170605827
ACH-000331,-0.12905574670958378
ACH-000332,0.0766270864039832
ACH-000334,-0.0018181816987817504
ACH-000335,0.10123950444614999
ACH-000336,-0.08265876840987682
ACH-000337,0.21104560192014374
ACH-000338,0.20489926615024864
ACH-000339,-0.0039180488082188715
ACH-000341,0.01960599757988475
ACH-000348,0.0470983646536776
ACH-000350,0.03568390949359658
ACH-000352,0.06311196629292125
ACH-000356,-0.0012060843117000595
ACH-000361,-0.12488350311647388
ACH-000362,-0.011950938128073298
ACH-000363,0.0854217144320102
ACH-000364,-0.12213573472294495
ACH-000365,-0.03692674276498867
ACH-000366,-0.001813785460968743
ACH-000368,-0.09650040482420484
ACH-000374,-0.05152300468904415
