,PKIG (11142)
ACH-000004,-0.08436102506682375
ACH-000005,0.04677860203299989
ACH-000007,-0.12942820162958232
ACH-000009,-0.10402030433233747
ACH-000011,0.01905892426011597
ACH-000012,0.012645319051897148
ACH-000013,0.042816280165747664
ACH-000014,-0.0801146234519506
ACH-000015,0.011662677341635057
ACH-000017,-0.14638772148546478
ACH-000018,-0.042162780152324116
ACH-000019,-0.2136700502529645
ACH-000021,-0.11763105132297234
ACH-000022,-0.14040338371389496
ACH-000025,-0.0950646088607277
ACH-000028,0.05380430685150655
ACH-000030,-0.17652143495313782
ACH-000035,0.02928447573800048
ACH-000036,-0.054711267011135024
ACH-000037,-0.051502122257845714
ACH-000039,0.06974035891901216
ACH-000040,0.0030582911775719275
ACH-000041,0.06751638510908595
ACH-000042,-0.25572125409217233
ACH-000045,-0.07322729329774058
ACH-000047,-0.19645845149745106
ACH-000052,-0.018963227456727915
ACH-000053,-0.02839798619590108
ACH-000054,-0.04665488493420638
ACH-000055,-0.1140889885072759
ACH-000060,-0.11576545050849305
ACH-000067,-0.12379931241126962
ACH-000070,-0.061734964087018784
ACH-000075,-0.03300709205238814
ACH-000078,0.01592511329979914
ACH-000082,-0.1419313559841823
ACH-000085,-0.22936034803082525
ACH-000086,-0.07532697401672435
ACH-000087,-0.0403288582050542
ACH-000092,-0.16834972101083168
ACH-000095,0.015812102713210156
ACH-000097,-0.15001548483044175
ACH-000098,-0.03339676055309865
ACH-000099,0.029250204913430663
ACH-000108,-0.15485427617892505
ACH-000113,-0.12110847767824492
ACH-000116,0.039402754224789935
ACH-000118,-0.07935136715103226
ACH-000120,-0.02896811533418382
ACH-000123,-0.1009608118357956
ACH-000127,-0.07974645989968199
ACH-000128,-0.1293022979878843
ACH-000132,0.002545431153769769
ACH-000133,-0.1260855522307575
ACH-000137,-0.1868093557617337
ACH-000138,0.10067129345907012
ACH-000142,0.0772852550937378
ACH-000143,-0.09459828897365967
ACH-000146,-0.024486421716582926
ACH-000148,0.00022362711177931031
ACH-000150,0.02704674067971808
ACH-000152,-0.09324479129973022
ACH-000153,-0.15821284308833208
ACH-000159,-0.033970435294215465
ACH-000160,-0.18771090672793167
ACH-000163,-0.09708840810992538
ACH-000167,-0.1197630727942959
ACH-000168,0.17101162579060988
ACH-000169,-0.030192444994433857
ACH-000178,-0.03977798976090383
ACH-000183,-0.06672031328088544
ACH-000188,-0.08355286596092205
ACH-000189,-0.08304187828988979
ACH-000190,-0.09034981868070753
ACH-000198,0.003960739545324661
ACH-000203,-0.15017669027033956
ACH-000204,-0.06813311853528127
ACH-000206,0.11088493809291057
ACH-000207,-0.14143557502404466
ACH-000208,-0.029491931876866974
ACH-000210,0.2150766692957567
ACH-000211,-0.06276691624826823
ACH-000215,-0.06399867133024127
ACH-000221,-0.09608586077720974
ACH-000222,-0.0663812117773463
ACH-000223,-0.08656055305942657
ACH-000226,-0.09062053603213116
ACH-000227,-0.047367766366017854
ACH-000228,-0.10393517026163404
ACH-000231,-0.11863226172364202
ACH-000232,-0.06969436764257166
ACH-000233,-0.13593471081720485
ACH-000234,-0.04774209589586135
ACH-000235,-0.11549301939382345
ACH-000237,-0.02473105739197244
ACH-000238,-0.14654619476181655
ACH-000242,0.08198483764024482
ACH-000243,-0.14449841174129774
ACH-000244,-0.022605779639231417
ACH-000246,-0.0788858986187214
ACH-000248,-0.12265578123604615
ACH-000250,-0.08875849782230215
ACH-000251,0.07329143877885277
ACH-000252,-0.2973723008025026
ACH-000253,-0.06866287071304424
ACH-000255,-0.1574972435007445
ACH-000256,-0.1623079292026954
ACH-000257,-0.09247506803031592
ACH-000258,-0.2461986524963806
ACH-000259,-0.07256403162868308
ACH-000260,-0.10741440950817883
ACH-000261,-0.1645554350448173
