,DCBLD2 (131566)
ACH-000004,0.21295051513225888
ACH-000005,-0.12371742799282895
ACH-000007,-0.2832943032657306
ACH-000009,0.09598328533189923
ACH-000011,-0.035432610968784486
ACH-000012,0.047660766170165014
ACH-000013,0.1259023946227216
ACH-000014,-0.0604436720266148
ACH-000015,0.14861620856418958
ACH-000017,0.04543531974666453
ACH-000018,0.17192946289784286
ACH-000019,-0.2114772176187485
ACH-000021,-0.0075397818448252624
ACH-000022,0.00781510294360443
ACH-000025,0.09746428357698067
ACH-000028,-0.06459014507574022
ACH-000030,0.10458473848401456
ACH-000035,-0.11742572352015235
ACH-000036,0.0401832491666227
ACH-000037,0.08049607158969976
ACH-000039,0.06851522202890481
ACH-000040,0.08602886863614732
ACH-000041,0.024611656826632012
ACH-000042,0.09022236811361793
ACH-000045,-0.021489501092748813
ACH-000047,0.08861260585898299
ACH-000052,0.0345531510477268
ACH-000053,-0.02362314526020029
ACH-000054,0.02777147584180109
ACH-000055,-0.026343134601063828
ACH-000060,-0.0708465939530023
ACH-000067,-0.020234483025490208
ACH-000070,0.049493814770134266
ACH-000075,-0.2738366472569904
ACH-000078,0.045223826090808224
ACH-000082,0.04447003613003644
ACH-000085,-0.10465028368075564
ACH-000086,0.04770377539503856
ACH-000087,0.17849877662727362
ACH-000092,0.07351162383451497
ACH-000095,0.08433496934637724
ACH-000097,-0.0522039231148168
ACH-000098,0.08426674319791554
ACH-000099,0.10091224626415234
ACH-000108,0.0484060813532664
ACH-000113,0.0977695284626114
ACH-000116,0.13179417768104132
ACH-000118,0.05759465025775524
ACH-000120,-0.07555826087715041
ACH-000123,-0.04268996257172286
ACH-000127,-0.012463696292625977
ACH-000128,-0.1361074281194937
ACH-000132,0.05392879749753246
ACH-000133,0.08336239783895892
ACH-000137,0.0006110560750209295
ACH-000138,0.02188961660789216
ACH-000142,0.0768137730403112
ACH-000143,-0.012892154339382782
ACH-000146,-0.0017977939331370004
ACH-000148,0.0899384609005637
ACH-000150,0.11295467969209393
ACH-000152,-0.018577659749022542
ACH-000153,0.10478562599657616
ACH-000159,0.04362885046211755
ACH-000160,0.1397374725029157
ACH-000163,-0.14312937197936906
ACH-000167,-0.3097378282616175
ACH-000168,0.2003472569567192
ACH-000169,0.09305042767157788
ACH-000178,-0.0013795690584740958
ACH-000183,0.1312173808711724
ACH-000188,0.08282851276302564
ACH-000189,0.05568907057275439
ACH-000190,-0.10130226501123407
ACH-000198,0.16674669722110982
ACH-000203,-0.08744984446101743
ACH-000204,0.008401798421080936
ACH-000206,0.09443773129165713
ACH-000207,-0.059745940304598975
ACH-000208,0.03201588070180363
ACH-000210,-0.08950892383482408
ACH-000211,0.055596385609468835
ACH-000215,0.05622468495700938
ACH-000221,-0.008293526112965416
ACH-000222,0.21649854243967195
ACH-000223,0.0337921304105154
ACH-000226,-0.05026173617991652
ACH-000227,0.062481502154972425
ACH-000228,-0.07091674411578806
ACH-000231,-0.1836569298193937
ACH-000232,-0.01071227645543118
ACH-000233,0.08448322795651789
ACH-000234,0.16915629127591325
ACH-000235,-0.06539578719089711
ACH-000237,-0.1189359627825585
ACH-000238,0.10118011822790812
ACH-000242,-0.1375015201329675
ACH-000243,0.012346174417090893
ACH-000244,0.18048135090258685
ACH-000246,0.022617360104833947
ACH-000248,-0.10010556659414648
ACH-000250,0.1357117266875108
ACH-000251,-0.06514087301292143
ACH-000252,-0.0129044510715958
ACH-000253,0.02935447801140988
ACH-000255,0.12303275520469335
ACH-000256,0.11951739265852945
ACH-000257,-0.06209733515161193
ACH-000258,-0.03101832481057872
ACH-000259,-0.0061256169340113045
ACH-000260,-0.014211701579127609
ACH-000261,-0.004320276631428994
ACH-000262,-0.3128872104770929
ACH-000263,-0.04553378291974103
ACH-000264,0.041793109775273785
ACH-000265,-0.019467649328236115
ACH-000266,0.0694831928198701
ACH-000272,0.13854325598810344
