,ACP5 (54)
ACH-000004,0.043856309649950735
ACH-000005,0.029147280084345476
ACH-000007,0.13068148250231484
ACH-000009,0.08223038350370819
ACH-000011,0.09891576568296738
ACH-000012,-0.03174394450839586
ACH-000013,-0.00135047690349395
ACH-000014,0.07563007101083419
ACH-000015,-0.033668160533022566
ACH-000017,0.07458882295284039
ACH-000018,0.029937397008029817
ACH-000019,0.05766202517168646
ACH-000021,-0.10396711326713463
ACH-000022,0.0723804989515597
ACH-000025,0.0361174123449302
ACH-000028,-0.02774722165417756
ACH-000030,-0.040225163189195084
ACH-000035,0.010367822278332248
ACH-000036,0.02013285836566432
ACH-000037,0.09459351493280477
ACH-000039,-0.038743117050893935
ACH-000040,0.036572131536862514
ACH-000041,0.08634869879603578
ACH-000042,0.12103113850355884
ACH-000045,0.07881485802510067
ACH-000047,0.017487487465678315
ACH-000052,-0.15276090916109822
ACH-000053,0.0773095850146966
ACH-000054,0.09731589702902743
ACH-000055,0.2246984579657913
ACH-000060,0.18335092597618485
ACH-000067,0.10023646409833484
ACH-000070,-0.008991909829072511
ACH-000075,0.11853801253154805
ACH-000078,0.1585383606182385
ACH-000082,0.16950224940217598
ACH-000085,0.08922975828210586
ACH-000086,0.07970414281590993
ACH-000087,-0.03117185158809702
ACH-000092,0.0840290942618818
ACH-000095,0.05026920629725304
ACH-000097,-0.012392713550327977
ACH-000098,-0.01285679350294909
ACH-000099,0.07258459730921503
ACH-000108,0.008892052665873862
ACH-000113,0.10889051286215078
ACH-000116,-0.047841995677961255
ACH-000118,-0.02038700413939988
ACH-000120,0.001922055722950272
ACH-000123,-0.057292803362487287
ACH-000127,0.0123133772914165
ACH-000128,-0.060789075875733824
ACH-000132,0.0328183989475134
ACH-000133,0.06940737335228239
ACH-000137,-0.014593528584305055
ACH-000138,0.059421057678747564
ACH-000142,-0.08740771963103312
ACH-000143,0.1675124182374607
ACH-000146,0.0055039459653625855
ACH-000148,0.09916706484310613
ACH-000150,0.11091491774775687
ACH-000152,0.02769067438333176
ACH-000153,0.14772926042226314
ACH-000159,0.011764520063425208
ACH-000160,0.06973725433003826
ACH-000163,0.046795787386082026
ACH-000167,0.17429541443610208
ACH-000168,-0.014151122820866625
ACH-000169,0.07188047646055587
ACH-000178,0.12904091485809793
ACH-000183,-0.0732472065817761
ACH-000188,-0.21097152599332386
ACH-000189,0.0034589121534443603
ACH-000190,0.10597996101400683
ACH-000198,0.054648156660110365
