,SIAE (54414)
ACH-000004,0.18934645747579834
ACH-000005,0.38009378530860777
ACH-000007,0.19345442959342668
ACH-000009,0.05918756716959541
ACH-000011,0.11100726961054116
ACH-000012,0.15192459032869393
ACH-000013,0.09549103944535384
ACH-000014,0.1534330753048743
ACH-000015,0.206214282110721
ACH-000017,0.1518330960229694
ACH-000018,0.3312478592438315
ACH-000019,0.14022892024101902
ACH-000021,0.2524689627812072
ACH-000022,0.2884124505946412
ACH-000025,0.2474411812988525
ACH-000028,0.1997428423245444
ACH-000030,0.2302146290355526
ACH-000035,0.13803335347047538
ACH-000036,0.11201884757131904
ACH-000037,0.08430098360578221
ACH-000039,-0.0027815221670512463
ACH-000040,0.16317503525098195
ACH-000041,0.010019458523515346
ACH-000042,0.20865914722189874
ACH-000045,0.22804072345493945
ACH-000047,0.1952673190526972
ACH-000052,0.12443836854950298
ACH-000053,0.18804837115906975
ACH-000054,0.11431944041537173
ACH-000055,0.12520683591319082
ACH-000060,0.10422102026635648
ACH-000067,0.2425558388721876
ACH-000070,0.0459096617608464
ACH-000075,0.15757201080729674
ACH-000078,0.10148331114711
ACH-000082,0.18378560441070466
ACH-000085,0.19650985466309448
ACH-000086,0.10804107826311918
ACH-000087,0.31223311359241496
ACH-000092,0.17242041376924555
ACH-000095,0.12317512085264495
ACH-000097,0.059032951060763714
ACH-000098,0.16932665093108484
ACH-000099,0.20163504058448814
ACH-000108,0.12736931781675678
ACH-000113,0.14078515477629394
ACH-000116,0.22389389959968387
ACH-000118,0.08186864131333986
ACH-000120,0.2846777209265593
ACH-000123,0.17819865525490236
ACH-000127,0.2543208535811761
ACH-000128,0.2485609888103767
ACH-000132,0.0943167376310973
ACH-000133,0.20427959048543293
ACH-000137,-0.013774234644989196
ACH-000138,0.15148292197644225
ACH-000142,0.10216222120412392
ACH-000143,0.2454634134296192
ACH-000146,0.0578777509606158
ACH-000148,0.25173935764705546
ACH-000150,0.2308034137215009
ACH-000152,0.25700779105072336
ACH-000153,0.3417826881931138
ACH-000159,0.17537646907773688
ACH-000160,0.14940034690271614
ACH-000163,0.22619422878792705
ACH-000167,0.044380203625064986
ACH-000168,0.22203881284954435
ACH-000169,0.13929523401215227
ACH-000178,0.1839970526526189
ACH-000183,0.1499272672587298
ACH-000188,0.13544740061390073
ACH-000189,0.2691604674582873
ACH-000190,0.2298799728698525
ACH-000198,0.2428506199060101
ACH-000203,0.07165268731331277
ACH-000204,0.20676276089359255
ACH-000206,0.19942074353387787
ACH-000207,0.07058800658326657
ACH-000208,-0.03484959703516476
ACH-000210,0.2083036849736148
ACH-000211,0.23609764510141765
ACH-000215,0.13415048758199608
ACH-000221,-0.05739910176581073
ACH-000222,0.22105167888644256
ACH-000223,0.15586333449940773
ACH-000226,0.19066285770521085
ACH-000227,0.2767416901109503
ACH-000228,0.14128453578434194
ACH-000231,0.07941337463284913
ACH-000232,0.19216863417506172
ACH-000233,0.1824532387815328
ACH-000234,0.25996187050218844
ACH-000235,0.15720839734841027
ACH-000237,0.17874214947758074
ACH-000238,0.11860869608395595
ACH-000242,-0.012842365960843543
ACH-000243,0.18237540559659796
ACH-000244,-0.03370421055052504
ACH-000246,0.08367944650712969
ACH-000248,0.2515804613974757
ACH-000250,0.16584457622013002
ACH-000251,-0.004899286973407161
ACH-000252,-0.041679732933399175
ACH-000253,0.2153684798278332
ACH-000255,0.21382349055422006
ACH-000256,0.11619581801586888
ACH-000257,0.2771179987244729
ACH-000258,0.07224605940738023
ACH-000259,0.1044627939385368
ACH-000260,0.17405952423449947
ACH-000261,0.13586801427610626
ACH-000262,0.030760085813696957
ACH-000263,0.06726669633815432
ACH-000264,0.14857856060328628
ACH-000265,0.2014084976494556
ACH-000266,0.17517333889473585
ACH-000272,0.13415318076980656
ACH-000274,0.13951412171504246
ACH-000277,0.1356825751528936
ACH-000278,0.1598124272838939
ACH-000279,0.13830337444137086
ACH-000280,0.1425157363147589
ACH-000281,0.2279938457332714
ACH-000288,0.17823282878749344
ACH-000291,0.12106259285363065
ACH-000293,0.31095091683436354
ACH-000294,0.04390124487995006
ACH-000295,0.2172914263871321
ACH-000296,0.2173519619242256
ACH-000302,0.17325386152931155
ACH-000304,0.24087301096553626
ACH-000307,0.14187590180582554
ACH-000308,0.19444613679431805
ACH-000310,0.12189834123778705
ACH-000311,0.12357013101996077
ACH-000312,0.08203734622770997
ACH-000315,-0.09957780139180064
ACH-000316,-0.011617584642015115
ACH-000317,0.047667230572086855
ACH-000318,0.16902383476012486
ACH-000319,0.13094775657700955
ACH-000320,0.1786243571944225
ACH-000322,0.1392967160005407
ACH-000323,0.12515778673999173
ACH-000324,0.14296773353242714
ACH-000329,0.19070260227301689
ACH-000330,0.21784945592544827
ACH-000331,0.1994601937030078
ACH-000332,0.17746091227810765
ACH-000334,0.06263593387788773
ACH-000335,0.20851711182348628
ACH-000336,0.2016836890294828
ACH-000337,0.2005904377086378
ACH-000338,0.09279145113019267
ACH-000339,0.12788451563099254
ACH-000341,0.12202655421904135
ACH-000348,0.23779937128176745
ACH-000350,0.09494794449166014
ACH-000352,0.0987353457942966
ACH-000356,0.31389211889717444
ACH-000361,0.2255876744103896
ACH-000362,0.16567968353694204
ACH-000363,0.11837685372434985
ACH-000364,0.2333182255966626
ACH-000365,0.11234870690331596
ACH-000366,0.17804836097319765
ACH-000368,0.23032914158009365
ACH-000374,0.10741584894735667
ACH-000375,0.12906287865476565
ACH-000376,0.1729464325168398
ACH-000381,0.1350285947416574
ACH-000383,0.15687086772914355
ACH-000387,0.13336006815370338
ACH-000389,0.06452900437114545
ACH-000390,0.09622825728773733
ACH-000393,0.10521697503022144
ACH-000395,0.05799389231140052
ACH-000396,0.22331173710607344
ACH-000397,0.14774577114323442
ACH-000401,0.1744550547868812
ACH-000402,0.3442915298141768
ACH-000403,0.1658184535709162
ACH-000404,0.11112292335713693
ACH-000406,0.14633195734296273
ACH-000407,0.14885463475736854
ACH-000408,0.2579919959581482
ACH-000410,0.13699818448336698
ACH-000411,0.11553404159720987
ACH-000414,0.15181963498250445
ACH-000415,0.164247463412249
ACH-000416,0.2126825791290763
ACH-000420,0.10168349900531916
ACH-000421,0.07345319079974656
ACH-000424,0.06751467362987011
ACH-000425,0.1203997902386806
ACH-000426,0.014393731027436915
ACH-000427,0.18865685195390933
ACH-000433,0.14002413084846355
ACH-000435,0.2267899306436772
ACH-000436,0.19996682079325406
ACH-000444,0.2547995277701973
ACH-000445,0.08973060296001248
ACH-000448,0.12429637813579435
ACH-000450,0.1873122675050085
ACH-000452,0.16246957558943034
ACH-000454,0.1968097505660486
ACH-000458,0.20098910424290994
ACH-000459,0.11100672544346267
ACH-000460,0.17353357055363708
ACH-000461,0.17450398697154454
ACH-000463,0.15485224838645822
ACH-000464,0.2173070046521328
ACH-000466,0.15455798368652424
ACH-000467,0.2546698975236463
ACH-000468,0.14189877220479444
ACH-000469,0.20301502677234026
ACH-000470,0.18070147232510506
ACH-000471,0.12414776646925513
ACH-000472,0.16349502394331628
ACH-000473,0.2541289325178737
ACH-000475,0.19089023041052072
ACH-000476,0.2334330868215231
ACH-000477,0.26605693914813944
ACH-000479,0.2209885594952225
ACH-000480,0.27346609927240645
ACH-000481,0.13340991959725784
ACH-000483,0.21331810106906435
ACH-000484,0.1907276508548106
ACH-000485,0.0674649898199465
ACH-000486,0.1710360717192894
ACH-000487,0.180395096907467
ACH-000488,0.1944354443083912
ACH-000490,0.22179054144322374
ACH-000491,0.1220689607904572
ACH-000495,0.312772085739433
ACH-000496,0.1678049894358631
ACH-000499,0.02349995758024119
ACH-000500,0.1836632870451614
ACH-000502,0.15635805115583626
ACH-000503,0.2386980471410061
ACH-000505,0.16062569621866518
ACH-000507,0.3273726385329296
ACH-000510,0.23693301750050455
ACH-000511,0.2077320541142482
ACH-000512,0.1579905167115551
ACH-000516,0.10935608035615743
ACH-000517,0.2254515384090904
ACH-000518,0.1009390503212174
ACH-000520,0.0578620165324351
ACH-000521,0.2621860177927252
ACH-000522,0.1070240550350337
ACH-000524,0.18053050730097792
ACH-000527,0.19191175196707624
ACH-000528,0.17667559857905982
ACH-000537,0.17498921787203942
ACH-000541,0.2635220398750716
ACH-000542,0.15932895497486155
ACH-000544,0.1832701178654178
ACH-000545,0.25286463744429943
ACH-000547,0.328760804684997
ACH-000548,0.17872402981096416
ACH-000549,0.08759142040864351
ACH-000550,0.20711103854308832
ACH-000552,0.2154644739286612
ACH-000556,0.15183532655769122
ACH-000557,0.1574834213671679
ACH-000569,0.14918852782397604
ACH-000570,0.19507658654208312
ACH-000571,0.1412079431765366
ACH-000573,0.06548793042802227
ACH-000576,0.1590669718040064
ACH-000579,0.17696643607398688
ACH-000580,0.11887989579402175
ACH-000584,0.1303588016757757
ACH-000585,0.18512856261673072
ACH-000588,0.07162467063192099
ACH-000589,0.01217921403603723
ACH-000591,0.1057553823533854
ACH-000593,0.09991247583345272
ACH-000600,0.21990949755236167
ACH-000601,0.16642199696430898
ACH-000605,0.18911891065667688
ACH-000606,0.19792196759028668
ACH-000608,0.10116728331903167
ACH-000614,-0.09550587655109063
