,PARL (55486)
ACH-000004,-0.20900378365868305
ACH-000005,-0.20407185571544664
ACH-000007,-0.32982636878833443
ACH-000009,-0.2339968419263277
ACH-000011,-0.1312671981317696
ACH-000012,-0.15412709293249333
ACH-000013,-0.25304093697259483
ACH-000014,-0.2518227770744425
ACH-000015,-0.11953740257537195
ACH-000017,-0.1969055421611062
ACH-000018,-0.4521887125772658
ACH-000019,-0.2648471429410336
ACH-000021,-0.0993684704099739
ACH-000022,-0.2949820672794712
ACH-000025,-0.34407970346929617
ACH-000028,-0.3435912702915512
ACH-000030,-0.18312118925431636
ACH-000035,-0.2828625506857477
ACH-000036,-0.2688828909155709
ACH-000037,-0.07701040299266329
ACH-000039,-0.30489168983913395
ACH-000040,-0.3474329025362731
ACH-000041,-0.05663805085981581
ACH-000042,-0.08181290268514707
ACH-000045,0.08174062231137065
ACH-000047,-0.23679006992148044
ACH-000052,-0.20742060419906544
ACH-000053,-0.1974244615037284
ACH-000054,-0.35465974396285416
ACH-000055,-0.2218784275323428
ACH-000060,-0.3061610445984356
ACH-000067,-0.16886489888296805
ACH-000070,-0.1877289125650302
ACH-000075,-0.3754757009295847
ACH-000078,-0.2438846818198285
ACH-000082,-0.2178969922763382
ACH-000085,-0.0499043993373076
ACH-000086,-0.08553304028748017
ACH-000087,-0.0747181721539124
ACH-000092,-0.20651717650845386
ACH-000095,-0.21804256343448325
ACH-000097,-0.1939446627812988
ACH-000098,-0.3007191167410119
ACH-000099,-0.05497409577887583
ACH-000108,-0.3333061195706697
ACH-000113,-0.26027231190231725
ACH-000116,-0.3585302655818501
ACH-000118,0.015546888070116557
ACH-000120,-0.09433355969286293
ACH-000123,-0.19233611700599812
ACH-000127,-0.16827036099794634
ACH-000128,-0.3421000937319628
ACH-000132,-0.32883125760427057
ACH-000133,-0.2265445534676024
ACH-000137,-0.23341243250089802
ACH-000138,-0.2576771518510612
ACH-000142,-0.27831939966581565
ACH-000143,0.006268143094116748
ACH-000146,-0.3534180219308008
ACH-000148,-0.10649175914374358
ACH-000150,-0.1198801169225526
ACH-000152,-0.24526210156063916
ACH-000153,-0.1732113262838475
ACH-000159,-0.25563108704998616
ACH-000160,-0.27536018246667315
ACH-000163,-0.1173571531561318
ACH-000167,-0.4732319500634654
ACH-000168,-0.0794037920035921
ACH-000169,-0.3855846961218405
ACH-000178,-0.1832740243130836
ACH-000183,-0.1884822327610036
ACH-000188,-0.2555425650180047
ACH-000189,-0.1021485847645204
ACH-000190,-0.3606049895670076
ACH-000198,0.03555129346416696
ACH-000203,-0.26396399337105625
ACH-000204,-0.09362181582570372
ACH-000206,-0.1958736514396119
ACH-000207,-0.2515325846730391
ACH-000208,-0.3117910265934862
ACH-000210,-0.007339445608139683
ACH-000211,-0.2578094739743494
ACH-000215,-0.100105423967863
ACH-000221,-0.4351697736597372
ACH-000222,-0.14540658310572466
ACH-000223,-0.31741079562627217
ACH-000226,-0.31463397080139505
ACH-000227,-0.16015849206454097
ACH-000228,-0.11821741855598028
ACH-000231,-0.27396412446615315
ACH-000232,-0.2115880796004328
ACH-000233,-0.11211532175750842
ACH-000234,-0.2484543253345352
ACH-000235,-0.1512101741289978
ACH-000237,-0.1403271827692923
ACH-000238,-0.3377443418684187
ACH-000242,-0.26820516288727475
ACH-000243,-0.04895318118048479
ACH-000244,-0.08157085391514945
ACH-000246,-0.10286545759242023
ACH-000248,-0.3271141160558089
ACH-000250,-0.15221404322909998
ACH-000251,-0.2747430978638687
ACH-000252,-0.1828762359868409
ACH-000253,-0.13504879757391958
ACH-000255,-0.4553600495181738
ACH-000256,-0.10388423801382307
ACH-000257,-0.15406887403604544
ACH-000258,-0.0992152777661066
ACH-000259,-0.2806682330587469
ACH-000260,-0.29990760648583553
ACH-000261,-0.2081395636818885
ACH-000262,-0.3506393797114585
ACH-000263,-0.32034093406448266
ACH-000264,-0.20749214127330806
ACH-000265,-0.20371067019519026
ACH-000266,-0.20887272905946475
ACH-000272,-0.3668606187724398
ACH-000274,-0.2781343516955852
ACH-000277,-0.15873911534735113
ACH-000278,-0.1467202580131103
ACH-000279,-0.2807367322050738
ACH-000280,-0.2077740429684548
ACH-000281,-0.3291555759330396
ACH-000288,-0.2282467584162973
ACH-000291,-0.12334553695056312
ACH-000293,-0.18946398890244415
ACH-000294,-0.2425073659624216
ACH-000295,-0.2508232117859007
ACH-000296,-0.3617629848944579
ACH-000302,-0.01855598463116309
ACH-000304,-0.15661160659646547
ACH-000307,-0.24776843367029944
ACH-000308,-0.10843117038316326
ACH-000310,-0.21819598974097693
ACH-000311,-0.14052624080774562
ACH-000312,-0.05082568690445316
ACH-000315,-0.2369956826983575
ACH-000316,-0.2144136846012544
ACH-000317,-0.2854571729467873
ACH-000318,-0.33200128428803266
ACH-000319,-0.2312898909029111
ACH-000320,0.03317590071084043
ACH-000322,-0.1610554829070558
ACH-000323,-0.349612675899997
ACH-000324,-0.10430896807092233
ACH-000329,-0.0927145218612955
ACH-000330,-0.30568544047271273
ACH-000331,-0.4627482076502106
ACH-000332,-0.1878553594870336
ACH-000334,-0.15442204864441986
ACH-000335,-0.1751442762783954
ACH-000336,0.06870582131794818
ACH-000337,-0.13226458229691526
ACH-000338,-0.2808046229417519
ACH-000339,-0.1357880085887047
ACH-000341,-0.1366968552172228
ACH-000348,-0.21823469155943706
ACH-000350,-0.1577078136699597
ACH-000352,-0.21545579633159911
ACH-000356,-0.07606536684156369
ACH-000361,0.07610805103137032
ACH-000362,-0.09980758645313584
ACH-000363,-0.2743778775089483
ACH-000364,-0.3328206138263779
ACH-000365,-0.3764401095068897
ACH-000366,-0.10030866007483463
ACH-000368,-0.3346581520009695
ACH-000374,-0.19522771159316896
ACH-000375,-0.13117623397705902
ACH-000376,-0.4274952779936183
ACH-000381,-0.16719838930822847
ACH-000383,-0.11254352107633273
ACH-000387,-0.3349341346019024
ACH-000389,-0.18442351355121125
ACH-000390,-0.08049474867236611
ACH-000393,-0.23933798935184586
ACH-000395,-0.0497846220482091
ACH-000396,-0.08398847617925141
ACH-000397,-0.2093368028147114
ACH-000401,0.06658114431569694
ACH-000402,-0.2465478558654016
ACH-000403,-0.2919855580256823
ACH-000404,-0.3351411108286935
ACH-000406,-0.14186963701482558
ACH-000407,-0.1713691684864001
ACH-000408,-0.22846599664419875
ACH-000410,-0.16293923958670087
ACH-000411,-0.20576097780903824
ACH-000414,-0.2233446720057457
ACH-000415,-0.20225598026845432
ACH-000416,-0.18649476408614327
ACH-000420,-0.24065827919358546
ACH-000421,-0.07580055808972007
ACH-000424,-0.1666224269313141
ACH-000425,-0.1942927018239112
ACH-000426,-0.3032548674270281
ACH-000427,-0.2516579487635188
ACH-000433,-0.1642564624016434
ACH-000435,-0.06886447643703576
ACH-000436,-0.229525773444166
ACH-000444,-0.15759452482195593
ACH-000445,-0.4438165941100713
ACH-000448,-0.30115131327783745
ACH-000450,-0.2069712354672837
ACH-000452,-0.21038578820531365
ACH-000454,-0.2889504932821109
ACH-000458,-0.2665191549631799
ACH-000459,-0.21010272765490035
ACH-000460,-0.2041657619340275
ACH-000461,-0.295053585660642
ACH-000463,-0.20218659619284055
ACH-000464,-0.1264240462121943
ACH-000466,-0.06958122333348694
ACH-000467,-0.268283405509578
ACH-000468,-0.11700598530473655
ACH-000469,-0.025246304918557637
ACH-000470,-0.4851005846376079
ACH-000471,-0.16521399138804485
ACH-000472,-0.11038271875236808
ACH-000473,-0.14100585493428736
ACH-000475,-0.19162195356463216
ACH-000476,-0.3249906863452883
ACH-000477,-0.21227306347114105
ACH-000479,-0.4205391242794301
ACH-000480,-0.3577309255920385
ACH-000481,-0.19812079460365886
ACH-000483,-0.2261761471943615
ACH-000484,-0.2533483852991098
ACH-000485,-0.24511320762437286
ACH-000486,-0.12759691530594405
ACH-000487,-0.2325853276628434
ACH-000488,-0.33452200910720714
ACH-000490,-0.27968222403206777
ACH-000491,-0.306110722874382
ACH-000495,-0.3485668204931861
ACH-000496,-0.24576812531867656
ACH-000499,-0.3896107444546717
ACH-000500,-0.0820352913402264
ACH-000502,-0.1889066138577112
ACH-000503,-0.23737593572223656
ACH-000505,-0.2875227032038837
ACH-000507,-0.4156146424902452
ACH-000510,-0.0810003817099396
ACH-000511,-0.2563083167255576
ACH-000512,-0.12663574706636302
ACH-000516,-0.2940831734497537
ACH-000517,-0.22961477293817525
ACH-000518,-0.33865674002152063
ACH-000520,-0.24629788276064096
ACH-000521,-0.3372587746805332
ACH-000522,-0.20198658510994416
ACH-000524,-0.3078605606415856
ACH-000527,-0.16393743341921246
ACH-000528,-0.24160874569123755
ACH-000537,-0.38356109535494254
ACH-000541,-0.3091019688639781
ACH-000542,-0.20207956858739495
ACH-000544,-0.30042681720774644
ACH-000545,-0.19454988025137224
ACH-000547,-0.34575792358774393
ACH-000548,-0.2038486473504775
ACH-000549,-0.1913920697311636
ACH-000550,-0.2717828170273625
ACH-000552,-0.13761062878620786
ACH-000556,-0.2567077805537153
ACH-000557,-0.12214232707797325
ACH-000569,-0.474993062925215
ACH-000570,-0.26180466987472584
ACH-000571,-0.32802762597104085
ACH-000573,-0.3880169940299903
ACH-000576,-0.2956270908192976
ACH-000579,-0.20455546845319936
ACH-000580,-0.0074739389222230005
ACH-000584,-0.1356379161735107
ACH-000585,-0.0523332288843492
ACH-000588,-0.27842041603629103
ACH-000589,-0.4707259281897435
ACH-000591,-0.2555719626570569
ACH-000593,-0.3627570868225783
ACH-000600,-0.27157602266636033
ACH-000601,-0.22766446703491466
ACH-000605,-0.5545186354116383
ACH-000606,-0.29782740429932664
ACH-000608,-0.17384480636738622
ACH-000614,-0.09009663396938544
ACH-000616,-0.10928449449909966
ACH-000618,-0.2274745795532542
ACH-000619,-0.2950193287663653
ACH-000620,-0.06653334300076871
ACH-000621,-0.20981903291701107
ACH-000622,-0.3789436446457876
ACH-000623,-0.1757030916152748
ACH-000624,-0.18517075842200836
ACH-000627,-0.23608938166883744
ACH-000630,-0.22623985021243104
ACH-000631,-0.3886399260151605
ACH-000632,-0.14744323853114966
ACH-000633,-0.2454309445941564
ACH-000637,-0.2056561686838539
ACH-000638,-0.07587853198720204
ACH-000646,-0.2406089605142709
ACH-000647,-0.29476411562810945
ACH-000648,-0.2761748512318105
ACH-000649,-0.11278484748402595
ACH-000651,-0.1372649748775197
ACH-000652,0.05510226599493254
ACH-000653,-0.2261293501294685
ACH-000657,-0.19870884276618092
ACH-000658,-0.3703711631268671
ACH-000661,-0.3836345676625296
ACH-000662,-0.4049167160221077
ACH-000663,-0.038821924984831085
ACH-000665,-0.13215034036083814
ACH-000671,-0.18565819337676195
ACH-000672,-0.3886721136584392
ACH-000673,-0.16293439426587125
ACH-000676,-0.04122875226807264
ACH-000677,-0.25970679750123804
ACH-000681,-0.351800386998588
ACH-000683,-0.18952646644237034
ACH-000684,-0.1795490683501962
ACH-000688,-0.3723927008205938
ACH-000693,-0.4271959694608486
ACH-000694,-0.36173669997701796
ACH-000695,-0.14558728677516053
ACH-000696,-0.2767085582523198
ACH-000697,-0.17722560934580234
ACH-000699,-0.29475980425966913
ACH-000701,-0.1777913462458486
ACH-000706,-0.30599448557247555
ACH-000711,-0.13779101004364472
ACH-000713,-0.1726428705600886
ACH-000714,-0.10654470882696293
ACH-000718,-0.2603565159327957
ACH-000720,-0.16903567520516422
ACH-000721,-0.07159636701316245
ACH-000724,-0.3208930486316793
ACH-000725,-0.09795046301776082
ACH-000732,-0.17452413459068442
ACH-000734,-0.0775075267336452
ACH-000735,-0.282868487218107
ACH-000736,-0.28649440748888755
ACH-000738,-0.19463046303726034
ACH-000746,-0.01177697305887625
