,SPATA31A1 (647060)
ACH-000004,0.2260212120423618
ACH-000005,0.04158955318533608
ACH-000007,0.3214842354514281
ACH-000009,0.12308953189349267
ACH-000011,0.09679060367530808
ACH-000012,0.2806120124400484
ACH-000013,0.13334073702399946
ACH-000014,0.3019379824274912
ACH-000015,0.029557867818207864
ACH-000017,0.3363515897017764
ACH-000018,0.006189589429044174
ACH-000019,0.40144498916068255
ACH-000021,0.1315182097226
ACH-000022,0.15837981858288078
ACH-000025,0.2431253575694273
ACH-000028,0.21509559733466566
ACH-000030,0.2060447934701119
ACH-000035,0.19637418816276253
ACH-000036,0.2572596912013569
ACH-000037,0.29142393520827303
ACH-000039,0.19750635134601105
ACH-000040,0.28947173280907873
ACH-000041,0.2174305965962348
ACH-000042,0.15249632949736852
ACH-000045,0.2620588602007234
ACH-000047,0.2359911162163952
ACH-000052,0.1356981626399682
ACH-000053,0.2478063398327371
ACH-000054,0.20657200585632504
ACH-000055,0.3059626033820005
ACH-000060,0.27260279972770346
ACH-000067,0.3846247679390409
ACH-000070,0.35633363531886353
ACH-000075,0.2297635888412893
ACH-000078,0.2765742057391033
ACH-000082,0.2674951864838564
ACH-000085,0.12234415585206247
ACH-000086,0.09219336082362024
ACH-000087,0.22567641031585645
ACH-000092,0.2038365565695782
ACH-000095,0.1910285682292768
ACH-000097,0.2151300804777232
ACH-000098,0.19391466259137424
ACH-000099,0.16716348860214728
ACH-000108,0.04967357758753657
ACH-000113,0.21509983607374225
ACH-000116,0.2282617220249999
ACH-000118,0.23260982482816694
ACH-000120,0.22067098716244676
ACH-000123,0.19987726367892206
ACH-000127,0.2421540896624547
ACH-000128,0.12527171912228982
ACH-000132,0.20557354978310985
ACH-000133,0.26119386332526645
ACH-000137,0.11717356742006667
ACH-000138,0.21951076159087346
ACH-000142,0.2276031540834815
ACH-000143,0.17016060654533774
ACH-000146,0.3788735051130724
ACH-000148,0.2867162298691924
ACH-000150,0.1090186144874186
ACH-000152,0.3170104806270745
ACH-000153,0.4818660741879694
ACH-000159,0.1721089483336743
ACH-000160,0.18149862771844674
ACH-000163,0.3404971417207866
ACH-000167,0.07125228213669363
ACH-000168,0.48464052675453
ACH-000169,0.17431456242489093
ACH-000178,0.1605913155153332
ACH-000183,0.3623375813564982
ACH-000188,0.2264728803730645
ACH-000189,0.3836110792316349
ACH-000190,0.23524077396866605
ACH-000198,0.16190079675947894
ACH-000203,0.3273128030945225
ACH-000204,0.12564523438547362
ACH-000206,0.3224543616154257
ACH-000207,0.27054201528655136
ACH-000208,0.3011198514743697
ACH-000210,0.2604332214100194
ACH-000211,0.2551373807087404
ACH-000215,0.18314372650248872
ACH-000221,-0.013303881264716605
ACH-000222,0.1429848488791873
ACH-000223,0.24151277514921
ACH-000226,0.33381874575347104
ACH-000227,0.32354988920660666
ACH-000228,0.1414906983080353
ACH-000231,0.25471305934780336
ACH-000232,0.2740197009581781
ACH-000233,0.2382681405102517
ACH-000234,0.13314976164286565
ACH-000235,0.13304328629000392
ACH-000237,0.19336885677105028
ACH-000238,0.14070547671252995
ACH-000242,0.3702030538498776
ACH-000243,0.15254732685969502
ACH-000244,0.053621742756709535
ACH-000246,0.2162166185852888
ACH-000248,0.13735424190616025
ACH-000250,0.2323317649930382
ACH-000251,0.295245497716266
ACH-000252,0.3571917723254521
ACH-000253,0.21078288861337516
ACH-000255,0.091585108014933
ACH-000256,0.2252998384764096
ACH-000257,0.19463071276182176
ACH-000258,0.2359098109685573
ACH-000259,0.15525421582127194
ACH-000260,0.19179155466283668
ACH-000261,0.17600037131929985
ACH-000262,0.4204364819409241
ACH-000263,0.19252905851680827
ACH-000264,0.3455508342246065
ACH-000265,0.1164032606975302
ACH-000266,0.24475344737711385
ACH-000272,0.09489752208236732
ACH-000274,0.2018938748560844
ACH-000277,0.21525897269036687
ACH-000278,0.23679972535484534
ACH-000279,0.17132973178689231
ACH-000280,0.14781406278248266
ACH-000281,0.09495904276880432
ACH-000288,0.30842779546594995
ACH-000291,0.10510915885598883
ACH-000293,0.19189396317592372
ACH-000294,0.217731778401146
ACH-000295,0.1998942721876137
ACH-000296,0.255643129152461
ACH-000302,0.13377823406011766
ACH-000304,0.25599296717240194
ACH-000307,0.16522197673634256
ACH-000308,0.21764524730717816
ACH-000310,0.16734654279802674
ACH-000311,0.3194725776689579
ACH-000312,0.20533751676722226
ACH-000315,0.3700178085625144
ACH-000316,0.10154806629155318
ACH-000317,0.1460535726204594
ACH-000318,0.1861177671999756
ACH-000319,0.2330803008096258
ACH-000320,-0.05122555603782012
ACH-000322,0.3692051964815442
ACH-000323,0.2509491762381395
ACH-000324,0.2596941641238293
ACH-000329,0.2223833710423866
ACH-000330,0.2264449612628608
ACH-000331,0.1719099428848888
ACH-000332,0.1946585780431964
ACH-000334,0.3984690815109173
ACH-000335,0.3273407391744184
ACH-000336,-0.0004291894105236227
ACH-000337,0.01278771132427772
ACH-000338,-0.07292354201461868
ACH-000339,0.2638630589081176
ACH-000341,0.19488490134642295
ACH-000348,0.1671513322657252
ACH-000350,0.3113900983449629
ACH-000352,0.11804795948098575
ACH-000356,0.10713525337101916
ACH-000361,0.25420471914796994
ACH-000362,0.21510129481149867
ACH-000363,0.3427810315399764
ACH-000364,0.13534741159558664
ACH-000365,0.22325154708980605
ACH-000366,0.17620529889618627
ACH-000368,0.32315284538376843
ACH-000374,0.11634484061034885
ACH-000375,0.1827868526305101
ACH-000376,0.1787811273660362
ACH-000381,0.3595238556197953
ACH-000383,0.3151421863169912
ACH-000387,0.105409482798064
ACH-000389,0.2113635746137125
ACH-000390,0.22146742950033368
ACH-000393,0.18805947015683455
ACH-000395,0.2670031996117095
ACH-000396,0.22106785240685825
ACH-000397,0.2779627725566844
ACH-000401,0.08306393667430845
ACH-000402,0.1700818250176363
ACH-000403,0.3166668549700081
ACH-000404,0.3353391407522092
ACH-000406,0.04588608775858958
ACH-000407,0.09368176212534976
ACH-000408,0.18890628160518969
ACH-000410,0.06565226860063407
ACH-000411,0.1231898491550436
ACH-000414,0.2266766732750991
ACH-000415,0.20918602990327528
ACH-000416,0.21374368551222295
ACH-000420,0.2826549693903101
ACH-000421,0.2208013002416974
ACH-000424,0.06694712843265242
ACH-000425,0.15140208400448602
ACH-000426,0.289014602180221
ACH-000427,0.0916901102772108
ACH-000433,0.3131574939922861
ACH-000435,0.02432473501375126
ACH-000436,0.377923308806029
ACH-000444,0.24111742878287126
ACH-000445,0.16860953375768226
ACH-000448,0.294931037752205
ACH-000450,0.3425361048470097
ACH-000452,0.1903121254740027
ACH-000454,0.2303584062311497
ACH-000458,0.18152030139142536
ACH-000459,0.3757280516960543
ACH-000460,0.21725707588904614
ACH-000461,0.2673178381361608
ACH-000463,0.14319248423359246
ACH-000464,0.31972686904084163
ACH-000466,0.12580705128931424
ACH-000467,0.28983234152090354
ACH-000468,0.2495118423307943
ACH-000469,0.2680477319853733
ACH-000470,0.1931573319102224
ACH-000471,0.2194024340795436
ACH-000472,0.282602107981534
ACH-000473,0.1483419325395024
ACH-000475,0.19838407801693267
ACH-000476,0.19837837521373644
ACH-000477,0.3341430729706302
ACH-000479,0.1933481177044732
ACH-000480,0.19972585166078652
ACH-000481,0.1262194429091672
ACH-000483,0.10784072716259463
ACH-000484,0.2762424791515951
ACH-000485,0.2468335780688408
ACH-000486,0.2961734039251344
ACH-000487,0.2636670923251745
ACH-000488,0.23793831662700995
ACH-000490,0.2428484692595281
ACH-000491,0.27139152600852845
ACH-000495,0.19659744183151448
ACH-000496,0.24845815948930955
ACH-000499,0.21304558160367992
ACH-000500,0.2803437074111156
ACH-000502,0.0962495407803029
ACH-000503,0.3400251493111206
ACH-000505,0.2291507965274806
ACH-000507,0.18590376551200666
ACH-000510,0.13251542974375502
ACH-000511,0.1961945672720681
ACH-000512,0.23693931353696765
ACH-000516,0.24405920183462496
ACH-000517,0.2296060439039599
ACH-000518,0.2508303273817431
ACH-000520,0.30362785332437264
ACH-000521,0.29618113977443056
ACH-000522,0.27309401944097283
ACH-000524,0.20698400336284264
ACH-000527,0.19160525812342413
ACH-000528,0.1953076295865034
ACH-000537,0.2453275847916401
ACH-000541,0.3110793399310487
ACH-000542,0.1674957304133776
ACH-000544,0.25139026083700405
ACH-000545,0.16577309048347744
