,ISCA1 (81689)
ACH-000004,-0.16967862865253328
ACH-000005,-0.3402199982538615
ACH-000007,-0.3025883885614696
ACH-000009,-0.4109756847640544
ACH-000011,-0.06265154266003661
ACH-000012,-0.3471991216015141
ACH-000013,-0.4049495956871503
ACH-000014,-0.32368999034850165
ACH-000015,-0.17614208253513994
ACH-000017,-0.11572414315315775
ACH-000018,-0.29761500832050297
ACH-000019,-0.33617531884689184
ACH-000021,0.051065163730593464
ACH-000022,0.09838570521223976
ACH-000025,-0.2443795556575312
ACH-000028,-0.1815453645296088
ACH-000030,-0.1043929125854568
ACH-000035,-0.18241825374347653
ACH-000036,-0.03967611169221077
ACH-000037,-0.20286794888299334
ACH-000039,-0.2239817156132671
ACH-000040,-0.02844093664338569
ACH-000041,-0.13807276901331889
ACH-000042,-0.11855220575983635
ACH-000045,-0.1296419422034311
ACH-000047,-0.29651823418922624
ACH-000052,0.10620781173767918
ACH-000053,-0.16439182476617425
ACH-000054,-0.4574369000408205
ACH-000055,-0.42008704902159627
ACH-000060,-0.24234834202920386
ACH-000067,-0.06556751997635839
ACH-000070,-0.322129116809358
ACH-000075,-0.1827192358919464
ACH-000078,-0.14344200331250978
ACH-000082,-0.1747322651178566
ACH-000085,-0.516210146870383
ACH-000086,-0.4307102663440564
ACH-000087,-0.15088987886804964
ACH-000092,-0.1054363714564436
ACH-000095,0.05473101467900558
ACH-000097,-0.07359903162634861
ACH-000098,-0.14947416642033878
ACH-000099,-0.020781436961859655
ACH-000108,-0.16185718794827106
ACH-000113,0.11047984811464598
ACH-000116,-0.23717593517110735
ACH-000118,-0.32597006680190943
ACH-000120,-0.0846629703441738
ACH-000123,-0.11870498428753687
ACH-000127,-0.2138816623813628
ACH-000128,-0.10735781771640376
ACH-000132,-0.1220192932897771
ACH-000133,-0.09393589547951184
ACH-000137,-0.0594897112894297
ACH-000138,-0.2388810619795744
ACH-000142,-0.07690867310151943
ACH-000143,-0.22842132645195495
ACH-000146,-0.22128616199778692
ACH-000148,-0.2809898028704364
ACH-000150,-0.11693830647940072
ACH-000152,-0.1252324762599546
ACH-000153,-0.29338392007899816
ACH-000159,-0.1715677533926619
ACH-000160,-0.27892599970191995
ACH-000163,-0.14490420012901722
ACH-000167,0.31111312531371793
ACH-000168,0.16077366729328904
ACH-000169,-0.1582928283944344
ACH-000178,-0.040887005686783134
ACH-000183,-0.03295667023001243
ACH-000188,-0.12390535031768254
ACH-000189,-0.1846720873331413
ACH-000190,-0.3041292289494893
ACH-000198,-0.20520077734238595
ACH-000203,0.8146990698912879
ACH-000204,-0.2976476178651389
ACH-000206,-0.3285457848821234
ACH-000207,-0.14876323847459846
ACH-000208,0.024612544708895238
ACH-000210,0.2205644589964738
ACH-000211,0.013977735270795945
ACH-000215,-0.13882807300657932
ACH-000221,-0.2535492220986513
ACH-000222,0.026684355606625826
ACH-000223,-0.20048510297110086
ACH-000226,-0.4159075650366365
ACH-000227,-0.2714549566840007
ACH-000228,-0.18636893737012705
ACH-000231,0.06910795890842901
ACH-000232,-0.1719052521345699
ACH-000233,-0.12735728770676466
ACH-000234,-0.185069035452678
ACH-000235,-0.2627165118787201
