,IGF2BP1 (10642)
ACH-000004,-0.0877430710420663
ACH-000005,-0.07784324057663368
ACH-000007,-0.004364128832704381
ACH-000009,-0.4056205996793808
ACH-000011,0.02521495448760533
ACH-000012,-0.04650450969202325
ACH-000013,-0.015027584967135757
ACH-000014,-0.12503829889284032
ACH-000015,-0.2510743262863783
ACH-000017,-0.04165119240064824
ACH-000018,-0.021029144872546267
ACH-000019,-0.1351253974985191
ACH-000021,-0.08556265519299315
ACH-000022,-0.04359983546466803
ACH-000025,-0.04095324014182464
ACH-000028,-0.07013105806802973
ACH-000030,-0.11390955766355534
ACH-000035,-0.15619509867581188
ACH-000036,0.015841865552920657
ACH-000037,-0.10195026177367704
ACH-000039,-0.3217789059130741
ACH-000040,-0.06331343409506482
ACH-000041,-0.5259297362510867
ACH-000042,-0.16120763867582427
ACH-000045,-0.18985149676654967
ACH-000047,-0.17455418418593122
ACH-000052,-0.20835592315801146
ACH-000053,0.04269564987903608
ACH-000054,-0.12943694535647618
ACH-000055,-0.17463626906858756
ACH-000060,-0.038055007202318976
ACH-000067,0.08758319367390112
ACH-000070,0.06271357589228836
ACH-000075,0.15493008480353349
ACH-000078,-0.4113518748912067
ACH-000082,-0.06271134158358542
ACH-000085,0.061982519097472474
ACH-000086,-0.2092952717337972
ACH-000087,-0.4636106148019218
ACH-000092,-0.08900648756739113
ACH-000095,-0.3412998475220592
ACH-000097,-0.05584757516496276
ACH-000098,-0.016206485259909413
ACH-000099,-0.6645245084647871
ACH-000108,-0.09922656285616127
ACH-000113,-0.04367029631028235
ACH-000116,-0.04482410630370565
ACH-000118,0.014376942875431504
ACH-000120,-0.19637130168467146
ACH-000123,-0.005150475118910897
ACH-000127,-0.08341416638924788
ACH-000128,-0.06504513992053887
ACH-000132,-0.010626784286203405
ACH-000133,-0.0248906279799881
ACH-000137,0.024918439441939427
ACH-000138,-0.13992275658380052
ACH-000142,-0.0402275264933609
ACH-000143,-0.024381500415476643
ACH-000146,-0.06329034802909855
ACH-000148,-0.007300955963359322
ACH-000150,-0.035237509273843365
ACH-000152,0.008809959666490027
ACH-000153,0.004270713200585724
ACH-000159,0.02658423270659457
ACH-000160,-0.15200580672776712
ACH-000163,-0.13893604326272987
ACH-000167,0.3166227022515558
ACH-000168,-0.26957127668144104
ACH-000169,-0.2158747498912228
ACH-000178,-0.05087965247172679
ACH-000183,-0.16478936359434895
ACH-000188,-0.08898577498807977
ACH-000189,0.14695023587148967
ACH-000190,-0.04767192275481427
ACH-000198,-0.04683045952585377
ACH-000203,0.07901818755261762
ACH-000204,-0.10444586191882944
ACH-000206,-0.052604412914585966
ACH-000207,-0.09829835219621726
ACH-000208,0.12382302481889818
ACH-000210,-0.2323216522636579
ACH-000211,-0.13875550440028891
ACH-000215,-0.06395963974036865
ACH-000221,-0.26188187443202915
ACH-000222,0.09581055874423168
ACH-000223,-0.030998391208830755
ACH-000226,-0.06517360921335323
ACH-000227,-0.16800129877070452
ACH-000228,-0.14229885505909434
ACH-000231,-0.09482977110529907
ACH-000232,0.046422401921780064
ACH-000233,-0.013115078852409576
ACH-000234,0.0009391489577952313
ACH-000235,-0.03923946282090991
ACH-000237,-0.0560641340816705
ACH-000238,-0.19874642016471086
ACH-000242,0.014712481533700575
ACH-000243,-0.019553524279040974
ACH-000244,0.03774420701421133
ACH-000246,0.02665069884506753
ACH-000248,-0.12302884108992565
ACH-000250,-0.1006390510104705
ACH-000251,-0.1062044753954687
ACH-000252,-0.024992639876468062
ACH-000253,-0.008573132793766335
ACH-000255,-0.06527838788628015
ACH-000256,-0.0818474047263851
ACH-000257,0.013457789410097796
ACH-000258,0.029049896558358206
ACH-000259,-0.5896783879983951
ACH-000260,0.046932207153526834
ACH-000261,-0.048928154496199215
ACH-000262,-0.045103163363183096
ACH-000263,-0.2222358765736181
ACH-000264,-0.16101933562250229
ACH-000265,-0.021695000217314783
ACH-000266,0.004448286778429242
ACH-000272,0.0018471729444278298
ACH-000274,-0.14488166014175927
ACH-000277,0.13600066196269736
ACH-000278,0.029489026210809843
ACH-000279,-0.2118880480111818
ACH-000280,-0.019127111160271267
ACH-000281,0.09470515155809092
ACH-000288,-0.19948482328126974
ACH-000291,-0.021641507708478683
ACH-000293,0.009454623952451129
ACH-000294,-0.2306856253812694
ACH-000295,0.04143833662136531
ACH-000296,0.014587740823061857
ACH-000302,-0.017280624170997846
ACH-000304,-0.05472626736651517
ACH-000307,-0.08609907817175133
ACH-000308,-0.056064463909976124
ACH-000310,-0.1759342960100397
ACH-000311,0.012153666899241022
ACH-000312,-0.07930270045335719
ACH-000315,0.034912570407130826
ACH-000316,-0.03931203624787225
ACH-000317,0.01192389656661861
ACH-000318,-0.08612038125146168
ACH-000319,-0.06492177892697708
ACH-000320,0.03154195437908597
ACH-000322,-0.09984777336416094
ACH-000323,-0.08245811602110446
ACH-000324,0.014355950695673825
ACH-000329,-0.08127475922796537
ACH-000330,0.01380446433318883
ACH-000331,-0.02542908288946472
ACH-000332,-0.08263788258885348
ACH-000334,0.07772829703605502
ACH-000335,-0.024059505299633323
ACH-000336,-0.017085033179212446
ACH-000337,-0.12415845056356856
ACH-000338,-0.06694230181128466
ACH-000339,-0.024756504595448616
ACH-000341,0.07586853990682052
ACH-000348,-0.032182978678473584
ACH-000350,-0.19816797465522512
ACH-000352,-0.19495686807576545
ACH-000356,-0.08751511375083015
ACH-000361,0.07089720734869878
ACH-000362,0.02234186079077942
ACH-000363,-0.1635673205396346
ACH-000364,0.13064945060186325
ACH-000365,-0.027391069697978943
ACH-000366,-0.58689648343465
ACH-000368,0.06299115638779153
ACH-000374,-0.16157266452094105
ACH-000375,-0.10051078506751106
ACH-000376,-0.014591237478923838
ACH-000381,0.008705909944687926
ACH-000383,-0.10097923699724383
ACH-000387,0.03627718431503616
ACH-000389,0.008783920259190425
ACH-000390,-0.1406565401983761
ACH-000393,0.18000245774660104
ACH-000395,0.06582571968532701
ACH-000396,-0.007484483413627688
ACH-000397,-0.04957024829288482
ACH-000401,-0.1121498346403412
ACH-000402,0.06301696939697288
ACH-000403,-0.11076301406914207
ACH-000404,-0.253874063047647
ACH-000406,0.059756464398934624
ACH-000407,0.05371139243302949
ACH-000408,-0.08732630412407925
ACH-000410,0.030643468741520293
ACH-000411,0.0005058633668919594
ACH-000414,0.058007236469895
ACH-000415,-0.12991661521063444
ACH-000416,-0.08506579890148687
ACH-000420,-0.09811494817075762
ACH-000421,0.08127890691777494
ACH-000424,-0.6721940615765206
ACH-000425,-0.08724432176869926
ACH-000426,-0.02983042270028588
ACH-000427,0.002578055332369303
ACH-000433,-0.13480812924195062
ACH-000435,0.10580777685576848
ACH-000436,0.11824211970703745
ACH-000444,0.04882566577482799
ACH-000445,-0.07426593433916867
ACH-000448,-0.03101329302542776
ACH-000450,-0.02989378038715802
ACH-000452,0.010153145218584715
ACH-000454,-0.01661876036983658
ACH-000458,-0.09576360099166904
ACH-000459,-0.19785510449475294
ACH-000460,-0.015207175735677344
