,ROMO1 (140823)
ACH-000238,-1.0905300478892672
ACH-000242,-0.7435133673063073
ACH-000243,-1.0019701087034243
ACH-000244,-0.876917617623813
ACH-000246,-0.7669810532211209
ACH-000248,-0.9563218329568048
ACH-000250,-0.8641034212696527
ACH-000251,-1.178574638625094
ACH-000252,-0.6158498390400824
ACH-000253,-0.975938190063914
ACH-000255,-1.2841538370582384
ACH-000256,-0.6092093622076868
ACH-000257,-1.4100586868443374
ACH-000258,-0.9914421589711576
ACH-000259,-1.3565390258847003
ACH-000260,-1.1076391993756085
ACH-000261,-0.9988644701866456
ACH-000262,-0.9077258999801664
ACH-000263,-1.1525816024243418
ACH-000264,-1.064107347949648
ACH-000265,-1.0242216860770017
ACH-000266,-0.6250344241960689
ACH-000272,-0.9239716072577924
ACH-000274,-0.9937611528475232
ACH-000277,-1.2766922661555902
ACH-000278,-0.5109389630734626
ACH-000279,-0.8616271863482505
ACH-000280,-0.9768068479181736
ACH-000281,-0.9739851062048336
ACH-000288,-1.038728820115531
ACH-000291,-1.0395254748420588
ACH-000293,-0.7968657128235496
ACH-000294,-1.074500705599724
ACH-000295,-0.9746322023698304
ACH-000296,-1.0911360337131022
ACH-000302,-0.950716561063536
ACH-000304,-1.1038775261338467
ACH-000307,-1.0262570982107062
ACH-000308,-1.0095318052413988
ACH-000310,-0.6279367388579821
ACH-000311,-0.8563846006178247
ACH-000312,-0.73309242406534
ACH-000315,-1.2210607779420546
ACH-000316,-1.1553463111138425
ACH-000317,-1.3929788616697625
ACH-000318,-1.3007602115030452
ACH-000319,-1.2006510990269197
ACH-000320,-1.0155490638413038
ACH-000322,-0.9539456000499168
ACH-000323,-0.9147875468564444
ACH-000324,-0.858212819554956
ACH-000329,-0.7281245419371921
ACH-000330,-1.145196890417238
ACH-000331,-1.094329720861198
ACH-000332,-1.0467617319842963
ACH-000334,-1.04369015545671
ACH-000335,-1.202826733623461
ACH-000336,-1.1149442835956498
ACH-000337,-0.6354571671336705
ACH-000338,-0.4827076030423588
ACH-000339,-0.5986695251116738
ACH-000341,-0.6375122667044636
ACH-000348,-0.8556722475081655
ACH-000350,-0.7445449035228725
ACH-000352,-1.3663918504404968
ACH-000356,-0.7332867866362447
ACH-000361,-0.7304126547678613
ACH-000362,-0.8041636085627488
ACH-000363,-0.5386460435887971
ACH-000364,-0.9850162565628492
ACH-000365,-1.1416024107810518
ACH-000366,-0.7902487895482672
ACH-000368,-0.8644140828890908
ACH-000374,-1.158015597101887
ACH-000375,-0.6635666935181863
ACH-000376,-1.1346460806979173
ACH-000381,-0.940579000061482
ACH-000383,-0.6566190733020107
ACH-000387,-0.9267215053533122
ACH-000389,-0.6982755250994934
ACH-000390,-0.719453719697494
ACH-000393,-0.7395976133286161
ACH-000395,-0.9186308454997326
ACH-000396,-0.9324496968101555
ACH-000397,-0.7596952929600501
ACH-000401,-1.0473298620171896
ACH-000402,-0.8983558445874084
ACH-000403,-0.7735931242146171
ACH-000404,-1.0186677694867248
ACH-000406,-0.963812949681034
ACH-000407,-1.0481906517064954
ACH-000408,-0.960027723163006
ACH-000410,-1.0532713384284662
ACH-000411,-1.0251930088926806
ACH-000414,-1.217179702795778
ACH-000415,-1.2694409910734437
ACH-000416,-0.7352049526492325
ACH-000420,-1.0053771925801374
ACH-000421,-0.681737324031772
ACH-000424,-1.0489187152154569
ACH-000425,-0.7898849705682293
ACH-000426,-0.6354194310803422
ACH-000427,-1.0082813160048931
ACH-000433,-0.9114112565273724
ACH-000435,-0.9603411191863852
ACH-000436,-0.6601495333870411
ACH-000444,-1.0523897572464571
ACH-000445,-0.8654938525425792
ACH-000448,-0.9896983127720688
ACH-000450,-0.9926961101564684
ACH-000452,-1.0114793414858587
ACH-000454,-1.0296440327653684
ACH-000458,-0.930912895070886
ACH-000459,-0.982541710809098
ACH-000460,-0.7847541345801053
ACH-000461,-0.8529254705028451
ACH-000463,-0.869849550654082
ACH-000464,-0.7805412763041026
ACH-000466,-1.020706705157503
ACH-000467,-0.8117068004819843
ACH-000468,-0.7427023609323251
ACH-000469,-0.9306983558542886
ACH-000470,-0.6744140134095579
ACH-000471,-1.2464695207616634
ACH-000472,-0.8235958393129674
ACH-000473,-1.0187711362380514
ACH-000475,-0.946871498491504
ACH-000476,-0.9854945557040772
ACH-000477,-1.048773672141882
ACH-000479,-1.0002848747457391
ACH-000480,-1.0911396248535852
ACH-000481,-1.0578706858367803
ACH-000483,-0.8792437449033889
ACH-000484,-0.962107161593378
ACH-000485,-0.932498100938014
ACH-000486,-0.911788709830594
ACH-000487,-1.2212373682462543
ACH-000488,-1.0827418680143146
ACH-000490,-1.0812802886145354
ACH-000491,-0.9090268985612012
ACH-000495,-0.4946690707987682
ACH-000496,-0.9970484649042294
ACH-000499,-0.9627324420167988
ACH-000500,-1.0760127910082171
ACH-000502,-1.0596503246748428
ACH-000503,-1.1946275557399917
ACH-000505,-0.5006252718724995
ACH-000507,-0.9565443664963652
ACH-000510,-1.187429428344185
ACH-000511,-0.8109147133671708
ACH-000512,-1.1877014390222045
ACH-000516,-0.8363018533758356
ACH-000517,-0.8021522699668128
ACH-000518,-1.2563586001225937
ACH-000520,-0.9343826045607908
ACH-000521,-0.9846376884361004
ACH-000522,-1.1902127309519503
ACH-000524,-0.8618561944267343
ACH-000527,-1.135909086542903
ACH-000528,-1.2145412359158745
ACH-000537,-1.3249307329532185
ACH-000541,-0.8300520280712252
ACH-000542,-1.0575168738658325
ACH-000544,-1.1097675529801636
ACH-000545,-1.035378014355032
ACH-000547,-0.9324918519241118
ACH-000548,-0.7436320743055488
ACH-000549,-0.8762168809289228
ACH-000550,-0.9864730616882808
ACH-000552,-0.9475798443011266
ACH-000556,-0.8706923851838556
ACH-000557,-0.7472812018483167
ACH-000569,-0.5668298168864374
ACH-000570,-1.0757544739617246
ACH-000571,-0.7197936252437463
ACH-000573,-0.9162594719984952
ACH-000576,-0.8568592066243221
ACH-000579,-1.1497772084036555
ACH-000580,-1.2637803734995892
ACH-000584,-1.1950915230485994
ACH-000585,-0.4789343596141023
ACH-000588,-1.102622527646309
ACH-000589,-1.207904318720214
ACH-000591,-0.7158531308568303
ACH-000593,-0.6714279685675311
ACH-000600,-0.9293603602733412
ACH-000601,-0.8220598296048673
ACH-000605,-1.3042561849075325
ACH-000606,-1.1686543039633852
ACH-000608,-0.9227129987938356
ACH-000614,-1.1767988746118532
ACH-000616,-0.8128508277760471
ACH-000618,-0.9301846381037764
ACH-000619,-0.9720841896111748
ACH-000620,-0.925665088069612
ACH-000621,-0.8540909873208867
ACH-000622,-0.7300569095300153
ACH-000623,-0.7802180370877861
ACH-000624,-0.9903620752871316
ACH-000627,-0.9705104274575423
ACH-000630,-1.0681902504542096
ACH-000631,-0.7388444756737409
ACH-000632,-1.00149992906059
ACH-000633,-1.0342999424478554
ACH-000637,-1.0985767300172165
ACH-000638,-0.8872187797683296
ACH-000646,-0.7388085969566394
ACH-000647,-1.1485313893723608
ACH-000648,-1.272009339106495
ACH-000649,-0.8400515677254274
ACH-000651,-0.9004178644338231
ACH-000652,-0.8212701661890132
ACH-000653,-0.8798299396758467
ACH-000657,-1.0059060527986672
ACH-000658,-0.9796886331569512
ACH-000661,-1.0201669713709405
ACH-000662,-0.5847068861597542
ACH-000663,-1.015749099476874
ACH-000665,-0.8143062986482741
ACH-000671,-1.319046849905483
ACH-000672,-1.2564989301132274
ACH-000673,-0.8128237716897762
ACH-000676,-0.8209889586387745
ACH-000677,-0.8747993873231221
ACH-000681,-1.2073814959193832
ACH-000683,-1.0560119957875065
ACH-000684,-0.9375699144155016
ACH-000688,-1.0264546811494637
ACH-000693,-1.237710399998817
ACH-000694,-1.1282808046671575
ACH-000695,-0.7776305914170908
ACH-000696,-0.9169284105673852
ACH-000697,-1.0131651505464496
ACH-000699,-0.9674351744559194
ACH-000701,-1.2769683528303073
ACH-000706,-1.1947887212330326
ACH-000711,-0.8408367637359555
ACH-000713,-1.2253025400377182
ACH-000714,-1.0626265488257969
ACH-000718,-0.9558300460341695
ACH-000720,-1.0220713993558224
ACH-000721,-0.988857097672702
ACH-000724,-0.8668364071577973
ACH-000725,-1.1602522963964192
ACH-000732,-1.0459048896290972
ACH-000734,-0.8905001462237033
ACH-000735,-1.0652668688452942
ACH-000736,-0.7061992109530244
ACH-000738,-0.8393956950874559
ACH-000746,-0.7797708588945597
ACH-000747,-1.252036566393177
ACH-000748,-1.2109765061365716
ACH-000753,-1.0628226339224212
ACH-000756,-0.8856443141564869
ACH-000757,-0.5897146404271976
ACH-000758,-0.9378057712245106
ACH-000760,-1.1833755433669255
ACH-000762,-1.05314573158435
ACH-000763,-0.9019739101785916
ACH-000764,-0.7656820547450922
ACH-000765,-0.8793508768758437
ACH-000766,-1.0421482476539383
ACH-000767,-0.5751185934467565
ACH-000768,-0.8474543007910645
ACH-000769,-1.0917985737510278
ACH-000770,-0.9345886673751888
ACH-000771,-1.0042657330617786
ACH-000773,-0.7256540995519752
ACH-000776,-0.7353034801160209
ACH-000777,-0.8841495847557714
ACH-000778,-1.1250433139344005
ACH-000781,-1.2550904175434845
ACH-000782,-0.8630453737525446
ACH-000783,-0.8098323925684107
ACH-000784,-1.0243457615169007
ACH-000785,-0.8271235200693098
ACH-000787,-1.2949138434590293
ACH-000788,-1.0388161488396497
ACH-000791,-0.9322194232630604
ACH-000792,-0.9342558212127696
ACH-000794,-0.8974693107362662
ACH-000796,-0.6259073395991889
ACH-000798,-0.7844227009693305
ACH-000799,-0.8864808782112037
ACH-000800,-0.6137866061716679
ACH-000802,-1.1367521669058893
ACH-000804,-0.8944166755755032
ACH-000805,-0.905474918207398
ACH-000809,-1.1160492063926903
ACH-000810,-0.7926099297801127
ACH-000811,-0.8409352679002993
ACH-000817,-0.9629053643021468
ACH-000819,-1.0563963999881991
ACH-000820,-0.7823075212264022
ACH-000821,-0.9227469185535676
ACH-000822,-0.6696137065570185
ACH-000823,-1.1429238407485949
ACH-000824,-0.9187284361908584
ACH-000827,-0.8110763669795746
ACH-000829,-0.8692526152298946
ACH-000831,-1.0462033044338992
ACH-000832,-0.9702901330725926
ACH-000833,-1.2067162347632412
ACH-000834,-0.9312165788936864
ACH-000835,-1.0492044489336705
ACH-000836,-0.9892545272442428
ACH-000837,-0.9840242173710206
ACH-000838,-1.1797038071338186
ACH-000839,-0.9855362107079038
ACH-000840,-0.860427678072453
ACH-000841,-0.8015624849887187
ACH-000843,-1.1682173966159657
ACH-000846,-0.9257851152884584
ACH-000847,-1.2892249434782546
ACH-000848,-0.878339425290113
ACH-000849,-1.0874029946514767
ACH-000851,-0.7405027268327037
ACH-000855,-1.2306582632999947
ACH-000856,-1.0581564829070642
ACH-000858,-0.8647474612138178
ACH-000859,-1.2595786877211148
ACH-000861,-1.1692065970684722
ACH-000862,-0.9036697652479811
ACH-000865,-1.1976256640080318
ACH-000866,-1.013020525066014
ACH-000867,-1.199428804984971
ACH-000869,-1.3385833333573998
ACH-000872,-0.94890313509491
ACH-000873,-0.8731414241374172
ACH-000876,-1.4195886006443696
ACH-000878,-1.072387066652325
ACH-000880,-0.6571910254310368
ACH-000881,-1.0807439922647977
ACH-000882,-0.9278778374641408
ACH-000884,-0.6729148887240122
ACH-000885,-0.8756068562891424
ACH-000887,-0.8626352489062769
ACH-000889,-0.8671363556174846
ACH-000896,-0.7626185620106637
ACH-000898,-0.9954858016236064
ACH-000900,-0.6924532235429652
ACH-000901,-0.7276481295545904
ACH-000905,-1.1367116480642578
ACH-000906,-0.9790501957088832
ACH-000907,-0.9504732322914636
ACH-000910,-0.937539162598482
ACH-000911,-0.7462866582932346
ACH-000912,-1.1608152699517278
ACH-000913,-0.9005361300465403
ACH-000915,-0.9776256805518916
ACH-000916,-0.7644457228311119
ACH-000917,-1.3652793157847487
ACH-000920,-0.9838123250811276
ACH-000921,-0.9144423488166176
ACH-000924,-1.0498112841710676
ACH-000926,-0.9995443862190492
ACH-000928,-0.8722987021221402
ACH-000929,-1.063209298420355
ACH-000932,-0.6384751807749052
ACH-000935,-0.7046710803426769
ACH-000936,-0.7387042894763741
ACH-000937,-0.7963989560150149
ACH-000938,-0.9693233471105526
ACH-000939,-0.9655494896717344
ACH-000941,-1.2062741226234752
ACH-000943,-1.0100115743025662
ACH-000946,-1.0586820103524521
ACH-000947,-0.7828267623565232
ACH-000948,-0.8585723548098491
ACH-000950,-1.1270369384636154
ACH-000953,-0.5421515504145191
ACH-000954,-1.0430856087805405
ACH-000957,-0.5834989877639816
ACH-000958,-0.9477933465873246
ACH-000960,-0.8868223834536824
ACH-000963,-1.1446822203417324
ACH-000968,-0.7214670782817235
ACH-000969,-1.0513997618078126
ACH-000972,-0.8088250062317467
ACH-000973,-0.6955316548382244
ACH-000974,-0.8594662167647941
ACH-000978,-0.6369779639592091
ACH-000984,-1.042311027328368
ACH-000986,-0.9960455206898394
ACH-000988,-0.9389495357602128
ACH-000993,-0.7749424981073473
ACH-000994,-0.9625278233807312
ACH-000996,-0.8515640859778023
ACH-001001,-0.8359654716481868
ACH-001020,-0.8759530941017071
ACH-001028,-1.2056833428677831
ACH-001031,-1.0075727800567555
ACH-001038,-0.6785806056859468
ACH-001048,-0.8508854521393705
ACH-001050,-0.8900145766797157
ACH-001053,-1.036122998910897
ACH-001054,-1.0361796738240985
ACH-001061,-1.0672138796013901
ACH-001067,-0.8914062828503541
ACH-001075,-1.0610163618170538
ACH-001096,-1.1473148332876235
ACH-001111,-0.646129914074572
ACH-001119,-1.1288962998222023
ACH-001128,-0.7116493105590119
ACH-001134,-0.7000126579837801
ACH-001151,-0.9121658318661506
ACH-001163,-0.6546388670257787
ACH-001164,-0.8794890868475572
ACH-001183,-1.0897705421180643
ACH-001192,-0.7116062678336456
ACH-001193,-1.0117276589406372
ACH-001196,-1.0001191666061828
ACH-001197,-0.7389999527877231
ACH-001205,-0.6705377621706174
ACH-001211,-0.9575224073145152
ACH-001212,-0.6142866135476764
ACH-001228,-0.5133487826515221
ACH-001232,-0.8146022941556285
ACH-001239,-1.1082756570243282
ACH-001270,-1.0373848187127062
ACH-001274,-0.7129989470953841
ACH-001275,-0.9086944902225405
ACH-001277,-0.9518795883578915
ACH-001278,-1.0101254346388486
ACH-001280,-0.4728530408538908
ACH-001283,-1.0773636082705778
ACH-001289,-0.9908748841962064
ACH-001300,-0.9005112486889681
ACH-001301,-0.814085421213114
ACH-001302,-0.9539890277552858
ACH-001306,-0.7780960455860886
ACH-001318,-1.3036778012501526
ACH-001322,-0.9029840428272152
ACH-001328,-0.8597071104821845
ACH-001332,-1.2116532897227317
ACH-001336,-0.7848120887428712
ACH-001346,-0.8496176462101519
ACH-001353,-0.6807537242790463
ACH-001354,-0.5904084863831108
ACH-001367,-0.950916834165352
ACH-001368,-0.7956218842707545
ACH-001374,-1.0077303915873992
ACH-001377,-0.978668769382523
ACH-001380,-0.9661865159803624
ACH-001391,-0.6255659649413456
ACH-001408,-0.905700560518832
ACH-001430,-0.7803777883825972
ACH-001431,-0.5655155609019673
ACH-001450,-1.1944480433714857
ACH-001496,-0.9445218814634716
ACH-001500,-1.0490343553046981
ACH-001523,-1.1048242190859832
ACH-001532,-0.7995721631531962
ACH-001550,-1.2601925846820805
ACH-001552,-0.6263617059043903
ACH-001554,-1.0096288274324634
ACH-001654,-1.1324757167705828
ACH-001735,-0.7371421511391004
ACH-001736,-0.8662655984842264
ACH-001737,-0.7426955070045886
ACH-001740,-1.0306573725251162
ACH-001745,-0.7486301811667251
ACH-001765,-0.8250124834558674
