,FRG2B (441581)
ACH-000004,0.15655715106214732
ACH-000005,-0.02803135113838824
ACH-000007,0.058799012682776285
ACH-000009,-0.0603967718430739
ACH-000011,-0.21420067304277854
ACH-000012,-0.04547127627036867
ACH-000013,0.010277333415928949
ACH-000014,0.025374434993017038
ACH-000015,-0.016807339812760183
ACH-000017,0.042059669666090455
ACH-000018,-0.11449265704232628
ACH-000019,-0.10047454901993838
ACH-000021,-0.029515218149456356
ACH-000022,-0.10876468973594716
ACH-000025,-0.09163084203116442
ACH-000028,-0.041300412551293714
ACH-000030,-0.0628982263119125
ACH-000035,-0.036828382154469784
ACH-000036,0.03652992715652135
ACH-000037,-0.08774281233873828
ACH-000039,-0.1712823529476508
ACH-000040,-0.10753275245603937
ACH-000041,-0.04912503501278448
ACH-000042,-0.18940890201495672
ACH-000045,0.061687191101164
ACH-000047,-0.10811477863010817
ACH-000052,0.08633967151601941
ACH-000053,-0.019108524904222327
ACH-000054,-0.17873452966385273
ACH-000055,-0.0015476461775762035
ACH-000060,-0.05210032604068986
ACH-000067,-0.09307036381393473
ACH-000070,-0.01684087941037929
ACH-000075,-0.0902509209435179
ACH-000078,0.1761344451280184
ACH-000082,-0.17160185523848126
ACH-000085,0.1226145854547109
ACH-000086,0.046424639979605234
ACH-000087,-0.019581685785970453
ACH-000092,-0.012440467942557102
ACH-000095,-0.003476678399758547
ACH-000097,-0.1174738344439228
ACH-000098,-0.11596291120269628
ACH-000099,0.006406326545071323
ACH-000108,-0.10466174103640163
ACH-000113,-0.05167062623688568
ACH-000116,-0.05691457094269758
ACH-000118,-0.07584863801286419
ACH-000120,-0.051075523258957665
ACH-000123,0.015396204395896809
ACH-000127,-0.08754575063223496
ACH-000128,-0.002120960409999625
ACH-000132,0.0529133529588518
ACH-000133,-0.1062029634820654
ACH-000137,0.10315705717361763
ACH-000138,-0.08027173735599402
ACH-000142,0.02762000249988949
ACH-000143,0.13478472862866567
ACH-000146,-0.06291177528456876
ACH-000148,-0.12829648694038412
ACH-000150,0.07914444947983926
ACH-000152,-0.08851076739431057
ACH-000153,-0.018374571732825525
ACH-000159,-0.0333371534422276
ACH-000160,-0.06873824287222224
ACH-000163,-0.005713722835152678
ACH-000167,-0.30795917789866145
ACH-000168,-0.021151039378336425
ACH-000169,-0.20090148139517325
ACH-000178,-0.10529435520066392
ACH-000183,-0.02689628153264289
ACH-000188,-0.14592129402911005
ACH-000189,-0.04643220081873605
ACH-000190,0.0263936918238868
ACH-000198,0.011621901551881435
ACH-000203,-0.17664823228771356
ACH-000204,-0.034014052643099715
ACH-000206,0.03745296070501074
