,GIPR (2696)
ACH-000004,0.011605698323951705
ACH-000005,-0.24719581373357666
ACH-000007,-0.07812796864659645
ACH-000009,-0.04402660212507994
ACH-000011,0.07014931009312379
ACH-000012,-0.019638248765392996
ACH-000013,-0.018248804026999917
ACH-000014,0.040774667957507706
ACH-000015,-0.026055305153209016
ACH-000017,0.07909872433291265
ACH-000018,0.12536624316837194
ACH-000019,-0.04578811267476704
ACH-000021,-0.08179983759888691
ACH-000022,0.21923582640954511
ACH-000025,0.2109012563054624
ACH-000028,-0.09399824609095364
ACH-000030,0.09234267523698572
ACH-000035,-0.04109567322368826
ACH-000036,0.040462249738610255
ACH-000037,0.1343834112181527
ACH-000039,-0.12777640954589742
ACH-000040,0.06865758613293813
ACH-000041,0.1048843699739546
ACH-000042,0.013010930431079024
ACH-000045,0.21512689046527614
ACH-000047,0.10131837777896753
ACH-000052,-0.17364222227024131
ACH-000053,-0.18735154863587006
ACH-000054,-0.034276886123754166
ACH-000055,-0.2174176200239101
ACH-000060,0.08704181962370668
ACH-000067,0.08275748529080658
ACH-000070,-0.13631013515544446
ACH-000075,-0.16295259619381008
ACH-000078,0.12499867620487574
ACH-000082,0.05315907856334382
ACH-000085,-0.07522486822245737
ACH-000086,-0.04409350050954005
ACH-000087,-0.02840829853040382
ACH-000092,-0.02017716994242929
ACH-000095,-0.0017472848787430605
ACH-000097,-0.10212360150134443
ACH-000098,-0.05715467611973995
ACH-000099,0.16450208076334785
ACH-000108,-0.09166404069514
ACH-000113,0.0705897590733975
ACH-000116,-0.07011565972013614
ACH-000118,0.0617343180138585
ACH-000120,0.03981576670192494
ACH-000123,0.10188348600064064
ACH-000127,0.1677552263544643
ACH-000128,0.0827625461088763
ACH-000132,-0.014908983913442775
ACH-000133,0.05823509767019099
ACH-000137,-0.1335639564890373
ACH-000138,-0.11487521545126204
ACH-000142,-0.18404422303573414
ACH-000143,-0.1325937260633183
ACH-000146,0.0461251625459135
ACH-000148,0.09901709938501776
ACH-000150,0.02142915174560113
ACH-000152,-0.09905879573663948
ACH-000153,-0.3100366047502737
ACH-000159,0.004470457694390752
ACH-000160,-0.031813077267438886
ACH-000163,-0.05861276654139445
ACH-000167,-0.29392175632716844
