,CACNA1H (8912)
ACH-000004,0.04728227685175153
ACH-000005,0.09561134781983888
ACH-000007,0.2588764800543877
ACH-000009,0.043727571866838094
ACH-000011,0.12102356920127398
ACH-000012,-0.017930797140031932
ACH-000013,0.06685504783526157
ACH-000014,-0.0499465237220457
ACH-000015,-0.14055791004147716
ACH-000017,-0.09711373980582548
ACH-000018,-0.0782809036469349
ACH-000019,0.18203017393824347
ACH-000021,0.04024838978138927
ACH-000022,-0.09034718982242748
ACH-000025,-0.13875032434814186
ACH-000028,0.07672292326083646
ACH-000030,0.022458280919775447
ACH-000035,0.17014614892778718
ACH-000036,0.017912978894719687
ACH-000037,-0.12729133658148287
ACH-000039,-0.02042934750744063
ACH-000040,-0.1614412242997193
ACH-000041,0.02855217320873533
ACH-000042,-0.14169268873827592
ACH-000045,0.028808493979412486
ACH-000047,-0.178946819209314
ACH-000052,0.02790862122811139
ACH-000053,-0.07406356520211542
ACH-000054,-0.12967870807182044
ACH-000055,-0.08624243138959811
ACH-000060,-0.1104489543098864
ACH-000067,-0.11620120930001725
ACH-000070,-0.015227615240100691
ACH-000075,0.06573848205111922
ACH-000078,-0.003553881107037265
ACH-000082,-0.05834723935148117
ACH-000085,0.031336886721597075
ACH-000086,0.018578198300855445
ACH-000087,-0.2015984526202414
ACH-000092,-0.023769419858510683
ACH-000095,-0.1670762453356186
ACH-000097,0.03778435944705153
ACH-000098,-0.05297547614205283
ACH-000099,-0.05319292078734317
ACH-000108,-0.2353623484294964
ACH-000113,0.0725689690588587
ACH-000116,0.05322790074646989
ACH-000118,-0.03992982560086029
ACH-000120,0.08585701266893855
ACH-000123,-0.06519000801420395
ACH-000127,-0.04040557936703437
ACH-000128,-0.16807163820438042
ACH-000132,-0.08200751472846192
ACH-000133,-0.08704717293034943
ACH-000137,0.061681581042199715
ACH-000138,-0.12952083098631062
ACH-000142,-0.0421130140279142
ACH-000143,-0.13533697367126907
ACH-000146,-0.11139372038721752
ACH-000148,-0.18215993930232213
ACH-000150,0.283307363907335
ACH-000152,0.033599502959484544
ACH-000153,-0.11069377467195424
ACH-000159,-0.0372433530198444
ACH-000160,-0.06562888628442895
ACH-000163,-0.057210608449830676
ACH-000167,0.10560926685684603
ACH-000168,-0.161574691479625
ACH-000169,0.14498938383039106
ACH-000178,-0.07205658359152567
ACH-000183,-0.07870688876348594
ACH-000188,-0.1793214267036351
ACH-000189,0.11623016473513954
ACH-000190,-0.17674486328790728
ACH-000198,-0.0736225490851531
ACH-000203,-0.2729832521759833
ACH-000204,0.13942518835896034
ACH-000206,0.06339901814385844
ACH-000207,-0.08504256805339211
ACH-000208,0.06313672257702976
ACH-000210,0.2795634166733997
ACH-000211,0.0312644691139056
ACH-000215,-0.0091022192488804
ACH-000221,0.05617089757243544
ACH-000222,-0.18948344177350504
ACH-000223,0.048298171388732575
ACH-000226,0.1020502525404496
ACH-000227,0.07079693741922037
ACH-000228,0.029437960538322767
ACH-000231,-0.04716722332567763
ACH-000232,0.004406313312829807
ACH-000233,-0.08014765372897871
ACH-000234,-0.06906170625737462
ACH-000235,-0.12420723083070515
ACH-000237,-0.07893804033600738
ACH-000238,-0.21368159623983266
ACH-000242,0.3591009947988316
ACH-000243,-0.030307378420917186
ACH-000244,-0.06147769372475983
ACH-000246,0.032551313012146636
ACH-000248,0.02410509186311322
ACH-000250,-0.04860303257524276
ACH-000251,0.19854180905236926
ACH-000252,-0.21731954555774446
ACH-000253,-0.16155901298492376
ACH-000255,-0.07181359326114721
ACH-000256,0.1288238542179723
ACH-000257,-0.13244899188268994
ACH-000258,-0.033260881694148224
ACH-000259,0.010564213540656809
ACH-000260,-0.10002672192083273
ACH-000261,-0.07161983629619492
ACH-000262,0.0043914707480106775
ACH-000263,0.1232191049584746
ACH-000264,-0.023285738330790628
ACH-000265,0.018614989621363816
ACH-000266,-0.06703820559985453
ACH-000272,-0.07113970762748408
ACH-000274,-0.07619722075038853
ACH-000277,-0.1588193784398602
ACH-000278,-0.02491294355885311
ACH-000279,-0.085597959261341
ACH-000280,0.02099283017523065
ACH-000281,-0.031519152739657164
ACH-000288,-0.02645770056974009
ACH-000291,0.0625302184557573
ACH-000293,-0.06665467538854881
ACH-000294,0.19446077987506985
ACH-000295,0.155179590950573
ACH-000296,-0.2088777652110584
ACH-000302,-0.06408009787160204
ACH-000304,0.1409593325109329
ACH-000307,-0.053507528563891724
ACH-000308,-0.05404285611895058
ACH-000310,-0.10050816772543687
ACH-000311,-0.0833527603162373
ACH-000312,-0.03354344829860406
ACH-000315,0.05897141874076538
ACH-000316,0.006889976953331936
ACH-000317,0.08614302855571973
ACH-000318,-0.005501327954299594
ACH-000319,-0.1010392409385219
ACH-000320,-0.06031952861845954
ACH-000322,-0.1091146015202961
ACH-000323,-0.035319204805002176
ACH-000324,0.016175129883451773
ACH-000329,-0.05337490392645056
ACH-000330,-0.05531227116794744
ACH-000331,-0.0881409221679587
ACH-000332,-0.07582245361685062
ACH-000334,0.010408306651441143
ACH-000335,0.07646658160658915
ACH-000336,0.04186624898386165
ACH-000337,0.1026028662536738
ACH-000338,-0.24298378223926634
ACH-000339,-0.016454988900565973
ACH-000341,0.03542244320538998
ACH-000348,-0.06483262772918391
ACH-000350,-0.07347620870090094
ACH-000352,0.008855125870100095
ACH-000356,-0.07043882706232953
ACH-000361,-0.01949149507442693
ACH-000362,0.005423962178599364
ACH-000363,-0.034282122755555214
ACH-000364,0.0843139944557308
ACH-000365,0.052827240763419096
ACH-000366,0.007413737473239427
ACH-000368,-0.02431996578551433
ACH-000374,0.05047166728052368
ACH-000375,0.11038051481183857
ACH-000376,-0.0287005732626217
ACH-000381,0.01028711366997057
ACH-000383,-0.059115542731560014
ACH-000387,-0.0023463256411184736
ACH-000389,-0.07307341810455724
ACH-000390,0.038173966213475435
ACH-000393,-0.1269635314870273
ACH-000395,-0.04724763885539216
ACH-000396,-0.12026933890902003
ACH-000397,-0.1210619149381288
ACH-000401,-0.0030567477935194644
ACH-000402,-0.0607671214314702
ACH-000403,-0.08207790212150445
ACH-000404,-0.1416429781876653
ACH-000406,-0.020898136290945557
ACH-000407,-0.027434445793206
ACH-000408,-0.1618963797917812
ACH-000410,0.026596778510366258
ACH-000411,-0.13789669122034648
ACH-000414,-0.09357565234401782
ACH-000415,0.005370554538679627
ACH-000416,-0.07836684457256743
ACH-000420,-0.19953160056076072
ACH-000421,-0.03994097951419272
ACH-000424,-0.06714832311067377
ACH-000425,0.05748290729214536
ACH-000426,-0.036958065308850034
ACH-000427,0.11939314596305628
ACH-000433,-0.1762178345831078
ACH-000435,0.06158040062839967
ACH-000436,-0.12847952948521904
ACH-000444,-0.10632508436131263
ACH-000445,0.038758281397647816
ACH-000448,-0.0066232367970000955
ACH-000450,-0.17804970732747968
ACH-000452,-0.047032190634933586
ACH-000454,-0.14728497627376333
ACH-000458,-0.1007100393281569
ACH-000459,-0.0944303414285843
ACH-000460,0.021565326894539584
ACH-000461,0.2260982972813064
ACH-000463,-0.14071705467879606
ACH-000464,0.021979129662225767
ACH-000466,-0.07597045721242801
ACH-000467,-0.037170342450172464
ACH-000468,-0.093425939048472
ACH-000469,0.026741409144301568
ACH-000470,-0.09435420424739907
ACH-000471,-0.01699939998298222
ACH-000472,-0.1308225510480645
ACH-000473,-0.1151292068897194
ACH-000475,0.004278292311077122
ACH-000476,-0.056936399184663776
ACH-000477,0.027166450477704825
ACH-000479,-0.10759781416285988
ACH-000480,0.043724060780816164
ACH-000481,-0.07283977573452434
ACH-000483,0.0762795204213913
ACH-000484,0.026711758170116832
ACH-000485,-0.1059606431317802
ACH-000486,0.038722987686337786
ACH-000487,-0.05357548350435256
ACH-000488,-0.10629500989947284
ACH-000490,-0.04787842929173163
ACH-000491,-0.16987801687368564
ACH-000495,-0.09369647361440504
ACH-000496,-0.09044185895305933
ACH-000499,0.19617856985661894
ACH-000500,0.2151110040266128
ACH-000502,-0.131658814431072
ACH-000503,-0.14113046506871801
ACH-000505,-0.07606282002364573
ACH-000507,-0.062408066848274525
ACH-000510,-0.015709987741176917
ACH-000511,-0.1299084231028641
ACH-000512,-0.04736165933214082
ACH-000516,-0.024388378849087303
ACH-000517,-0.12418889424507062
ACH-000518,-0.021549807600356952
ACH-000520,0.004796330708916443
ACH-000521,0.10171579867227468
ACH-000522,-0.04094375301986575
ACH-000524,-0.0874019215184936
ACH-000527,0.015384540208227562
ACH-000528,-0.08688974078486497
ACH-000537,0.059473498495801726
ACH-000541,0.07775898257697691
ACH-000542,-0.04263710632794835
ACH-000544,0.03309593704327797
ACH-000545,-0.04674961063629245
ACH-000547,0.1936655418792755
ACH-000548,-0.06854860469916682
ACH-000549,0.08230719569739277
ACH-000550,0.0712832790869472
ACH-000552,-0.1421874905312891
ACH-000556,-0.17110769017981492
ACH-000557,-0.15316655027600956
ACH-000569,-0.16463699568635012
ACH-000570,0.015043068613348741
ACH-000571,-0.01619851998522953
ACH-000573,-0.06851661400686057
ACH-000576,-0.026649083606613836
ACH-000579,-0.21990507502572476
ACH-000580,-0.09826800474041447
ACH-000584,-0.02688193877574621
ACH-000585,-0.1297966136234045
ACH-000588,0.038947073665247176
ACH-000589,0.011456132080723077
ACH-000591,0.05431244453666565
ACH-000593,-0.09566648615766407
ACH-000600,-0.04089677913318567
ACH-000601,-0.10375030305381898
ACH-000605,-0.007682963336509157
ACH-000606,0.0014990041502124874
ACH-000608,-0.17038844670865733
ACH-000614,0.05201026133490578
ACH-000616,-0.19071932197242256
ACH-000618,0.03162975102298684
ACH-000619,0.014646298106048181
ACH-000620,-0.03977243664573163
ACH-000621,0.003890718868026196
ACH-000622,0.02373952692999689
