,BOD1L2 (284257)
ACH-000004,0.2059583468052307
ACH-000005,0.20799486612389506
ACH-000007,0.15487813582382276
ACH-000009,0.16278020379293193
ACH-000011,0.13111643176387955
ACH-000012,0.13862246182192786
ACH-000013,0.12618357980826275
ACH-000014,-0.038814309503474406
ACH-000015,0.19880487796516905
ACH-000017,0.19015300733731072
ACH-000018,0.09721270147882018
ACH-000019,0.233444598222583
ACH-000021,0.243753258066852
ACH-000022,0.21732673073711326
ACH-000025,0.026353532979436257
ACH-000028,0.2882790049218441
ACH-000030,0.14292602666225795
ACH-000035,0.1812620732171772
ACH-000036,0.18039705485546995
ACH-000037,0.1740480294904134
ACH-000039,0.03684669116435765
ACH-000040,0.26967533849035785
ACH-000041,0.13941543881770352
ACH-000042,0.1480668788870929
ACH-000045,0.2041291078398372
ACH-000047,0.037258299476773976
ACH-000052,0.2427235737566917
ACH-000053,0.22300990772068732
ACH-000054,0.16862537797027952
ACH-000055,0.2908751081298185
ACH-000060,0.0850216986797253
ACH-000067,0.17661089311588404
ACH-000070,0.07605306531037644
ACH-000075,0.14466151627251336
ACH-000078,0.18787509977476569
ACH-000082,0.1862880017604521
ACH-000085,0.22265881281408345
ACH-000086,0.25222096552711
ACH-000087,0.3110477570460957
ACH-000092,0.22467921656158102
ACH-000095,0.13531754289161949
ACH-000097,0.20634569501696712
ACH-000098,0.07617250249421402
ACH-000099,0.16900351082302836
ACH-000108,0.11851440252712775
ACH-000113,0.1332844852146125
ACH-000116,0.20671590184974575
ACH-000118,0.19960853946831425
ACH-000120,0.12280516167978095
ACH-000123,0.21670978683086706
ACH-000127,0.13689319181882484
ACH-000128,0.1421139328274907
ACH-000132,0.19244641367400736
ACH-000133,0.1267981606981536
ACH-000137,0.10528489157468444
ACH-000138,0.0074204649607135876
ACH-000142,0.12806926341996633
ACH-000143,0.06425476067418273
ACH-000146,0.18492178947309074
ACH-000148,0.12005587787068688
ACH-000150,0.2875107724142665
ACH-000152,0.14020192301970458
ACH-000153,0.12550983184330042
ACH-000159,0.2105997576975313
ACH-000160,0.13369917085447205
ACH-000163,0.17195491170133084
ACH-000167,0.12938704626336225
ACH-000168,-0.02955093613442413
ACH-000169,0.1993020719586321
ACH-000178,0.2728020993528552
ACH-000183,0.1606952569314414
ACH-000188,0.15782885032122446
ACH-000189,0.2806715502387368
ACH-000190,0.09651767990804927
ACH-000198,0.08822320782072937
ACH-000203,0.15298513341662073
ACH-000204,-0.010282402647590257
ACH-000206,0.07671500919224028
ACH-000207,0.22570838581843025
ACH-000208,0.147142910977794
ACH-000210,0.268583418167036
ACH-000211,0.15402574213898715
ACH-000215,0.1422807932474502
ACH-000221,-0.023530085323956285
ACH-000222,0.2114673690592125
ACH-000223,0.10746877895172173
ACH-000226,0.237961069012338
ACH-000227,0.11240091331470507
ACH-000228,0.10402343933531534
ACH-000231,0.24400103074351664
ACH-000232,0.1259701353861051
ACH-000233,0.1903662627707508
ACH-000234,0.10321325085574848
ACH-000235,0.11371557081455215
ACH-000237,0.16549265897612886
ACH-000238,0.0892081372053073
ACH-000242,0.07262366608288531
ACH-000243,0.15048949033101647
ACH-000244,0.04536616065015717
ACH-000246,0.10620414746550562
ACH-000248,0.10172491796019678
ACH-000250,0.13084381216603974
ACH-000251,0.09753839365211543
ACH-000252,0.1043259499001118
ACH-000253,0.15348527944153334
ACH-000255,0.14773390791632496
ACH-000256,0.2464985025772555
ACH-000257,0.10576901770853862
ACH-000258,-0.05930237987190296
ACH-000259,0.045665284300159883
ACH-000260,0.2724948683293792
ACH-000261,0.1552277493941881
ACH-000262,0.11616835415805014
ACH-000263,0.19826282441026574
ACH-000264,0.16436434710261102
ACH-000265,0.1868254246560561
ACH-000266,0.10789981877439613
ACH-000272,0.2378254591354561
ACH-000274,0.19093929918241626
ACH-000277,0.16866644817275436
ACH-000278,0.07135207241665488
ACH-000279,0.12415627160516135
ACH-000280,0.2709327598503199
ACH-000281,0.037373909880051126
ACH-000288,0.10038888139883828
ACH-000291,0.1540399519017164
ACH-000293,0.14070736594285305
ACH-000294,0.11172185027695056
ACH-000295,0.011525162442181302
ACH-000296,0.1623694722280104
ACH-000302,0.06489720446971714
ACH-000304,0.10073427766514068
ACH-000307,0.1102764977426866
ACH-000308,0.1492074246311424
ACH-000310,0.1876395094468168
ACH-000311,0.07148073230140004
ACH-000312,0.0930177693660098
ACH-000315,0.31553587513875725
ACH-000316,0.3881397681586549
ACH-000317,0.23918271359240514
ACH-000318,0.060854464072368976
ACH-000319,0.11929967766654055
ACH-000320,0.19098348451863545
ACH-000322,-0.0002551087906074379
ACH-000323,0.1751200889600523
ACH-000324,0.06902872568395241
ACH-000329,0.13481905569706135
ACH-000330,0.11259338050604326
ACH-000331,0.17257206654616933
ACH-000332,0.11125913211938618
ACH-000334,0.19264358013074254
ACH-000335,0.290024714770274
ACH-000336,0.21534436765745604
ACH-000337,0.004095170051071685
ACH-000338,0.31898839739386403
ACH-000339,0.19707457183160088
ACH-000341,0.2409582748879802
ACH-000348,0.10588336624377784
ACH-000350,0.20803081636201828
ACH-000352,0.12273421000885625
ACH-000356,0.18542263087096128
ACH-000361,0.1778491083778296
ACH-000362,0.12102487787800985
ACH-000363,0.11639409704709562
ACH-000364,-0.020192869603091315
ACH-000365,0.21265087416216247
ACH-000366,0.12881904892108373
ACH-000368,0.2120188317141971
ACH-000374,0.25442755380682763
ACH-000375,0.2437207237856161
ACH-000376,0.12601234648581824
ACH-000381,0.1922489606269284
