,GPRIN3 (285513)
ACH-000004,-0.1851138922943898
ACH-000005,-0.16815590755150056
ACH-000007,-0.4010484350769679
ACH-000009,-0.017321783937181437
ACH-000011,-0.12617479167842222
ACH-000012,-0.2360240331932399
ACH-000013,-0.1382834140334791
ACH-000014,-0.0695528571871433
ACH-000015,-0.18296544964160336
ACH-000017,-0.1867396585572357
ACH-000018,-0.05070629603250105
ACH-000019,-0.15755764534962882
ACH-000021,-0.1136417017702384
ACH-000022,-0.17617953253551769
ACH-000025,-0.06026055285033252
ACH-000028,-0.18198475421601354
ACH-000030,-0.1127340025098352
ACH-000035,-0.25998055736036235
ACH-000036,-0.2010181357879552
ACH-000037,-0.16967376510419596
ACH-000039,-0.09324480963908
ACH-000040,-0.28017384890624225
ACH-000041,-0.1557596698997665
ACH-000042,-0.1960444330260421
ACH-000045,-0.18545739013173232
ACH-000047,-0.15822985813840698
ACH-000052,-0.1633620327923416
ACH-000053,-0.10867953147193438
ACH-000054,-0.2366998096493393
ACH-000055,-0.22864338263867906
ACH-000060,-0.3747514949659518
ACH-000067,0.04641213946986735
ACH-000070,-0.23339110879625105
ACH-000075,-0.1254801732067852
ACH-000078,-0.2520543321670348
ACH-000082,-0.2564344170451186
ACH-000085,-0.19013965365865498
ACH-000086,-0.16218171231215694
ACH-000087,0.011538922539071593
ACH-000092,-0.2243836306412549
ACH-000095,-0.058833688281907076
ACH-000097,-0.1382921560256821
ACH-000098,-0.15440374365986526
ACH-000099,-0.10830162381247598
ACH-000108,-0.08388085666273318
ACH-000113,-0.2575982600652109
ACH-000116,-0.23583804120772456
ACH-000118,-0.18171665790339656
ACH-000120,-0.15776720808231556
ACH-000123,-0.18105780601626764
ACH-000127,-0.2845249092786391
ACH-000128,-0.4278853367956553
ACH-000132,-0.21218028578385026
ACH-000133,-0.1610235747638391
ACH-000137,-0.2681959319856607
ACH-000138,-0.13761716964370846
ACH-000142,-0.23025438239110524
ACH-000143,-0.1618975957179515
ACH-000146,-0.07402100994947793
ACH-000148,-0.1004780022546562
ACH-000150,-0.19488423745115346
ACH-000152,-0.2383843028032708
ACH-000153,-0.2379292554463574
ACH-000159,-0.10037630587576786
ACH-000160,-0.02592579968181372
ACH-000163,-0.21752634751104144
ACH-000167,-0.2339877323463343
ACH-000168,0.2437324723033574
ACH-000169,-0.10068587072482037
ACH-000178,-0.10346852313074023
ACH-000183,-0.05596716333727728
ACH-000188,-0.1779317054849731
ACH-000189,-0.2928340085714403
ACH-000190,-0.030489114442034726
ACH-000198,-0.10187429460105686
ACH-000203,-0.3275012658155861
ACH-000204,-0.14434965703837932
ACH-000206,-0.3280331787396837
ACH-000207,-0.2601809530492077
ACH-000208,-0.31779799524585245
ACH-000210,-0.24424896867158666
ACH-000211,-0.24474089457452206
ACH-000215,-0.0940434656663306
ACH-000221,-0.13558720911322375
ACH-000222,-0.21058552039340475
ACH-000223,-0.2655930454627491
ACH-000226,-0.11889009729062128
ACH-000227,-0.3654021007847553
ACH-000228,-0.029594090373708262
ACH-000231,-0.08762390017119083
ACH-000232,-0.14629554172787113
ACH-000233,-0.10570413138892247
ACH-000234,-0.3070736397084927
ACH-000235,-0.13819110568776907
ACH-000237,-0.15795376935758004
ACH-000238,-0.11323812284073742
ACH-000242,-0.2152796735813
ACH-000243,-0.19896046133815126
ACH-000244,-0.2481012751570155
ACH-000246,-0.166384104629095
ACH-000248,-0.19417377456402066
ACH-000250,-0.17019968413041414
ACH-000251,-0.0814091701709366
ACH-000252,-0.1811317393214365
ACH-000253,-0.1574705468148324
ACH-000255,-0.14171485609274986
ACH-000256,-0.2990315738942211
ACH-000257,-0.10051236879243808
ACH-000258,-0.16082721736068276
ACH-000259,-0.10709157850426812
ACH-000260,-0.11819975521455198
ACH-000261,-0.20855354937281387
