,B9D1 (27077)
ACH-000004,0.1515279737898044
ACH-000005,-0.4202186984107134
ACH-000007,0.049185124375735086
ACH-000009,-0.12830427925594756
ACH-000011,-0.11315425172423822
ACH-000012,-0.04079724326976435
ACH-000013,0.0031360441464437327
ACH-000014,-0.021250263597755902
ACH-000015,-0.16077656069720256
ACH-000017,0.08583060562814347
ACH-000018,-0.08613616662635512
ACH-000019,-0.11427532224632507
ACH-000021,-0.09731798112762717
ACH-000022,-0.2995292102040965
ACH-000025,-0.13832634314648976
ACH-000028,-0.18144639610212251
ACH-000030,-0.02103405716207047
ACH-000035,-0.09163683160543794
ACH-000036,-0.14094260520438748
ACH-000037,0.042959753362908935
ACH-000039,-0.047370653668842085
ACH-000040,-0.12279808690216865
ACH-000041,-0.14941312805698947
ACH-000042,-0.20446297734461968
ACH-000045,0.06560387757012848
ACH-000047,-0.1898675644681896
ACH-000052,-0.3097532629955141
ACH-000053,0.06375246146172542
ACH-000054,-0.24972472103717794
ACH-000055,-0.1579807293346893
ACH-000060,-0.18116330845806192
ACH-000067,-0.1380700582454141
ACH-000070,-0.1929595124280357
ACH-000075,-0.15996596188428475
ACH-000078,-0.07005221206338018
ACH-000082,-0.09015108134552062
ACH-000085,-0.04669698074119772
ACH-000086,-0.014976943507939678
ACH-000087,-0.07032427951458238
ACH-000092,-0.15637126876612611
ACH-000095,-0.14035349157317434
ACH-000097,-0.1810136543238554
ACH-000098,-0.040617836043332994
ACH-000099,-0.17009228878971686
ACH-000108,-0.07127556192498516
ACH-000113,-0.1477528980651049
ACH-000116,0.04946984367482109
ACH-000118,-0.15263360138660875
ACH-000120,-0.13864751680853152
ACH-000123,-0.06086986305972495
ACH-000127,-0.04638796074853325
ACH-000128,-0.11706713805509328
ACH-000132,-0.21103045052992667
ACH-000133,-0.08908844664916284
ACH-000137,-0.007782019790498848
ACH-000138,0.015207462902433884
ACH-000142,0.04510369052552029
ACH-000143,-0.0299029065729426
ACH-000146,0.05204620929335672
ACH-000148,-0.004602128398854363
ACH-000150,-0.11952982515634837
ACH-000152,-0.2401206693597926
ACH-000153,-0.3501511033490527
ACH-000159,-0.11902939190716122
ACH-000160,-0.06885911466072171
ACH-000163,-0.1207249587093116
ACH-000167,0.09835657711279246
ACH-000168,0.16680780922927754
ACH-000169,-0.07690826762330945
ACH-000178,-0.1505344404495239
ACH-000183,0.0930057491079953
ACH-000188,-0.10317749127640888
ACH-000189,-0.2083751774252498
ACH-000190,-0.2079133222506612
ACH-000198,-0.2350824430410215
ACH-000203,0.053287395884144516
ACH-000204,-0.06622676847441611
ACH-000206,-0.2036469969809941
ACH-000207,0.024129688968152603
ACH-000208,0.2410799161186877
ACH-000210,-0.3037107327389558
ACH-000211,-0.11084841068099263
ACH-000215,-0.09440499362269944
ACH-000221,-0.1049723959023016
ACH-000222,0.007318107678904433
ACH-000223,-0.11969251225604664
ACH-000226,-0.012940434641504106
ACH-000227,-0.07981344787015986
ACH-000228,-0.10532755309643722
ACH-000231,-0.07389512554402992
ACH-000232,-0.03239893022043088
ACH-000233,0.10428422427178764
ACH-000234,-0.07989551631810053
ACH-000235,-0.1089089517899062
ACH-000237,-0.04036026277019312
ACH-000238,-0.21615368656045408
ACH-000242,0.02321132211312606
ACH-000243,0.032030307879996216
ACH-000244,-0.0406942934801556
ACH-000246,-0.021018123509935958
ACH-000248,0.07680041766083576
ACH-000250,-0.2263349456404539
ACH-000251,-0.2605191385412263
ACH-000252,0.07363903217510727
ACH-000253,-0.029636637249284836
ACH-000255,-0.21320167199277948
ACH-000256,-0.12708655473599287
ACH-000257,-0.08114323790662538
ACH-000258,-0.12650165427331214
ACH-000259,0.026782594049689818
ACH-000260,-0.07950897941318742
ACH-000261,-0.1744694933741499
ACH-000262,-0.005665557385154423
ACH-000263,-0.19878138427717454
ACH-000264,-0.13891805678971594
ACH-000265,-0.1849312636408984
ACH-000266,-0.10764665167992768
ACH-000272,-0.09754324769614148
ACH-000274,-0.1466099721891611
ACH-000277,0.052566522216245096
ACH-000278,-0.03265127857840437
ACH-000279,0.02119760239780164
ACH-000280,-0.15420224630763565
ACH-000281,0.08591679430394834
ACH-000288,-0.2202126814492504
ACH-000291,-0.07480023598402279
ACH-000293,-0.0891270436183689
ACH-000294,0.01626370717194369
ACH-000295,-0.09621168133402737
ACH-000296,-0.059733905250582676
ACH-000302,-0.011421892211799229
ACH-000304,-0.041940977852511004
ACH-000307,-0.0053270307919711405
ACH-000308,-0.0025120879634412518
ACH-000310,-0.07343860897614224
ACH-000311,-0.01482269321759091
ACH-000312,-0.09898297130689386
ACH-000315,0.10701065297752983
ACH-000316,0.09654949267315917
ACH-000317,0.27238800984460826
ACH-000318,-0.04352078891506952
ACH-000319,-0.1025157353990887
ACH-000320,-0.1947653206015124
ACH-000322,-0.0951755996055903
ACH-000323,-0.02192730754753722
ACH-000324,-0.03835396529751834
ACH-000329,-0.07281721847858476
ACH-000330,-0.23152583403333854
ACH-000331,-0.19536571464465186
ACH-000332,0.011194418597446316
ACH-000334,-0.17648140392382528
ACH-000335,-0.028437102670273037
ACH-000336,0.13668544923022638
ACH-000337,-0.2518268723363722
ACH-000338,0.08770035613865243
ACH-000339,-0.13711200218098574
ACH-000341,-0.09793936750000794
ACH-000348,-0.16267610972436838
ACH-000350,-0.2037128306904108
ACH-000352,-0.03722363590216687
ACH-000356,-0.166104210753642
ACH-000361,-0.3232960507518948
ACH-000362,-0.1169667684249091
ACH-000363,-0.051826715251416834
ACH-000364,-0.09569344137325177
ACH-000365,-0.15599136831798646
ACH-000366,-0.022032474683052788
ACH-000368,0.05632682987956695
ACH-000374,0.06292264309511987
ACH-000375,-0.19135366714413654
ACH-000376,-0.04051304645678381
ACH-000381,-0.03157414999052715
ACH-000383,-0.04571647699849297
ACH-000387,-0.13585924851609554
ACH-000389,-0.31164910011649066
ACH-000390,-0.03026566240825947
ACH-000393,0.06723806284182274
ACH-000395,0.2550087566779273
ACH-000396,-0.30192948647038464
ACH-000397,-0.06975391773756731
ACH-000401,-0.12259896933831127
ACH-000402,-0.2217081037644072
ACH-000403,-0.09708911157476853
ACH-000404,0.08961109466880872
ACH-000406,-0.033682240290253435
ACH-000407,-0.1863361593063868
ACH-000408,0.07738718106262396
ACH-000410,-0.09743692195726768
ACH-000411,-0.07352034596378687
ACH-000414,0.012363783161803395
ACH-000415,-0.060198917775394
ACH-000416,-0.14048336647682594
ACH-000420,-0.019457747124547783
ACH-000421,-0.03497688403531125
ACH-000424,-0.11044474537359883
ACH-000425,-0.08232929318915141
ACH-000426,0.03864085983897424
ACH-000427,0.0737747498043127
ACH-000433,0.007671058032992005
ACH-000435,0.3633570876264047
ACH-000436,0.10722659479307774
ACH-000444,-0.015067902530412281
ACH-000445,-0.10938293847270354
ACH-000448,-0.16381699991040494
ACH-000450,0.07534293823906656
ACH-000452,0.031018052227163955
ACH-000454,-0.16355417811059075
ACH-000458,-0.08780219313998114
ACH-000459,-0.14792717383626927
ACH-000460,0.06692784935660748
ACH-000461,0.005286283911700926
ACH-000463,-0.1134464182582394
ACH-000464,0.09133884198012283
ACH-000466,-0.06523595041685325
ACH-000467,-0.0695505977276467
ACH-000468,-0.18932328007682295
ACH-000469,-0.11550934566209342
ACH-000470,-0.06586995922747096
ACH-000471,-0.039838448832376284
ACH-000472,0.003939042767163849
ACH-000473,0.06727362411965515
ACH-000475,-0.1360006264647758
ACH-000476,0.02488163800154667
ACH-000477,0.0348766146357197
ACH-000479,-0.26421415774504803
ACH-000480,-0.004075363093681255
ACH-000481,-0.09877836497269828
ACH-000483,-0.035858690802375554
ACH-000484,0.08388378064080126
ACH-000485,-0.06047449613777125
ACH-000486,-0.02616797756226414
ACH-000487,-0.1301030160589374
ACH-000488,-0.022281548041012303
ACH-000490,0.01837908753124525
ACH-000491,-0.047265455075514176
ACH-000495,0.23556493437774345
ACH-000496,-0.1516505113069438
ACH-000499,-0.14635052660638753
ACH-000500,0.04691654602193723
ACH-000502,-0.18837664386124015
ACH-000503,-0.11562915440105975
ACH-000505,-0.16980206258049607
ACH-000507,-0.03743614248854519
ACH-000510,-0.18163431841832225
ACH-000511,-0.2224161618898588
ACH-000512,0.1092162197781406
ACH-000516,-0.14903292786330444
ACH-000517,-0.0528774810575974
ACH-000518,-0.02041994022476052
ACH-000520,-0.13851500337349487
ACH-000521,-0.0813754896010273
ACH-000522,0.030307699107079027
ACH-000524,-0.1420125408204647
ACH-000527,-0.0488548390234089
ACH-000528,0.040014675932230855
ACH-000537,-0.10385547024264702
ACH-000541,-0.2543770834890181
ACH-000542,-0.15410657077907464
ACH-000544,-0.22692116974487386
ACH-000545,-0.10367944505646737
ACH-000547,-0.05488290356373585
ACH-000548,-0.025676079962777463
ACH-000549,0.03921831147182877
ACH-000550,-0.08258100043037657
ACH-000552,-0.15609228347512247
ACH-000556,-0.09328528145347724
ACH-000557,0.13495265212881544
ACH-000569,0.35117230894207
ACH-000570,-0.04816077680447933
ACH-000571,-0.12431661556882392
ACH-000573,0.024157809252050456
ACH-000576,-0.14692312409571434
ACH-000579,-0.2284375827245421
ACH-000580,-0.02898371643329174
ACH-000584,-0.11871657485427585
ACH-000585,0.0036146818697258007
ACH-000588,-0.08970172997823919
ACH-000589,0.011484676260020579
ACH-000591,-0.15386598169316532
ACH-000593,-0.1390052201100416
ACH-000600,-0.07555607201803248
ACH-000601,-0.13353690889731562
ACH-000605,-0.11496654006628043
ACH-000606,-0.14881127934722527
ACH-000608,-0.06715338995147005
ACH-000614,0.06928951708536317
ACH-000616,-0.1453114093121869
ACH-000618,0.09136614154782326
ACH-000619,-0.040793867405172116
ACH-000620,0.007101158357978601
ACH-000621,-0.12162502088465088
ACH-000622,-0.09676506450156623
ACH-000623,-0.17690184316590082
ACH-000624,-0.100854713861277
ACH-000627,-0.16183037358082902
ACH-000630,-0.02810402562170997
ACH-000631,0.04950811494973939
ACH-000632,-0.0651177492291359
ACH-000633,-0.29251964140918196
ACH-000637,0.07872851888978306
ACH-000638,-0.10998561374985708
ACH-000646,0.12365684191380735
ACH-000647,0.001486283754378149
ACH-000648,-0.03191005918625369
ACH-000649,0.024590685199063426
ACH-000651,-0.06309188576147651
ACH-000652,-0.040852085919895566
ACH-000653,0.04033227076803755
ACH-000657,-0.004448985836665177
ACH-000658,0.1261862510145993
ACH-000661,0.09091865848708693
ACH-000662,-0.1120513675199002
ACH-000663,-0.17120073077010098
ACH-000665,-0.17045703884246965
ACH-000671,-0.015146061467262125
ACH-000672,0.13064243575465045
ACH-000673,-0.07565061290152235
ACH-000676,-0.1830387839323924
ACH-000677,0.016317746911291932
ACH-000681,0.0720946346673012
ACH-000683,0.0032751586447375925
ACH-000684,0.02296734063467676
ACH-000688,-0.3702775402664594
ACH-000693,-0.023100615049718443
ACH-000694,0.01184078654630826
ACH-000695,-0.2730992215949468
ACH-000696,-0.2026167354472387
ACH-000697,-0.04162455014587769
ACH-000699,-0.03617041411353476
ACH-000701,-0.008786558419729548
ACH-000706,0.04302065553144255
ACH-000711,-0.13115436776414824
ACH-000713,-0.13006404284141787
ACH-000714,-0.05206242937835615
ACH-000718,-0.18730682963140075
ACH-000720,-0.023714502695409825
ACH-000721,-0.21606269005663292
ACH-000724,-0.003987508697613
ACH-000725,0.08122723599654337
ACH-000732,-0.34286154835469485
ACH-000734,-0.04745553370222239
ACH-000735,-0.03793435114100439
ACH-000736,-0.09583160847402417
ACH-000738,-0.05586016875205375
ACH-000746,-0.09075039507659624
ACH-000747,-0.1500088298626958
ACH-000748,0.06968504446685732
ACH-000753,-0.05839662260620885
ACH-000756,-0.12831932778370206
ACH-000757,-0.0928388653494116
ACH-000758,-0.04949005953330645
ACH-000760,0.032657697821271016
ACH-000762,-0.003430657270387673
ACH-000763,-0.044506607721114616
ACH-000764,-0.11839054206316382
ACH-000765,0.19630227315431653
ACH-000766,-0.1963085835976823
ACH-000767,0.1018433062820318
ACH-000768,-0.1363505928716972
ACH-000769,0.005176346041885592
ACH-000770,0.026235896723243474
ACH-000771,-0.04286462212850558
ACH-000773,0.02595377174443836
ACH-000776,-0.1347465163688375
ACH-000777,-0.11005236604936942
ACH-000778,-0.1670208385192719
ACH-000781,-0.0877999961176982
ACH-000782,0.14859717599026576
ACH-000783,-0.08313941366709976
ACH-000784,-0.1470232968761309
ACH-000785,-0.060635058486780476
ACH-000787,-0.0930197863781222
ACH-000788,-0.07244549216692177
ACH-000791,-0.18155919292476091
ACH-000792,0.0601657419520352
ACH-000794,-0.016807708985222547
ACH-000796,-0.02546359189704767
ACH-000798,0.011432313426954955
ACH-000799,-0.010409081090073718
ACH-000800,-0.1084664783241988
ACH-000802,-0.06650732292347189
ACH-000804,-0.04591923380178352
ACH-000805,-0.16337653850738676
ACH-000809,-0.06872644771260078
ACH-000810,-0.08561380031538356
ACH-000811,-0.09003402766459763
ACH-000817,-0.20364217786182354
ACH-000819,-0.09305736278220757
