,POLE (5426)
ACH-000004,-1.4233895499405218
ACH-000005,-1.0785874017515529
ACH-000007,-0.9237293021106736
ACH-000009,-1.0791000017776755
ACH-000011,-1.0233123374376971
ACH-000012,-1.188411876626528
ACH-000013,-0.9957772500861874
ACH-000014,-1.2795001027215178
ACH-000015,-1.1343837955927454
ACH-000017,-0.9660205928615128
ACH-000018,-0.9773017670393848
ACH-000019,-1.1263357621664662
ACH-000021,-1.1092273893851703
ACH-000022,-1.050591743911139
ACH-000025,-1.2144534192258305
ACH-000028,-1.0655302712157524
ACH-000030,-1.0921420117882532
ACH-000035,-0.9351352181854792
ACH-000036,-1.1902622100423208
ACH-000037,-1.127109998721825
ACH-000039,-1.1539278698011282
ACH-000040,-1.0100856610249689
ACH-000041,-1.0166261603664863
ACH-000042,-1.168966308801337
ACH-000045,-1.0209226845957458
ACH-000047,-1.1689123408285955
ACH-000052,-1.0912690830701228
ACH-000053,-1.2026105280868458
ACH-000054,-0.968564618820714
ACH-000055,-0.99664237507806
ACH-000060,-1.0303145205477515
ACH-000067,-1.1496998602513524
ACH-000070,-1.0576126540023156
ACH-000075,-1.0087513157648131
ACH-000078,-1.0726263669802751
ACH-000082,-1.3191942639015308
ACH-000085,-0.997714462106262
ACH-000086,-0.9875390425420996
ACH-000087,-0.9983610161668878
ACH-000092,-1.1643455530730442
ACH-000095,-1.153837816445188
ACH-000097,-1.0885619241205355
ACH-000098,-1.2141272934646306
ACH-000099,-1.050458513511353
ACH-000108,-1.0258644601497644
ACH-000113,-1.0660562303546564
ACH-000116,-1.086124041401462
ACH-000118,-1.0576038750050496
ACH-000120,-0.9974031842265854
ACH-000123,-1.116627153057017
ACH-000127,-1.2009732329468212
ACH-000128,-1.0904815122291442
ACH-000132,-0.7877928401947298
ACH-000133,-1.1313503408919474
ACH-000137,-1.209168662335968
ACH-000138,-1.0439270546491404
ACH-000142,-0.8754887276424467
ACH-000143,-1.3610613522999528
ACH-000146,-1.2405748466574642
ACH-000148,-1.0761641448043084
ACH-000150,-0.99393247398337
ACH-000152,-1.043691662225531
ACH-000153,-1.3514511166084426
ACH-000159,-1.0057592360460121
ACH-000160,-1.1196317127255366
ACH-000163,-0.9795786194762084
ACH-000167,-1.7020923685673797
ACH-000168,-1.0219291615142962
ACH-000169,-1.0286122652243324
ACH-000178,-0.9373058408987528
ACH-000183,-1.4640784186353302
ACH-000188,-1.1028350697084115
ACH-000189,-0.979830483550506
ACH-000190,-1.2580360313449457
ACH-000198,-1.169115865610574
ACH-000203,-1.0274230010501777
ACH-000204,-1.1145483584570721
ACH-000206,-1.0571085208039162
ACH-000207,-1.1400792954655146
ACH-000208,-1.01035653203559
ACH-000210,-1.1010791796529091
ACH-000211,-1.1291388056399847
ACH-000215,-1.1117651657071224
ACH-000221,-0.9941533831787516
ACH-000222,-1.2379794451643504
ACH-000223,-1.275689019150243
ACH-000226,-1.1530880903759315
ACH-000227,-1.3856216332635598
ACH-000228,-0.9206904625046622
ACH-000231,-1.1581840324014416
ACH-000232,-1.0648590305778096
ACH-000233,-1.0476167802412917
ACH-000234,-1.0819694762729315
ACH-000235,-1.1614028942425343
ACH-000237,-1.084026829843378
ACH-000238,-1.304587660327163
ACH-000242,-0.8335905946455201
ACH-000243,-1.076477541292039
ACH-000244,-1.1005233037703863
ACH-000246,-1.1515376894036908
ACH-000248,-0.9459769287900738
ACH-000250,-1.2010007292133793
ACH-000251,-0.8324230492213858
ACH-000252,-1.0715103875644507
ACH-000253,-1.0898266937820038
ACH-000255,-1.0922535850912216
ACH-000256,-1.2877899575155805
ACH-000257,-1.1336970646912663
ACH-000258,-0.9427006760929232
ACH-000259,-1.3024391230607184
ACH-000260,-1.0765384846970565
ACH-000261,-0.9465925919224536
ACH-000262,-1.118011604829782
ACH-000263,-1.3479830100602874
ACH-000264,-1.1650894127424969
ACH-000265,-1.0253734205039615
ACH-000266,-1.1910156916201848
ACH-000272,-1.0090177109850114
ACH-000274,-1.0905185594285884
ACH-000277,-1.0403677938791351
ACH-000278,-1.3856886415228036
ACH-000279,-1.2257041392296726
ACH-000280,-0.9090549305817948
ACH-000281,-1.091611473044167
ACH-000288,-1.0622831549029932
ACH-000291,-1.0230001760839356
ACH-000293,-1.1875272991887953
ACH-000294,-1.193118385839848
ACH-000295,-1.2832491035105145
ACH-000296,-1.2928526302038978
ACH-000302,-1.2386322109388823
ACH-000304,-0.93112220231417
ACH-000307,-1.006802261953678
ACH-000308,-1.3413487273957383
ACH-000310,-1.0529744479916043
ACH-000311,-1.1067907638747574
ACH-000312,-1.1422567791943172
ACH-000315,-1.282911078151626
ACH-000316,-1.3567579526115128
ACH-000317,-1.1547324237889038
ACH-000318,-1.1929679584380213
ACH-000319,-1.1552035670746728
ACH-000320,-0.987668444220076
ACH-000322,-1.3762968494796095
ACH-000323,-1.07482516444828
ACH-000324,-1.2426374232021826
ACH-000329,-1.295351144543691
ACH-000330,-1.153894436786512
ACH-000331,-1.1005879189623844
ACH-000332,-1.0722907941807536
ACH-000334,-1.640028541489058
ACH-000335,-0.8354399398532949
ACH-000336,-1.0348880937697098
ACH-000337,-1.166290431599216
ACH-000338,-1.4548143733520391
ACH-000339,-1.06993719267914
ACH-000341,-1.206392493334695
ACH-000348,-1.130867214405962
ACH-000350,-0.8915098045364185
ACH-000352,-1.0764882541102707
ACH-000356,-0.9477440607415316
ACH-000361,-1.0511035464737994
ACH-000362,-1.0679415632418576
ACH-000363,-1.0383347824887867
ACH-000364,-1.2794921495630025
ACH-000365,-1.1370606305654567
ACH-000366,-1.1080118820774758
ACH-000368,-1.140457927178383
ACH-000374,-1.2235716488971615
ACH-000375,-1.1390244529573559
ACH-000376,-0.9204423371015976
ACH-000381,-1.218201837839283
ACH-000383,-1.0542810105887988
ACH-000387,-1.4156492293790837
ACH-000389,-0.9794535476333558
ACH-000390,-1.1853165908843646
ACH-000393,-1.2455536393941251
ACH-000395,-0.914276012527208
ACH-000396,-1.2890084187811246
ACH-000397,-1.2132851367840565
ACH-000401,-1.150756956113085
ACH-000402,-1.1145874629638142
ACH-000403,-1.312765061970385
ACH-000404,-0.9191849897204314
ACH-000406,-1.2397170355602884
ACH-000407,-1.0827926958024543
ACH-000408,-1.2953569437080386
ACH-000410,-1.0748783316975872
ACH-000411,-0.9424970084296952
ACH-000414,-1.197929413857013
ACH-000415,-1.144038278663371
ACH-000416,-1.175319369768132
ACH-000420,-1.021227640401335
ACH-000421,-1.0689393018349425
ACH-000424,-1.098633704105323
ACH-000425,-1.0982638660766368
ACH-000426,-0.9425445567884252
ACH-000427,-1.2522506963563456
ACH-000433,-1.2186891748326811
ACH-000435,-0.9563086841312016
ACH-000436,-1.0815693004002362
ACH-000444,-0.9081111353037092
ACH-000445,-1.0388536355352116
ACH-000448,-1.0065804783032244
ACH-000450,-0.9874511923838408
ACH-000452,-1.1931244530388532
ACH-000454,-1.0094994469589744
ACH-000458,-0.8323682732935515
ACH-000459,-1.0632796849978243
ACH-000460,-1.0511182165134096
ACH-000461,-1.0424094401466844
ACH-000463,-0.8716348698875941
ACH-000464,-1.2550323444615925
ACH-000466,-1.1940158089599422
ACH-000467,-1.0379490485776088
ACH-000468,-1.2164751386181127
ACH-000469,-1.082651299861252
ACH-000470,-1.274128672746429
ACH-000471,-0.9928103682569404
ACH-000472,-1.097573479544597
ACH-000473,-0.9953451560245414
ACH-000475,-1.0391123555293886
ACH-000476,-1.203898231903519
ACH-000477,-0.7218268834915184
ACH-000479,-0.8500457774675004
ACH-000480,-1.1794813986735315
ACH-000481,-1.2850111405705158
ACH-000483,-1.0190725616905605
ACH-000484,-1.1864378948667196
ACH-000485,-1.0807725953138372
ACH-000486,-1.0518403359642736
ACH-000487,-1.1444411986548664
ACH-000488,-1.0595094501952833
ACH-000490,-1.202710210526565
ACH-000491,-1.2392004158279355
ACH-000495,-0.9375425425999082
ACH-000496,-1.2066415883701642
ACH-000499,-1.0024890316446455
ACH-000500,-0.7184995775137945
ACH-000502,-1.0243091731864344
ACH-000503,-1.0022190370026955
ACH-000505,-1.0239758253423343
ACH-000507,-1.0050876086641884
ACH-000510,-1.0752827842337478
ACH-000511,-1.0952901786354523
ACH-000512,-1.137274057283601
ACH-000516,-1.2287367125091195
ACH-000517,-1.1994995828409447
ACH-000518,-1.0199145747274616
ACH-000520,-1.223855974996505
ACH-000521,-0.9904937533250932
ACH-000522,-1.2626098236712395
ACH-000524,-1.273629266227062
ACH-000527,-1.1217085640162436
ACH-000528,-1.162778902404335
ACH-000537,-1.2213784484846328
ACH-000541,-0.9655244375900992
ACH-000542,-1.0343064045144867
ACH-000544,-0.982339652597325
ACH-000545,-1.2206338864838355
ACH-000547,-1.0490958418151892
ACH-000548,-1.013990195548751
ACH-000549,-1.0304039023816542
ACH-000550,-1.2046147078717364
ACH-000552,-1.0693683547388484
ACH-000556,-1.0781857028827406
ACH-000557,-1.1378982234832986
ACH-000569,-1.139255916191085
ACH-000570,-0.9213096970486924
ACH-000571,-1.1950577958705244
ACH-000573,-1.3406727934892806
ACH-000576,-1.1493367286835368
ACH-000579,-1.3084277114872036
ACH-000580,-0.9870934022461983
ACH-000584,-1.1776952448752422
ACH-000585,-1.25852041543806
ACH-000588,-1.0916575217938416
ACH-000589,-1.0052799167425843
ACH-000591,-1.2020433295452368
ACH-000593,-1.1266902636565694
ACH-000600,-1.1370374175996552
ACH-000601,-1.083589998159521
ACH-000605,-1.2886872568104462
ACH-000606,-1.0798023500448943
ACH-000608,-1.2807380788119955
ACH-000614,-1.0062784092310388
ACH-000616,-0.8898044312206091
ACH-000618,-1.1276626833050671
