,DNAL4 (10126)
ACH-000004,-0.04555603432727354
ACH-000005,0.008631870448521163
ACH-000007,-0.1913180535308596
ACH-000009,0.006418910448837069
ACH-000011,-0.28150093930916176
ACH-000012,-0.20437979110406904
ACH-000013,-0.0987465400421517
ACH-000014,0.016513400111776166
ACH-000015,-0.06460108103648315
ACH-000017,-0.08251404254015905
ACH-000018,0.030392208519348787
ACH-000019,-0.06663063173460528
ACH-000021,-0.08116596155496293
ACH-000022,-0.1269470855632325
ACH-000025,-0.12784399672442742
ACH-000028,-0.1237179145254814
ACH-000030,-0.3863279207332546
ACH-000035,-0.0015480427523121574
ACH-000036,-0.06721699244590072
ACH-000037,0.049633526059781184
ACH-000039,-0.0313997249004869
ACH-000040,-0.11586044431433315
ACH-000041,-0.09694880740671537
ACH-000042,-0.13586420428085638
ACH-000045,-0.02969392744583152
ACH-000047,-0.2003236114114157
ACH-000052,-0.008211162562283755
ACH-000053,-0.054127113219630124
ACH-000054,0.009521962778890222
ACH-000055,-0.15080749497576784
ACH-000060,-0.08538337385268009
ACH-000067,-0.1418090257830308
ACH-000070,0.052614228306141084
ACH-000075,0.006227281702039278
ACH-000078,-0.02185485810959063
ACH-000082,-0.08414755216456979
ACH-000085,-0.0403510880094275
ACH-000086,0.06349728850313681
ACH-000087,0.07605315562630449
ACH-000092,-0.16020806749683938
ACH-000095,-0.2347949913141569
ACH-000097,-0.0432039366599618
ACH-000098,-0.08774272685623384
ACH-000099,0.005168831058320617
ACH-000108,-0.06629252173589392
ACH-000113,-0.08993621408760231
ACH-000116,-0.1127229611847318
ACH-000118,-0.11032184620517796
ACH-000120,-0.06892711400856585
ACH-000123,-0.2424504892285857
ACH-000127,0.09947904996988924
ACH-000128,-0.02060425106290324
ACH-000132,0.03144127925189542
ACH-000133,0.014254753075030938
ACH-000137,-0.07115306753464609
ACH-000138,0.1041059573779556
ACH-000142,-0.05883324804094995
ACH-000143,-0.03721290276161867
ACH-000146,-0.04024159247142568
ACH-000148,-0.06733500685427317
ACH-000150,0.035697523730984136
ACH-000152,0.053485126224778835
ACH-000153,-0.038315481117542426
ACH-000159,0.062004597012751565
ACH-000160,-0.2221114674876779
ACH-000163,-0.16719518190315288
ACH-000167,-0.21207931225161744
ACH-000168,0.02581201205435714
