,POLR1A (25885)
ACH-000004,-1.0630439574394257
ACH-000005,-1.1712708485722023
ACH-000007,-1.270124167524233
ACH-000009,-1.139659877646227
ACH-000011,-0.9933003824885626
ACH-000012,-1.2498077570683894
ACH-000013,-1.1262917663272425
ACH-000014,-1.057764464321692
ACH-000015,-0.9949577077091392
ACH-000017,-1.1054983903251454
ACH-000018,-1.2492090587064817
ACH-000019,-1.0568552472588135
ACH-000021,-1.036416090916971
ACH-000022,-1.2329113649046686
ACH-000025,-1.1506213593910497
ACH-000028,-0.9712934812989494
ACH-000030,-1.0863642945891128
ACH-000035,-1.2177877055385662
ACH-000036,-1.060419309154201
ACH-000037,-1.0650391328155018
ACH-000039,-1.022199088929638
ACH-000040,-1.189865866363483
ACH-000041,-0.9628023215636792
ACH-000042,-1.0251708764028908
ACH-000045,-1.1660513296564068
ACH-000047,-1.0938355729169449
ACH-000052,-1.1955188491654978
ACH-000053,-1.1819435965983678
ACH-000054,-1.2362909489277765
ACH-000055,-1.311712271108003
ACH-000060,-1.1270558443489715
ACH-000067,-1.0577426710397375
ACH-000070,-1.1202174281421142
ACH-000075,-1.2666833104805924
ACH-000078,-0.941575699089314
ACH-000082,-0.7926681083548505
ACH-000085,-1.2322167910785038
ACH-000086,-1.070342716555963
ACH-000087,-0.9677207726894064
ACH-000092,-1.243379286326022
ACH-000095,-1.2012366221265176
ACH-000097,-1.1438682064281076
ACH-000098,-1.1575562739259249
ACH-000099,-1.165053551673784
ACH-000108,-1.0566338450677073
ACH-000113,-0.990671360177917
ACH-000116,-1.0267488157878493
ACH-000118,-0.9386753139202136
ACH-000120,-0.9913494306337248
ACH-000123,-1.137644067433085
ACH-000127,-1.0917244467519236
ACH-000128,-1.0916618470902817
ACH-000132,-1.1451988814368224
ACH-000133,-1.0603433820429993
ACH-000137,-1.1105935999145784
ACH-000138,-0.9830293391894024
ACH-000142,-1.1895938850696708
ACH-000143,-0.9455455351255936
ACH-000146,-1.0340467717737742
ACH-000148,-1.107164029427106
ACH-000150,-1.1846578815450832
ACH-000152,-1.280649939861137
ACH-000153,-1.1213719605488808
ACH-000159,-1.1762707350810406
ACH-000160,-0.94954103446534
ACH-000163,-1.059715370884529
ACH-000167,-1.422448175958259
ACH-000168,-1.0281410932014972
ACH-000169,-1.1412426231186596
ACH-000178,-1.0565607850573435
ACH-000183,-0.9004716467698559
ACH-000188,-1.136670273084347
ACH-000189,-1.5137600646122495
ACH-000190,-0.9497661395642456
ACH-000198,-1.1983963960449593
ACH-000203,-0.8076555504591502
ACH-000204,-1.1356864737351342
ACH-000206,-1.4057752989094343
ACH-000207,-1.011143127590724
ACH-000208,-1.1612271633518332
ACH-000210,-1.3072036224903385
ACH-000211,-1.0747121624089393
ACH-000215,-1.1785342793499192
ACH-000221,-1.27594685844454
ACH-000222,-1.0517564576439955
ACH-000223,-1.3432596668900032
ACH-000226,-1.052166661557319
ACH-000227,-0.9974447502729608
ACH-000228,-1.2464596806002606
ACH-000231,-1.238564460328924
ACH-000232,-1.0236146414436755
ACH-000233,-1.1398796064940877
ACH-000234,-1.1018983378221432
ACH-000235,-1.1049582845518977
ACH-000237,-1.0670849571308378
ACH-000238,-1.3582450429563862
ACH-000242,-0.9780480090567344
ACH-000243,-1.1635012837017478
ACH-000244,-1.2452669595780137
ACH-000246,-1.2106125005677342
ACH-000248,-1.2999509648272205
ACH-000250,-1.0737799523198042
ACH-000251,-1.0322416527465912
ACH-000252,-1.3344613245905337
ACH-000253,-1.192846593153509
ACH-000255,-1.0509664090632287
ACH-000256,-1.2834118635700642
ACH-000257,-1.2962420742343066
ACH-000258,-1.2032116623550435
ACH-000259,-1.2212231520105092
ACH-000260,-0.8530427685164066
ACH-000261,-1.0693114918280384
ACH-000262,-1.1044800605749527
ACH-000263,-1.1858747318981429
ACH-000264,-1.2265560545567635
ACH-000265,-1.198021900567908
ACH-000266,-1.153164014028372
ACH-000272,-1.0789300827472603
ACH-000274,-0.9688992679081172
ACH-000277,-0.9498010924949626
ACH-000278,-0.98868462097396
ACH-000279,-1.1106608239675129
ACH-000280,-1.07861570361155
ACH-000281,-1.1635474120850036
ACH-000288,-1.1675569187367358
ACH-000291,-1.0637624165902468
ACH-000293,-0.9418902829591236
ACH-000294,-1.1294130786329026
ACH-000295,-1.1316614508460636
ACH-000296,-1.2019038223399194
ACH-000302,-1.1501067393120814
ACH-000304,-0.9146527695048596
ACH-000307,-1.1115286951837868
ACH-000308,-1.125203555068422
ACH-000310,-0.9916804470396324
ACH-000311,-1.1253747227809916
ACH-000312,-1.2157250437414338
ACH-000315,-1.3443941140007214
ACH-000316,-0.97942154773959
ACH-000317,-1.6146309315187175
ACH-000318,-1.2177338165957052
ACH-000319,-1.184935735170998
ACH-000320,-1.2293575233374672
ACH-000322,-1.1563661282120614
ACH-000323,-1.390515333246264
ACH-000324,-1.1468916934942752
ACH-000329,-0.9952299441530992
ACH-000330,-1.0982775564462903
ACH-000331,-1.0224560611704083
ACH-000332,-1.0322301949732682
ACH-000334,-1.117735390847376
ACH-000335,-1.0104602055572396
ACH-000336,-1.1690535171580387
ACH-000337,-1.306018142020708
ACH-000338,-1.2899517984372442
ACH-000339,-1.0314046858626045
ACH-000341,-1.1826761244325488
ACH-000348,-0.93054086157189
ACH-000350,-1.0776307426771627
ACH-000352,-1.0514376278711286
ACH-000356,-1.150192545182094
ACH-000361,-0.9150624819279636
ACH-000362,-1.0252232900225329
ACH-000363,-0.8986528046419417
ACH-000364,-1.0544107317496143
ACH-000365,-1.1787133549060975
ACH-000366,-1.115721066949449
ACH-000368,-1.1597951736372203
ACH-000374,-1.2534983105754838
ACH-000375,-0.9001573565950409
ACH-000376,-0.993765709479731
ACH-000381,-1.2991517555912495
ACH-000383,-1.1789697286791554
ACH-000387,-1.274163711215147
ACH-000389,-1.218998300858596
ACH-000390,-1.1800812628823871
ACH-000393,-1.0694832279861954
ACH-000395,-1.0608587286213589
ACH-000396,-1.184754465272725
ACH-000397,-1.0686050078344584
ACH-000401,-0.9629657531538532
ACH-000402,-1.2364831765779518
ACH-000403,-1.2891018593134416
ACH-000404,-1.1106737900966144
ACH-000406,-1.1601631459487871
ACH-000407,-1.1221542533752609
ACH-000408,-1.3982709839845238
ACH-000410,-1.0546551007722271
ACH-000411,-0.9579973656278744
ACH-000414,-1.0956561743234097
ACH-000415,-1.3189693633701831
ACH-000416,-1.257634468443236
ACH-000420,-1.310635543233313
ACH-000421,-1.2552227367163735
ACH-000424,-1.1189492452988206
ACH-000425,-1.1384456130590197
ACH-000426,-1.0095214685977147
ACH-000427,-1.0561481696109378
ACH-000433,-1.1352907381974229
ACH-000435,-1.5342846910941148
ACH-000436,-0.9710385074074416
ACH-000444,-1.0627201062448537
ACH-000445,-1.2682786961323134
ACH-000448,-1.2060354928331445
ACH-000450,-1.0314017304289542
ACH-000452,-1.225750157747128
ACH-000454,-1.1718722576238711
ACH-000458,-0.9018036807334814
ACH-000459,-0.9579360888948026
ACH-000460,-1.2184677739643426
ACH-000461,-0.9973303666866048
ACH-000463,-1.0530423874570136
ACH-000464,-1.1566363941246909
ACH-000466,-1.2048911382472731
ACH-000467,-0.9972730969583914
ACH-000468,-1.2103554614478242
ACH-000469,-1.171326084583136
ACH-000470,-1.3933197548795284
ACH-000471,-1.187812400272102
