,ATAD1 (84896)
ACH-000004,0.17830295144503328
ACH-000005,0.5895857114592521
ACH-000007,0.3244505868115697
ACH-000009,0.3337969276974845
ACH-000011,0.3016379363824608
ACH-000012,0.2442969856185845
ACH-000013,0.31843348702281604
ACH-000014,0.4177352184444472
ACH-000015,0.38025645405725705
ACH-000017,0.3145734546796017
ACH-000018,0.22437607175763755
ACH-000019,0.4719715506981385
ACH-000021,0.33073787117134856
ACH-000022,0.31011630269001345
ACH-000025,0.4073162022181278
ACH-000028,0.484814580844792
ACH-000030,0.23716547620664996
ACH-000035,0.386369429885187
ACH-000036,0.39065305292888985
ACH-000037,0.3783931087043826
ACH-000039,0.494905177952205
ACH-000040,0.3425006280669027
ACH-000041,0.3994190860345235
ACH-000042,0.340896267854578
ACH-000045,0.4750001005388016
ACH-000047,0.3817363536626928
ACH-000052,0.5363170089119159
ACH-000053,0.3482391052208059
ACH-000054,0.3315286246792977
ACH-000055,0.3068094067977402
ACH-000060,0.3288379868158322
ACH-000067,0.22288576698206608
ACH-000070,0.42168113674033797
ACH-000075,0.4319546568317183
ACH-000078,0.35953654902003823
ACH-000082,0.3615302021782588
ACH-000085,0.25830510133881834
ACH-000086,0.3904472888719732
ACH-000087,0.5063403153969814
ACH-000092,0.3244046104077557
ACH-000095,0.3427685577432598
ACH-000097,0.3944457492325179
ACH-000098,0.3822013588627149
ACH-000099,0.3670114080192488
ACH-000108,0.39840758961343736
ACH-000113,0.24840743053374345
ACH-000116,0.4441811359617136
ACH-000118,0.30477109029492555
ACH-000120,0.2832697931279991
ACH-000123,0.2981042210966398
ACH-000127,0.3720833332230804
ACH-000128,0.3254434133217269
ACH-000132,0.3791823302120828
ACH-000133,0.3177226896740622
ACH-000137,0.3711999455108289
ACH-000138,0.3735394497773468
ACH-000142,0.5207038733267274
ACH-000143,0.4872409411348632
ACH-000146,0.5097944618185665
ACH-000148,0.3878820848726705
ACH-000150,0.3604938974968584
ACH-000152,0.3244650604347244
ACH-000153,0.3210644354414645
ACH-000159,0.3492590218471828
ACH-000160,0.1934556576741546
ACH-000163,0.3518051917571872
ACH-000167,0.06335109937245748
ACH-000168,0.4486435078255457
ACH-000169,0.4153155753447095
ACH-000178,0.3824755687550733
ACH-000183,0.3989394492125796
ACH-000188,0.3904403099305783
ACH-000189,0.25852935560786816
ACH-000190,0.5486636820128883
ACH-000198,0.38794091746877096
ACH-000203,0.5261317107485128
ACH-000204,0.574259933489076
ACH-000206,0.4137896875384522
ACH-000207,0.2947726170691342
ACH-000208,0.22504612544861047
ACH-000210,0.36415645115637546
ACH-000211,0.3599218618519024
ACH-000215,0.3678380511034092
ACH-000221,0.4604056564078513
ACH-000222,0.3923118108000659
ACH-000223,0.24261563000897124
ACH-000226,0.3286808850100389
ACH-000227,0.29577589010937544
ACH-000228,0.344568490222783
ACH-000231,0.3303373791584519
ACH-000232,0.4568955341176962
ACH-000233,0.4032673006038748
ACH-000234,0.3123481403889484
ACH-000235,0.3721390666663389
ACH-000237,0.3798018681541885
ACH-000238,0.3167741478748555
ACH-000242,0.20352944212480786
ACH-000243,0.29979057770625706
ACH-000244,0.4166705624034335
ACH-000246,0.250918849402047
ACH-000248,0.2922471814788017
ACH-000250,0.3938914442439341
ACH-000251,0.3836502980296637
ACH-000252,0.31798868397983304
ACH-000253,0.2253422573084059
ACH-000255,0.3197731951778017
ACH-000256,0.3887695351779791
ACH-000257,0.4136953097467481
ACH-000258,0.2254547209680884
ACH-000259,0.2842409583307277
ACH-000260,0.39240764341489504
ACH-000261,0.3950446549186203
ACH-000262,0.6159999572826756
ACH-000263,0.3560204855208029
ACH-000264,0.2876875894715133
ACH-000265,0.4003815533111891
ACH-000266,0.35018362855037033
ACH-000272,0.3750199104445674
ACH-000274,0.3456698168184377
ACH-000277,0.4916930466724661
ACH-000278,0.4170700276003929
ACH-000279,0.37078379417953106
ACH-000280,0.3875949618096082
ACH-000281,0.4166212903627853
ACH-000288,0.3491795423078267
ACH-000291,0.34866513447097996
ACH-000293,0.4250459817285801
ACH-000294,0.4381894458436632
ACH-000295,0.4385344060248153
ACH-000296,0.4193824595123447
ACH-000302,0.4086513060661996
ACH-000304,0.2376620699700157
ACH-000307,0.398971323378688
ACH-000308,0.29809254803996765
ACH-000310,0.40478971045563145
ACH-000311,0.3572542179638711
ACH-000312,0.3180024525941081
