,AKT2 (208)
ACH-000004,0.043373437128844776
ACH-000005,-0.09717055481538513
ACH-000007,0.005839340501291018
ACH-000009,-0.13841717932936284
ACH-000011,-0.10157292757842933
ACH-000012,-0.0738938278210251
ACH-000013,-0.6668351179766581
ACH-000014,-0.11882825630936535
ACH-000015,-0.04200075342167497
ACH-000017,-0.2966311738062269
ACH-000018,-0.12971246351134408
ACH-000019,-0.04399817719761685
ACH-000021,-0.22212251904462213
ACH-000022,-0.0565200611948129
ACH-000025,0.13523386481067276
ACH-000028,-0.12305654452923005
ACH-000030,-0.18546321699176324
ACH-000035,-0.34141472567208386
ACH-000036,-0.3494644885552813
ACH-000037,-0.08489088026398567
ACH-000039,-0.2602368091923397
ACH-000040,-0.11294968668049303
ACH-000041,-0.11318929855096893
ACH-000042,-0.14448017215896808
ACH-000045,-0.03992578312545752
ACH-000047,-0.2919622073945329
ACH-000052,-0.20617110118068305
ACH-000053,-0.3546679040717789
ACH-000054,-0.1292790173731184
ACH-000055,-0.07967009295042332
ACH-000060,-0.0803543130552965
ACH-000067,-0.12922851519006787
ACH-000070,-0.1580132955963861
ACH-000075,-0.33381034227978096
ACH-000078,-0.07843449047284091
ACH-000082,-0.07949936767915053
ACH-000085,-0.3160498439530659
ACH-000086,-0.3940521217682467
ACH-000087,-0.06850127476365404
ACH-000092,-0.16906404597983987
ACH-000095,-0.08433845046866997
ACH-000097,-0.12000024744093712
ACH-000098,-0.14875026620299533
ACH-000099,-0.06818810236663486
ACH-000108,-0.239924346105354
ACH-000113,-0.24376494511980215
ACH-000116,-0.12602875248595144
ACH-000118,-0.07930685816842868
ACH-000120,-0.14241439678988202
ACH-000123,-0.0322176694066613
ACH-000127,0.05153170699455118
ACH-000128,-0.21842216074897966
ACH-000132,0.03569961657374442
ACH-000133,-0.14050482755899868
ACH-000137,-0.1875081515782349
ACH-000138,-0.22725464103553494
ACH-000142,-0.217046593823444
ACH-000143,-0.02647331398077964
ACH-000146,-0.2857691701382141
ACH-000148,-0.15076592247373735
ACH-000150,-0.03795703161600069
ACH-000152,-0.2544034110669007
ACH-000153,-0.43464257630664105
ACH-000159,-0.22655174035868014
ACH-000160,-0.29377738888258764
ACH-000163,-0.10979623501829316
ACH-000167,0.041673259646780814
ACH-000168,-0.111836880890525
ACH-000169,-0.0036831692168975117
ACH-000178,-0.255964086273877
ACH-000183,-0.3170022844046217
ACH-000188,-6.105632990106697e-05
ACH-000189,0.0691639085672997
ACH-000190,-0.3517611811848324
ACH-000198,-0.15529276934097586
ACH-000203,0.25289376846440315
ACH-000204,-0.3997274779570942
ACH-000206,-0.11866415625237765
ACH-000207,-0.3781909751870834
ACH-000208,-0.16749695843612625
ACH-000210,-0.2038508205426664
ACH-000211,-0.17652921164551688
ACH-000215,-0.07565445835786674
ACH-000221,-0.08072955153856301
ACH-000222,-0.291500373848936
ACH-000223,-0.04807167035358618
ACH-000226,0.018337846873151323
ACH-000227,0.024275420753460016
ACH-000228,-0.2871414177925841
ACH-000231,-0.004274998684233009
ACH-000232,-0.31760052394008065
ACH-000233,-0.07185231556821632
ACH-000234,-0.19953696044513408
ACH-000235,-0.1431226188647609
ACH-000237,-0.1337260731095679
ACH-000238,-0.08445284712727164
ACH-000242,-0.2275529109750561
ACH-000243,-0.07938706829653798
ACH-000244,-0.2431168423771735
ACH-000246,-0.10202794062425352
ACH-000248,-0.30247177851321594
ACH-000250,-0.2306777185638548
ACH-000251,-0.09363953942141394
ACH-000252,-0.2508445414243146
ACH-000253,-0.12372224199571145
ACH-000255,-0.16794360690264998
ACH-000256,-0.14835020482167333
ACH-000257,-0.42435770693797614
ACH-000258,-0.0101411657437593
ACH-000259,-0.20855107830070915
ACH-000260,-0.15256823776018444
ACH-000261,-0.16986862294243174
ACH-000262,-0.2597457001930845
ACH-000263,-0.2149503555515377
ACH-000264,-0.13358755936489852
ACH-000265,-0.1273887302735804
ACH-000266,-0.13128866711502962
ACH-000272,-0.2216164489897072
ACH-000274,-0.06423219688250714
ACH-000277,-0.2865488942781915
ACH-000278,-0.1429796399304902
ACH-000279,-0.18143302329955974
ACH-000280,-0.3697123044983882
ACH-000281,-0.2061981791899523
ACH-000288,-0.11867881764791705
ACH-000291,-0.2714276866657614
ACH-000293,-0.4440349305967037
ACH-000294,-0.10256404489321627
ACH-000295,-0.5008937432784515
ACH-000296,-0.3601824428881606
ACH-000302,-0.3591176787881696
ACH-000304,-0.17520080739466554
ACH-000307,-0.19226278401289887
ACH-000308,-0.29515632394969177
ACH-000310,-0.12569553915085838
ACH-000311,-0.2635072649477184
ACH-000312,-0.14904186376774478
ACH-000315,-0.5468034792703548
ACH-000316,-0.17331300500596894
ACH-000317,-0.029195380895601006
ACH-000318,-0.1978840680722612
ACH-000319,-0.15230644486491313
ACH-000320,-0.0993930555025722
ACH-000322,-0.26235607596141425
ACH-000323,-0.3044639072401699
ACH-000324,-0.18030506847300792
ACH-000329,-0.1985873991407028
ACH-000330,-0.4673676086676082
ACH-000331,0.1075826463868152
ACH-000332,-0.18106444286972792
ACH-000334,-0.22912041868192545
ACH-000335,-0.08654069914130008
ACH-000336,-0.12941946961157866
ACH-000337,-0.19641933391539687
ACH-000338,-0.10095679553525563
ACH-000339,-0.1000521743562334
ACH-000341,-0.2036776348087961
ACH-000348,-0.12786389190911251
ACH-000350,-0.14090664735382366
ACH-000352,0.004776789484939122
ACH-000356,-0.03606579120885125
ACH-000361,-0.055547146218012516
ACH-000362,-0.3628627594459956
ACH-000363,-0.2277956957442291
ACH-000364,-0.2956553236672793
ACH-000365,-0.7609514273988085
ACH-000366,-0.2317186438339485
ACH-000368,0.0645057221026335
ACH-000374,0.09499764068642433
ACH-000375,-0.19364037326423494
ACH-000376,-0.0755819210876377
ACH-000381,-0.15213478034511407
ACH-000383,-0.2021700280293504
ACH-000387,-0.1899097867308767
ACH-000389,-0.2271768111229144
ACH-000390,-0.12307713872670001
ACH-000393,-0.1895430349107778
ACH-000395,-0.5918538423174526
ACH-000396,-0.007098737587408834
ACH-000397,-0.29150783158424504
ACH-000401,-0.053433408105767834
ACH-000402,-0.11447767700872158
ACH-000403,-0.11422918860218373
ACH-000404,-0.3864410660479393
ACH-000406,-0.2860779752075603
ACH-000407,-0.05841968429816871
ACH-000408,0.022921607946173997
ACH-000410,-0.10408660185469336
ACH-000411,-0.057728043437987125
ACH-000414,-0.14392450542468174
ACH-000415,-0.19982632100971795
ACH-000416,-0.09479311690449622
ACH-000420,-0.2187647689539724
ACH-000421,-0.11168255144644204
ACH-000424,-0.06104924210560931
ACH-000425,-0.13207858943617726
ACH-000426,-0.2842997750868617
ACH-000427,-0.2733249519713808
ACH-000433,-0.041841048782013
ACH-000435,-0.21776906125395126
ACH-000436,-0.4177744819574872
ACH-000444,-0.1899687629882857
ACH-000445,-0.03378174981156545
ACH-000448,-0.20369198751587256
ACH-000450,-0.2726662346124217
ACH-000452,0.03316369131685712
ACH-000454,-0.21161548650610532
ACH-000458,-0.09656269129673144
ACH-000459,-0.1425259232942567
ACH-000460,-0.4589579457510908
ACH-000461,-0.2370316841878585
ACH-000463,-0.1273699874382259
ACH-000464,-0.07734314373730079
ACH-000466,-0.20052083718457547
ACH-000467,-0.3290269861091972
ACH-000468,-0.1987409815512901
ACH-000469,-0.130237490285137
ACH-000470,0.013115801190196345
ACH-000471,-0.1751444738498095
ACH-000472,-0.141442397695912
ACH-000473,-0.20148898782245997
ACH-000475,-0.21591728123320245
ACH-000476,-0.14670550554703374
ACH-000477,-0.25545099469536603
ACH-000479,0.2095761700031985
ACH-000480,-0.2430983161666148
ACH-000481,-0.10802981593297704
ACH-000483,-0.09733121027121576
ACH-000484,-0.3782534421770205
ACH-000485,-0.16715352005704215
