,B3GNT9 (84752)
ACH-000004,0.030025994228477317
ACH-000005,-0.24906117859512736
ACH-000007,-0.07399647402896953
ACH-000009,-0.025041043201203175
ACH-000011,-0.10111886918381637
ACH-000012,-0.15238870990219586
ACH-000013,-0.2627197139402081
ACH-000014,-0.2424331966347353
ACH-000015,0.046807314128937134
ACH-000017,-0.15614575796180533
ACH-000018,-0.1500918474216907
ACH-000019,-0.027451943870034603
ACH-000021,-0.11964541425689733
ACH-000022,-0.10297434701711893
ACH-000025,-0.2679876772632778
ACH-000028,0.13779106456449045
ACH-000030,-0.08616805717524323
ACH-000035,-0.1825160310229084
ACH-000036,-0.14836851138382592
ACH-000037,-0.2484062528722176
ACH-000039,-0.08166732101714426
ACH-000040,-0.12353338850309414
ACH-000041,-0.15993629740112214
ACH-000042,-0.12404562816838725
ACH-000045,-0.0965170696252525
ACH-000047,-0.11016493604020362
ACH-000052,-0.17695981602202382
ACH-000053,-0.0929796101950001
ACH-000054,-0.027836753629159317
ACH-000055,-0.12938540926995912
ACH-000060,-0.2572728871498673
ACH-000067,0.035893414839743946
ACH-000070,0.07603488196413546
ACH-000075,-0.4157228655578191
ACH-000078,-0.30813570510288024
ACH-000082,-0.0809103098531251
ACH-000085,-0.27580806183222273
ACH-000086,-0.18857096886357053
ACH-000087,0.2843933800808218
ACH-000092,-0.11140787493895417
ACH-000095,-0.11316363057167875
ACH-000097,-0.12690789226002347
ACH-000098,-0.15888723022888204
ACH-000099,-0.07490670071066012
ACH-000108,-0.1626800351523091
ACH-000113,-0.07308448714955361
ACH-000116,-0.10415836098566383
ACH-000118,-0.1353405162396324
ACH-000120,-0.2167840441584641
ACH-000123,-0.01589428594720359
ACH-000127,-0.15509932581248778
ACH-000128,-0.22981738992861764
ACH-000132,-0.3348529510699826
ACH-000133,-0.2194129912620177
ACH-000137,-0.12480734135696735
ACH-000138,-0.015735885978850925
ACH-000142,-0.11061433522373562
ACH-000143,-0.10102552147997948
ACH-000146,-0.1839908499022303
ACH-000148,-0.12358528624511833
ACH-000150,-0.2322394003315808
ACH-000152,-0.06260379964521635
ACH-000153,-0.0963662112573313
ACH-000159,-0.14016869807062948
ACH-000160,-0.016140898056560087
ACH-000163,-0.1849521823450202
ACH-000167,-0.2140043340262862
ACH-000168,-0.341165413193096
ACH-000169,-0.0787596415613895
ACH-000178,-0.15684047554109085
ACH-000183,-0.10631445269279616
