,LUC7L2 (51631)
ACH-000004,-0.3526975746781101
ACH-000005,-0.3297592610251928
ACH-000007,-0.4967585541693825
ACH-000009,-0.26194878722271425
ACH-000011,-0.3827019009242894
ACH-000012,-0.24670426163399264
ACH-000013,-0.0987741921964145
ACH-000014,-0.5382487178449614
ACH-000015,-0.3854419520771764
ACH-000017,-0.4766329677734861
ACH-000018,-0.4560073044866218
ACH-000019,-0.276550800100394
ACH-000021,-0.297309907012582
ACH-000022,-0.0976777672532287
ACH-000025,-0.33724689031087024
ACH-000028,-0.2193146080357769
ACH-000030,-0.2338622771158157
ACH-000035,-0.40686444982229264
ACH-000036,-0.6272748545883415
ACH-000037,-0.10206373299504286
ACH-000039,0.115107271473921
ACH-000040,-0.4902672561904202
ACH-000041,-0.3960979856325609
ACH-000042,-0.2302363140458118
ACH-000045,-0.1992508179526344
ACH-000047,-0.3312399827766592
ACH-000052,-0.2942874238717733
ACH-000053,-0.026544963486587216
ACH-000054,-0.1448472311142662
ACH-000055,-0.013021355882501508
ACH-000060,-0.5341571263143885
ACH-000067,-0.5698474265507827
ACH-000070,-0.005152607966612259
ACH-000075,-0.4792815354403954
ACH-000078,-0.22089145791320625
ACH-000082,-0.2884006631928377
ACH-000085,-0.5419499054258445
ACH-000086,-0.2671822326123117
ACH-000087,-0.3266762671440319
ACH-000092,-0.4075952984386862
ACH-000095,-0.2904323744941193
ACH-000097,-0.2481834018750149
ACH-000098,-0.386682025399322
ACH-000099,-0.32694383130062965
ACH-000108,-0.12463719591415626
ACH-000113,-0.06290868173567886
ACH-000116,-0.4628169733829346
ACH-000118,-0.4902979665359027
ACH-000120,0.07478133281245787
ACH-000123,-0.08361386334159933
ACH-000127,-0.6746544209275571
ACH-000128,-0.17657687920048554
ACH-000132,-0.4277165943429431
ACH-000133,-0.5662167554467339
ACH-000137,-0.08899327472586127
ACH-000138,-0.19833950376207515
ACH-000142,-0.19491179086021126
ACH-000143,-0.22146946922043526
ACH-000146,-0.1405538670782892
ACH-000148,-0.34764266451292497
ACH-000150,-0.41007256170758
ACH-000152,-0.3070631716371924
ACH-000153,-0.3428988103018443
ACH-000159,-0.31778347278265856
ACH-000160,-0.17290334331969207
ACH-000163,-0.3082289416178134
ACH-000167,-0.418758672580721
ACH-000168,-0.24185230882079944
ACH-000169,-0.5789488545922669
ACH-000178,-0.40843911908628383
ACH-000183,-0.5311100812611389
ACH-000188,-0.4160269062661748
ACH-000189,-0.20725209239545986
ACH-000190,-0.3177262994479552
ACH-000198,-0.19940062283549995
ACH-000203,-0.6773534867661096
ACH-000204,-0.1122333438238527
ACH-000206,0.07289031564753362
ACH-000207,-0.2224164219903204
ACH-000208,-0.11381725076159335
ACH-000210,-0.13848778569690282
ACH-000211,-0.6044937274985248
ACH-000215,-0.3858077909775696
ACH-000221,-0.13004417117785555
ACH-000222,-0.1027544355509731
ACH-000223,-0.3994023915937155
ACH-000226,-0.3198946660272137
ACH-000227,-0.2293286405108656
ACH-000228,-0.22302811836059935
ACH-000231,-0.3061547037222521
ACH-000232,-0.4491738730032708
ACH-000233,-0.22072240026255047
ACH-000234,-0.2262791771905409
ACH-000235,-0.3350469493650496
ACH-000237,-0.3530391754092032
ACH-000238,-0.1815915841407653
ACH-000242,-0.3041316922806451
ACH-000243,-0.3591584345126453
ACH-000244,-0.20329874487185096
ACH-000246,-0.5093058962320737
ACH-000248,-0.17813110115897024
ACH-000250,-0.3952043007419143
ACH-000251,-0.5108186114429161
ACH-000252,-0.09883066812514754
ACH-000253,-0.13806630988899754
ACH-000255,-0.26284365182187314
ACH-000256,-0.2364101174044279
ACH-000257,-0.023754944859418
ACH-000258,-0.4867946459978982
ACH-000259,-0.5503585337154628
ACH-000260,-0.4586826725441337
ACH-000261,-0.3507741296558545
ACH-000262,-0.12209655957710118
ACH-000263,-0.4557157315410687
ACH-000264,-0.21485592041114665
ACH-000265,-0.16476982920048153
ACH-000266,-0.31105786261810675
