,CYB561D2 (11068)
ACH-000004,-0.15331934148457488
ACH-000005,-0.26725442104013264
ACH-000007,-0.03023003086176795
ACH-000009,-0.24006996478738155
ACH-000011,-0.16566899560866885
ACH-000012,-0.2815380431222672
ACH-000013,-0.20561041771141855
ACH-000014,-0.07773843374938996
ACH-000015,-0.3273862854709632
ACH-000017,-0.18533579724910407
ACH-000018,-0.5506538542625792
ACH-000019,0.004165853650860264
ACH-000021,-0.622033947104949
ACH-000022,-0.1522590840502412
ACH-000025,-0.3189826713894948
ACH-000028,-0.17079837406216378
ACH-000030,-0.20837089972160172
ACH-000035,-0.1862347257810793
ACH-000036,-0.2726480831909483
ACH-000037,-0.1728975209357877
ACH-000039,-0.02213674689627464
ACH-000040,-0.16192548462334813
ACH-000041,-0.27698342408697313
ACH-000042,-0.14968618069459275
ACH-000045,-0.16268077538578465
ACH-000047,-0.09896605120546463
ACH-000052,-0.12609610636082702
ACH-000053,-0.17075164220146175
ACH-000054,-0.2016212026885988
ACH-000055,-0.23983274365786564
ACH-000060,-0.27423137468576325
ACH-000067,-0.3363345597218122
ACH-000070,-0.121079598470806
ACH-000075,-0.15309227849988716
ACH-000078,-0.024899789091575142
ACH-000082,-0.16422281539847408
ACH-000085,-0.09325710084287812
ACH-000086,-0.24695882493696794
ACH-000087,-0.2415258267178227
ACH-000092,-0.08267510231354452
ACH-000095,-0.20773582041016034
ACH-000097,-0.20893444336823827
ACH-000098,-0.2358955622884548
ACH-000099,-0.14210228969740182
ACH-000108,-0.15503605983088686
ACH-000113,-0.13172106353121174
ACH-000116,-0.03622019113731166
ACH-000118,-0.2256947537127903
ACH-000120,-0.08214696096507748
ACH-000123,-0.37413280609091226
ACH-000127,-0.3262722396395287
ACH-000128,-0.1866524525124496
ACH-000132,-0.14798962864015752
ACH-000133,-0.3111030018098486
ACH-000137,-0.22374888503816245
ACH-000138,-0.2303657358841995
ACH-000142,-0.1437544176854522
ACH-000143,-0.1666973086331142
ACH-000146,-0.1015999720436936
ACH-000148,-0.20702731027881568
ACH-000150,-0.3899557084208186
ACH-000152,-0.23897925207619825
ACH-000153,-0.26777941020555096
ACH-000159,-0.1934600411572263
ACH-000160,-0.22219260866948198
ACH-000163,-0.2945820991514741
ACH-000167,-0.005957788943542539
ACH-000168,-0.3477088744347104
ACH-000169,-0.07607251281628744
ACH-000178,-0.17636257084241852
ACH-000183,-0.2772012136591519
ACH-000188,-0.2370991040546201
ACH-000189,-0.3235632370455621
ACH-000190,-0.10129849001042564
ACH-000198,-0.1815962070837431
ACH-000203,-0.23576810181997104
ACH-000204,-0.3125107465457135
ACH-000206,-0.2325080231131604
ACH-000207,-0.10564292777990694
ACH-000208,-0.08823454834614568
ACH-000210,-0.2815988458425501
ACH-000211,-0.2285343517529939
ACH-000215,-0.10626439898128501
ACH-000221,-0.12440731704325947
ACH-000222,-0.13515250758510775
ACH-000223,-0.10670101139577504
ACH-000226,-0.12030299234135625
ACH-000227,-0.3102971498896064
ACH-000228,-0.14014873794272656
ACH-000231,-0.23518764046099144
ACH-000232,-0.14091275574653625
ACH-000233,-0.3001339144875351
ACH-000234,-0.2452341491644848
ACH-000235,-0.2452374993997701
ACH-000237,-0.2417169585868533
ACH-000238,-0.25552154709940145
ACH-000242,-0.32233870220407673
ACH-000243,-0.2372397449968988
ACH-000244,-0.4245981875473096
ACH-000246,-0.39212194832071257
ACH-000248,-0.1535324839341994
ACH-000250,-0.1780314181627888
ACH-000251,0.020550422126054898
ACH-000252,-0.1242805913946986
ACH-000253,-0.2290131234269362
ACH-000255,-0.2918656982676661
ACH-000256,-0.19337107912309265
ACH-000257,-0.0814061368122494
ACH-000258,-0.2972261391397537
ACH-000259,-0.0793714970485181
ACH-000260,-0.07169311845979356
ACH-000261,-0.1994697077811716
ACH-000262,-0.17408922441887045
ACH-000263,-0.265107459982158
ACH-000264,-0.13154179017106238
ACH-000265,-0.19200001260519686
ACH-000266,-0.1790194169403581
ACH-000272,-0.151152759223948
ACH-000274,-0.27456018278042865
ACH-000277,-0.21683287072383767
ACH-000278,-0.2553240187878181
ACH-000279,-0.15914443631460545
ACH-000280,-0.12616220932063327
ACH-000281,-0.2469069059266462
ACH-000288,-0.2354631506378881
ACH-000291,-0.18571730059132716
ACH-000293,-0.26410199539594303
ACH-000294,-0.2705526821171226
ACH-000295,-0.1619133253892681
ACH-000296,-0.3795413923921053
ACH-000302,-0.14165032189503715
ACH-000304,-0.020937030140912586
ACH-000307,-0.0723313248987113
ACH-000308,-0.16447694159544468
ACH-000310,-0.04580136665484365
ACH-000311,-0.12831528892529512
ACH-000312,-0.09764077720222772
ACH-000315,-0.3329600609792165
ACH-000316,-0.2464283623360883
ACH-000317,-0.3801899409637107
ACH-000318,-0.22952258076811466
ACH-000319,-0.13671765861459034
ACH-000320,-0.24514333548092399
ACH-000322,0.027426283251646682
ACH-000323,-0.22964249776618725
ACH-000324,-0.09543555261602564
ACH-000329,-0.21239702666284704
ACH-000330,-0.14269433253840302
ACH-000331,-0.20665647286907066
ACH-000332,-0.20547985560107526
ACH-000334,-0.23762266391125014
ACH-000335,-0.21819926313885998
