,ARPIN (348110)
ACH-000004,-0.11942119632043548
ACH-000005,0.1571248036154498
ACH-000007,0.13154306554642053
ACH-000009,0.06932078447708695
ACH-000011,0.09901988296699864
ACH-000012,0.08019260051362552
ACH-000013,0.05045786738549917
ACH-000014,0.01188849499923229
ACH-000015,0.04342058109581808
ACH-000017,0.026071457474925026
ACH-000018,0.10228164433984313
ACH-000019,0.10709289030872136
ACH-000021,0.11763553707452558
ACH-000022,0.07304016891244486
ACH-000025,0.14905274586635622
ACH-000028,0.1141707579694616
ACH-000030,0.055287506041911016
ACH-000035,0.05906174130204399
ACH-000036,0.15709768195845478
ACH-000037,-0.005718847594153045
ACH-000039,0.02568612753022681
ACH-000040,0.12073486456398275
ACH-000041,-0.08510903573282018
ACH-000042,-0.009191937391211262
ACH-000045,0.01510149300536664
ACH-000047,0.1025348766413865
ACH-000052,0.009828918717177318
ACH-000053,0.055455952344249736
ACH-000054,0.02887756704231583
ACH-000055,0.15697595833013367
ACH-000060,0.14720032064257765
ACH-000067,0.07141164890048456
ACH-000070,-0.01987022404140348
ACH-000075,-0.021282752899344684
ACH-000078,-0.026305337916921
ACH-000082,0.05032418495820031
ACH-000085,0.19087471119204955
ACH-000086,0.0551321759569276
ACH-000087,-0.0319961357582965
ACH-000092,0.09175756140716236
ACH-000095,0.10879065991000332
ACH-000097,0.07809787734597973
ACH-000098,0.09955711704475392
ACH-000099,0.004110333139183495
ACH-000108,0.0173656082633182
ACH-000113,0.07657404469558934
ACH-000116,0.09879894787022284
ACH-000118,0.05993231954817961
ACH-000120,0.06416461710470621
ACH-000123,0.039133772226268654
ACH-000127,-0.024508611191654917
ACH-000128,0.06283737074702125
ACH-000132,0.07964050819910161
ACH-000133,0.16643772595068418
ACH-000137,0.05672052908144432
ACH-000138,0.1440510056904965
ACH-000142,0.015548511052621125
ACH-000143,-0.011951641604698056
ACH-000146,0.02271939693777295
ACH-000148,0.09025671759750567
ACH-000150,-0.0133655101226962
ACH-000152,0.1265534844446931
ACH-000153,0.08820819810388543
ACH-000159,0.110370377889148
ACH-000160,0.07771916936381426
ACH-000163,0.10438606452781636
ACH-000167,-0.06544805660041676
ACH-000168,-0.04030462411099711
ACH-000169,0.07122127628191854
ACH-000178,0.09676619155503312
ACH-000183,-0.020807728951733887
ACH-000188,0.17182679126094452
ACH-000189,0.10819907940312727
ACH-000190,0.012946246825830848
ACH-000198,0.04542096824209516
ACH-000203,-0.1255132325568424
ACH-000204,-0.24382860161206785
ACH-000206,-0.09573463050008353
ACH-000207,-0.00842063325087305
ACH-000208,0.14126710023158054
ACH-000210,0.14532250867089042
ACH-000211,0.0882907193907657
ACH-000215,0.030255459464611632
ACH-000221,-0.004387909025528437
ACH-000222,-0.1290102765847347
ACH-000223,0.046003859305896184
ACH-000226,0.0951289253009404
ACH-000227,-0.07510496296927269
ACH-000228,0.0579790310585018
ACH-000231,0.014457477527242094
ACH-000232,0.10636215979384717
ACH-000233,-0.00950193536399802
ACH-000234,0.04988384248315962
ACH-000235,-0.01656832133385374
ACH-000237,0.04472724545311687
ACH-000238,0.025169136576510348
ACH-000242,-0.04431599373702783
ACH-000243,0.06527048070785131
ACH-000244,0.17153745758909006
ACH-000246,0.15901205464130178
ACH-000248,0.12741173789689575
ACH-000250,0.052365323248527364
ACH-000251,0.14302721884070033
ACH-000252,0.14025708831346945
ACH-000253,0.01945762484272676
ACH-000255,0.1714572615333629
ACH-000256,0.06588744329934118
ACH-000257,0.14144584157378687
ACH-000258,-0.04396815394497608
ACH-000259,0.08781634813450072
ACH-000260,0.016040835783600278
ACH-000261,0.029643368554199863
ACH-000262,-0.02180070271834661
ACH-000263,-0.058418150350134423
ACH-000264,-0.004626512345944454
ACH-000265,-0.0072132697681170374
ACH-000266,-0.0007282476248515077
ACH-000272,0.0619549329244073
ACH-000274,-0.020100322100925033
ACH-000277,0.12492993484623285
ACH-000278,0.06290456788452188
ACH-000279,0.03881849743704217
ACH-000280,0.0848297924130836
ACH-000281,0.040154127635261376
ACH-000288,0.02567365872745885
ACH-000291,-0.0263989567823158
