,HAND1 (9421)
ACH-000004,-0.18987284060423684
ACH-000005,0.12841995639399814
ACH-000007,0.013013848750489157
ACH-000009,0.03705756579300011
ACH-000011,-0.02242789171587033
ACH-000012,-0.04061462070340019
ACH-000013,-0.0465190461002383
ACH-000014,-0.13106974857317905
ACH-000015,-0.09362088840740067
ACH-000017,-0.14808295563427645
ACH-000018,-0.08919400161209237
ACH-000019,0.05089312623312471
ACH-000021,0.07608284303388814
ACH-000022,-0.029170743599914093
ACH-000025,-0.044983355738890465
ACH-000028,-0.030189953992588926
ACH-000030,-0.02220989199138463
ACH-000035,-0.06599813985943236
ACH-000036,-0.014012894201543695
ACH-000037,-0.03942329800003378
ACH-000039,-0.04595504473630928
ACH-000040,-0.07566589876322123
ACH-000041,0.04685630646325064
ACH-000042,0.03379629550483024
ACH-000045,-0.06270766648183622
ACH-000047,0.0159667723900319
ACH-000052,0.1276562382830523
ACH-000053,-0.07972175833764024
ACH-000054,-0.03838219667957397
ACH-000055,0.056763767784267026
ACH-000060,0.0011444872699131509
ACH-000067,-0.17671602804971606
ACH-000070,0.1482793592802097
ACH-000075,0.08460958133443114
ACH-000078,-0.013364883977180223
ACH-000082,-0.08854055584247765
ACH-000085,0.043869935388095416
ACH-000086,-0.13501186744703947
ACH-000087,0.037814744059036176
ACH-000092,0.014889534822105331
ACH-000095,-0.08857698031008937
ACH-000097,-0.10565554383252876
ACH-000098,0.032461791658769085
ACH-000099,-0.2775999419830653
ACH-000108,0.021150772374748786
ACH-000113,-0.001874109908241652
ACH-000116,0.0763173288907955
ACH-000118,0.007272013655248651
ACH-000120,-0.09634838310685576
ACH-000123,0.12066072695092825
ACH-000127,-0.07180568145263615
ACH-000128,-0.1630972019167782
ACH-000132,-0.04927645343044562
ACH-000133,-0.017023794017445627
ACH-000137,-0.01861113120153999
ACH-000138,-0.036021444951963466
ACH-000142,0.022188882459955026
ACH-000143,-0.014508724876076915
ACH-000146,-0.003962090125281374
ACH-000148,-0.03997402598894242
ACH-000150,0.10215719664672623
ACH-000152,-0.04151196071172127
ACH-000153,-0.02715996342992754
ACH-000159,-0.026309630858273474
ACH-000160,-0.06093094723410763
ACH-000163,-0.17702781974420392
ACH-000167,-0.2365763233228497
ACH-000168,0.16340111661107276
ACH-000169,-0.07339686671992324
ACH-000178,0.015604581236229384
ACH-000183,-0.23271788906788976
ACH-000188,0.015998876568295784
ACH-000189,-0.16265101596614026
ACH-000190,0.1273762153928533
ACH-000198,-0.041186715584960835
ACH-000203,0.05601154060652487
ACH-000204,-0.2873537178418297
ACH-000206,-0.21126290461240144
ACH-000207,-0.013119361526243642
ACH-000208,0.037852047925492883
ACH-000210,0.06209700828155376
ACH-000211,0.0074818096710936345
ACH-000215,-0.03428006351773298
ACH-000221,-0.028594681562723774
ACH-000222,0.04894445714171792
ACH-000223,-0.0703585797615789
ACH-000226,-0.3880391426381807
ACH-000227,-0.14545374604707054
ACH-000228,-0.11194269027248256
ACH-000231,-0.01109046867810536
ACH-000232,-0.15433630411268628
