,LYAR (55646)
ACH-000004,0.018233917787160214
ACH-000005,0.4456910170646549
ACH-000007,0.28605248116768484
ACH-000009,0.2488263897498663
ACH-000011,-0.02189234811113942
ACH-000012,0.27066259299043394
ACH-000013,0.17950065203901802
ACH-000014,0.09711938243356337
ACH-000015,0.05388251605101912
ACH-000017,0.26637023625995976
ACH-000018,0.2676464495260042
ACH-000019,0.20419086634769884
ACH-000021,0.22134036549856687
ACH-000022,0.1939778308316364
ACH-000025,0.17341262272332414
ACH-000028,0.20098764351707074
ACH-000030,0.21179739022679966
ACH-000035,0.15521519155336022
ACH-000036,0.2339981359124004
ACH-000037,0.2160129091976796
ACH-000039,0.1552023789722563
ACH-000040,0.1104966884890946
ACH-000041,0.14913023369877748
ACH-000042,0.1378930982260135
ACH-000045,0.3583241298878288
ACH-000047,0.2754948541130248
ACH-000052,0.13152165352369793
ACH-000053,0.20373406556784315
ACH-000054,0.16822930229370864
ACH-000055,0.04596906900209787
ACH-000060,0.2531525359122501
ACH-000067,0.04479216819103146
ACH-000070,0.3104766224369468
ACH-000075,0.2115456841400894
ACH-000078,0.1086983573632367
ACH-000082,0.2776361323233021
ACH-000085,0.3087015923084751
ACH-000086,0.21028287850549796
ACH-000087,0.15371157233003135
ACH-000092,0.2354235871085808
ACH-000095,0.17264405267685634
ACH-000097,0.2458506547676569
ACH-000098,0.3014551171784827
ACH-000099,0.15971433234619045
ACH-000108,0.1640585548203351
ACH-000113,0.1661694342636789
ACH-000116,0.18565850274356865
ACH-000118,0.2638220789448055
ACH-000120,0.008998680745498578
ACH-000123,0.2754064406121923
ACH-000127,0.2331959936531784
ACH-000128,0.1774082287427407
ACH-000132,0.14424218848085452
ACH-000133,0.21435533016133212
ACH-000137,0.06540605311613794
ACH-000138,0.19871998292348733
ACH-000142,0.14544175847061394
ACH-000143,0.21640401990466895
ACH-000146,0.16043533544802588
ACH-000148,0.17991477168750392
ACH-000150,0.2980399888782501
ACH-000152,0.12250681885512088
ACH-000153,0.06339720567423117
ACH-000159,0.1938192108489391
ACH-000160,0.2196853561916472
ACH-000163,0.17940637606111795
ACH-000167,0.02184455548842775
ACH-000168,0.3005754263925617
ACH-000169,0.2526410142463543
ACH-000178,0.1547552258893587
ACH-000183,0.21113811998087947
ACH-000188,0.16041854967600758
ACH-000189,0.21292529201673926
ACH-000190,0.3089537773681457
ACH-000198,0.2380790723959809
ACH-000203,0.12166593061450022
ACH-000204,0.14507381020158008
ACH-000206,0.5030468509584984
ACH-000207,0.18733079817041692
ACH-000208,0.084837219558989
ACH-000210,0.5110624010230301
ACH-000211,0.2284105823902449
ACH-000215,0.16271832504968226
ACH-000221,0.34542881876787296
ACH-000222,0.09965745708352863
ACH-000223,0.04471060638924515
ACH-000226,0.24806208327382046
ACH-000227,0.17824957591827975
ACH-000228,0.027936910272010843
ACH-000231,0.2537055838352635
ACH-000232,0.2264568907012029
ACH-000233,0.20527401858253574
ACH-000234,0.2407532542233638
ACH-000235,0.25260936953455504
ACH-000237,0.1818676113854194
ACH-000238,0.2011757311558386
ACH-000242,0.4377827141145747
ACH-000243,0.26520882928631584
ACH-000244,0.017143190713181024
ACH-000246,0.17663731482038886
ACH-000248,0.3443713130921615
ACH-000250,0.20141362636484586
ACH-000251,0.1304629194153902
ACH-000252,0.27146877913659323
ACH-000253,0.190158711947984
ACH-000255,0.29140096646035424
ACH-000256,0.011483002309565048
ACH-000257,0.3915884949869183
ACH-000258,0.2865889187517243
ACH-000259,0.2123585818291708
ACH-000260,0.042527780617381813
ACH-000261,0.24973198115999554
ACH-000262,0.15457679429992513
ACH-000263,0.2620083320727752
ACH-000264,0.12917840080334808
ACH-000265,0.18264153825041374
ACH-000266,0.1701622505077854
ACH-000272,0.10130538295511114
ACH-000274,0.2086102991534404
ACH-000277,0.1775811392475016
ACH-000278,0.3638960409794867
ACH-000279,0.13702362121578565
ACH-000280,0.12399569770772365
ACH-000281,0.12410271391833845
ACH-000288,0.20616218353784446
ACH-000291,0.15288774060879146
ACH-000293,0.18814184552636767
ACH-000294,0.31815722982391004
ACH-000295,0.19773402961238126
ACH-000296,0.17646281372902234
ACH-000302,0.14977161645392867
ACH-000304,0.1571216380285643
