,RB1CC1 (9821)
ACH-000004,-0.3546135983901649
ACH-000005,0.15106824221187265
ACH-000007,-0.31958378873456755
ACH-000009,0.01705153894991853
ACH-000011,0.062396610356366164
ACH-000012,-0.2178988681166916
ACH-000013,-0.09901590447683488
ACH-000014,-0.25693225871451875
ACH-000015,-0.10633700646753157
ACH-000017,-0.14458813509707688
ACH-000018,-0.17694456974928416
ACH-000019,-0.22172106407338896
ACH-000021,-0.08094431900076278
ACH-000022,-0.05459445744380225
ACH-000025,-0.34241604068011905
ACH-000028,-0.2458389543471573
ACH-000030,-0.19366446877314428
ACH-000035,-0.5090498081726927
ACH-000036,-0.19426434713017787
ACH-000037,-0.17383923170449922
ACH-000039,-0.07443417695225253
ACH-000040,0.033236282584900176
ACH-000041,-0.22446340874998424
ACH-000042,0.14784888358717316
ACH-000045,0.13353815002749048
ACH-000047,-0.08602699187886195
ACH-000052,0.04096730034084058
ACH-000053,-0.4574380310189462
ACH-000054,-0.11611597230802585
ACH-000055,0.04967936211326344
ACH-000060,0.11818213973818167
ACH-000067,0.013798726970589993
ACH-000070,0.046921808004693887
ACH-000075,-0.3602648782809763
ACH-000078,-0.19356368058385706
ACH-000082,-0.2867376998566227
ACH-000085,-0.091498540041975
ACH-000086,-0.008736714732958024
ACH-000087,-0.38471660643633787
ACH-000092,-0.4032897465987429
ACH-000095,-0.1509002514455306
ACH-000097,-0.17619670903163534
ACH-000098,0.0791127774770072
ACH-000099,-0.08917426558456798
ACH-000108,-0.020290282538178925
ACH-000113,0.0058446616466716565
ACH-000116,-0.035178649998883926
ACH-000118,-0.5841757040311807
ACH-000120,-0.15244427899668012
ACH-000123,-0.16992315922486284
ACH-000127,-0.4460137814172215
ACH-000128,0.04568815511842905
ACH-000132,-0.029314425401612807
ACH-000133,-0.3310397151217368
ACH-000137,-0.13609943601389912
ACH-000138,-0.0816706603151524
ACH-000142,-0.13699439039902234
ACH-000143,-0.3117815757935388
ACH-000146,-0.07608942298162834
ACH-000148,0.022279156592956543
ACH-000150,-0.33815802925948496
ACH-000152,-0.3180087903601581
ACH-000153,-0.19797410656107434
ACH-000159,-0.1973184990078497
ACH-000160,-0.3048223554743049
ACH-000163,-0.32919040079301914
ACH-000167,-0.060565059228711325
ACH-000168,0.03228475021893636
ACH-000169,-0.5164228022475045
ACH-000178,-0.13146956510765564
ACH-000183,-0.08926558499397501
ACH-000188,-0.3543467118921817
ACH-000189,-0.17115062077593649
ACH-000190,-0.2129325964764112
ACH-000198,-0.2543857817011604
ACH-000203,-0.3145039174422083
ACH-000204,0.16416511687726273
ACH-000206,-0.07791985690193942
ACH-000207,-0.004158013702839646
ACH-000208,-0.4320113910336382
ACH-000210,-0.15390142729384862
ACH-000211,-0.3742758626208326
ACH-000215,-0.4010411979917602
ACH-000221,-0.19407850709292065
ACH-000222,-0.1059737571083048
ACH-000223,-0.5526218111976196
ACH-000226,-0.5718953864749398
ACH-000227,-0.058975972528779126
ACH-000228,0.0012001670117518595
ACH-000231,-0.15322595467206235
ACH-000232,0.24626581467609684
ACH-000233,-0.5666942187736953
ACH-000234,-0.2680819973623921
ACH-000235,0.09848798733568664
ACH-000237,-0.5534658585386971
ACH-000238,-0.3253969077992737
ACH-000242,-0.19931315882687245
ACH-000243,0.003994488192542397
ACH-000244,0.1177835547632139
ACH-000246,-0.0525052262733138
ACH-000248,-0.0788297870118056
ACH-000250,-0.2992627855857675
ACH-000251,-0.2739424260970376
ACH-000252,-0.06438526097163368
ACH-000253,0.02542751763434276
ACH-000255,0.09210771356137762
ACH-000256,-0.3111908878097268
ACH-000257,-0.015735750231552742
ACH-000258,-0.02153049042811844
ACH-000259,-0.018484871738630542
ACH-000260,-0.20346143207851008
ACH-000261,-0.2309484725396789
ACH-000262,-0.44738944926558655
ACH-000263,-0.15350674288413688
ACH-000264,-0.10462093179305236
ACH-000265,-0.14319446583769646
ACH-000266,-0.062090896996610086
ACH-000272,-0.08944798757701518
ACH-000274,-0.21835949377121275
ACH-000277,-0.3963609329012059
ACH-000278,-0.26456747092227584
ACH-000279,0.0223450246041414
ACH-000280,0.008825494031762795
ACH-000281,0.0648018100552587
ACH-000288,0.051267482045368316
ACH-000291,-0.17854300901316894
ACH-000293,-0.15224438022285633
ACH-000294,-0.049242735220619005
ACH-000295,0.023682959167948426
ACH-000296,-0.2645894801806675
ACH-000302,0.046854006363726296
ACH-000304,-0.05485456997767675
ACH-000307,-0.14675765603113142
ACH-000308,-0.40147848424310795
ACH-000310,-0.02135101956240556
ACH-000311,-0.3000003011683924
ACH-000312,-0.041581478825361735
ACH-000315,-0.0007857250411589589
ACH-000316,-0.0314269564585036
ACH-000317,-0.2600539277094961
ACH-000318,-0.30128820082038715
ACH-000319,-0.22554277992633465
ACH-000320,0.35375008731013496
ACH-000322,-0.2744223134834489
ACH-000323,-0.06394518891582687
ACH-000324,-0.08701533885456664
ACH-000329,-0.25047757069544885
ACH-000330,-0.2791574145884158
ACH-000331,-0.7130326706449822
ACH-000332,0.08838302686777587
ACH-000334,-0.4337236120476998
ACH-000335,-0.5525649983581129
ACH-000336,-0.11343662812410715
ACH-000337,-0.027651246023408432
ACH-000338,-0.4332256101895487
ACH-000339,-0.3407641858311648
ACH-000341,-0.20540186034883745
ACH-000348,-0.3945881424787194
ACH-000350,-0.03943526203310765
ACH-000352,-0.2402250488601351
ACH-000356,-0.2778974967593704
ACH-000361,-0.2941411567412366
ACH-000362,-0.08118015360667362
ACH-000363,-0.07207043435886798
ACH-000364,0.016050262830148355
ACH-000365,-0.08624413956961267
ACH-000366,-0.09069875254551256
ACH-000368,0.2436549822675753
ACH-000374,0.06037143058552185
ACH-000375,-0.1365155751096292
ACH-000376,-0.08350185046090447
ACH-000381,-0.6031931345043378
ACH-000383,-0.12166356144479118
ACH-000387,-0.14997067142713466
ACH-000389,0.0007062764243678485
ACH-000390,-0.2444941611924941
ACH-000393,-0.0838618656758951
ACH-000395,0.1742918111087243
ACH-000396,-0.16833493049736545
ACH-000397,-0.25114373962835634
ACH-000401,-0.22149027177099792
ACH-000402,-0.018332481282406568
ACH-000403,-0.011844958195072464
ACH-000404,-0.3124138115474015
ACH-000406,-0.13743270232782662
