,POLR3C (10623)
ACH-000004,-0.6783993137652969
ACH-000005,-0.5252753305391479
ACH-000007,-0.5221829454121456
ACH-000009,-0.7846140726022395
ACH-000011,-0.5466157046336343
ACH-000012,-0.7608415243754557
ACH-000013,-0.8627213894989957
ACH-000014,-0.6131030265348146
ACH-000015,-0.8001008994699577
ACH-000017,-0.6211811778607815
ACH-000018,-0.9068593523165259
ACH-000019,-0.5305787473303143
ACH-000021,-0.7221450952963546
ACH-000022,-0.7775003365883876
ACH-000025,-0.7133406689340739
ACH-000028,-0.6477055986233264
ACH-000030,-0.7340088152660886
ACH-000035,-0.5866552532279312
ACH-000036,-0.7883595926288132
ACH-000037,-0.7032571594863302
ACH-000039,-0.696911718536575
ACH-000040,-0.5675197514642051
ACH-000041,-0.7490895729747645
ACH-000042,-0.7336294884023643
ACH-000045,-0.6615785168611631
ACH-000047,-0.5395789795345108
ACH-000052,-0.6024161439184714
ACH-000053,-0.6451426190851506
ACH-000054,-0.6787433079110322
ACH-000055,-0.7717614939125664
ACH-000060,-0.6709290140000611
ACH-000067,-0.4513742035377191
ACH-000070,-0.6897389178577691
ACH-000075,-1.0507070786987416
ACH-000078,-0.5521210668264154
ACH-000082,-0.6565489277663592
ACH-000085,-0.7091567300544559
ACH-000086,-0.9197951654994369
ACH-000087,-0.4607003266522308
ACH-000092,-0.8465952178807791
ACH-000095,-0.8243154472861174
ACH-000097,-0.6399173628671602
ACH-000098,-0.8848201769151882
ACH-000099,-0.673506504918589
ACH-000108,-0.7538186016617622
ACH-000113,-0.6740325318178831
ACH-000116,-0.7007997669107581
ACH-000118,-0.6664782050011803
ACH-000120,-0.5963955433670534
ACH-000123,-0.8010610648187786
ACH-000127,-0.6351104593613179
ACH-000128,-0.57455140322889
ACH-000132,-0.7746608087828017
ACH-000133,-0.6480167234504531
ACH-000137,-0.9026635743458584
ACH-000138,-0.6339050412249481
ACH-000142,-0.7727739125116055
ACH-000143,-0.8459378666001601
ACH-000146,-0.5811809097248785
ACH-000148,-0.7515020229180479
ACH-000150,-0.7555974432970569
ACH-000152,-0.7488751718676461
ACH-000153,-0.9044705553085672
ACH-000159,-0.6149583572570286
ACH-000160,-0.5877249265471739
ACH-000163,-0.8117433889565475
ACH-000167,-0.8109839306006451
ACH-000168,-0.8582326847521994
ACH-000169,-0.6859637901494482
ACH-000178,-0.6999080864909205
ACH-000183,-0.5771999596029244
ACH-000188,-0.5856351959169146
ACH-000189,-0.7053185456173726
ACH-000190,-0.5019692300515847
ACH-000198,-0.7677173675728548
ACH-000203,-0.6769094780841461
ACH-000204,-0.5418854469289139
ACH-000206,-0.7742271491853258
ACH-000207,-0.7538173770591853
ACH-000208,-0.8174479560960147
ACH-000210,-0.7558698893438702
ACH-000211,-0.4997870303056162
ACH-000215,-0.8029273474419201
ACH-000221,-0.9340434191594968
ACH-000222,-0.7678292896250248
ACH-000223,-0.8617787444757015
ACH-000226,-0.6376891307581346
ACH-000227,-0.3555821155485531
ACH-000228,-0.7047603356427494
ACH-000231,-0.8467982887344865
ACH-000232,-0.7148067042753535
ACH-000233,-0.7181170006650996
ACH-000234,-0.7542236298470275
ACH-000235,-0.7159412152639837
ACH-000237,-0.7990123032418348
ACH-000238,-0.5983448414495856
ACH-000242,-0.5436923338863122
ACH-000243,-0.7603821549266822
ACH-000244,-0.8003553557441503
ACH-000246,-0.6325696500120518
ACH-000248,-0.6388855893037787
ACH-000250,-0.6701745963424218
ACH-000251,-0.7972391853228477
ACH-000252,-0.5417214647042329
ACH-000253,-0.7487796500972105
ACH-000255,-0.8806623117482651
ACH-000256,-0.6117981720334648
ACH-000257,-0.4724070105929605
ACH-000258,-0.6642587861135061
ACH-000259,-0.6889977920501267
ACH-000260,-0.7657907570247331
ACH-000261,-0.6559402901730419
ACH-000262,-0.6068618976622598
ACH-000263,-0.6834681525655009
ACH-000264,-0.7746032904839683
ACH-000265,-0.6553094481030071
ACH-000266,-0.7885598724662517
ACH-000272,-0.6662301028237304
ACH-000274,-0.4763355113710897
ACH-000277,-0.83368618551061
ACH-000278,-0.7793563920118417
ACH-000279,-0.7126386895509663
ACH-000280,-0.6921268123508735
ACH-000281,-0.8206631578341559
ACH-000288,-0.6877530552842577
ACH-000291,-0.7058951685412005
ACH-000293,-0.5756135071169183
ACH-000294,-0.7608222541961821
ACH-000295,-0.9716270974232372
ACH-000296,-0.7247781799854465
ACH-000302,-0.6839226797828267
ACH-000304,-0.4489621313536428
ACH-000307,-0.7672034616326363
ACH-000308,-0.8544240497657455
ACH-000310,-0.39475945417042935
ACH-000311,-0.6550240972482535
ACH-000312,-0.6821664753040814
ACH-000315,-0.727265822268405
ACH-000316,-0.6103435108553545
ACH-000317,-0.816563830150298
ACH-000318,-0.7808522689055797
ACH-000319,-0.7458164423531987
ACH-000320,-0.6174314806923065
ACH-000322,-0.7823857233554377
ACH-000323,-0.8820644291438754
ACH-000324,-0.7172363652252871
ACH-000329,-0.7150168699053541
ACH-000330,-0.7143208153927807
ACH-000331,-0.7949219868338613
ACH-000332,-0.7067827102587525
ACH-000334,-0.784908073762521
ACH-000335,-0.6719475283457619
ACH-000336,-0.952103819218554
ACH-000337,-0.6879041342027578
ACH-000338,-0.51060699565081
ACH-000339,-0.6474524810006512
ACH-000341,-0.6954254932583045
ACH-000348,-0.6239263009194091
ACH-000350,-0.6553053203474625
ACH-000352,-0.6669703552858701
ACH-000356,-0.8070560289230896
ACH-000361,-0.7283665302946981
ACH-000362,-0.769131522309134
ACH-000363,-0.4737687543164271
ACH-000364,-0.7298972944173867
ACH-000365,-0.779863177320955
ACH-000366,-0.6855380637190817
ACH-000368,-0.7244350445756047
ACH-000374,-0.7942879275388663
