,ST8SIA5 (29906)
ACH-000004,-0.09356019105705972
ACH-000005,-0.4895806271489277
ACH-000007,-0.28555249994569737
ACH-000009,-0.15981478853799566
ACH-000011,-0.2694476885828062
ACH-000012,0.05410573839065006
ACH-000013,-0.24277901982435715
ACH-000014,-0.3692452138966203
ACH-000015,-0.04968606376609218
ACH-000017,0.027959841260876615
ACH-000018,-0.1250563458525496
ACH-000019,-0.15567655547144474
ACH-000021,0.04057687135794509
ACH-000022,-0.2345906730502216
ACH-000025,-0.0636917135934453
ACH-000028,-0.2356412626138647
ACH-000030,-0.17612354555123172
ACH-000035,-0.04001540429833531
ACH-000036,-0.030122003020736143
ACH-000037,0.027008449093569028
ACH-000039,-0.14738691562918774
ACH-000040,-0.035427849412101683
ACH-000041,-0.16873899604419584
ACH-000042,-0.023345969035231888
ACH-000045,-0.04396006709863135
ACH-000047,0.015018613156627194
ACH-000052,-0.2509814656642884
ACH-000053,-0.12464166865765487
ACH-000054,-0.1056100761919834
ACH-000055,0.019439672710267114
ACH-000060,-0.09412304038661716
ACH-000067,0.02696941472849912
ACH-000070,-0.047512143827232116
ACH-000075,-0.1132553437679696
ACH-000078,-0.20964228924232808
ACH-000082,-0.10598126994574604
ACH-000085,-0.15690098400056535
ACH-000086,-0.07605823487093175
ACH-000087,-0.4042823488928533
ACH-000092,-0.06665065381919556
ACH-000095,-0.18984958606435415
ACH-000097,-0.11123982187417324
ACH-000098,-1.1798251868120711e-05
ACH-000099,-0.21103436318436666
ACH-000108,-0.15050069208756348
ACH-000113,-0.19480337836188388
ACH-000116,-0.11632005854838667
ACH-000118,0.03209872682312581
ACH-000120,-0.06181349329802437
ACH-000123,-0.27371403044274584
ACH-000127,-0.12029497870388177
ACH-000128,-0.024459425114584613
ACH-000132,-0.4363874137993177
ACH-000133,0.02149558942770393
ACH-000137,-0.26544069876729226
ACH-000138,-0.052508839842444574
ACH-000142,-0.0975801183163571
ACH-000143,0.03806264706300234
ACH-000146,-0.2607078048613264
ACH-000148,-0.12925726685121255
ACH-000150,0.07569424906713203
ACH-000152,0.05516102678109671
ACH-000153,-0.3416059852735495
ACH-000159,-0.05350701979322182
ACH-000160,-0.019869565865407064
ACH-000163,-0.03342436135250073
ACH-000167,0.06023754001170645
ACH-000168,-0.33902392274211185
ACH-000169,-0.09876303795084083
ACH-000178,-0.18969407477527264
ACH-000183,-0.2106594998992061
ACH-000188,-0.19371362696146008
ACH-000189,-0.2608916513025278
ACH-000190,-0.026319845480553963
ACH-000198,-0.02654434575424441
ACH-000203,-0.025071231986737944
ACH-000204,-0.24266087857212496
ACH-000206,-0.26936572780699103
ACH-000207,0.10789297245658752
ACH-000208,-0.18183094291531435
ACH-000210,-0.014368267510073246
ACH-000211,-0.1601944228850135
ACH-000215,-0.1439935494287746
ACH-000221,-0.08778846429204296
ACH-000222,-0.08402807107725589
ACH-000223,-0.2679355448626516
ACH-000226,-0.2033335597339904
ACH-000227,-0.10255743563470997
ACH-000228,0.028068666771233382
ACH-000231,-0.030626888465684607
ACH-000232,-0.1588531098870866
ACH-000233,-0.11478779516539166
ACH-000234,-0.03561769735913856
ACH-000235,-0.15936791054153115
ACH-000237,-0.1548620524849259
ACH-000238,-0.05105215427893109
ACH-000242,-0.05976002213170448
ACH-000243,-0.005330123550152575
ACH-000244,0.018794882660719287
ACH-000246,-0.1515896894002278
ACH-000248,-0.08475776932283116
ACH-000250,-0.11305508344664178
ACH-000251,0.10620491700102136
ACH-000252,-0.2678446552673825
ACH-000253,-0.0476374456947752
ACH-000255,0.01125780673717119
ACH-000256,-0.15508784390103325
ACH-000257,-0.14402038172529222
ACH-000258,-0.08066562625831579
ACH-000259,-0.02875665885762797
ACH-000260,-0.2006838884067312
ACH-000261,-0.2278587795690084
ACH-000262,-0.2568945470834895
ACH-000263,-0.37703363362809145
ACH-000264,-0.10193923600103974
ACH-000265,0.044748055250393236
ACH-000266,-0.04996392746180468
ACH-000272,-0.1182871401213226
ACH-000274,-0.2358537423994424
ACH-000277,-0.14346407823479826
ACH-000278,-0.037655016044769465
ACH-000279,-0.14001564945173636
ACH-000280,-6.070100240240273e-05
ACH-000281,-0.17868488832284338
ACH-000288,-0.047372928167893485
ACH-000291,-0.10454075020535822
ACH-000293,0.11741935668342544
ACH-000294,-0.1275334225278206
ACH-000295,0.05671661005682721
ACH-000296,-0.12933722410559506
ACH-000302,-0.1048922450583288
ACH-000304,-0.3282835333958733
ACH-000307,-0.3389719681445815
ACH-000308,-0.051819961175904594
ACH-000310,-0.23871980817587096
ACH-000311,-0.2075450802402773
ACH-000312,0.07496620612148228
ACH-000315,0.13013852341251814
ACH-000316,-0.08194929187115155
ACH-000317,0.08276810100495575
ACH-000318,-0.042623764733509935
ACH-000319,-0.031949571153269414
ACH-000320,-0.04192697681481356
ACH-000322,-0.2345479234072774
ACH-000323,-0.171320526686723
ACH-000324,-0.17660201397923508
ACH-000329,-0.03145511381664517
ACH-000330,-0.269293725736776
ACH-000331,-0.24763870889540804
ACH-000332,-0.07632225919803856
ACH-000334,-0.1927851613670186
ACH-000335,0.08361926935547721
ACH-000336,-0.12626930922040525
ACH-000337,-0.0122725032146493
ACH-000338,-0.0746654101866378
ACH-000339,-0.16429038240025762
ACH-000341,-0.05984546822943195
ACH-000348,-0.10005411749424337
ACH-000350,-0.2583959905658917
ACH-000352,-0.14999344071601042
ACH-000356,-0.050131790832816436
ACH-000361,-0.30818434710087944
ACH-000362,-0.06097663728339527
ACH-000363,-0.13597565428043673
ACH-000364,-0.03779051293250262
ACH-000365,-0.22220826646059816
ACH-000366,-0.12279980540662755
ACH-000368,-0.0757865802716298
ACH-000374,-0.06867878701920392
ACH-000375,-0.07225054233773685
ACH-000376,-0.12753881548007234
ACH-000381,0.10012289647749527
ACH-000383,-0.05796325326010145
ACH-000387,-0.11996149097924386
ACH-000389,-0.2710662216107252
ACH-000390,-0.08327016845586717
ACH-000393,-0.2101000121010819
ACH-000395,-0.0614705264534673
ACH-000396,0.09754042843946947
ACH-000397,-0.054935591973091065
ACH-000401,-0.13819748367014284
ACH-000402,0.14823727872146442
ACH-000403,-0.12623205324314402
ACH-000404,-0.3965630581644412
ACH-000406,-0.029981619181055137
ACH-000407,-0.07178016383868392
ACH-000408,-0.23337475042711645
ACH-000410,-0.1293084909987298
ACH-000411,-0.09711442998294928
ACH-000414,-0.08457715988962143
ACH-000415,-0.06606864067658606
ACH-000416,-0.21904661268382808
ACH-000420,-0.006028407726457735
ACH-000421,-0.17151998087203996
ACH-000424,-0.09639673362526407
ACH-000425,-0.2819535844282721
ACH-000426,-0.04084963852627281
ACH-000427,0.0057628997571405
ACH-000433,-0.09952622820601223
ACH-000435,-0.06469106674790089
ACH-000436,-0.1086820533970509
ACH-000444,-0.1731987004250567
ACH-000445,-0.15252824107516447
ACH-000448,-0.07947249775732804
ACH-000450,-0.007996326670547615
ACH-000452,-0.10734948510271301
ACH-000454,0.06883830186409448
ACH-000458,0.051590215139716816
ACH-000459,-0.11525487236656508
ACH-000460,-0.0859551140647708
ACH-000461,-0.2454423033119091
ACH-000463,-0.23987282904770796
ACH-000464,0.03017347501168958
ACH-000466,0.0017872599791719406
ACH-000467,-0.12211643531844492
ACH-000468,-0.14538576573068593
ACH-000469,-0.06034938255211801
ACH-000470,-0.308063345824152
ACH-000471,-0.1147467241068898
ACH-000472,-0.17496115975193408
ACH-000473,-0.025954541357704808
ACH-000475,-0.08891668483154072
ACH-000476,-0.14095934665869053
ACH-000477,-0.0933348959697367
ACH-000479,0.1745446251049494
ACH-000480,0.008516202319023659
ACH-000481,-0.06767155061782135
ACH-000483,0.040033679504127034
ACH-000484,-0.17962146450860395
ACH-000485,0.12292281684010455
ACH-000486,-0.06077614732898106
ACH-000487,-0.23369434582680254
ACH-000488,-0.05814487686511013
ACH-000490,-0.11043264870685003
ACH-000491,-0.016648551383205125
ACH-000495,-0.06778720472973877
ACH-000496,0.051365663824970015
ACH-000499,-0.10266844438084227
ACH-000500,-0.2628052491240697
ACH-000502,-0.17221379818552646
ACH-000503,-0.4855117001353804
ACH-000505,-0.21372126888861573
ACH-000507,-0.024858110621809273
ACH-000510,0.013111303296648532
ACH-000511,-0.07318858451397665
ACH-000512,-0.1794885478800254
