,MLF1 (4291)
ACH-000004,0.058706359721753386
ACH-000005,0.11184542492312
ACH-000007,-0.042110184726382685
ACH-000009,0.1022066127158514
ACH-000011,0.012042852330655898
ACH-000012,0.12251003814271046
ACH-000013,0.14390828930004276
ACH-000014,-0.16717003818379295
ACH-000015,0.13360994622993652
ACH-000017,0.007588635868395714
ACH-000018,-0.15444966385299191
ACH-000019,0.03783833650559845
ACH-000021,0.07439367772086547
ACH-000022,0.12652994762177408
ACH-000025,0.03779274490323567
ACH-000028,-0.10319951787624483
ACH-000030,0.08155093632856238
ACH-000035,0.01840072286491913
ACH-000036,0.1313505513177007
ACH-000037,0.05892846562851431
ACH-000039,-0.04328391352601763
ACH-000040,0.07074940453045192
ACH-000041,0.12850872007063704
ACH-000042,0.12354129403106807
ACH-000045,0.1121073798705444
ACH-000047,-0.01634146423307114
ACH-000052,0.07253030218270118
ACH-000053,0.033894225954481785
ACH-000054,-0.020922748302996518
ACH-000055,0.16476262743794626
ACH-000060,-0.10249665841388717
ACH-000067,0.020315255298144458
ACH-000070,0.05870334563481652
ACH-000075,0.10633610652570537
ACH-000078,-0.05108374796100334
ACH-000082,0.009188641119694037
ACH-000085,0.16932977481685751
ACH-000086,0.10955015139825923
ACH-000087,0.09294751916681364
ACH-000092,-0.049546333395324216
ACH-000095,0.017608174693847973
ACH-000097,0.06410024467446833
ACH-000098,0.08896454182369727
ACH-000099,0.022938226421973133
ACH-000108,0.044800214590317036
ACH-000113,-0.07494361866867201
ACH-000116,0.16576807744415667
ACH-000118,0.10537318189298946
ACH-000120,0.02464678078043576
ACH-000123,0.04299096556535869
ACH-000127,0.08139752927472216
ACH-000128,0.0004855868681336508
ACH-000132,-0.037709877348377184
ACH-000133,-0.010814149819306128
ACH-000137,0.07794307359059525
ACH-000138,-0.012662377879709315
ACH-000142,-0.003842484681614961
ACH-000143,0.0145139469296488
ACH-000146,0.021451818203011
ACH-000148,0.2027323784899052
ACH-000150,0.16428102329018313
ACH-000152,0.003491493174698435
ACH-000153,0.23918593661834636
ACH-000159,0.07496659033327502
ACH-000160,0.040752097761232814
ACH-000163,0.04013829847072957
ACH-000167,-0.07648186673756184
ACH-000168,0.03918294744871489
ACH-000169,0.06886991410499631
ACH-000178,0.06336643608780214
ACH-000183,0.04142207230868827
ACH-000188,0.11323103171036315
ACH-000189,0.2571115648963332
ACH-000190,-0.01222846413850727
ACH-000198,0.1164255820250163
ACH-000203,-0.1623144810187106
ACH-000204,-0.2127217706223528
ACH-000206,-0.024402773307618968
ACH-000207,0.043989539712158285
ACH-000208,0.21445325894179074
