,FOXRED2 (80020)
ACH-000004,-0.07814943118233049
ACH-000005,-0.1967591003542655
ACH-000007,-0.15100076302601154
ACH-000009,-0.22838406571813566
ACH-000011,-0.3282488033539117
ACH-000012,-0.2331256224859815
ACH-000013,-0.30214584062557204
ACH-000014,-0.293324207474573
ACH-000015,-0.18387291334994885
ACH-000017,-0.06396421623537035
ACH-000018,-0.15547848236587788
ACH-000019,-0.29511135477364786
ACH-000021,-0.0940467575716261
ACH-000022,-0.04207243875242854
ACH-000025,-0.27263621077302946
ACH-000028,-0.19608934427928384
ACH-000030,-0.3440463623856324
ACH-000035,-0.24288297574454426
ACH-000036,-0.2980818138891273
ACH-000037,-0.12431718673172948
ACH-000039,-0.05846082570237801
ACH-000040,-0.1172367974640763
ACH-000041,-0.2208740328798639
ACH-000042,-0.4476354125057137
ACH-000045,-0.1535843751215135
ACH-000047,-0.11040687560981294
ACH-000052,-0.2220214001510841
ACH-000053,-0.2575369014964927
ACH-000054,-0.18679230647350814
ACH-000055,-0.21568711966600088
ACH-000060,-0.4774669686986896
ACH-000067,-0.2792659014416612
ACH-000070,-0.32018785768127805
ACH-000075,-0.18584917506913
ACH-000078,-0.1293767193074336
ACH-000082,-0.08879128102754417
ACH-000085,-0.10811129135437053
ACH-000086,0.09552013740619372
ACH-000087,0.056560327296183585
ACH-000092,-0.3066582614261588
ACH-000095,-0.047047982552834086
ACH-000097,-0.13281928128197934
ACH-000098,-0.19825558838739585
ACH-000099,-0.2383861301562525
ACH-000108,-0.13673133332628126
ACH-000113,-0.27188463794796586
ACH-000116,-0.10328544709152793
ACH-000118,-0.20373681425451576
ACH-000120,-0.16235370587885162
ACH-000123,-0.3019276279128705
ACH-000127,-0.05232364586176485
ACH-000128,-0.20547073309265468
ACH-000132,-0.14075809377405682
ACH-000133,-0.21479809834099264
ACH-000137,-0.07875930218487
ACH-000138,0.0719500693544169
ACH-000142,-0.24857691605625065
ACH-000143,-0.12218767858110588
ACH-000146,-0.09805553191979847
ACH-000148,-0.07438332961398726
ACH-000150,-0.15071998582468962
ACH-000152,-0.14150541298723252
ACH-000153,-0.03311928252978822
ACH-000159,-0.0017964882454037253
ACH-000160,-0.18607325761720556
ACH-000163,-0.18966948667306224
ACH-000167,0.2422821049710072
ACH-000168,-0.2953299806409179
ACH-000169,-0.12182669960002455
ACH-000178,-0.2159479614486191
ACH-000183,-0.2079472690035186
ACH-000188,-0.14104032426319013
ACH-000189,-0.18605042315062933
ACH-000190,-0.1444402940239766
ACH-000198,-0.11884876625131685
ACH-000203,-0.4535305007771549
ACH-000204,-0.3245634351961001
ACH-000206,-0.06237214909789745
ACH-000207,-0.034708250827250695
ACH-000208,-0.16764692339288606
ACH-000210,-0.4036592306599641
ACH-000211,-0.1987862518565666
ACH-000215,-0.16056110363600976
ACH-000221,-0.2493685220481543
ACH-000222,-0.05584769721160801
ACH-000223,-0.22457404054833088
ACH-000226,-0.13342118222029065
ACH-000227,-0.18860417457414644
ACH-000228,-0.10382703051363858
ACH-000231,-0.14951278556725547
ACH-000232,-0.18133073948445316
ACH-000233,-0.37809822292181416
ACH-000234,-0.08142500855376494
ACH-000235,-0.07901924580991787
ACH-000237,-0.21736095255230656
ACH-000238,-0.13001052224841125
ACH-000242,0.0891609913790648
ACH-000243,-0.3066706328664027
ACH-000244,-0.3530306687265265
ACH-000246,-0.20676854429662966
ACH-000248,-0.2351422976175478
ACH-000250,-0.08493366469294898
ACH-000251,0.0742497516088108
ACH-000252,-0.13411120467510468
ACH-000253,-0.1283267524751845
ACH-000255,-0.1643338370945693
ACH-000256,-0.35502951749953865
ACH-000257,-0.2436672260185961
ACH-000258,-0.057969735418851566
ACH-000259,-0.16227801778380896
ACH-000260,-0.1872833523718624
ACH-000261,-0.09173362202993568
ACH-000262,-0.015011327145320634
ACH-000263,-0.0986771186385606
ACH-000264,-0.234981610028907
ACH-000265,-0.1373496589767059
ACH-000266,-0.1462769538185097
ACH-000272,-0.1364501453967978
ACH-000274,-0.15544071707732146
ACH-000277,-0.2040727410286567
ACH-000278,-0.2516800190355466
ACH-000279,-0.15927049200204302
ACH-000280,-0.12186510314687922
ACH-000281,-0.1771799556185766
ACH-000288,-0.21086846172542145
ACH-000291,-0.1480773212781582
ACH-000293,-0.12243917787770177
ACH-000294,-0.1529796166672432
ACH-000295,-0.17369469792779066
ACH-000296,-0.5100753654385838
ACH-000302,-0.2498319373951824
ACH-000304,-0.15440034527835947
ACH-000307,-0.09456595235112276
ACH-000308,-0.17324700742907706
ACH-000310,-0.15846317289646775
ACH-000311,-0.15066793855857366
ACH-000312,-0.13816478496968226
ACH-000315,-0.08053523476919518
ACH-000316,-0.118514472647002
ACH-000317,0.08105208793369206
ACH-000318,-0.1350761206186409
ACH-000319,-0.19694310167961776
ACH-000320,-0.004148589679065037
ACH-000322,-0.2977358152644593
ACH-000323,-0.3350519719688851
ACH-000324,-0.20230316903903092
ACH-000329,-0.06667078013904335
ACH-000330,-0.056245725835744116
ACH-000331,0.06310514610989396
ACH-000332,-0.12189317823316588
ACH-000334,-0.2447715036555143
ACH-000335,-0.2171520612996142
ACH-000336,-0.09121155619141656
ACH-000337,-0.2821861810184585
