,PAOX (196743)
ACH-000004,-0.03253497422327336
ACH-000005,0.16508037440844628
ACH-000007,-0.007552633702568525
ACH-000009,-0.0551516325136398
ACH-000011,-0.2923855579844281
ACH-000012,-0.07426930605694153
ACH-000013,0.0058637180295698504
ACH-000014,-0.04316810499467282
ACH-000015,-0.03319468589552689
ACH-000017,-0.05951938055701884
ACH-000018,-0.04121998818307769
ACH-000019,-0.3320790840492494
ACH-000021,-0.018084160019940083
ACH-000022,-0.036606978685003864
ACH-000025,-0.061175944624718426
ACH-000028,-0.11910431784482248
ACH-000030,-0.16040556711383952
ACH-000035,-0.07627374439695915
ACH-000036,-0.011182791272667109
ACH-000037,-0.2354918290871553
ACH-000039,-0.015810604375940118
ACH-000040,-0.15665576504966955
ACH-000041,-0.11802255536094412
ACH-000042,-0.15844565013540904
ACH-000045,-0.1923886730873532
ACH-000047,-0.15568084429566326
ACH-000052,-0.11736961515895995
ACH-000053,0.002589315068336632
ACH-000054,-0.1264862634434506
ACH-000055,-0.002105840541395989
ACH-000060,-0.18880436170303588
ACH-000067,-0.1947495755853428
ACH-000070,-0.06294888220376328
ACH-000075,0.0259206391886536
ACH-000078,-0.12200151173155695
ACH-000082,-0.13326256954893811
ACH-000085,-0.3371622640296587
ACH-000086,-0.011041673469067871
ACH-000087,-0.08520495822870719
ACH-000092,-0.12540195509471294
ACH-000095,-0.07503623507805293
ACH-000097,-0.07582466326162214
ACH-000098,-0.1152551199560622
ACH-000099,-0.17956039057399809
ACH-000108,-0.07567063002403633
ACH-000113,-0.12916104787800284
ACH-000116,0.002669101747282929
ACH-000118,-0.037471173334076915
ACH-000120,-0.09695720730331396
ACH-000123,0.034237231743269605
ACH-000127,-0.07101187914299226
ACH-000128,-0.09631407633421517
ACH-000132,-0.13407155840646134
ACH-000133,-0.011443010632109007
ACH-000137,-0.2013057717990039
ACH-000138,-0.036913559345678006
ACH-000142,0.04308983971540822
ACH-000143,-0.17949420745466166
ACH-000146,-0.027621321133061618
ACH-000148,-0.1427033205273971
ACH-000150,-0.20382517784582752
ACH-000152,-0.1705799404385132
ACH-000153,0.028768140721725007
ACH-000159,-0.13244821752273156
ACH-000160,-0.1306868552232875
ACH-000163,-0.0587336097858501
ACH-000167,-0.04045605881240033
ACH-000168,-0.10684898094645927
ACH-000169,-0.24777474606902586
ACH-000178,-0.09213663076795624
ACH-000183,-0.3011370579719882
ACH-000188,-0.09437254895690418
ACH-000189,-0.12006078822522555
ACH-000190,0.01900160826846943
ACH-000198,-0.12311444941814476
ACH-000203,0.36223223131727866
ACH-000204,-0.2198976347469965
ACH-000206,-0.37966852177221605
ACH-000207,-0.21372118968399512
ACH-000208,-0.04269895616845757
ACH-000210,0.13672446955145034
ACH-000211,-0.04816279203535507
ACH-000215,-0.10370311270649757
ACH-000221,-0.07686829048849489
ACH-000222,-0.07626429685769641
ACH-000223,-0.1608626621174138
ACH-000226,-0.11103110302591884
ACH-000227,-0.12698769666413415
ACH-000228,-0.13863104226647086
ACH-000231,-0.21819007719110298
ACH-000232,-0.1090205393756354
ACH-000233,0.008335653323724546
ACH-000234,-0.13738537121509195
ACH-000235,-0.04998006120627968
ACH-000237,-0.09400150272300213
ACH-000238,-0.13336047676824433
ACH-000242,-0.1815826463278085
ACH-000243,0.022628759007432973
ACH-000244,-0.2131353697707568
ACH-000246,-0.035470125666800835
ACH-000248,-0.06049242940034408
ACH-000250,-0.10977249682098036
ACH-000251,-0.16031564139746984
ACH-000252,-0.15663476536645868
ACH-000253,-0.2902171615321457
ACH-000255,-0.0871267755637951
ACH-000256,0.028242610658121062
ACH-000257,-0.05998889038708954
ACH-000258,-0.258785456734456
ACH-000259,-0.05164586210209463
ACH-000260,-0.19483424489965984
ACH-000261,-0.16580904313492353
ACH-000262,-0.3309127080014081
ACH-000263,-0.08830134562102977
ACH-000264,-0.08360141448977852
ACH-000265,-0.16748474600196295
ACH-000266,-0.10262560916779066
ACH-000272,-0.102996741753316
ACH-000274,-0.12424517340808612
ACH-000277,-0.19567707571438556
ACH-000278,-0.13999674836026155
ACH-000279,-0.06902738531993685
ACH-000280,-0.0069524355714379316
ACH-000281,-0.28406875974609874
ACH-000288,-0.20242694548845994
ACH-000291,-0.10761666982187444
ACH-000293,-0.062064354901509425
ACH-000294,-0.08980988851922485
ACH-000295,-0.06529821140257476
ACH-000296,-0.05355893183896823
ACH-000302,-0.14087404323179042
ACH-000304,0.026718580218749743
ACH-000307,-0.030103623250483682
ACH-000308,-0.05605689399697538
ACH-000310,-0.16665270802768686
ACH-000311,-0.1139158119455482
ACH-000312,-0.014403415226209196
ACH-000315,0.04090049567339911
ACH-000316,-0.11231826194623576
ACH-000317,-0.2135257503576496
ACH-000318,-0.07954557952407422
ACH-000319,-0.010799250311079409
ACH-000320,-0.2938909036320557
ACH-000322,-0.0813428171704565
ACH-000323,-0.06907599387987283
ACH-000324,-0.10870750554765696
ACH-000329,-0.11151251582276217
ACH-000330,0.03420170128016335
ACH-000331,-0.13339661613646692
ACH-000332,-0.13806157376366562
ACH-000334,-0.002500712467114936
ACH-000335,-0.015568347876070225
ACH-000336,-0.1577686204453944
ACH-000337,-0.09878882777794082
ACH-000338,-0.06286929827416675
ACH-000339,-0.11147903517634067
ACH-000341,-0.10370546655183938
ACH-000348,-0.10403388895534983
ACH-000350,-0.21334003951012304
ACH-000352,-0.15811369181418153
ACH-000356,0.003058107989989176
ACH-000361,-0.20971962021310628
ACH-000362,-0.11339838205829003
ACH-000363,-0.07724516541872188
ACH-000364,-0.06715731048296662
ACH-000365,0.006986755201438383
ACH-000366,-0.1697944435599496
ACH-000368,-0.04048490238818399
ACH-000374,0.017466325010365564
ACH-000375,-0.11036150649771646
ACH-000376,-0.230292260214172
ACH-000381,-0.005166422504600731
ACH-000383,-0.1475652825108365
ACH-000387,-0.16821362971382348
ACH-000389,0.007820779398177278
ACH-000390,-0.09077333197000853
ACH-000393,-0.15173655625964125
ACH-000395,0.03267733111779345
ACH-000396,0.1649783102810469
ACH-000397,-0.15333815818484636
ACH-000401,0.07989630957509081
ACH-000402,-0.2289119066533704
ACH-000403,-0.1620509989453335
ACH-000404,0.3583002370604765
ACH-000406,-0.11620720723083565
ACH-000407,-0.1372388347849649
ACH-000408,-0.1011325041829718
ACH-000410,-0.06697461241222476
ACH-000411,-0.13611003558306842
ACH-000414,-0.12545722444050567
ACH-000415,-0.021420575010412102
ACH-000416,-0.15837968351652715
ACH-000420,-0.2287440250130461
ACH-000421,-0.08067845913053869
ACH-000424,-0.16912063181270956
ACH-000425,-0.12315490638417245
ACH-000426,-0.06933108043221281
ACH-000427,-0.32407921523624394
ACH-000433,-0.00966743733975588
ACH-000435,-0.13215395593543566
ACH-000436,0.06933797525718798
ACH-000444,0.06612088725179363
ACH-000445,-0.07635099202870757
ACH-000448,-0.07068633251931848
ACH-000450,0.12931856185841606
ACH-000452,-0.07198177586692288
ACH-000454,-0.028988454944825593
ACH-000458,-0.13573466707972695
ACH-000459,0.04006252743854154
ACH-000460,-0.17640615576090535
ACH-000461,-0.14988740690360794
ACH-000463,-0.02919001494974745
ACH-000464,-0.11787925068697175
ACH-000466,-0.09955043804684743
ACH-000467,-0.130583019202324
ACH-000468,-0.2238303561328565
ACH-000469,-0.045614710537651364
ACH-000470,0.0022908868733527397
ACH-000471,-0.1582938324109392
ACH-000472,-0.1020293358414391
ACH-000473,0.013847497457421358
ACH-000475,-0.12594474703091674
ACH-000476,-0.10520915073581172
ACH-000477,0.02388847660011042
ACH-000479,-0.01869309966805972
ACH-000480,-0.08982438398972839
ACH-000481,-0.034240595774340514
ACH-000483,0.01504981435678083
ACH-000484,-0.11824886978068715
ACH-000485,-0.10578534529775624
ACH-000486,-0.16518332025987262
ACH-000487,-0.010547408017456432
ACH-000488,-0.08561584511125922
ACH-000490,-0.29449772020688914
ACH-000491,-0.08599034878170107
ACH-000495,-0.10361977303660767
ACH-000496,-0.038859023473782096
ACH-000499,0.05834423142771076
ACH-000500,-0.2362578657695035
ACH-000502,-0.1692635390897177
ACH-000503,-0.10727973434369902
ACH-000505,-0.08989168113445377
ACH-000507,-0.037178196152588314
ACH-000510,0.01996753404173845
ACH-000511,-0.09390431549188116
ACH-000512,0.24039843251691356
ACH-000516,-0.10992504708032368
ACH-000517,-0.056767867603103976
ACH-000518,-0.04152860067407408
ACH-000520,-0.203740384950302
ACH-000521,-0.0776587150327076
ACH-000522,-0.051685509235246764
ACH-000524,-0.10555053002407512
ACH-000527,-0.0855928318677955
ACH-000528,-0.1698764429282767
ACH-000537,0.006500610136755006
ACH-000541,0.11840963873863665
ACH-000542,-0.10395721956687623
ACH-000544,0.04377302322115024
ACH-000545,-0.030419225649953058
