,EME2 (197342)
ACH-000004,0.17992245457559716
ACH-000005,0.04280326043627915
ACH-000007,0.0038489539540319064
ACH-000009,0.02779555397161009
ACH-000011,-0.01990545793458836
ACH-000012,-0.1032433046711974
ACH-000013,-0.08315382548727429
ACH-000014,-0.2272773827974171
ACH-000015,-0.1021184869875597
ACH-000017,-0.1240564488114492
ACH-000018,0.028689780217052062
ACH-000019,-0.450409671691528
ACH-000021,-0.04709364731704697
ACH-000022,-0.0199934842990821
ACH-000025,0.02395253343022482
ACH-000028,-0.10557662658311308
ACH-000030,-0.02488814785781396
ACH-000035,-0.10056725079193644
ACH-000036,-0.22243839994276768
ACH-000037,-0.2359745511388167
ACH-000039,-0.23918477681430506
ACH-000040,0.03536708067508965
ACH-000041,-0.10392514364295234
ACH-000042,-0.07353102731120242
ACH-000045,0.05491022722616355
ACH-000047,-0.20255861950912094
ACH-000052,0.03626861823904859
ACH-000053,-0.04405698790622816
ACH-000054,-0.11838309147144148
ACH-000055,-0.19775652156244566
ACH-000060,-0.17721542777873395
ACH-000067,-0.2548832695002577
ACH-000070,-0.03858793898390146
ACH-000075,-0.11940754556895
ACH-000078,-0.12901396625537098
ACH-000082,-0.16734990140986708
ACH-000085,-0.492637113427345
ACH-000086,0.07333945348555505
ACH-000087,0.05543016869486083
ACH-000092,-0.0252043119040811
ACH-000095,-0.23931109454048305
ACH-000097,-0.09705310190949712
ACH-000098,-0.13168583014617333
ACH-000099,-0.1613588226804503
ACH-000108,-0.07317363744457392
ACH-000113,-0.18056464475270925
ACH-000116,-0.14514092054201394
ACH-000118,-0.02045701675368941
ACH-000120,0.03655374382613707
ACH-000123,-0.1332976410164974
ACH-000127,-0.09970981979908844
ACH-000128,-0.1389417177122213
ACH-000132,-0.03697133942933682
ACH-000133,-0.07299573367076248
ACH-000137,-0.01773158296698417
ACH-000138,-0.05910948700528945
ACH-000142,-0.21108153876514413
ACH-000143,-0.16010818223154136
ACH-000146,-0.1536623230854809
ACH-000148,-0.04885746320194631
ACH-000150,-0.10274140793140596
ACH-000152,-0.07011433733464839
ACH-000153,-0.14752791509149013
ACH-000159,-0.12596795669868038
ACH-000160,0.06634385805551132
ACH-000163,-0.0716428380351038
ACH-000167,-0.18387510002509566
ACH-000168,-0.13666925593292345
ACH-000169,-0.1093630856763475
ACH-000178,-0.11959184870346785
ACH-000183,-0.08122017290983324
ACH-000188,-0.015982936672474617
ACH-000189,0.0914309344290671
ACH-000190,0.04091300914185707
ACH-000198,0.04461493720532102
ACH-000203,0.4686401454076586
ACH-000204,-0.04596229826031405
ACH-000206,-0.05512992853911114
ACH-000207,-0.017050039212671817
ACH-000208,-0.20951968914575214
ACH-000210,0.05132572352045218
ACH-000211,-0.19999566378951555
ACH-000215,-0.08234143828362707
ACH-000221,-0.030112401349025483
ACH-000222,0.05672038158236696
ACH-000223,-0.15883493141624822
ACH-000226,-0.09736679655975697
ACH-000227,-0.1865982421068438
ACH-000228,0.12294822493862967
ACH-000231,-0.026970491895327343
ACH-000232,-0.053949262738936174
ACH-000233,-0.12974434227969972
ACH-000234,-0.33317760225244986
ACH-000235,0.034791325675263884
ACH-000237,-0.04230458498540927
ACH-000238,0.07267541813686973
ACH-000242,-0.2596431589719995
ACH-000243,-0.052613758531494234
ACH-000244,-0.02178954367061729
ACH-000246,-0.1851769333439728
ACH-000248,-0.035384970639776005
ACH-000250,-0.1680587289467718
ACH-000251,0.07785820547282077
ACH-000252,0.006877211676427304
ACH-000253,-0.08216027813469154
ACH-000255,0.029906096318544705
ACH-000256,-0.06837677320519188
ACH-000257,-0.10489631554317592
ACH-000258,-0.18077905588410226
ACH-000259,0.02491829850693343
ACH-000260,-0.2661170169379733
ACH-000261,-0.09556404028821312
ACH-000262,-0.2497876989474469
ACH-000263,0.07832436999578085
ACH-000264,-0.06945615868704504
ACH-000265,0.015483577771306994
ACH-000266,-0.08775537584963934
ACH-000272,-0.01424117731917627
ACH-000274,-0.07391111005404097
ACH-000277,-0.04412690356610989
ACH-000278,-0.04234270989747037
ACH-000279,0.036397165186544116
ACH-000280,-0.10509282272828263
ACH-000281,0.0147627097077729
ACH-000288,-0.0941213302608836
ACH-000291,-0.0706744463987439
ACH-000293,0.12391935379669185
ACH-000294,-0.10386272209823716
ACH-000295,-0.19388705089031824
ACH-000296,-0.4021248166883932
ACH-000302,-0.13048656826628022
ACH-000304,-0.036203620271234666
ACH-000307,0.09948163194534064
ACH-000308,-0.07262760667171901
ACH-000310,-0.034871880914616335
ACH-000311,-0.11956851061684648
ACH-000312,-0.14209894970380876
ACH-000315,0.4056374534821854
ACH-000316,-0.15567686081582618
ACH-000317,-0.034875856487608235
ACH-000318,0.02037756581267292
ACH-000319,-0.2285758428029127
ACH-000320,0.1525791224542725
ACH-000322,-0.02716495187775724
ACH-000323,-0.06423501073401162
ACH-000324,-0.07450429179279054
ACH-000329,-0.16144077228552858
ACH-000330,-0.09555148953624196
ACH-000331,-0.11200621809984616
ACH-000332,-0.0925107402646026
ACH-000334,0.03488074050880042
ACH-000335,-0.19916140243381936
ACH-000336,-0.090577447700262
ACH-000337,-0.34952514199458223
ACH-000338,0.4314646234401052
ACH-000339,-0.060150858559816826
ACH-000341,-0.16459233024063627
ACH-000348,-0.12675729770665098
ACH-000350,-0.16380912958938024
ACH-000352,-0.19678383349979994
ACH-000356,-0.11321404996895915
ACH-000361,-0.07787216170917413
ACH-000362,-0.12282654079663932
ACH-000363,-0.09588576294490367
ACH-000364,-0.04354082969012167
ACH-000365,-0.07947499523657084
ACH-000366,-0.03985780852778499
ACH-000368,-0.012709371487578605
ACH-000374,-0.034504823165313704
ACH-000375,-0.00576221197351553
ACH-000376,0.08565915830264738
ACH-000381,0.08126872233615161
ACH-000383,-0.0885174683030095
ACH-000387,-0.06284235284617476
ACH-000389,0.011096737109204323
ACH-000390,-0.05724389446473669
ACH-000393,-0.2245206029670388
ACH-000395,0.13026065613397272
ACH-000396,-0.01852456927327954
ACH-000397,-0.025410514021644882
ACH-000401,0.02666158660893021
ACH-000402,-0.04740289684604288
ACH-000403,0.03852593249880628
ACH-000404,-0.21200448617963305
ACH-000406,-0.03622957266720417
ACH-000407,-0.09297094280139327
ACH-000408,-0.1535089751875264
ACH-000410,0.02375324977538708
ACH-000411,-0.14405048501993975
