,DVL2 (1856)
ACH-000004,0.0207953765670073
ACH-000005,-0.04576022228748293
ACH-000007,0.03513727221183123
ACH-000009,-0.15654416664348395
ACH-000011,-0.08652109733622605
ACH-000012,0.07924593126960723
ACH-000013,-0.08275277000901811
ACH-000014,-0.022790238728186585
ACH-000015,-0.13513009275856472
ACH-000017,0.004233548319131068
ACH-000018,-0.14945839987595666
ACH-000019,0.007849273710069474
ACH-000021,0.058248525027328316
ACH-000022,-0.10342236429599796
ACH-000025,-0.17523726034347728
ACH-000028,-0.2136184468493634
ACH-000030,0.031764420119115545
ACH-000035,0.07127162608330223
ACH-000036,-0.11598390996330064
ACH-000037,-0.0900498031474967
ACH-000039,0.11384867476194285
ACH-000040,0.05311168665799986
ACH-000041,0.05497837521054279
ACH-000042,-0.03745901118208341
ACH-000045,-0.2230186823576868
ACH-000047,0.1052333300798544
ACH-000052,-0.18438272648913567
ACH-000053,-0.02021011234508153
ACH-000054,0.044081713386987215
ACH-000055,0.11914377739453486
ACH-000060,-0.1664475915887123
ACH-000067,-0.1911327603022557
ACH-000070,-0.14304111010406806
ACH-000075,-0.11620986514996255
ACH-000078,0.08488241676852841
ACH-000082,-0.13359415364213528
ACH-000085,0.06981540358586254
ACH-000086,-0.1317713491338454
ACH-000087,0.13544651122757628
ACH-000092,0.0011404882619979455
ACH-000095,-0.020998926943517886
ACH-000097,-0.11499544491258334
ACH-000098,-0.10874591871230747
ACH-000099,0.013914523173246596
ACH-000108,-0.009831875470058015
ACH-000113,0.0292514034216597
ACH-000116,-0.006628051192133971
ACH-000118,-0.05098648885722458
ACH-000120,-0.04244079537451363
ACH-000123,-0.20716711017329148
ACH-000127,-0.03816892666729847
ACH-000128,-0.07107883612306856
ACH-000132,-0.16646978608469148
ACH-000133,-0.05008453561608734
ACH-000137,-0.03839093461676303
ACH-000138,-0.05816064242529631
ACH-000142,-0.0167006638869234
ACH-000143,-0.05046782604838406
ACH-000146,0.02491340143016794
ACH-000148,0.004868129418171173
ACH-000150,-0.08169028708525862
ACH-000152,-0.06508197991823117
ACH-000153,0.05790672234142169
ACH-000159,-0.016480477967360487
ACH-000160,0.04043650068419668
ACH-000163,0.02355595109317509
ACH-000167,-0.22208419822706527
ACH-000168,-0.1853621564288966
ACH-000169,-0.023117571594106767
ACH-000178,-0.06176456380056074
ACH-000183,0.0141903759162395
ACH-000188,-0.14574877829948624
ACH-000189,-0.07425200189280562
ACH-000190,-0.10044677597363208
ACH-000198,-0.059809536808253135
ACH-000203,0.15302448323580814
ACH-000204,-0.04881099194843516
ACH-000206,-0.01948920411649452
ACH-000207,-0.16064423397780805
ACH-000208,-0.09785196031519952
ACH-000210,0.13097300941089468
ACH-000211,-0.045928375689748266
ACH-000215,-0.04446035394675063
ACH-000221,0.04822309569292549
ACH-000222,0.094208738846226
ACH-000223,-0.04243685052886766
ACH-000226,0.06922504546120979
ACH-000227,-0.04396435205682176
ACH-000228,-0.0043172174057847425
ACH-000231,-0.05856743764497945
ACH-000232,-0.06594336372325467
ACH-000233,-0.06553671036891177
ACH-000234,-0.12597683650150646
ACH-000235,-0.04172086097395522
ACH-000237,-0.11519615830714328
ACH-000238,-0.16551616530935012
ACH-000242,-0.1550325624331015
ACH-000243,-0.10337974960448844
ACH-000244,0.14769583346124604
ACH-000246,-0.0418256435571907
ACH-000248,-0.007375218939162605
ACH-000250,-0.06534989887899746
ACH-000251,0.13632768364443806
ACH-000252,-0.2449793587056143
ACH-000253,-0.05032836854911745
ACH-000255,0.052636961416344184
ACH-000256,-0.07629305048926592
ACH-000257,-0.06691069210579169
ACH-000258,-0.0047246353618352974
ACH-000259,0.0945898662610169
ACH-000260,0.02655733407855636
ACH-000261,-0.05396947401291535
ACH-000262,-0.056157058781428716
ACH-000263,0.2606699714825174
ACH-000264,-0.021631229721764227
ACH-000265,-0.023288778661145516
ACH-000266,-0.041212854286658517
ACH-000272,-0.03089749964973291
ACH-000274,0.005431536416463949
ACH-000277,-0.2440676202678607
ACH-000278,-0.22870272327194116
ACH-000279,-0.014709892186521375
ACH-000280,-0.10045964290041492
ACH-000281,-0.09796918709532856
ACH-000288,-0.2209224909569089
ACH-000291,-0.027307419332668788
ACH-000293,-0.058705521377046425
ACH-000294,-0.028230857839041012
ACH-000295,0.2116300990767885
ACH-000296,-0.07854518045672057
ACH-000302,-0.13572164772075052
ACH-000304,0.08406162476976864
ACH-000307,0.033828394693201945
ACH-000308,-0.020485205751146467
ACH-000310,0.17464248236987426
ACH-000311,-0.08447792359350118
ACH-000312,-0.12833227493071234
ACH-000315,0.018361066085320128
ACH-000316,-0.21589936637363047
ACH-000317,0.03338950005796721
ACH-000318,-0.05362408525426315
ACH-000319,-0.1802651449995374
ACH-000320,-0.2866599813468692
ACH-000322,-0.09894862779947752
ACH-000323,-0.013307448584109094
ACH-000324,-0.13049981341652142
ACH-000329,-0.010455889202687406
ACH-000330,-0.03448565358234782
ACH-000331,-0.014698698366208447
ACH-000332,-0.09896301288002107
ACH-000334,-0.04931426598170155
ACH-000335,0.007982917214713885
ACH-000336,-0.26790467114597466
ACH-000337,3.345994432874175e-06
ACH-000338,-0.20013368144530835
ACH-000339,-0.06702963368379858
ACH-000341,0.00020245145926110075
ACH-000348,0.005915645868415893
ACH-000350,0.07090898848271918
ACH-000352,-0.034560876695582936
ACH-000356,-0.2640081484567896
ACH-000361,-0.17352698081053847
ACH-000362,0.022658601797193204
ACH-000363,0.020863723609127936
ACH-000364,-0.20978866034777466
ACH-000365,0.004251134971240153
ACH-000366,-0.02350695054750733
ACH-000368,0.10152927689008028
ACH-000374,0.015778643260152096
ACH-000375,-0.1015785643101408
ACH-000376,0.07796879056856099
ACH-000381,-0.15851883486282936
ACH-000383,-0.07219371000032362
ACH-000387,-0.16407946119811131
ACH-000389,0.01421778066205846
ACH-000390,0.00571959686050464
ACH-000393,-0.008996625116212248
ACH-000395,0.03640174011366313
ACH-000396,0.017338025642101074
ACH-000397,0.02178220796134009
ACH-000401,-0.13820038174662616
ACH-000402,-0.024825757517687255
ACH-000403,-0.0478260673655093
ACH-000404,0.033870224016878565
ACH-000406,0.010994101430314856
ACH-000407,-0.03245572270748729
ACH-000408,-0.061881914817533
ACH-000410,-0.0582722845844066
ACH-000411,-0.01346333207480108
ACH-000414,-0.049874088626198715
ACH-000415,-0.09677740189238868
ACH-000416,-0.025441737805629368
ACH-000420,-0.09278294131926663
ACH-000421,-0.05594227531549133
ACH-000424,-0.1525646870330308
ACH-000425,-0.01927582565680421
ACH-000426,-0.020675412822282774
ACH-000427,-0.036067381153618114
ACH-000433,-0.0077752894295248015
ACH-000435,-0.049378178772784685
ACH-000436,0.09028102221392274
ACH-000444,0.001354426463772343
ACH-000445,-0.07395197165970874
ACH-000448,-0.02838417846553627
ACH-000450,-0.09851927299418826
ACH-000452,-0.17092905596457292
ACH-000454,-0.05055928720117929
ACH-000458,-0.10119322773539813
ACH-000459,-0.06722220199745647
ACH-000460,-0.011555339175303566
ACH-000461,-0.08161327487190337
ACH-000463,-0.11148959251898068
ACH-000464,-0.04423077564801964
ACH-000466,0.04638868299653897
ACH-000467,-0.030829150559057456
ACH-000468,-0.012047304315747714
ACH-000469,-0.14432792087646107
ACH-000470,-0.0941639232501761
ACH-000471,-0.007609298020798867
ACH-000472,-0.034226326443362216
ACH-000473,0.13328588650737794
ACH-000475,-0.10014117965532117
ACH-000476,0.12965502909865956
ACH-000477,0.0850806949566932
ACH-000479,-0.038808762589365615
ACH-000480,-0.09122386210631488
ACH-000481,-0.16229087088773098
ACH-000483,-0.061984338442834665
ACH-000484,0.07236403837258244
ACH-000485,0.007369126591742092
ACH-000486,-0.17552899902225905
ACH-000487,-0.05723221665199561
ACH-000488,0.02463476033217793
ACH-000490,0.08264687532988438
ACH-000491,0.1679322491437972
ACH-000495,0.0968571670446902
