,GATA3 (2625)
ACH-000004,-0.0438750873115506
ACH-000005,-0.0987113954295844
ACH-000007,-0.16088222992633502
ACH-000009,-0.23570182153025776
ACH-000011,-0.3781834401078137
ACH-000012,-0.3296636854894172
ACH-000013,-0.23840941135865246
ACH-000014,-0.269887011550279
ACH-000015,-0.09772200909071573
ACH-000017,-0.4481735058754231
ACH-000018,-0.043720385880568806
ACH-000019,-0.9637667888134692
ACH-000021,-0.3449827506840696
ACH-000022,-0.277134507419922
ACH-000025,-0.2562284634189245
ACH-000028,-0.6532862597380643
ACH-000030,-0.6139837626196955
ACH-000035,-0.3273719623741804
ACH-000036,-0.3308111085687069
ACH-000037,-0.3171748416509887
ACH-000039,-0.4129984881403823
ACH-000040,-0.3160535160894111
ACH-000041,-0.4624624925295072
ACH-000042,-0.4170256296665341
ACH-000045,-0.14286496726058467
ACH-000047,-0.045136875386818494
ACH-000052,-0.17787125439401416
ACH-000053,-0.23084252506697026
ACH-000054,-0.28324802901064183
ACH-000055,-0.21233572830411615
ACH-000060,-0.31820612105240936
ACH-000067,-0.3793214777714073
ACH-000070,-0.015557537084524285
ACH-000075,-0.29987741312784993
ACH-000078,-0.6931508351876456
ACH-000082,-0.4003270125889344
ACH-000085,-0.4169566870424065
ACH-000086,-0.2331202609586392
ACH-000087,-0.4265910331346157
ACH-000092,-0.2760875717210977
ACH-000095,-0.4003255848113808
ACH-000097,-0.8280066780558271
ACH-000098,-0.3535027500105486
ACH-000099,-0.5269295077158677
ACH-000108,-0.16645105184187578
ACH-000113,-0.257810594171965
ACH-000116,-0.2919050716546629
ACH-000118,-0.2645721516870835
ACH-000120,-0.35216258948003143
ACH-000123,-0.14602024308551267
ACH-000127,-0.2547740410049577
ACH-000128,-0.2798765636880988
ACH-000132,-0.30446621804457724
ACH-000133,-0.4349258696687529
ACH-000137,-0.29873247842650263
ACH-000138,-0.32187829884860264
ACH-000142,-0.2059099824248901
ACH-000143,-0.20645039438666665
ACH-000146,-0.2821346613692354
ACH-000148,-0.16184805628336374
ACH-000150,-0.24276463545827376
ACH-000152,-0.25344968881304564
ACH-000153,-0.46931493400312496
ACH-000159,-0.34547745193263674
ACH-000160,-0.21435941166943645
ACH-000163,-0.06478964363091365
ACH-000167,-0.11400283903001733
ACH-000168,-0.09871891468555742
ACH-000169,-0.2028509438480056
ACH-000178,-0.2988809950943746
ACH-000183,-0.08212707939589939
ACH-000188,-0.36836680723799387
ACH-000189,0.04962054926270944
ACH-000190,0.05441124308135893
ACH-000198,-0.2042228967161338
ACH-000203,-0.5432644778183774
ACH-000204,-0.2319846257619932
ACH-000206,-0.3961602507321387
ACH-000207,-0.3518235601747378
ACH-000208,-0.33451854915849705
ACH-000210,-0.4933086993761597
ACH-000211,-0.25802638731479
ACH-000215,-0.2243868480615811
ACH-000221,-0.09124388494174226
ACH-000222,-0.3375998668281656
ACH-000223,-0.34760807630245644
ACH-000226,-0.2642784464516273
ACH-000227,-0.8692487890198183
ACH-000228,-0.30840015902886936
ACH-000231,-0.25426210440788444
ACH-000232,-0.4059427078250484
ACH-000233,-0.24651278504983865
ACH-000234,-0.2030998530904328
ACH-000235,-0.2562280444137347
ACH-000237,-0.3260546092470973
ACH-000238,-0.3342050430136864
ACH-000242,-0.2106040237234955
ACH-000243,-0.1955373802890496
ACH-000244,-0.5144987748002013
ACH-000246,-0.2510796496991601
ACH-000248,-0.3418161983687785
ACH-000250,-0.31797219482386874
ACH-000251,-0.02641037908370369
ACH-000252,-0.2703363041468845
ACH-000253,-0.2377072820643896
ACH-000255,-0.2262253986455424
ACH-000256,-0.2855883550592656
ACH-000257,-0.5375454521789682
ACH-000258,-0.3093039333221785
ACH-000259,-0.5202510107501067
ACH-000260,-0.4397866716067135
ACH-000261,-0.338978875225888
ACH-000262,-0.2522890495654189
ACH-000263,-0.13710232751083545
ACH-000264,-0.4390188880478373
ACH-000265,-0.21389717585132395
ACH-000266,-0.2323184595975261
ACH-000272,-0.2274594254314576
ACH-000274,-0.4965505731725577
ACH-000277,-1.2632877274725358
ACH-000278,-0.33950032419063325
ACH-000279,-0.25531562659595736
ACH-000280,-0.1561006829004466
ACH-000281,-0.13481337925776682
ACH-000288,-0.35801468834707545
ACH-000291,-0.2441876664908185
ACH-000293,-0.2923794572654521
ACH-000294,-0.0965527042630602
ACH-000295,-0.4485108992564371
ACH-000296,-0.5209419941550972
ACH-000302,-0.2959581142863107
ACH-000304,-0.14411375298036305
ACH-000307,-0.14971205646881586
ACH-000308,-0.29860369561089106
ACH-000310,-1.0602143225664542
ACH-000311,-0.376374516928981
ACH-000312,-0.4963925839874608
ACH-000315,-0.17036436039457134
ACH-000316,-0.3537236671389879
ACH-000317,-0.19320238962441594
ACH-000318,-0.1369325955673561
ACH-000319,-0.3340104602087724
ACH-000320,-0.22315338892637748
ACH-000322,-0.20350450709715967
ACH-000323,-0.1857767402918236
ACH-000324,-0.2436588409927817
ACH-000329,-0.3311382992786243
ACH-000330,-0.9061661498224044
ACH-000331,-0.3327877340419745
ACH-000332,-0.4098465017369287
ACH-000334,-0.057101767333573625
ACH-000335,-0.4051267893010986
ACH-000336,0.02912586322651666
ACH-000337,-0.07020914478497357
ACH-000338,-0.4064457626703178
ACH-000339,-0.3305114872318346
ACH-000341,-0.6086291455848489
ACH-000348,-0.2600242457670866
ACH-000350,-0.20964895491091096
ACH-000352,-0.9535151366472874
ACH-000356,-0.3317874919178151
ACH-000361,-0.2650992435170074
ACH-000362,-0.2627096674186548
ACH-000363,-0.14751835578051667
ACH-000364,-0.140746841247491
ACH-000365,-0.12809675026650266
ACH-000366,-0.8844549814227155
ACH-000368,-0.2612939576484877
ACH-000374,-0.15003880500829675
ACH-000375,-0.1907891066446412
ACH-000376,-0.24402998261560796
ACH-000381,-0.2589774191551538
ACH-000383,-0.19455701404504494
ACH-000387,-0.2448950211009322
ACH-000389,-0.31531548419322786
ACH-000390,-0.2485078729084285
ACH-000393,-0.19512168967601265
ACH-000395,-0.3110738141404669
ACH-000396,-0.6665657420852561
ACH-000397,-0.4224511845641065
ACH-000401,-0.3965984934078267
ACH-000402,-0.11182449341590464
ACH-000403,-0.2875075709845929
ACH-000404,-0.3212054466344605
ACH-000406,-0.14121338505953102
ACH-000407,-0.4320138234806839
ACH-000408,-0.17614459624308793
ACH-000410,-0.2429324544146943
ACH-000411,-0.31484282207228936
ACH-000414,-0.3617951873800785
ACH-000415,-0.3039059343582225
ACH-000416,-0.3799272911568567
ACH-000420,-0.3273946750817705
ACH-000421,-0.2478712730882849
ACH-000424,-0.3367934439934812
ACH-000425,-0.33875316534051697
ACH-000426,-0.30678631013690866
ACH-000427,-0.2335914741285236
ACH-000433,-0.04002133326452298
ACH-000435,-0.21743948159977225
ACH-000436,-0.16849681436186886
ACH-000444,-0.3121385557628521
ACH-000445,-0.23065200369600136
ACH-000448,-0.3403805304917399
ACH-000450,-0.2767961984445406
ACH-000452,-0.2752588184996505
ACH-000454,-0.2430512748297543
ACH-000458,-0.1045678766341015
ACH-000459,-0.14381175079464184
ACH-000460,-0.2211762347064111
ACH-000461,-0.18658137000656447
ACH-000463,-0.20892696934418392
ACH-000464,-0.4462449089867562
ACH-000466,-0.3077934267843041
ACH-000467,-0.1659624630241647
ACH-000468,-0.2277128535002129
ACH-000469,-0.3668463445619876
ACH-000470,-0.29513179606273204
ACH-000471,-0.17379227418480273
ACH-000472,-0.3536660588645333
ACH-000473,-0.5118552773754209
ACH-000475,-0.33894340736907025
ACH-000476,-0.1677880072301016
ACH-000477,-0.40285281562871983
ACH-000479,-0.344527791214614
ACH-000480,-0.24861356983812455
ACH-000481,-0.24694337512316825
ACH-000483,-0.3124330152784595
ACH-000484,-0.16566102833209131
ACH-000485,-0.3739052546028404
ACH-000486,-0.3186563362111243
ACH-000487,-0.213218664607492
ACH-000488,-0.1970653570031233
ACH-000490,-0.1978032722389678
ACH-000491,-0.2837550736840029
ACH-000495,-0.3194731126508608
ACH-000496,-0.2496348741877027
ACH-000499,-0.028990760731135507
ACH-000500,-0.25581856056507096
ACH-000502,-0.315398498313026
ACH-000503,0.13274706675950415
ACH-000505,-0.3363692783818448
ACH-000507,-0.16753475505291954
ACH-000510,-0.2753718328944155
ACH-000511,-0.35474927597146194
ACH-000512,-0.17922994516955054
ACH-000516,-0.3014473339521278
ACH-000517,-0.43099273134592336
ACH-000518,-0.19790260726804149
ACH-000520,-0.3741763621774022
ACH-000521,-0.14561574689836398
ACH-000522,-0.2505346027944231
ACH-000524,-0.3703327674414397
ACH-000527,-0.20811634185279998
ACH-000528,-0.2525125062717729
ACH-000537,-0.238860561913746
ACH-000541,-0.7187623178168511
ACH-000542,-0.2346377914563164
ACH-000544,-0.06860326596270049
ACH-000545,-0.2777620298497301
ACH-000547,-0.5779390923796129
ACH-000548,-0.18079383173416846
ACH-000549,-0.2343662019658566
ACH-000550,-0.3192037042996828
ACH-000552,-0.3187984754453464
ACH-000556,-0.2532368605405997
ACH-000557,-0.2712858092816466
ACH-000569,-0.0015927525259347446
ACH-000570,-0.2605676108395757
ACH-000571,-0.21894641125931055
ACH-000573,-0.23144954999346415
ACH-000576,-0.2740988857641142
ACH-000579,-0.3146671598859421
ACH-000580,-0.29100711187476924
ACH-000584,-0.2401168774655101
ACH-000585,-0.2019703957727472
ACH-000588,-0.07451512675578681
ACH-000589,-0.3418128063930005
ACH-000591,-0.305643129405598
ACH-000593,-0.2937685152718792
ACH-000600,-0.3669366959230175
ACH-000601,-0.19951912271377203
ACH-000605,-0.3819432700597445
ACH-000606,-0.31307720150510265
ACH-000608,-0.2793646521190651
ACH-000614,-0.17249464757935107
ACH-000616,-0.25092718746381404
ACH-000618,-0.09328731042393767
ACH-000619,-0.2394736452103259
ACH-000620,-0.2807959985906037
ACH-000621,-0.2429547327522468
ACH-000622,-0.4163429280463984
ACH-000623,-0.3999802187011499
ACH-000624,-0.3068686834886553
ACH-000627,-0.2388976279807813
ACH-000630,-0.269033112950601
ACH-000631,-0.3647145589176288
ACH-000632,-0.22651307948692476
ACH-000633,-0.27482032005764706
ACH-000637,-0.14142569057056056
ACH-000638,-0.06423890781024882
ACH-000646,-0.14890715325167392
ACH-000647,-0.3369284141786525
ACH-000648,-0.3630792462420617
ACH-000649,-0.2634152223520247
ACH-000651,-0.28242775633446
ACH-000652,-0.29663390812855633
ACH-000653,-0.21536655827199755
ACH-000657,-0.32478494318271695
ACH-000658,-0.2922241683905898
ACH-000661,-0.1370043410629112
ACH-000662,-0.4265715737636619
ACH-000663,-0.26133026629713585
ACH-000665,-0.3625030850364955
ACH-000671,-0.3342755335261504
ACH-000672,0.02797467969982741
ACH-000673,-0.2923266006499575
ACH-000676,-0.22669283828870246
ACH-000677,-0.2614146303814262
ACH-000681,-0.3073768975554717
ACH-000683,-0.3011843669274293
ACH-000684,-0.007987990183816563
ACH-000688,-0.05373798031136071
ACH-000693,-0.23225004778768096
ACH-000694,-0.2708106126132323
ACH-000695,-0.288526409959969
ACH-000696,-0.3560434318643935
ACH-000697,-0.2089888912282712
ACH-000699,-0.1753790562526345
ACH-000701,-0.41729534632336995
ACH-000706,-0.14889928379272946
ACH-000711,-0.5926671046650102
ACH-000713,-0.2119798428420668
ACH-000714,-0.2411557456206229
ACH-000718,-0.2135271657611313
ACH-000720,-0.3901783513431236
ACH-000721,-0.2827926037013054
ACH-000724,-0.9121995078230768
ACH-000725,-0.8637280761731538
ACH-000732,-0.3105990431726471
ACH-000734,-0.12141425103039474
ACH-000735,-0.25957924182336123
ACH-000736,-0.26314930539077297
ACH-000738,-0.358285596492425
ACH-000746,-0.3457735890742831
ACH-000747,-0.4050965697042486
ACH-000748,-0.5497623723256474
ACH-000753,-0.2621291776678878
ACH-000756,-0.22174523820326972
ACH-000757,-0.21304115260945397
ACH-000758,-0.13329188317875676
ACH-000760,-0.2273324500194469
ACH-000762,-0.18842797473725728
ACH-000763,-0.22700054192719854
ACH-000764,-0.11639828881528133
ACH-000765,-0.2859074197665624
ACH-000766,-0.3938338523670533
ACH-000767,-0.2706807043931084
ACH-000768,-0.2824878613084508
ACH-000769,-0.15988396044257824
ACH-000770,-0.28367173510211874
ACH-000771,-0.2670364168832237
ACH-000773,-0.3707263212230356
ACH-000776,-0.05312984741755947
ACH-000777,-0.27212781430087635
ACH-000778,-0.07010993871930395
ACH-000781,-0.2729159195438056
