,GALNT18 (374378)
ACH-000004,0.12746024296663885
ACH-000005,0.2741712197983736
ACH-000007,0.09063806902902546
ACH-000009,-0.08332287364428143
ACH-000011,0.06072727073500597
ACH-000012,0.03171832341719808
ACH-000013,0.057690419022196675
ACH-000014,-0.08511395187273266
ACH-000015,0.10565631674140087
ACH-000017,-0.11941355127579127
ACH-000018,-0.07830356387239337
ACH-000019,-0.1601735590195938
ACH-000021,0.014025748076278587
ACH-000022,0.00952607018236693
ACH-000025,-0.07020991407350692
ACH-000028,-0.08109753529444629
ACH-000030,-0.0750872987292189
ACH-000035,-0.0505951918183653
ACH-000036,0.05206968024098752
ACH-000037,0.024493855488487967
ACH-000039,-0.1076924145525036
ACH-000040,0.029310879396099467
ACH-000041,-0.10930069396222622
ACH-000042,-0.1576619112345581
ACH-000045,0.018017022407741137
ACH-000047,0.02774237611899116
ACH-000052,0.004585602651521776
ACH-000053,0.03185923002223917
ACH-000054,-0.13290476943505994
ACH-000055,-0.10527626865376197
ACH-000060,0.014183048886185247
ACH-000067,0.059435396790717215
ACH-000070,0.1403312636985954
ACH-000075,0.0563457715628912
ACH-000078,-0.05517448755678706
ACH-000082,-0.025598672348411542
ACH-000085,0.0009572691345185966
ACH-000086,0.04836561140604547
ACH-000087,-0.014754567881160509
ACH-000092,0.059421004932236725
ACH-000095,-0.09155399403241704
ACH-000097,-0.08684152514634985
ACH-000098,-0.01705640498685061
ACH-000099,-0.07077756546754907
ACH-000108,-0.09338515995262343
ACH-000113,-0.054467491509320766
ACH-000116,-0.010020869379665438
ACH-000118,0.03344797318530825
ACH-000120,-0.05805126727037487
ACH-000123,0.06738554177411872
ACH-000127,-0.016405616481141718
ACH-000128,0.015271242559723484
ACH-000132,-0.013051976597350313
ACH-000133,-0.05850969679481567
ACH-000137,0.03832814279809811
ACH-000138,0.01864206680393716
ACH-000142,0.06372526364927665
ACH-000143,-0.06887065660403448
ACH-000146,0.08967466576355243
ACH-000148,0.015901093335880644
ACH-000150,-0.12294713024100495
ACH-000152,0.013401057944974759
ACH-000153,0.15442162713247656
ACH-000159,-0.08357608465092099
ACH-000160,0.11403662408749403
ACH-000163,0.06818815309004737
ACH-000167,-0.06787014820837738
ACH-000168,-0.18626743969024176
ACH-000169,-0.06747770511059402
ACH-000178,-0.02085942744892273
ACH-000183,-0.10824609139948338
ACH-000188,0.09128633103630526
ACH-000189,-0.19961966132821246
ACH-000190,-0.13202915526836054
ACH-000198,0.06421723454936963
ACH-000203,0.3619135445192607
ACH-000204,0.20516417939758946
ACH-000206,0.00016963220115693558
ACH-000207,-0.12071681660189115
ACH-000208,-0.05335613488257164
ACH-000210,-0.22099357986300647
ACH-000211,0.11562506361291618
ACH-000215,-0.010573017174473709
ACH-000221,0.07606540431180449
ACH-000222,0.056521053302167626
ACH-000223,-0.0031939643378916
ACH-000226,0.02439542136753913
ACH-000227,-0.20798542911074264
ACH-000228,0.16848295082225828
ACH-000231,0.009706362888162751
ACH-000232,-0.0764168597827199
ACH-000233,0.016899194130544533
ACH-000234,-0.06509142310696807
ACH-000235,-0.05742508318846375
ACH-000237,-0.04693081895413572
ACH-000238,-0.04228876766574193
ACH-000242,-0.12222431148461332
ACH-000243,0.025523927582118508
ACH-000244,0.14123565107121966
ACH-000246,-0.04393298935091457
ACH-000248,0.08196342609434328
ACH-000250,0.048620857538197865
ACH-000251,-0.022489625557108355
ACH-000252,-0.17817682943080812
ACH-000253,-0.08291057781202593
ACH-000255,0.007052279299321696
ACH-000256,-0.011483991804397251
ACH-000257,0.05921086999076033
ACH-000258,0.1201510322293815
ACH-000259,0.013896696714976071
ACH-000260,0.06475586088302235
ACH-000261,-0.0189805845083701
ACH-000262,-0.2091984843790204
ACH-000263,-0.1091014282091644
ACH-000264,-0.00471122640438135
ACH-000265,-0.08584271056600637
ACH-000266,0.01409157578937786
ACH-000272,-0.046130071239568936
ACH-000274,-0.0066817347660354295
ACH-000277,-0.1081836520009501
ACH-000278,-0.030259076436311545
ACH-000279,-0.020396492227098075
ACH-000280,0.0038612360614749056
ACH-000281,-0.0008166079789581052
ACH-000288,0.034762993035009536
ACH-000291,-0.04585917118586246
ACH-000293,-0.026431178913420443
ACH-000294,-0.03159238892218212
ACH-000295,0.226903129808123
ACH-000296,0.056747145850864225
ACH-000302,0.13285695543200154
ACH-000304,0.1073500639036386
ACH-000307,-0.029444050371284218
ACH-000308,-0.005146256139309441
ACH-000310,-0.10512978919769657
ACH-000311,-0.06943308144307303
ACH-000312,0.031548952779324985
ACH-000315,-0.00617738279446836
ACH-000316,0.04828742345146556
ACH-000317,-0.1858043192607308
ACH-000318,0.02193325891647985
ACH-000319,-0.13905069349282193
ACH-000320,0.024415418434115117
ACH-000322,0.1129677190204762
ACH-000323,-0.05305587924557813
ACH-000324,-0.07635352695894357
ACH-000329,-0.07389973379341948
ACH-000330,-0.14396053545787146
ACH-000331,-0.021794058805033944
ACH-000332,-0.006187714269840066
ACH-000334,-0.003489499975803828
ACH-000335,0.10021029289806403
