,PCNA (5111)
ACH-000458,-1.5956549374970692
ACH-000459,-1.5703898697153942
ACH-000460,-1.3711455862498956
ACH-000461,-1.440224455612769
ACH-000463,-1.367237032713959
ACH-000464,-1.367161227838772
ACH-000466,-1.2472576298429192
ACH-000467,-1.364514535995681
ACH-000468,-1.47261799451381
ACH-000469,-1.5760598094675409
ACH-000470,-1.3298871544110047
ACH-000471,-1.268617602679578
ACH-000472,-1.3918636480053923
ACH-000473,-1.378469530033575
ACH-000475,-1.3097570878973401
ACH-000476,-1.3052939867061368
ACH-000477,-1.3036869332303884
ACH-000479,-1.4404730689220748
ACH-000480,-1.1753525217608891
ACH-000481,-1.5982086517604803
ACH-000483,-1.739073671396168
ACH-000484,-1.5041761789715258
ACH-000485,-1.4233233295281165
ACH-000486,-1.6105963638356935
ACH-000487,-1.524227528330246
ACH-000488,-1.4299055594115462
ACH-000490,-1.5438367126385186
ACH-000491,-1.7619566617046147
ACH-000495,-1.1855671037863127
ACH-000496,-1.6069188041233748
ACH-000499,-1.5125770314335278
ACH-000500,-1.5350931297893131
ACH-000502,-1.569051562766805
ACH-000503,-1.253867463333388
ACH-000505,-1.466987821824162
ACH-000507,-1.519200316121335
ACH-000510,-1.5092331476371093
ACH-000511,-1.4406589009392456
ACH-000512,-1.4142496799681932
ACH-000516,-1.377084994381906
ACH-000517,-1.5470828811639192
ACH-000518,-1.8111460889229147
ACH-000520,-1.452296592459172
ACH-000521,-1.7194347085270982
ACH-000522,-1.3132686316882038
ACH-000524,-1.5479746691766416
ACH-000527,-1.3218622647777845
ACH-000528,-1.2739264449073595
ACH-000537,-1.4948800397169368
ACH-000541,-1.6899554386564486
ACH-000542,-1.2512370495507052
ACH-000544,-1.4027400810751918
ACH-000545,-1.490824731775218
ACH-000547,-1.4982928395149846
ACH-000548,-1.3317870172684751
ACH-000549,-1.3144746398067797
ACH-000550,-1.1141362665740957
ACH-000552,-1.5999764537096208
ACH-000556,-1.4806202802558432
ACH-000557,-1.5117296834089764
ACH-000569,-1.6209036914613508
ACH-000570,-1.468212950035081
ACH-000571,-1.2387596769975993
ACH-000573,-1.504490269936163
ACH-000576,-1.4804724829155382
ACH-000579,-1.325154804768118
ACH-000580,-1.4357128789448852
ACH-000584,-1.370312214462544
ACH-000585,-1.4452915117787892
ACH-000588,-1.4268981582287332
ACH-000589,-1.6084745337726254
ACH-000591,-1.3952725573856646
ACH-000593,-1.32681192492202
ACH-000600,-1.5246235222392186
ACH-000601,-1.4829208566271386
ACH-000605,-1.5237964706593592
ACH-000606,-1.4212005622510464
ACH-000608,-1.5231646827964564
ACH-000614,-1.3975712421231572
ACH-000616,-1.355703798451776
ACH-000618,-1.4331757301633332
ACH-000619,-1.301149142566086
ACH-000620,-1.2705963103558222
ACH-000621,-1.4512963978865463
ACH-000622,-1.7875699881445068
ACH-000623,-1.4154426520696382
ACH-000624,-1.4153772326133052
ACH-000627,-1.381499034969306
ACH-000630,-1.3408070079065404
ACH-000631,-1.608801872143674
ACH-000632,-1.3347437079325708
ACH-000633,-1.3423367323900983
ACH-000637,-1.3456878197276352
ACH-000638,-1.5242564657119069
ACH-000646,-1.2141891658562856
ACH-000647,-1.3852556918118617
ACH-000648,-1.3994880880853386
ACH-000649,-1.4243706156467004
ACH-000651,-1.1501161185552808
ACH-000652,-1.607229893919118
ACH-000653,-1.6166362894197683
ACH-000657,-1.5312507724941284
ACH-000658,-1.8056768712793327
ACH-000661,-1.7583011421500343
ACH-000662,-1.3814446771806914
ACH-000663,-1.2654948398490586
ACH-000665,-1.4635995024843802
ACH-000671,-1.470227414644231
ACH-000672,-1.2323974174328736
ACH-000673,-1.2747394483195411
ACH-000676,-1.2544082084009105
ACH-000677,-1.2507638135579504
ACH-000681,-1.2946079315074766
ACH-000683,-1.4541704803465378
ACH-000684,-1.1657981194104825
ACH-000688,-1.5267186528096066
ACH-000693,-1.5171350536386032
ACH-000694,-1.576737629088876
ACH-000695,-1.5728061589017308
ACH-000696,-1.392409991739696
ACH-000697,-1.5603213040372346
ACH-000699,-1.8608748911874615
ACH-000701,-1.9367129406600123
ACH-000706,-1.4578890705069725
ACH-000711,-1.3096723376989865
ACH-000713,-1.1565386638337851
ACH-000714,-1.562221293834834
ACH-000718,-1.706072084137244
ACH-000720,-1.3900692310724756
ACH-000721,-1.4112043838455537
ACH-000724,-1.7485813048764518
ACH-000725,-1.8790984793176293
ACH-000732,-1.7225349848454552
ACH-000734,-1.3826261103703583
ACH-000735,-1.3346624265998408
ACH-000736,-1.5655061635898404
ACH-000738,-1.3922132203091933
ACH-000746,-1.5634997513011415
ACH-000747,-1.5448835355944002
ACH-000748,-1.6184439597736215
ACH-000753,-1.5214317960621928
ACH-000756,-1.375233838793131
ACH-000757,-1.5068429900121407
ACH-000758,-1.6368615859124886
ACH-000760,-1.037624879286362
ACH-000762,-1.4371157692733256
ACH-000763,-1.748230515814239
ACH-000764,-1.3205332692732838
ACH-000765,-1.0176176651906792
ACH-000766,-1.4742885690464007
ACH-000767,-1.3257641000311138
ACH-000768,-1.604257185668538
ACH-000769,-1.5930237437036543
ACH-000770,-1.4615543537871365
ACH-000771,-1.4601958588670159
ACH-000773,-1.341777318128941
ACH-000776,-1.0777956907113748
ACH-000777,-1.3821863909193657
ACH-000778,-1.8846742799658682
ACH-000781,-1.5763241622536694
ACH-000782,-1.4909357558149916
ACH-000783,-1.7278535607285166
ACH-000784,-1.3120314578574406
ACH-000785,-1.4298388003077092
ACH-000787,-1.4908644918264884
ACH-000788,-1.3907640304489906
ACH-000791,-1.4497043885419274
ACH-000792,-1.4708956184709572
ACH-000794,-1.2880417446164976
ACH-000796,-1.4214006886452069
ACH-000798,-1.2874158970752567
ACH-000799,-1.1928971080662305
ACH-000800,-1.8937087610603232
ACH-000802,-1.6571673581183461
ACH-000804,-1.2261876483467034
ACH-000805,-1.3636266834112738
ACH-000809,-1.39841533373861
ACH-000810,-1.6233475106868283
ACH-000811,-1.5812250962302548
ACH-000817,-1.5123210248008483
ACH-000819,-1.5694555710431617
ACH-000820,-0.6042414166077119
ACH-000821,-1.7409824081053449
ACH-000822,-1.3649939460798737
ACH-000823,-1.5539341408543603
ACH-000824,-1.6064754807927513
ACH-000827,-1.3226831369314709
ACH-000829,-1.3698961151457378
ACH-000831,-1.6038653403708012
ACH-000832,-1.2587772944681197
ACH-000833,-1.6494078421231413
ACH-000834,-1.3000793645554154
ACH-000835,-1.563567168057304
ACH-000836,-1.0354046459298891
ACH-000837,-1.5299690094776703
ACH-000838,-1.8519654254004199
ACH-000839,-1.3082176419323548
ACH-000840,-1.5566720223191275
ACH-000841,-1.4466549983469312
ACH-000843,-1.6086121167927019
ACH-000846,-1.3064494830676732
ACH-000847,-1.228122051798427
ACH-000848,-1.342909798821894
ACH-000849,-1.361829731457545
ACH-000851,-1.484676196701323
ACH-000855,-1.4869542040328314
ACH-000856,-1.5475312588065948
ACH-000858,-1.4699949279714797
ACH-000859,-1.5822989123498097
ACH-000861,-1.4276881597371056
ACH-000862,-1.3318390647064318
ACH-000865,-1.5414921709686749
ACH-000866,-1.4579306578462192
ACH-000867,-1.4114474664458407
ACH-000869,-1.502618596531304
ACH-000872,-1.5069997732213338
ACH-000873,-1.3848185282971894
ACH-000876,-1.7665198704067275
ACH-000878,-1.623517934821264
ACH-000880,-1.322715081480854
ACH-000881,-1.395990937684333
ACH-000882,-1.3473920203644785
ACH-000884,-1.1968086041962271
ACH-000885,-1.326390730474516
ACH-000887,-1.3920792744213408
ACH-000889,-1.5560491809555732
ACH-000896,-1.4824550246756265
ACH-000898,-1.3458743340694228
ACH-000900,-1.363779123051348
ACH-000901,-1.3808530135003731
ACH-000905,-1.4810126755507151
ACH-000906,-1.4478761650059089
ACH-000907,-1.279300748447434
ACH-000910,-1.5291540090089022
ACH-000911,-1.4059528213968011
ACH-000912,-1.5750574733397302
ACH-000913,-1.3811741160602533
ACH-000915,-1.4255049625998415
ACH-000916,-1.4923213980495793
ACH-000917,-1.6147099665137468
ACH-000920,-1.5271988571879551
ACH-000921,-1.5219921979861015
ACH-000924,-1.294716178732383
ACH-000926,-1.623250364474464
ACH-000928,-1.3710607843455218
ACH-000929,-1.4659603996113602
ACH-000932,-1.3327776428076166
ACH-000935,-1.3833086483397092
ACH-000936,-1.302671800616214
ACH-000937,-1.5339582741407607
ACH-000938,-1.5051135596091691
ACH-000939,-1.253793968741182
ACH-000941,-1.5781542445618766
ACH-000943,-1.383928432254624
ACH-000946,-1.5372272592364855
ACH-000947,-1.3819427820368573
ACH-000948,-1.543359443906308
ACH-000950,-1.5904534677314863
ACH-000953,-1.27817368425156
ACH-000954,-1.2911732852797524
ACH-000957,-1.3276099854612675
ACH-000958,-1.462015186035576
ACH-000960,-1.640927320424245
ACH-000963,-1.7058915979823792
ACH-000968,-1.5284282592027472
ACH-000969,-1.3840375871710449
ACH-000972,-1.1296596533315566
ACH-000973,-1.2704695579305691
ACH-000974,-1.276470472153601
ACH-000978,-1.8306542380879227
ACH-000984,-1.3358808006601184
ACH-000986,-1.395919224936293
ACH-000988,-1.7501607825861678
ACH-000993,-1.6822484714984955
ACH-000994,-1.5445206053243936
ACH-000996,-1.4848257830538478
ACH-001001,-1.467214183895298
ACH-001020,-1.0657698149230783
ACH-001028,-1.43679191868937
ACH-001031,-1.5708561531294234
ACH-001038,-1.4186221501007592
ACH-001048,-1.4541531080394952
ACH-001050,-1.1337782271784511
ACH-001053,-1.3753116521426576
ACH-001054,-1.5968914831655463
ACH-001061,-1.2234306435729256
ACH-001067,-1.3131625754903395
ACH-001075,-1.7240616228641523
ACH-001096,-1.5178134552487688
ACH-001111,-1.2251966097276423
ACH-001119,-1.5581327297186582
ACH-001128,-0.6736327900858089
ACH-001134,-1.3081466667116668
ACH-001151,-1.3628994873426368
ACH-001163,-1.4434902235376557
ACH-001164,-1.307900158483143
ACH-001183,-1.7211106632534017
ACH-001192,-1.3064910527295506
ACH-001193,-1.1595759284277845
ACH-001196,-1.4956332425574712
ACH-001197,-1.6124223024966748
ACH-001205,-1.1813627817309291
ACH-001211,-1.3293071019515117
ACH-001212,-1.1303320107732149
ACH-001228,-1.294312312343579
ACH-001232,-1.2359111722212603
ACH-001239,-1.327008251903846
ACH-001270,-1.0402959954348274
ACH-001274,-1.2936489356021452
ACH-001275,-1.4092377374329663
ACH-001277,-1.3988114588423204
ACH-001278,-1.5404257300616364
ACH-001280,-1.7073618276201237
ACH-001283,-1.4882927448694934
ACH-001289,-1.32729555570466
ACH-001300,-1.6191351486354937
ACH-001301,-1.3282610625360762
ACH-001302,-1.5596863194559836
ACH-001306,-1.3204705536194123
ACH-001318,-1.4908899530844852
ACH-001322,-1.6043662077175267
ACH-001328,-1.4083155681999733
ACH-001332,-1.5133172934048658
ACH-001336,-1.3350097509011722
ACH-001346,-1.568908158396124
ACH-001353,-1.3600195207173271
ACH-001354,-1.6898017089378816
ACH-001367,-1.2965835880398089
ACH-001368,-1.5519513987382074
ACH-001374,-1.3194912627132311
ACH-001377,-1.4894936391862814
ACH-001380,-1.5153226440159868
ACH-001391,-1.6275552073874318
ACH-001408,-1.868453984995316
ACH-001430,-1.3538218110064415
ACH-001431,-1.4637610330174329
ACH-001450,-1.4523001118184231
ACH-001496,-1.15774645924451
ACH-001500,-1.2099633927090274
ACH-001523,-1.4588342975824031
ACH-001532,-1.4958717268524775
ACH-001550,-1.3314451757797172
ACH-001552,-1.4344387524037414
ACH-001554,-1.4012219016894758
ACH-001654,-1.4360192069406006
ACH-001735,-1.5955517409128794
ACH-001736,-1.6841681968720363
ACH-001737,-1.2339385131827638
ACH-001740,-1.5042545025030611
ACH-001745,-1.414911066447845
ACH-001765,-1.4404775242500412
